Hindi	Telugu	Similarity_Score
का त िया जि ला करा कस , वे ने जु ए ला	కా టి యా జి లలా క రా కస , వె నె జు లా	0.5981
हाँ . और वे उससे ख र ब ों क मा सकते हैं .	సరే . వాళళు లకష ల కో టలు సం పా ది ంచ గల రు .	0.6442
नहीं .	లేదు .	0.3291
अगर यह क दम सही नहीं होता , तो मैं यहाँ नहीं रु क ता , तुम यह जानती हो .	ఇలా చేయడం స రెన పని కా కు ంటే , నే ని ం కా ఇకకడ ఉండ ను . నీ కా విషయం తెలుసు .	0.6174
का त िया जि ला करा कस , वे ने जु ए ला	కా టి యా జి లలా క రా కస , వె నె జు లా	0.5981
ग द दार !	ద రో హి !	0.4208
ग लो रि या .	గ లో రి యా .	0.4044
म कू टो बीच वे ने जु ए ला का त ट	మె క యూ టో బీ చ వె నె జు లా తీ రం	0.6647
वह रॉ बर टो और बच चों के साथ को लं बि या च ली गई है .	రా బర టో , ఇంకా పిలల లతో తను కొ ల ం బి యా కి వెళళి ంది .	0.6139
दू ता वास में , कया तुमने उसे मा रा था ?	ద ౌ తయ కార య ాల యం లో అత నని నువవు చం పా వా ?	0.5986
हम ए स ए डी के ब चे हुए बंद ों से मिल ेंगे	ఎ స ఏ డి వాళళ లో మి గి లి న వాళళ ను కలిసి ,	0.6281
मी रा फ लो रे स में रह ने के बाद एक आ म से घर में रहना .	మి రా ఫ లో రె స లో ఉనన తరువాత మా మూ లు ఇంట లో ఎలా ఉంటా వో .	0.6413
मुझे फोन करना .	నా క కాల చె య యి .	0.4308
नि को ल स कभी हमें चो ट नहीं पहुँ चा ए गा .	ని కో లస మనకు ఎ నన టి కీ హా ని కలి గి ంచ డు .	0.5859
हमारा सब कुछ यहीं तो है !	మన కి ఉనన దంతా ఇకకడ ే ఉంది !	0.5078
हमारी जिंदगी एक - दूसरे के साथ है .	మన జీవితం మనం ఇదద రం కలిసి ఉండ డం .	0.5680
हम दो दिन में अ मरी का के लिए र वा ना हो जाएँगे .	మనం రెండు రోజు లలో యు నె టె డ సట ే ట స కు వెళ తుననాం .	0.6317
वहाँ पहुँच कर उसे सब समझ ा देंगे .	అ కకడికి వెళళ ా క , తన కు వి వరి దదాం .	0.5640
- कया ? - कोई बडी बात नहीं है . बस . . .	- ఏంటి - అది పెదద విషయం కాదు . అది . . .	0.6607
पर उममीद है कि तुम ऐसा नहीं करो गे .	కానీ నువవు అలా చేయ వని ఆ శి సతుననాను .	0.5629
मर ना मत .	చని పో కు .	0.3813
इसकी त ला शी लो !	అత నని వె త క ండి !	0.4024
ये पैसे कयों ला या है , कमी ने ?	ఆ డబబు ఎందుకు తె చచా వు , వెధవ ?	0.5851
पर इस का रो बार में सा व धा नी बर तनी ही पड ती है .	కానీ ఈ వయా పా రం లో ఎంత జా గర తత గా ఉననా సరి పో దు .	0.5933
चु ना व होने वाले हैं .	ఎ నని కలు రా బో తుననా యి .	0.5317
पर मेरा काम	కానీ నా పని	0.3712
तुम कहाँ थे ?	ఎకకడ ఉననావు ?	0.4019
घर पर .	ఇంట లో .	0.3268
नहीं .	లేదు .	0.3291
क माल की खा सि य त है .	అది నిజంగా ఒక వ రం .	0.5073
कई चीजें मुझे परे शान कर दे ती हैं .	చాలా విషయ ాలు ననను ఇ బబంది పె డ తా యి .	0.5849
नि को ल स ! तुम सा री ह द ें पार कर रहे हो !	ని కో లస ! దీ నని చాలా దూ రం తీసు కె ళళ ా వు !	0.6310
जि म ?	జి మ ?	0.4188
और तुमहें . . .	కానీ నీకు . . .	0.5841
पलीज रा ष टर पति रे य स से कह दी जिए कि हम उनकी द रि या दि ली के शुकर गु जार हैं ,	పర ె సి డె ంట రే యే స కు మేము ఆయన ఉ దా ర మెన పరతి పా ద నను అభి న ంది సతుననా మని , కానీ	0.6620
अगर तुम किसी ऐसे को जानती हो जो एक सै टे ला इट को उडा स के , तो अचछा होगा .	మన కోసం ఉ ప గర హా నని నా శ నం చేయ గల వాళళు ఎవరెనా నీకు తెలి సతే , బాగు ంటుంది .	0.6326
इसलिए वह वे ने जु ए ला में है . उसे म ॉ स को से ह टा दिया गया था .	అందుకే తను వె నె జు లా కి వచచా డు . అత నని మా స కో నుండి పం పే సా రు .	0.6721
तुम में बहुत हि म मत है जो बिना किसी ह थ िया र के यहाँ आ गए .	ఆ యు ధం లే కుండా ఇకకడికి రా వడానికి నీకు చాలా ధ ె ర యం ఉండాలి .	0.6033
