Hindi	Telugu	Similarity_Score
बना दो आज की रात को तुम ह सी न	దొ ం గి లి ంచ బడి న ఒక రాతరి ఆన ంద ం	0.4806
लो पहुँच गए , मि . हे जल व ु ड .	ఇది గో ండి , మిసటర హే జె ల వు డ .	0.6304
यह कया हो रहा है ?	ఇది దే ని గురించి ?	0.3903
जिस की कृ ति का नाम " मा इ बे ड " है .	" నా మ ంచ ం " అనే వయా సం రా సిన ందుకు .	0.6240
बि स तर बना या भी नहीं .	హె చచు త గ గు లు లే కుండా .	0.5521
याद है तुमहें ?	నీకు గురతు ందా ?	0.4272
सि गरे ट .	సి గ రె ట .	0.4962
सि गरे ट .	సి గ రె ట .	0.4962
च ली जाओ !	వెళలి పో !	0.3430
सि ल वी !	సి ల వీ !	0.4106
मैंने सुना है . काफी अचछा लगता होगा .	వి ననాను . నీకు తపప కుండా న చచి ఉండాలి .	0.5491
यह लो .	ఇది గో .	0.3359
सि खा ने के लिए शुकरिया .	నే ర పి న ందుకు ధనయవాదాలు .	0.5275
- मैं सोच रहा था . . . - कया ?	- అనుకుంటుననా ను . . . - ఏంటి ?	0.6545
हाँ , मुझे खुशी होगी .	అవును , నాకు సంతోష మే .	0.5490
जान म	పా పా	0.2825
जान म	పా పా	0.2825
नि शा ना लगा एँ	ష ూ టి ంగ సె లూ న	0.4646
आज नहीं . अंदर चलो .	ఈ రోజు కాదు . ఇది గో .	0.5156
वह मुझे दे दो !	అది నాకు ఇవ వు .	0.5125
नहीं .	లేదు .	0.3291
मुझे यकीन है तुम यहाँ पहले आई होगी .	తపప కుండా ఇంత కు ముందు ఇకకడికి వచచా వు .	0.5385
बिलकुल .	సరి గగా .	0.3513
पूरा इट ली के स ंग मर मर से बना है .	దీ నని ఇ ట ాలి యన పాల రా తి తో క టట ా రు .	0.6079
हम ओ पे रा देख ने गए थे .	మేము క చే రీ కి వెళ లా ము .	0.5878
जैसा कि हुआ भी और पै ट रिक को बहुत गु ससा भी आया .	అతను ఆ పని చేశా డు , ప యా ట రిక చాలా చి కా కు పడ డా డు .	0.6105
वह टॉ म जो है .	టా మ అంటే అ దీ .	0.5033
तुम ठीक तो हो ?	బాగానే ఉననా వా ?	0.3566
आओ चल ें . हम यहाँ बात नहीं कर सकते .	వెళ దాం పద . మనం ఇకకడ మాటలాడు కో లే ము .	0.5515
यह तुम हो ?	ఇది నువ వా ?	0.4329
