Hindi	Telugu	Similarity_Score
तुम उनहें मार ना चाहते हो न ?	నీకు అత నని చం ప ాలను ంది , కదా ?	0.5412
सब अनु शा सन और निय ं तर ण पर नि र भर है .	ఇ దంతా కర మ ం , అ దు పు ల వలల ని చెపపి ంది .	0.6451
तुम और अचछे से समझ ा सकती हो ?	ఇం కే ద ెనా మె రు గె న వి వర ణ ఉందా ?	0.5344
माफ ी माँ ग ना चाहती हो ? यही चाहती हो ?	నీకు కష మా ప ణ కా వ ాలా ? నీ కో రిక అదే నా ?	0.4736
नि मन दर जे के लोग ? अचछा .	త కకువ సథా యి జ నా లా ? సరే .	0.6044
वन सप ति वि ज ञ ा न , मौ सम वि ज ञ ा न , परा ण ी शा स तर , आ न ु व ं शि की ,	జీ వ శా సత రం , వా తా వర ణ శా సత రం , జ ం తు శా సత రం , జ న యు శా సత రం ,	0.6827
वह यहाँ भी कुछ ऐसा ही ला ग ू करने की सोच रही हैं ?	ఇలా ంటి ది ఇకకడ కూడా అమ లు చేయ ాల నన ది ఆమె పర ణ ా ళ ి కా ?	0.5950
हाँ , सही कहा .	అవును , నిజ మే .	0.4586
बिलकुल , डॉ क टर होगा रट .	తెలుసు , డా క టర హో గా ర ట .	0.5536
ऐसी आ ख ों के लिए कुछ भी कर ूँगी .	ఆ క ళళ కోసం చం ప డా ని కె నా సిదధ మే .	0.6029
पी ट को सि न स की	పీ ట కో సి నస కీ	0.4237
मुझे नहीं पता कि तुम कया कह रहे हो .	నువవే ం మాటలాడు తుననా వో నాకు తెలియదు .	0.5191
अपने ज मा ने में दोनों रह चु के हो , है न ?	నీ కాల ంలో ఈ రెండు పరి కర ాలు గా ఉననావు గా ?	0.5983
बो लो कि से मार ना है ?	నేను ఎవరి ని చం ప ాలి ?	0.5356
- कहा , या तुम हो गे या मैं . - जाओ हाथ - मु ँ ह ध ो लो .	- నువవు లేదా నేను అననా డు . - వెళళి వి రా మ ం తీసుకో .	0.6452
मि सटर ओ ' कॉ न ल ?	ఓ ' కా నె ల గా రు ?	0.5377
तुमहें भाई की तरह चा हा , फर ै ंक .	నినను అనన లా పరే మి ంచా ను , ఫ రా ంక .	0.5803
पलीज .	పలీజ .	0.3891
धत .	ఛ త .	0.3918
ट ू थ पे सट ग म	ట ూ త పే సట గ మ	0.6259
मैंने नहीं लिया .	నేను తీసుకో లేదు .	0.4505
उनहें कुछ नहीं चाहिए .	బ దు లు గా ఏమీ వ దద ననా డు .	0.4524
इतने साल ों की मे ह न त का आ भा र ज ता ने के लिए दिया .	ఇ న నే ళళు గా నేను చేసిన కష టానికి క ృ త జ ఞ త గా ఇ చచా డు .	0.6409
कल ै ंट न अ र ज ें ट मे ड कल ै ंट न परा ंत के लिए गु ण व त ता देख भा ल	క లా ంట న అత య వ సర ఆ సు ప త రి క లా ంట న వా సు ల కి నా ణ య మెన చి కి త స	0.7298
नहीं , मैडम .	కాదు , మే డ మ .	0.4489
आपको ए त राज तो नहीं ?	మీ రే మీ అనుకో రు కదా ?	0.4491
इतना तो है कि अचछा अनु भ व नहीं था .	అంత సు ఖ మెన అను భ వం కా దని చెపప గలను .	0.6041
धत .	ఛ త .	0.3918
चा कू .	క తతి .	0.4095
बर टन !	బర టన !	0.5891
फ लि न ?	ఫ లి న ?	0.5027
और जो शि कार होते हैं , टॉ मी ?	మరి బా ధి తు ల సంగ తే ంటి , టా మీ ?	0.5824
तुमहें घर वापस जाना चाहिए .	నువవు ఇంటికి వెళ తే మంచిది .	0.4973
फ लि न ?	ఫ లి న ?	0.5027
कैसे , बर टन ? जब कि वे हमेशा हम से 1 0 क दम आगे होते हैं ?	ఎలా , బర టన ? వాళళు నిర ంత రం మన క ననా 1 0 అడుగు ల ముందు ంటే ?	0.6704
- बात को पु ल पर ही खतम कर देना था . - पर नहीं किया .	- వ ంత ె న పె క థ ని ము గి ంచి ఉండాలి . - నువవు ము గి ంచ లేదు .	0.6189
माँ कहाँ हैं ?	అమమ ఎ కక డు ంది ?	0.3414
नहीं , बर टन . ला श ें .	అయ యో , బర టన . శ వ ాలు .	0.6501
धत .	ఛ త .	0.3918
मैं बस बात को समझ ने की कोशिश कर रही हूँ .	దీ నని అరథం చేసుకో వడానికి సత మ తమ వు తుననాను .	0.5462
बस उसका फा र म ू ला . उनहोंने फा र मा ज ॉन को बना ने को कहा .	ఫా ర ము లా మాతరమే అ ంది ంది . ము ద రణ కు ఫా ర మా జా న కు పం పా రు .	0.6248
पर हम उनहें कोई पै सा नहीं दे रहे .	కానీ మనం వాళళ కే మీ చె లలి ంచడం లేదు .	0.5556
हाँ ?	సరే ?	0.3574
तुमहारा कोई और इ रा दा था ?	అపపుడు మ రో ఉద దే శ యం ఉందా ?	0.5514
माफ करना , मि स फि शर , मैंने सच में . . .	కషమి ంచండి , ఫి ష ర . నేను నిజ ా యి తీ గా . . .	0.6318
वि ल फ .	వి ల ఫ .	0.5136
नहीं .	కాదు .	0.3291
नहीं .	కాదు .	0.3291
तुमहारे अंदर उ त सु क ता बढ ती नजर आ रही है .	నీ లో కు తూ హ ల ం పె రగ డా నని నేను గ మని ంచ గలను .	0.6295
उनहोंने सक ूल पर हम ला किया .	వాళళు స కూ లు పె దా డి చేశారు .	0.5084
वह आत मर कष ा थी , वि ल फ .	అది స వీ య ర కష ణ , వి ల ఫ .	0.6282
मैंने नहीं सोचा कि कया अ सर होगा ,	సా ధ యా సా ధయ ాల గురించి ఆలోచి ంచ లేదు ,	0.5100
मैंने तुमहारा कया बि गा डा ?	అసలు నేను నీకు ఏం చేశా ను ?	0.5462
उसका यह मतलब नहीं कि तुमहें तक ली फ नहीं दे सकती .	దా న రథ ం నేను నీకు వి పర ీ త మెన బాధ ఇవవ లే నని కాదు లే .	0.5653
तुम उससे बाहर निकल आओ गी .	పా రి పో తా వని అనుకుంటుననా .	0.4539
तुम मुझसे कुछ और छु पा रहे हो ?	నువవు నాకు ఏదెనా చెపప డం లేదా ?	0.5574
मुझे तुमहारी बहुत याद आई , ए ली टा . तुम सोच भी नहीं सकती कि किस ह द तक .	నువవు లేని లో టు ను ఎ ంతో భ రి ంచా ను , ఎ లీ టా . ఎంత గా భ రి ంచా నో నీకు తెలియదు .	0.6173
पर अगर हमारे इं प ला ंट उनके दिमाग की न स ों पर सही हे र - फ े र करें तो ?	కానీ మన ఇం ప లా ంట స సు నని తంగా ఆ యు వ కు ల న రాల ర సా య నా లని మార చి వే సతే ?	0.6746
अपने 1 8 व ें जन म दिन पर तीन यू डी ए यो द धा ओं को मार कर म श ह ूर हुआ था .	తన 1 8 వ పు టటి న రోజు న ము గ గు రు యు డీ ఏ యో ధ ు లని చం పి పేరు గ డి ంచా డు .	0.7057
हमें थोडा अके ला छोड दो , लड को . हमें कोई जरू री बात करनी है .	మాకు ఏ కా ంతా నని ఇవవ ండ రా . మే ం కొనని విషయ ాలు మాటలాడు కో వాలి .	0.5765
वह मेरी स हे ली है . मैं उसे तुमहारा भी दोसत मान ना चा हूँ गी .	ఆమె నా సనే హి తు ర ాలు . ఆమె నీ కూ సనే హి తు ర ాలని నేను భా వి సతాను .	0.6004
यह जगह कितनी सुरकष ित है जब कोई भी हम पर हम ला कर सकता है ?	ఇకకడ ె ంత సు ర కషి తంగా ఉంది , మన లని చం ప డానికి ఎవరో ఒక రు రా వడం ?	0.6081
तैयार हो कर घ ू म ता फिर रहा है , मान ो अभी भी टे कस स में हो .	అంత టా తి రుగు తా , ఇంకా టె కస స లో పని చే సతునన టటు గా త యా రయ యా డు .	0.6450
पर अपने भाई का हाथ पक ड सकती हो . मैं कुछ नहीं सोच ूँगी .	మీ సోద రు డి చేయి పటటు కో వడానికి సం కో చి ంచ కు . ఏమీ అనుకో ను .	0.5955
सं दि ग ध लोगों के साथ यही करते हो न ? उनहें अलग करते हो ?	అను మా ని తు లతో ఇలా గే చేసతా వు కదా ? వారి ని వి డ దీ సతా వు కదా ?	0.5964
किसी तरह से , तुमने वि ज ञ ा न क कष में से सभी क ें चु ए लिए	సె న సు గ ది నుండి ఎలా గో నువవు వా న పా ము ల ననీ తీసు కుననా వు ,	0.6348
पु रा ने दि नों की खा त िर मैं बात को जाने दे ता , फर ै ंक ,	మన పా త అను బం ధం వలల , నినను వది లి పెటట ే సే వాడిని ఫ రా ంక ,	0.6498
ऐ प पल व यू बी मा कं प नी से , मैं डे रे क थ ॉ मस न बोल रहा हूँ .	ఆ పి ల వయ ూ భ ీ మా సం సథ నుండి డె రె క థా ం ప స న మాటలాడు తుననా .	0.7281
कुछ लोगों को नहीं लगता कि और त गाडी ठीक कर सकती है .	కానీ కొ ంద రు మ గా ళళు ఆడ ది కారు బాగు చే సతు ంద ంటే నమమ రు .	0.5800
तुमहारे ल कष य कल सु बह किसी जा ँच के लिए यहाँ होंगे ,	నీ లకష య ాలు రే పు ఉద యం ఓ పర కరి య కోసం ఇ కకడి కొ సతారు ,	0.6258
उस दिन , जब हम ट ह ल रहे थे , और तुम मुझसे आकर जु डे ,	మొ నన ఒక రోజు , మనం న డి చా ం , నువవు నాతో సం ధా నమ య యా వు ,	0.6430
तो वह जा दू से तुमहारी जै के ट की जे ब में आ पहुँ चा ?	అంటే ఇది నీ జే బు లోకి మా య జరిగి న టటు వచచి పడి ందా ?	0.6437
नहीं चाहती थीं कि पाँच वी ं क कष ा वाले ची र फा ड करें .	వాటి ని ఐ దో తర గ తి వాళళు కో య డా నని భ రి ంచ లేక పోయా వు .	0.5891
इसलिए , अगर कोई घ ा य ल कु त ता उनके सामने नजर आए तो	కాబటటి , ఎ ంతో శి కష ణ పొ ంది న ఈ యు వ కులు ఏం చేసతా రు ,	0.6433
ऐसा लगता है कि इसे मु का ब ले की उममीद थी , नहीं ?	చూ సతు ంటే అతను పో రు ని ఎదు రు చూ సిన టటు ఉంది , కదా ?	0.6344
उसके साथ कुछ हुआ था , जो सुना कर उ बा ऊँ गी नहीं .	నా కూ అతని కీ ఓ గ తం ఉంది , అది చెపపి వి సి గి ంచ ను .	0.6214
उनसे बात करते हो , कहानी को ठीक से समझ ते हो ?	క థ ని రా బ టట డానికి వి డి వి డి గా మాటలాడు తా వు కదా ?	0.5277
पर एक ही जगह पर है . इसके ऑ क सि पि ट ल लो ब में .	కానీ పరి మి త పరా ంత ంలో ఉంది , ఆమె ప ృష ఠ కా స తి లో .	0.5970
