Hindi	Telugu	Similarity_Score
गरेस	గరేస	0.5000
इ वा	ఈ వా	0.4306
बि बी	బీ బీ	0.2909
- मा इ कल , नहीं . - नहीं .	- మె ఖ ే ల , వదదు . - లేదు .	0.5966
बै का	బె కా	0.4706
ज ॉन प ॉल वि लि य मस 1 9 7 4 - 2 0 2 2	జా న పాల వి లి య మస 1 9 7 4 - 2 0 2 2	0.7726
शायद ही टर थोडा कम कर देना चाहिए . ए ह त िया त के लिए .	గ ది లో వే డిని కొ ద ది గా త గ గి ంచాలి . ఎందు కె నా మంచిది .	0.5539
ट रू गरेस	ట రూ గరేస	0.4581
कया ? अरे , नहीं .	ఏంటి ? ఓహ , లేదు .	0.5343
खास कर गरेस वि लि य मस के मा ता - पिता , बिल और कै थ ली न गा र वी को .	ముఖ య ంగా గరేస వి లి య మస తల లి ద ండ రు లెన బి ల ఇంకా కా థ లీ న గా ర వీ .	0.6645
ज ॉन प ॉल वि लि य मस	జా న పాల వి లి య మస	0.4608
और चिंता मत करो .	కానీ కంగా రు పడ కు .	0.4583
कला फि न ए ंड सं स	క లా ఫి న అ ండ స నస	0.5501
और आ इए हम उन खु शि यों के लिए धनयवाद द ें जो उसने अपने पू रे जी वन में बा ँ टी ं .	తన జీవి తమ ంతా అంద రికీ సంతోష ా నని ప ంచిన ందుకు మనం అతనికి ధనయవాదాలు తెలు పు దాం .	0.6126
तुमहारे पास इतना बडा घर है , और फिर भी हमें त ंग जग हों में बि ठा ती हो .	మన కి పెదద ఇ లలు ఉంది , అయి నా కూడా మాకు ఇ రు కు గా ఉనన భా వ నని కలి గి సతా వు .	0.6406
- यह बेहद अजीब नाम है . . . - यु वा लोगों के लिए .	- అది చాలా వి చి తర మెన పేరు . . . - ఈ తరం కు ర రా డు .	0.6916
- और फिर सु ख दा य ी महसूस होता है . - तुम इसके आ दी हो जाते हो .	- ఆ తరువాత అది , మె తత గా జా రు తు ంటుంది . - నీకు అ ల వా టె పో తుంది .	0.6688
यहाँ !	ఇకకడ !	0.3422
- वाह . - वाह .	- వా వ . - వా వ .	0.4692
यह लो .	ఇ దు గో .	0.4225
मुझे देख ने दो .	ననను చూడ నివ వు .	0.4426
कृपया , अपने बचचे को निय ं तर ण में रख ो गे ?	మీ పిలల వాడిని దయచేసి అ దు పు లో పెటట గల వా ?	0.6125
मै मी , शायद हमें जाना चाहिए . हम घर जा रहे हैं .	మా మీ . ఇం క సమయం అయి ంది . మనం ఇంటికి బయ లు దే ర ాలి .	0.6069
वह मजाक था .	అది ఒక జో క .	0.4327
देखो , मुझे पता है कि उसे स ह ना आ सान नहीं है और . . .	చూడ ండి , అతను . . . అతను మొ ండి వా డని నాకు తెలుసు . . .	0.6635
स टा र टर के लिए ऑ इस टर का बक सा .	సటా ర టర కోసం గు లల చే ప ల పెటట ె .	0.6317
हाँ .	సరే .	0.3574
हम फो र टी फु ट जा रहे हैं . जि तनी जलदी हो स के , लौट आ एँगे .	మేము ఫా ర టీ ఫ ు ట కి వెళ ు తుననాం . వీ లెన ంత తవర గా వచ చేసతా ము .	0.6703
बै का !	బె కా !	0.4884
बि बी !	బీ బీ !	0.3197
नहीं .	వదదు .	0.3902
यह सच नहीं है , बै का .	అది నిజం కాదు , బె కా .	0.5356
उसे शा र कों को खिला दे ती .	షా రక ల కి ఆ హా ర ంగా వే య ాలి .	0.5075
आ मी न .	ఏ మెన .	0.4344
वैसे मुझे अचछी जै के ट कयों पह न नी है ?	నేను ఎందుకు మంచి జా కె ట తొ డు క కో వాలి ?	0.5963
