Hindi	Telugu	Similarity_Score
तुमहें यह पता है , है न ? हम पुलिस नहीं हैं .	నీకు తెలుసు , కదా ? మనం గా ర డా పోలీసు ల ం కాదు .	0.5719
हाँ , ठीक है . मैं गरेस के साथ थी .	సరే , అలాగే . నేను గరేస తో ఉననాను .	0.5699
हम सभी उसके साथ थे .	మే మ ంతా కలి సే ఉననా ం .	0.4869
- मुझे लगा तुमहारा बेटा है . - नहीं .	- తను మీ అబబా యి అను కుననాను . - కాదు .	0.6071
हम सौ ते ले भाई हैं .	మేము స వ తి సోద రు ల ం .	0.5404
मतलब ?	అంటే ?	0.2858
तो , मै ट , आज रात को मुझे कोई काम नहीं है ,	సరే , మయా ట , ఈ రాత రికి నేను ఖ ా ళ ీ గా ఉననాను ,	0.6222
का मु क म सा ज नहीं . यह . . .	లె ం గి కంగా కాదు . ఇది . . .	0.6362
- कुछ था जिस का वह जवाब नहीं देना चाहती थी . - तुमहें . वह तुमहें जवाब नहीं देना चाहती थी .	- ఆమె జ వా బు లు చెపప డానికి ఇష ట పడ టం లేదు . - అది నీ వలల . నీకు జ వా బు లు చెపప డానికి ఇష ట పడ లేదు .	0.6116
कार में बैठ ो .	కారు లో కూ రచ ో .	0.4538
- कि इस आदमी की हतया हुई थी . धनयवाद . - हतया हुई थी .	- ఆ తరువాత జ రి గే ది అదే . ధనయవాదాలు . - హ తయ చేయ బడ డా డు .	0.6063
गरे सी !	గరే సీ !	0.4933
मुझे लगा मैंने " नि खा र लो " कहा .	నేను " హా యి గా " అననా ను అనుకుంటా .	0.5874
कया ? तुमहें यह पसंद है ?	ఏంటి ? ఇది నీకు న చచి ందా ?	0.5427
और फिर वह ठीक हो गई थी .	ఆ తరువాత తను కో లు కు ంది .	0.5046
यहाँ आओ . जब तुमहारे पिता जी आए , तो तुमने ना च ना बंद कयों किया ?	దగగర కు రా . మీ నానన లోప లి కి రా గానే నువవు డా నస ఎందుకు ఆ పే శా వు ?	0.6276
करि समस . फो र टी फु ट .	కరి సమ స . ఫా ర టీ ఫ ు ట .	0.6083
बस करो , बि बी !	దేవుడా , బీ బీ !	0.4026
मा इ कल ने आज पूछ ा कि कया वह टि कट ॉ क अ का उ ंट खो ल सकता है .	ఈ రోజు ఒక టి క టా క అ క ౌ ంట తీసుకో వచచా అని మె ఖ ే ల అడి గా డు .	0.6582
इसमें ब ला न ड के इस मह त व पू रण दिन के लिए कुछ पैसे हैं .	బ లా న డ కి ఇది ముఖ య మెన రోజు గ నుక కొ ద ది గా న గ దు బహు మ తి .	0.6860
आ मी न .	ఏ మెన .	0.4344
ए , यहाँ आओ .	హేయ , నువవు .	0.4685
- पता नहीं . - कमी ना कहीं का .	- నాకు తెలియదు . - చెతత వెధవ .	0.4890
- रु बे न , चलो . - इसे फ रे म किया जा सकता है .	- రూ బె న , ఇలా రా . - ఇది ప టం క టటి ంచుకో వాలి .	0.7202
आ रहा हूँ , मा इ कल !	వ సతుననాను , మె ఖ ే ల !	0.5502
बे चा री बच ची ने गर भ पा त - वि रो धी चि ह न पह न र खा है . तुमने वह देखा ?	పా పం ఆ చినన పిలల అ బా ర షన వయ తి రే క చి హ నం పెటటు కు ంది . అది చూశా వా ?	0.7005
- कृपया . - यह तुमहारे लिए है .	- దయచేసి ఇవ వు . - ఇది నీ కోసం .	0.6322
और यह बस मेरी तरफ से है . समझ ी ?	ఇది కేవలం నేను ఇ చచి న దే . సరేనా ?	0.5613
प चा स यू रो . तुम काफी उ दार हो .	యా భ ె యూ రో లు . అది చాలా ఉ దా రం .	0.6167
शायद वह इसे ल ॉन ज री से मे ल खा ने वाली ले स सट ॉ कि ंग पर ख र च कर सकती है .	బహుశా తను ఆ లి ం గర ీ తో పాటు లే స సటా కి ంగ స కోసం ఖ రచు పె టటి ఉండ ాల సింది .	0.6954
तो हमें कै बि न खा ली करने के लिए 5 0 से क ंड चाहिए होंगे ?	ఈ క యా బి న ని ఖ ా ళ ీ చేయ డానికి మన కి యా భ ె సె క నలు ఉ ంటు ందా ?	0.6330
हाँ .	సరే .	0.3574
इ वा .	ఈ వా .	0.4399
खैर , नहीं . . .	ఇం క , వదదు . . .	0.6382
देखो .	చూడు .	0.4116
ली जो ए री ना , ड ब लि न	లి జో ఎ రీ నా , డబ లి న	0.4791
- उसे बंद करो . - बंद कर दिया है .	- దానని ఆ ఫ చేయి . - నేను ఆ పే శా ను .	0.6179
कया ? मैं उसे उ तनी अचछी तरह भी नहीं जानता था . बस उसके साथ डा रट स खेल ता था .	ఏంటి ? నాకు అంత గా పరి చ యం లేదు . ఊ రి కే అతని తో కలిసి డా ర ట మాతరమే ఆ డే వాడిని .	0.6205
उसने उसे अभी - अभी द फ ना या है .	ఆమె అత డిని సమా ధి చేసే సింది .	0.5028
- अचछा ? - वह शान दार म हिला है .	- మీరు కలి శా రా ? - చ కక ని మ హి ళ .	0.5850
माफ करना , बस यहाँ ह सता कष र करो .	మన ని ంచాలి , మీ చినన స ంత కం చ ాలు .	0.5218
ट रू गरेस	ట రూ గరేస	0.4581
- हे भगवान . - हाँ .	- దేవుడా . - అవును .	0.5838
ज ॉन गि ब नी ए ंड सं स	జా న గి బ నీ అ ండ స నస	0.5947
हाँ , मुझे पता है मैंने कया कहा था , पर तुमहें कया कहना है ?	అవును , నేను ఏం చెపపా నో నాకు తెలుసు , కానీ నువవు ఏం అంటా వు ?	0.5699
कि शायद हम किसी ची नी रे सट ो र ें ट में जा सकते हैं ?	నేను ఏం అంటా న ంటే , ఎపపుడ ెనా చె నీ స వి ందు తి ందా మా ?	0.6124
जे पी मि स ड क ॉल	జె పి మి స డ కాల	0.5061
ब ला न ड ?	బ లా న డ ?	0.5756
कम ब खत गा र वी परिवार .	చెతత గా ర వీ కుటుం బం .	0.5253
नहीं .	లేదు .	0.3291
पकका वह अब तक सो चुका होगा .	అతను ఈ పా టి కి ని దర పో తు ంటా డు .	0.4689
वह मुझे कयों फोन कर रहा है ?	నాకు ఎందుకు కాల చేసతుననా డు ?	0.5001
नहीं !	లేదు !	0.3291
नहीं !	లేదు !	0.3291
पर इसका कोई सब ूत नहीं है कि अ परा ध हुआ था . हमें ध ो खा ध डी के सब ूत ढूँढ ने चाहिए .	నే రం చేశా ర న డానికి ఎలా ంటి ఆ ధా ర ాలు లేవు . వాళలు మో సం చేశా రే మో అనన కో ణ ంలో చూడ ాలి .	0.6510
तुम ऐसे काम नहीं करते हो . तुमने ध ो खे से उस वि ध वा के ह सता कष र लिए . . .	నువవు ఇలా ంటి పని చేయ దదు . ఒక వి తం తు వు ని ఏ మార చి స ంత క ాలు పె టటి ంచి . . .	0.7022
खैर , हमें बस कुछ का ग जा त ों पर ह सता कष र चाहिए , और फिर हम चले जाएँगे .	ఏ ది ఏమెనా , కొనని ప తర ాల మీద మీరు స ంత కం చే సతే , మేము ఇం క బయ లు దే ర తా ము .	0.6797
वह हा ल ही में वहाँ किसी बच का नी परा यो जि त पै दल - द ौ ड में जा रहा है .	తవర లో అ కకడికి అతను ఒక చెతత పరా యో జి త న డ క కార య కర మా నికి వెళ తుననా డు .	0.6234
और कुछ कॉ क टे ल ड ं डे भी , ताकि मैं अपनी आँख ें बाहर निकाल सक ूँ .	కొ ద ది గా కా క టె ల స టి కస కూడా ఇవవ ండి , నా క ళ లని పొ డు చు కో వడానికి .	0.6493
हाँ , मैंने पी हुई थी , बि बी . तुमहें मुझे याद दि ला ना होगा .	అవును , నేను కో ప ంగా ఉననాను , బీ బీ . నువవే నాకు గురతు చేయాలి .	0.6232
मैंने श री वि लि य मस की म ृ त यु का कारण खुद नि र धा रि त किया था .	మిసటర వి లి య మస మ రణ ానికి కారణ ా నని నేనే స వయ ంగా నిర ధా రి ంచా ను .	0.5821
