Hindi	Telugu	Similarity_Score
. . . पर मैं उसके लिए खुश हूँ .	. . . కానీ నాకు సంతోష ంగా ఉంది .	0.6036
हाँ !	భలే !	0.3574
मुझे लगता है कि किसी ने एडगर को ज हर दिया	ఎవరో ఎడ గర కి విష ం పెటటా రు అనుకుంటుననా ను ,	0.5789
इ सा बे ल .	ఇ సా బె ల .	0.5811
कया हो रहा है ?	ఏం జరుగు తోంది ?	0.4928
वैसे , हाँ , सोचा तो यही था .	అంటే , అవును , అదే నా ఐ డి యా .	0.5599
पता है कया ? एक से क ंड रुको .	ఒకటి చెపప నా ? ఒకక కష ణం ఆగు .	0.6083
यह कोई सी क वल नहीं है .	ఇదే ం రెండ వ భా గం కాదు .	0.5439
नहीं .	లేదు .	0.3291
- हम डे ट कर रहे हैं . - हम डे ट कर रहे हैं .	- డే టి ంగ చేసతుననా ం . - డే టి ంగ చేసతుననా ం .	0.5275
कौन ड रि ंक लेना चाह े गा ?	ఎవరి కె నా డ రి ంక కా వ ాలా ?	0.4904
पि च के हुए बं पर वाली नी ली से डा न का मा लि क ,	వం గి పోయి న బం పర తో ఉనన నీ ల ం రం గు కారు ఓ న ర	0.6746
जो कि हमेशा भी ड के सामने ख डे होने को उ ता व ला रह ता है	ఎంత మంది జ నం ముందు ఉననా ఎ ం జా య చేసే అ ల వా టు ఉనన ననను ,	0.6400
अब , आ मत ौर पर जब पर कृ ति को त बा ह करने वाले इन र ई स ों में से कोई	సరే , సా ధా రణ ంగా భ ూ మి ని నా శ నం చేసే ఈ అ పర కు భ ే రు లు నా ఇంటి గు మమ ం	0.6842
ब धा ई नहीं दे ता हूँ पर मैंने सुना है कि यह मेरी गरेस को खुश रख ता है .	అంతే కా ని అభి న ంది ంచ ను కానీ నువవు గరేస ని చాలా సంతోష పె డ తా వని వి ననాను .	0.6094
तुम कौन हो ?	నువ వె వరి వి ?	0.3942
मैं अ नी क हूँ .	నేను య నిక ని .	0.4783
ठीक है . तो . . .	సరే . అలాగే . . .	0.6589
नहीं , यह भ द दा है .	కాదు , అది దారు ణం .	0.4834
और मैंने कया किया ?	కానీ నేనే ం చేశా ను ?	0.4488
वे एक - दूसरे से बिलकुल अलग हैं .	అంటే , వాళళు చాలా భి నన మెన వారు .	0.5610
गरेस रो मा ं टि क , जा दु ई पागल है जि से परा ची न चीज ों से पयार है	గరేస ఒక ర ొ మా ంటి క పిలల , పు రా తన వాటి ని ఇష ట పడ ే ఒక వి ంత మనిషి ,	0.6563
मैं जयादा परति कर िया नहीं दिखा रहा . तुम हमेशा यही कहते हो . नहीं . . .	నేను అ తి గా పరతి సప ంది ంచడం లేదు . నువవు ఎపపుడూ ఇలా గే అంటా వు . లేదు . . .	0.6530
अ नी क ?	య నిక ?	0.4344
पर हम आज रात नहीं करेंगे .	మేము ఇ వాళ రాతరి ఏం చేయ ము .	0.4664
बस . . .	ఇక . . .	0.8835
वाह . - पुलिस उस माम ले में शा मिल नहीं होना चाहती है .	- వా వ . - పోలీసు లకు ఆ కేసు మీద పని చేయడం ఇషటం లేదు .	0.5974
मुझे मजाक पसंद हैं . और रॉ कस ै ना को भी .	నాకు జో క లు అంటే ఇషటం . రో క సా న కి కూడా .	0.6333
उसे अपना पर भ ु त व दिखा ओ .	దాని మీద ఆ ధి ప త యం చూ పు .	0.5954
और अगर तुम वैसे ही कार चला ते हो जैसे पार क करते हो , तो मैं बस अपना आ पा . . .	నువవు కారు పార కి ంగ చేసిన టటే డ రె వి ంగ చే సతే , వాళళ తో వే గే ఓ పి క నాకు లేదు . . .	0.6637
यह मेरे लिए बहुत बडा सम मान होगा .	ఇది నేను గొపప గ ౌ ర వ ంగా భా వి సతాను .	0.5377
हाँ , सही कहा .	అవును , నిజ మే .	0.4586
अ नी क !	య నిక !	0.4344
अ नी क .	య నిక .	0.4344
यह एक साम राज य वा दी उप कर ण है .	సా మ రా జ య వా దు ల ఆ యు ధం లాంటి ది .	0.5883
हाँ .	సరే .	0.3574
प सी ने से भी ग जाते हो .	చె మ ట ఎకకువ గా వ సతుంది .	0.5336
और मैंने " नहीं " कह दिया .	అ ందుకు నేను వదదు అననా ను .	0.4793
ठीक है !	జా గర తత !	0.3610
अ नी क !	య నిక !	0.4344
- सब ठीक है ? - ठीक है . हाँ .	- సరి పోయి ందా ? - సరే . అలాగే .	0.5484
शा बा श . बढिया है .	బాగుంది . మంచిది .	0.4203
वह शक ति शा ली है . और उ दार है .	అతను బ ల మెన వాడు . మంచి వాడు .	0.5650
खैर , रॉ कस ै ना , कया तुमहें म छ ली पसंद है ?	పో ని లే , రో క సా న , నీకు చే ప అంటే ఇష ట మే నా ?	0.6453
जिस का नाम है ल ु का - छ ि पक ली .	దానని బ లలి పోలీసు అంటా రు .	0.4988
- ठीक है . - कया ?	- సరే . - ఏంటి ?	0.6350
ये य !	భలే !	0.3566
हाँ .	భలే .	0.3574
वह शान दार है .	ఇది భలే ఉంది .	0.4059
मैं उसे हर जगह ढूँढ चुका हूँ .	నేను దాని కోసం అంతా వె తి కా ను .	0.4787
और कृपया , च लिए खु शन ुम ा जो डी के नाम एक जा म पे श करें .	అలాగే అంద రం కలిసి ఈ న ూ తన జ ంట కు అభి న ంద నలు తెలు పు దాం .	0.6743
हाँ . मुझे समझ नहीं आया मैं कया कर ूँ .	అవును . కానీ నాకు ఏం చేయ ాలో తెలీ లేదు .	0.5298
पर इसे मेरे लिए आ सान मत बना ना .	కానీ నా కోసం దానిని ఈ జీ చేయ కు .	0.5270
तुमहें लगता है कि उसे पता था कोई उसे मार ने की कोशिश में था ?	తన ను చం ప డానికి పరయతని సతుననా రని వాడి కి తెలుసు అనుకుంటుననా వా ?	0.5599
और फिर , अग ली सु बह . . .	ఆ తరవాత రోజు ఉద యం . . .	0.6426
जिस पर हतया का आ रो प है .	హ త యా రో ప ణ చేయ బడి న వయకతి .	0.5412
तुम मुझसे कया छ ि पा रहे हो , अ नी क ?	నువవు నాకు ఏం చెపప డం లేదు , య నిక ?	0.6145
फिर , आ फ टर - पार टी में जाते समय , मैंने ला इ ब रे री के बाहर गरेस को देखा .	ఆ తరవాత ఆ ఫ టర - పార టీ కి వెళ తు ండ గా , గరేస లె బర రీ బయట ఉండ డం నేను చూశా ను .	0.7042
और वह एक ड रि ंक में कुछ डाल रही थी .	అపపుడు ఆమె డ రి ంక లో ఏదో పె డు తుంది .	0.5474
कया तुमने कहा कि गरेस ने उसे ज हर दिया ?	గరేస వాడి కి విష ం పె టటి ంది అని చెపపా వా ?	0.5394
नहीं . यह सच में रो मा ं टि क - कॉ मे डी है . जैसे , " अ ह - ओह , यह बेवकूफ मु सी ब त में फ ँ स गया . "	లేదు . ఇది ర ొ మా ంటి క కా మె డీ లా గే ఉంది . అంటే , " అయ యో , ఈ స ననా సి తి పప లలో పడ డా డు " అనన టటు .	0.7525
एक सु ंदर आदमी तुमहारी गर ल फर ें ड को रि झा रहा है जब कि तुम खुद को शर मि ंदा कर रहे हो .	అంద రి మధయ నినను నువవు ఎ గ తా ళ ి చేసు కు ంటు ంటే , ఒక అంద గా డు నీ పిలల కు లెన వే సతుననా డు .	0.6637
हैलो . तुमसे मिल कर खुशी हुई . तुमने अपना ओ बा मा का पु त ला गि रा दिया .	హాయ . మిమమలని కల వడం సంతోష ంగా ఉంది . మీరు మీ ఒ బా మా బ ొ మమ ని పడ ే శా రు .	0.6489
