Hindi	Telugu	Similarity_Score
- आ शु : उसके पापा को बुला या है . - दरवा जा खो ल !	- నేను వాళళ నానన కి ఫోన చేసా ను . - తలు పు తె రు !	0.6394
बहन चो द , दो घं टे से सर दार मेरा दरवा जा ठ ो क रहा है !	వాడు 2 గంట ల నుండి నా డో ర దగ గరే ని ల బడి చా వ గొ టట ా డు .	0.6268
भगवान को कोई ना नहीं कह सकता .	దేవు డిని ఎవరూ కా దని చెపప లే రు .	0.4751
वह तुमहारे लिए पागल है ! सभी को दिखा ई दे ता है .	అతను పూరతి గా నీ వాడు ! పర తీ ఒకక రూ అది చూడ గల రు .	0.6344
कया आप ये ए लब म ह टा देना चाहते हैं ? हाँ	నిజంగా నే ఈ ఆ ల బం డి లీ ట చే సె యయ నా ? అవును	0.6313
मैं सच में उससे पयार करती हूँ .	నే నిజంగా అత నని పరే మి సతుననాను .	0.5080
मैडम , सु बह से कुछ खा या नहीं है . बस पि ये जा रहे हैं .	మే డ మ , సా ర ఉద యం నుంచి ఏం తి న లేదు . తా గు తూ నే ఉననారు .	0.6790
मैं खुद को रो क नहीं पा ई .	అందుకే నేను తెలియ కుండా .	0.4748
और त 2 : उसे शादी नहीं करनी चाहिए . दु ल ह न के बारे में कया खया ल है ?	అతనికి పెళళి కా వడానికి వీ ల లేదు . పెళళి కూ తు రు గురించి ఏ మను కుటు ననా వు ?	0.6093
तुमने ऐसा कयों किया ?	నువవు ఎందు క లా చేసా వు ?	0.4938
शायद मैं बेवकूफ ों की तरह सोच रही हूँ .	నేను నిజంగా నే సట ు పి డ గా ఆలోచి సతునన నే మో .	0.5340
जान , वो क श ती निकल चु की है . समझ ी ?	బ ే బీ , ఆ పడ వ వెళ ి పోయింది . సరేనా ?	0.6031
मे ड इन हे वे न	మే డ ఇ న హె వెన	0.5741
त भी तो तेरी म ं गे तर ने तु झ े ध ो खा दिया !	నీ ఫి యా నస ీ అలా చేయడం లో ఆ శ చ ర యం లేదు !	0.6637
- शा बा श , बेटा . - अरे . शुकरिया , पापा .	- బా గ చేసా వు , బా బ ూ . - థాంక యు , డా డ .	0.6246
- बस करो , पलीज , पलीज , पलीज ! सर फ राज ! - कमी ने , इ ध र आ !	- సర ఫ రా జ వది లె య , పలీజ , పలీజ , పలీజ ! - ఒ రే య , ఆ గరా !	0.6860
अग ली बार ऐसा हुआ ना , तो बस पक ड के वापस च ली जाना तुम द वार का या रो हि ण ी ,	ఇం కో సారి ఇలా చేసా వ ను కో బ స సె కకి తిరిగి ఆ ద వా రక రో హి ణి , ఎకకడ నుంచి	0.6183
- ये इन का हो ट ल है . - जो गी , जो गी .	- ఇది అతని హో టల . - జో గ ీ . జో గ ీ .	0.5782
अचछा , आगे से तुम कभी उससे झूठ नहीं बो लो गी . हाँ ?	ఓ కే , ఇ పప ట ను ంచ ీ నువవు తన తో అబ దధ ం ఆడ కు . సరేనా ?	0.6423
मुझे तुमहारी नौ करी की चिंता है .	నీ జా బ గురించి ఆలోచి సతుననాను .	0.4908
मैंने सर फ राज के साथ ग ड ब ड कर दी . अगर जो गी को पता चल गया , मेरे माँ - बा प . . .	నేను సర ఫ రా జ తో పడు కుననా . ఇది జో గ ీ కి తెలి సి నా , మా పే రె ంట సు కి తెలి సి నా . . .	0.6702
- सि गरे ट पी ना बंद करो ! - अचछा !	- సి గ రె టలు మా నె య యి ! - అలాగే !	0.6461
हे लो ! आपको ये सब रो क ना होगा .	- జో గ ీ . . . - హలో ! మీ రె ఆ ప ాలి .	0.5273
और इस वकत सिरफ तुम ये कर सकती हो . ठीक है ?	మరి పర సతు తం నువవే దానని మా రచ గల వు . సరేనా ?	0.6063
मैंने ये तुमहारे लिए बना या है . पलीज ना मत कहना .	నీ కోసం నేనే స వయ ంగా చేసా ను . వ దద ని మా తరం చెపప కు .	0.6064
अचछा ? ज स पर ी त कौ र कौन है ?	నిజంగా నా ? జ స పర ీ త క ౌ ర ఎవరు ?	0.6363
पापा जी , चा य .	నానన గా రూ , టీ .	0.4628
