Hindi	Telugu	Similarity_Score
लूसी .	లూ సీ .	0.3696
ग ै ले क सी न यू ज	గె లా క సీ న యూ స	0.6350
सही सुना ,	అది నిజం ,	0.4864
आप से मिल कर बहुत अचछा लगा . धनयवाद .	ఇది చ కక ని కల యి క . మీ రా కకు సంతోష ం .	0.5843
वे सट - टे क ?	వె సట టె క ?	0.5500
अपनी तरह का पह ला .	చాలా పర త యే క మెన ది .	0.4185
मैंने ही रो ल आ उ ट संभा ला था .	నేను రో ల ౌ ట ను పర య వే కషి ంచా ను .	0.5973
ब ड . ब ड आ स किन स .	బడ . బడ ఆ స కి నస .	0.5863
- इसके लिए ? - हाँ .	- దీని కా ? - అవును .	0.6012
तुमहारे लिए जो कर सकता हूँ	నేను నీ కోసం చేయ బో యే ప ను లు	0.4817
दु श मन के इ ला के में जा रहा हूँ .	నేను శ తరు భ ూ భా గ ంలో కి వెళ తుననా .	0.6042
मि . हा वर ड , घर सु ंदर है .	అంద మెన ఇ లలు , మి . హా వర డ .	0.6622
मि . हा वर ड ?	మి . హా వర డ ?	0.5350
ब ड आ स किन स .	బడ ఆ స కి నస .	0.5628
एक टर अपने ट रे ल र से निक ले ही नहीं .	న టు లు తమ ట రె ల ర ల నుండి బయటకు రా రు .	0.6281
जिंदगी बर बाद है .	అది మ రీ వి చి తరం .	0.4489
लगा वह कि र दार सट ू डियो का था .	ఆ పా తర సట ూ డి యో స ొ ంత మను కుననా .	0.5866
बस उनका भ वि ष य सही है .	బంగా రు మ య మని చెపప గలను .	0.5876
इंतजार है .	వే చి ఉననా .	0.4195
सा मान य हूँ ?	మా మూ లు గా నా ?	0.4526
ऐसा ही होना चाहिए .	నిజ ానికి పరతి సా రీ .	0.3101
- प ं थ नहीं है . - सब मु स कु रा रहे हैं .	- ఇది కల ట కాదు . - అందరూ నవ వు తుననారు .	0.6103
और अगर बा थ रू म का इस ते माल नहीं आता हो , तो पूछ लें .	బా తర ూ ం లు ఎలా పని చేసతా యో మీకు తెలియ కపోతే , అడ గ ండి ,	0.6351
वही तो कह रहा हूँ . लोग भ ला ई दिखा एँ . . .	అదే చెబు తుననాను . జ నాలు మంచి గా ఉంటే . . .	0.6451
और मैं कया कर ूँगी ?	మరి నేనే ం చేసతాను ?	0.4523
तुम सु ंदर दिख ती रहना	నువవు అంద ంగా ఉంటా వు ,	0.4519
नहीं .	లేదు .	0.3291
मैं बस यही कह ता हूँ कि एक ही जिंदगी है .	మనకు ఉనన ది ఈ జీవి త మే అని చెబు తుననా న ంత ే .	0.5594
