Hindi	Telugu	Similarity_Score
तुम कौन हो ?	ఎవరు నువవు ?	0.3913
मेरे लिए ये लोग कोई मा य ने नहीं रख ते .	ఈ జ నం ఎవ వర ూ నాకు ఏ మా తరం ముఖ యం కాదు .	0.6091
- तुम आ ख िर हो कौन ? - तुम लोगों ने जलदी शुरू कर दिया , है ना ?	- నువవు అసలు ఎవరు ? - మీరు చాలా తవర గా పని మొద లు పెటటా రు , కదా ?	0.6570
ने ल सन - सै म ब रि टि श ना गर ि क	నె లస న - సా మ బ రి టీ ష ప ౌ రు డు	0.7008
सै म ने ल सन ?	సా మ నె లస న ?	0.6238
नहीं !	వదదు !	0.3902
हम चाहते हैं कि आप अपनी - अपनी सी ट ों पर बैठ े र हें और अपनी कु र सी की पे टी बा ं ध लें .	మీ సీ ట లలో మీరు కూ రచు ని సీ టు బె ల టు లు పెటటు కు ని ఉండ ాల సింది గా మిమమలని కో రు తుననాను .	0.6446
बढिया , इसे मुझे दो .	సరే , అది నాకు ఇవ వు .	0.5729
एक बार और देखो .	ఇం కొ క సారి చూడు .	0.4553
नहीं . यहाँ नहीं , मेरे दोसत .	లేదు . ఇకకడ ఆడ కూడదు , మి తర మా .	0.5326
लेकिन उसकी आवा ज .	కానీ అతని గొ ం తు .	0.4599
तो तुमहें अब कुछ करने की जरूरत नहीं है ?	అయితే నువవు ఇపపుడు ఏమీ ము టటు కో న కక ర లేదా ?	0.5669
नहीं . ही थ रो पहुँच ने के एक घं टे पहले तक नहीं .	లేదు . హ ీ త రో చే రు కో వడానికి ఒక గంట ముందు వర కూ .	0.6239
कया हो रहा है ?	ఏం జరుగు తో ందా ?	0.4956
हैलो ? नीचे बैठ ो .	హలో ? కింద కూ రచ ో .	0.4829
मैं अपना फोन चा लू रख ूँगा .	నా ఫో ను ఆన లోనే ఉ ంచు తాను .	0.5535
मार शा .	మార షా .	0.3652
2 डी	2 డి	0.4928
2 डी : यहाँ बातें करें .	2 డి : ఇకకడ చా ట చేయ ండి .	0.4913
अपना सं देश टा इ प करें	మీ స ందే శం టె ప చేయ ండి	0.5145
1 के : अभी तक कुछ नहीं .	1 కె : ఇంకా ఏం తెలియదు .	0.5551
मैंने कहा था ?	నేను చెపపా నా ?	0.4674
अब दु ल ला .	అబ దు లలా .	0.5008
1 के : इ रा की ए टी सी विमान से सं पर क करेंगे . लेकिन उनहें कोई जवाब नहीं मिले गा .	1 కె : ఇ రా కీ ఎ టి సి మన విమా నా నని కా ంటా క ట చేసతా రు . కానీ ఎలా ంటి సమా ధా నం ఉండ దు .	0.6451
इ रा क	ఇ రా క	0.4211
{ \ an8 } कि ंग डम 2 - 9 .	{ \ an8 } కి ంగ డ మ 2 - 9 .	0.7779
कया आप कै प टन बोल रही हैं ?	మాటలాడు తునన ది కె ప టె న కదా ?	0.5641
ठीक है . मैं जाता हूँ .	సరే . నేను వెళ తుననాను .	0.4932
कि ंग डम 2 - 9 .	కి ంగ డ మ 2 - 9 .	0.6443
जा बे ल अ ली अब ू धा बी	జె బె ల ఆ లి అ బు దా బి	0.5868
मा इ कल ?	మె ఖ ే ల ?	0.4061
अपना मै से ज टा इ प करें	మీ స ందే శం టె ప చేయ ండి	0.5439
यह सिरफ एक तरह का सं के त हो सकता है कि कुछ ग ड ब ड है .	ఏదెనా దా రి తపప ి తే , విమానం లో ఏదో సమసయ ఉ ందని సం కే తం .	0.6106
नी ला !	నీ లా !	0.3419
नी ला ?	నీ లా ?	0.3419
नी ला ?	నీ లా ?	0.3419
बा थ रू म साफ करना आ सान होता है .	బా త రూ ము లు శు భ రం చేయడం తే లి క .	0.5995
दे री से उ डे गी . मैंने तुमहारी के एल ए म देख ली थी . मा इ कल ने तुमहारी स वि स ए यर संभाल ली .	ఆ లస యం అయి ంది . నీ కె ఎ ల ఎ మ కూడా నేను చూ సు కుననాను . నీ స వి స ఎ యి ర ని మె ఖ ే ల చూ సు కుననా డు .	0.7001
सब जानते हैं कि पायलट सिरफ उडा न भर ते हैं और विमान को नीचे उ तार ते हैं .	పె లె టలు కేవలం టే కా ఫ ఇంకా ల యా ండి ంగ మాతరమే చేసతా రని అంద రికీ తెలి సి ందే .	0.5893
सिरफ वही करें जो वे लोग कहते हैं जिन का इस समय इस विमान पर कब जा है .	ఈ విమానం పర సతు తం సవా ధ ీ నం చేసు కునన వారి ఆ దే శ ాలను మాతరమే అను సరి ంచండి .	0.6004
उनहोंने दु ब ई के ह वाई अ ड डे के लोगों से बात की . वे बिना वजह डर गए थे .	వాళలు దు బా య లో , ఎ యి ర పో ర ట సి బబంది తో మాటలా డా రు . అది త పపుడు హె చచ రిక .	0.6767
दु ब ई के पास पहले ही एक फोन आ चुका था . समस या पहले ही ह ल हो चु की थी .	అంత కు ము ందే దు బా య కి ఒక కాల వెళలి ంది . అది అ పపటి కే పరి ష కా రం అయి ంది .	0.6455
- ख रा ब हो जाएँगे . मेरी बात सुनो . . . - पे टी से अपना हाथ ह टा ओ .	- ఘ ో ర ంగా మార తా యి . నా మాట వి ను . . . - ఆ బె ల టు మీద నీ చేయి తీ యి .	0.7051
इस सब का मतलब यह है , सा इ मन , कि मुझे दस मिनट की देर हो जाए गी .	ఈ అనని కారణ ాల వలల , సె మన , నేను ప ది నిమిష ాలు ఆ ల సయ ంగా వ సతాను .	0.6611
मैं कर सकता हूँ , पर वाई फा ई चल रहा हो तो कोई भी कर सकता है .	అంటే , మాటలాడ గలను , కానీ వె - ఫె ఆన లో ఉంటే ఎవరెనా సం పర ది ంచ చచు .	0.6044
जैसा कि मैंने कहा था , मैं बस घर जाना चाहता हूँ .	నేను ము ందే చెపపి న టలు , నాకు ఇంటికి వెళల ాలని ఉంది .	0.5572
पलीज , जा रा . मैंने उससे कहा है मैं कोशिश कर ूँगा .	పలీజ , జా హ రా . నేను చూ సు కుంటా నని తన కి హా మీ ఇ చచా ను .	0.6087
वह पाँच घं टे बाद हमारी ह वाई सी मा में आए गा .	మన గ గ న తల ంలో కి రా వడానికి ఐ దు గంట లు పడు తుంది .	0.6171
देखो , कल ही बॉ बी का अप ें डि कस निकल वा या है ,	చూడు , బా బీ కి ని నన అ పె ండి కస సమసయ వచచింది ,	0.5681
या हम वहाँ के ए टी सी से सं पर क करने . . .	లే ద ంటే మనం ఎ టి సి ద వా రా పరయతని ంచ చచు . . .	0.6694
किसी ने गोली चला दी , मैंने बस यही सुना .	తు పా కి పే లి ంది , నాకు అదే వి ని పి ంచింది .	0.5227
तो , आपने ऐसा कयों कहा कि कै प टन आप हैं ?	అపపుడు , నేనే కె ప టె న అని ఎందుకు చెపపా వు ?	0.5723
- वे पी . ई . के लिए हैं . - वे ल करो पह नो .	- ఇ వి ఫి జి కల ఎడ యు కే షన కోసం . - వె ల క రో .	0.7104
हे ! जो तुम चाहते हो , वह कर तो रही हैं .	హేయ ! ఆమె నువవు అడి గి ంది చే సతోంది కదా .	0.5729
के ए 2 9 के या तरी इस कष े तर में होंगे . दूस री फ ला इट के या त रि यों के साथ .	కె ఎ 2 9 పర యా ణి కులు ఈ పరా ంత ంలో ఉననారు . మి గ తా విమా నా ల పర యా ణి కు లతో కలిసి .	0.6748
बी ए 9 8 5 0 , अब आप उडा न भर सकते हैं .	బి ఎ 9 8 5 0 , మీ టే కా ఫ కి అను మ తి ఉంది .	0.6766
प ला जा में हम दोनों साथ खाना खा एँ .	ప లా జ ాలో ఇదద రి కోసం టే బు ల కావాలి .	0.5366
कयोंकि कॉ क पि ट में कोई नहीं है .	ఎందుకంటే కా క పి ట లో ఎవ వర ూ లే రు .	0.5635
कुछ नहीं , बिलकुल भी कुछ न . . .	ఏమీ లేదు , ఖచచితంగా ఏమీ లేదు . . .	0.5499
पलीज अं ति म ग ंत वय और दि शा की पु ष टि करें . सुरकष ा सत या प न के लिए .	మీ గ మ యం ఇంకా మా రగ ం ఖ రా రు చేయ ండి . సె క యూ రి టీ త ని ఖ ీ పూర త యి ంది .	0.7038
यही मतलब होगा जब उनहोंने कहा था " बर दा श त नहीं किया जाएगा . "	" ఇక పె స హి ంచ ము " అని వాళలు ఎందుకు అననా రో ఇపపుడు అరథం అవు తోంది .	0.6150
तो , फिर तुमने कया किया ? मान भी लो , तुमने कुछ तो किया होगा .	అయితే , మరి నువవు ఏం చేశా వు ? ఇలా చూడు , నువవు ఏదో చేసి ఉంటా వు .	0.6036
