Hindi	Telugu	Similarity_Score
नहीं , पर गरेस ने कहा था कि ज ॉर ज उनहें छोड कर चला गया था .	లేదు , కానీ జా ర జ ఇ లలు వి డి చి వెళలి పోయా డని గరేస చెపపి ంది .	0.5749
नहीं .	వదదు .	0.3902
पी डो	పీ డో	0.2965
तुम बस बे च ै न हो . यह आ म बात है .	ఇది కేవలం వ ణ ు కు వలల . ఇది స హ జ ం .	0.6369
उममीद है मुझे मिले ताकि उनके चे ह रे देख पा ऊँ .	కానీ వాళల ముఖ ాలు చూడ టం నాకు ఆన ంద ంగా ఉంటుంది .	0.5776
हाँ .	సరే .	0.3574
रॉ जर .	రో జర .	0.4335
यह सच नहीं है , गरेस .	అది నిజం కాదు , గరేస .	0.5231
वे मुझसे ढ े र ों सवाल पूछ रहे थे .	వాళలు ననను నా నా పర శ నలు అడి గా రు .	0.5497
रॉ जर .	రో జర .	0.4335
माफ करना , दे वि यों .	మన ని ంచండి , మ హి ళ లూ .	0.5394
मुझे उस नौ करी के बारे में सब पता था . वह मुझे ही मिलने वाली थी .	ఆ పద వి గురించి నాకు కష ు ణ ణ ంగా అవ గా హ న ఉంది . అది నాకు ద కక ాల సింది .	0.6086
पागल को पागल खा ने भ ि जवा ना होगा .	చి కి త స కు చే రి న పిచచి దాని లా గా .	0.4860
गरेस ने मुझे तुमहारी समस या के बारे में बताया .	నీకు వచచి న ఇ బబంది గురించి గరేస నాకు చెపపి ంది .	0.5634
गरेस उसके ग ुम शु दा होने की रि पो रट लि ख वा ए गी . पुलिस वाले आ एँगे .	అతను కనిపి ంచడం లే దని గరేస రి పో ర ట చే సతుంది . పోలీసు లు వ సతారు .	0.6497
मुझे यह पसंद आया .	ఇది నాకు న చచి ంది .	0.4974
हाँ ! ढूँढ रही हूँ कयोंकि काम शुरू करने से पहले नि रि कष ण करना इसे ही कहते हैं .	అవును ! నేను అదే చేసతుననా ను ఎందుకంటే ఒక పని ని రె కక ీ చేయడం అంటే ఇలా గే ఉంటుంది .	0.6002
पर मुझे सुना ई दिया .	కానీ , నేను వి ననాను .	0.5087
ज ॉन प ॉल वि लि य मस 1 9 7 4 - 2 0 2 2	జా న పాల వి లి య మస 1 9 7 4 - 2 0 2 2	0.7726
कया लगता है हम ता ब ूत खो ल ेंगे	ఏంటి , మేము ఆ శ వ పే టి క తె రి చి ,	0.5217
कया मैं चल ूँ , या ?	నేను వెళల ాలా లేక ?	0.4260
देखा , मुझे पता था तुम यही परति कर िया करो गी .	చూడు , నువవు ఇలా గే సప ంది సతా వని నాకు తెలుసు .	0.5891
यह कया है , बि बी ?	ఇదే ం చెతత , బీ బీ ?	0.5076
बस करो , बस करो , इ वा . चलो भी .	ఇపపుడు , ఇలా చూడు , ఈ వా . చ ాలు .	0.6127
तुम मेरी जिंदगी में इसलिए द ख ल दे ती हो	నా జీవితం మీద నీ పె తత నం ఎందుకు ఉ ంద ంటే	0.5747
- नहीं ! - नहीं .	- వదదు ! - వదదు .	0.4973
समझ ी ? सब की सब .	సరేనా ? మీ ర ంద రూ .	0.4571
मुझे कोई पर वाह नहीं कि तुम जेल में स डो गी .	మీరు జె లలో మ గ గి పోయి నా నేనే మీ ప టటి ంచుకో ను .	0.5920
उसे आज नहीं तो कल पता चल ही जाता , मै ट .	ఇ పపుడ ో అ పపుడ ో తన కి తెలియ ాల సి ందే , మయా ట .	0.5781
वे उन सभी को गिर फ तार करेंगे .	వాళల ంద రి ఇ ళల తలు పు లు త డ తారు .	0.5756
रॉ ब . . .	అది . . .	0.6505
मुझे तीन ब जे तक चाहिए .	మూ డు గంట ల కల లా కావాలి .	0.5521
हाँ , उसने कहा कि तुमने अपनी बह नों को भी बताया .	అవును , నీ చె ల లె ళల కి కూడా చెపపా వని అతను అననా డు .	0.5836
तो मेरी नि जी जिंदगी कया है ? तुमहारे लिए चर चा का मु द दा ?	అయితే నా వయకతి గ త జీవితం ఏంటి ? నీ పు కార లకు పని కొ స తో ందా ?	0.6169
मुझे जा ँच के परि ण ा म तुमहें बता ने की अन ुम ति नहीं है .	నేను కను గొ నన విషయ ాలని మీకు చెపపే అ ధి కా రం నాకు లేదు .	0.6332
वह रहा सु रा ग . अब जाओ यहाँ से !	అది గో నీకు సూ చ న . ఇక బయ లు దే రు !	0.6388
मैं यहाँ कया कर रही हूँ ?	నేను ఇకకడ ఏం చేసతుననా ను ?	0.4918
पर यह कि रा ए के लिए उप लब ध है ,	కానీ ఇది అ దద ె కు దొ రు కు తుంది ,	0.5674
- उसके पास मेरी एक फो टो है . - तुमहारी ?	- అతని దగగర నా ఫో టో ఒకటి ఉంది . - నీ దా ?	0.5979
तो शायद तुमहें शु भ काम ना एँ दे नी चाहिए .	మీకు అద ృష టం తో డు ఉండ ాలని కో రు కుంటా ను .	0.6183
विश वास नहीं होता कि वे परिवार को बता ए बिना ला श खो द कर निकाल सकते हैं .	వాళలు మన కుటుం బా నికి చెపప కుండా శ వా నని వె లి కి తీ శా ర ంటే నమమ శ క య ంగా లేదు .	0.5812
यह व ृ द धा शर म में भेज ने से भी स सता पडे गा , तो वह उसे मार भी सकता है .	చం పి తే నే డబబు లు మి గు లు తా యి అనిపి సతే అతను ఆమె ని చం పే సి నా చం పే సతా డు .	0.6240
मैं समझ ता हूँ कि तुम नि रा श हो , पर भ ले ही तुमहें पसंद हो या न हो ,	నువవు ని రా శ చె ందా వని అరథం చేసుకో గలను , కానీ నేను ఇపపుడు నీ బా స ని ,	0.6098
वे हम से जानकारी छु पा रहे हैं , मै ट . काफी जानकारी छु पा रहे हैं .	మన లని అందరూ దూ రం పె డు తుననారు , మయా ట . దర జా గా దూ రం పె డు తుననారు .	0.6253
मदद करो ! मेरी पागल सा लिया ँ मुझे मार ने की कोशिश कर रही हैं !	సాయం చేయ ండి ! నా పిచచి మర ద ళలు ననను చం ప ాలని పరయతని సతుననారు !	0.5986
मुझे लगा मैं वह तुमहें भेज रही थी . उसने वह डॉ न ल को भेज दी .	నీ కే పం పి సతుననాను అను కుననాను . దానిని అతను డో న ల కి పం పా డు .	0.6072
तुम हमेशा कहते हो कि तुमहें मेरे जान वर ों से डर लगता है .	నా జ ం తు వు లు నీకు పీ డ కల లు తె పప ి సతా య ని ఎపపుడూ చెబు తు ంటా వు .	0.5913
- तुमहारे खिला फ ? - मेरी दिमा गी हा लत ठीक नहीं थी , याद है ?	- ఎలా చె డ గొ టటి ఉంటా డు ? - అంటే , నా ఆ రో గ యం బా గో లేదు , కదా ?	0.6504
- मैं तुमहारी स रा ह ना करता हूँ . - तुम यह कयों कह रहे हो ?	- నినను నేను మె చచు కుంటా ను . - ఆ మాట ఎందుకు చెబు తుననావు ?	0.6002
बिना आ ग के ध ु आ ं नहीं निकल ता , मै मी . तुम यह जानती हो .	ని పపు లే కుండా పొ గ రా దు , మా మీ . ఆ విషయం నీకు తెలుసు .	0.6639
अचछी बात क ही . कया ता प मान निय ंत रि त किया जा सकता है ?	అది మంచి పా యి ంట . ఉ ష ణ ో గర త ని నియ ంత రి ంచే వయ వ సథ ఉందా ?	0.5684
- और तुमहें लगता है उसने उसे यह बताया ? - बेशक , हाँ !	- అత నే చెపపి ఉంటా డని అనుకుంటుననా వా ? - అంటే , అవును !	0.6102
दरअसल , मैं आप से कुछ पैसे उ धा र माँ ग ने आया था .	అవును , కొ ంత డబబు అ పపు తీసుకో వాలని చూ సతుననాను .	0.5895
ऐसा भी समय था जब मैं हमारे बारे में यही कह ती .	ఒక పపుడు మన గురించి కూడా అదే మాట చెపపే దానిని .	0.5609
हाँ , पर वह अपने ही पिता की हतया कयों करे गा ?	అవును , కానీ స ొ ంత త ండ రి ని ఎందుకు హ తయ చేసతా డు ?	0.5728
तुमहारे पास ब हा ना ढूँढ ने के लिए पूरी रात थी .	ఒక సా కు ఆలోచి ంచ డానికి నీకు రాత రం తా ప టటి ంది .	0.5898
यहाँ कया कर रहे हो , मै ट ? तुमहें कया चाहिए ?	ఇకకడ ఏం చేసతుననా వు , మయా ట ? నీకు ఏం కావాలి ?	0.6174
- बे न . - नहीं . हम यह सं भ व बना सकते हैं , अ रस .	- బె న . - లేదు . ఇది మన కి ఉ ప యో గ పడు తుంది , ఉ రస .	0.7392
सुना है तुमहें र ै शर सै ंड वि च बेहद पसंद है .	మీకు రా ష ర శా ండ వి చ అంటే ఇషటం అని వి ననాను .	0.6264
ए . मैं तुमहें ए च आर के सामने ले जाकर . . .	హేయ , నినను హె చ . ఆర . ముందు ని ల బె డ తాను . . .	0.6624
कि हमने उसके जी जा की ला श खुद वा कर निका ली ?	మనం తన బా వ శ వా నని తీ యి ంచా మని తెలి సి ందా ?	0.5455
जब मैं र सो ई में था , तो उसने वह पढ लिया .	నేను కి చె న లో ఉండ గా తను దానిని చ ది వి ంది .	0.5710
काफी अ र सा हो गया जे पी को इतना क ड क हुए .	జె పి ఇంత లా స తం భి ంచి చాలా కాల ం అయి ంది .	0.5641
तुमने उसे कभी माफ नहीं किया , है न ?	నువవు ఆమె ని ఎపపుడూ కషమి ంచ లేదు , కదా ?	0.5867
मैं एक अ त िर ि कत चा बी बन वा ने वाली थी .	నేను వే రే తా ళ ా నని త యా రు చేయి సతాను .	0.5695
तो , मैंने कहीं पढ ा था कि अगर तुम गर भ व ती म हिला के पे ट के ऊपर चे न लट का ओ ,	సరే , నేను చ ది వి ంది ఏంట ంటే , ఒక గర భి ణ ీ పొ టట మీద దీని ని ఇలా వే ళ ా డ దీ సతే ,	0.6874
नहीं , मैंने यह नहीं कहा कि तुम चले जाओ . बस यही कि मुझे ऐ त राज नहीं है .	లేదు , నినను వెళల మని నేను చెపప లేదు . నీకు వెళల ాలని ఉంటే ఏమీ అనుకో ను .	0.5969
तो फिर हम उसे फ ँ सा सकते हैं , है न ?	అయితే మనం అత డిని ప టటి ంచ వచచు , కదా ?	0.6175
नहीं , अब वे जा ँच करना शुरू करेंगे .	లేదు , వాళలు పరి శ ో ధన పరా రం భి ంచారు .	0.5887
तो तुम दोनों के बीच कया चल रहा है ?	అయితే మీ ఇదద రి మ ధ యా ఏం న డు సతోంది ?	0.5905
तुम दोनों के बीच चाह े जो भी चल रहा हो , मैं उसका हि ससा नहीं बन ूँगा .	మీ రి దద రూ ఎలా ంటి ఆ టలు ఆ డు తుననా , అందు లో భా గ సవా మి కా వడం నాకు ఇషటం లేదు .	0.6415
तुमहें पता है फर ें च लोग कैसे होते हैं . उनहें हर चीज पर गु ससा आता है .	ఈ ఫ రె ంచ జ నం ఎలా ఉంటా రో తెలుసు కదా . పరతి దాని గురించి వాళల కి కో ప మే .	0.6469
पर तुमहारे लिए वह ख जाना है , है न ?	కానీ నీకు చాలా ఎకకువ మొతత ం , కదా ?	0.5641
उममीद है कि इ वा जयादा मा यू स न हो .	సరే , ఈ వా ని రా శ చె ంద దని ఆ శి సతాను .	0.5757
- नहीं , चलो दोबारा सुन ें . - ठीक है .	- లేదు , మళలీ ఒక సారి వి ందా ం . - సరే .	0.6194
मैं मै ट कला फि न को डे ट कर रही हूँ .	నేను మయా ట క లా ఫి న ని కలు సతుననాను .	0.6022
- तुमहें कया चाहिए ? - मुझे बस . . .	- నీకు ఏం కావాలి ? - నేను కేవలం . . .	0.6426
हाँ , मैं कब से इंतजार में हूँ . . .	అవును , నేను ఎదు రు చూ సతుననాను . . .	0.4917
बेटी स टा उन में मेरी बहन रह ती है .	బె టి సట వు న లో నాకు ఒక సోద రి ఉంది .	0.6062
- हाँ . भगवान , मुझे खे द है . - हाँ .	- అవును . దేవుడా , మన ని ంచు . - సరే .	0.6377
तुमहें अपने सट ू डियो से पयार है .	నీ సట ూ డి యో అంటే నీకు ఇషటం కదా .	0.6075
बस एक फोन , और वह हमेशा के लिए गरेस की जिंदगी से चला जाएगा .	ఒకక ఫోన కాల తో , అతను గరేస జీవితం నుండి శా శ వ తంగా వె దొ ల గు తా డు .	0.6135
मुझे एक सु रा ग भी नहीं दे सकते ?	మీరు ఒక సూ చ న గా కూడా చెపప లే రా ?	0.6131
