Hindi	Telugu	Similarity_Score
उसे मैंने ही द फ ना या था .	ఆమె ను నేనే పా తి పెటటా ను .	0.5458
फि ल ली	ఫి ల లీ	0.3765
तुम यो द धा के ला ल क पड ों में हो .	నువవు సె ని కు ని వ సత రం ధ రి ంచా వు .	0.6237
उनकी मौ त हो गई .	అతను చని పోయా డు .	0.4822
लगता है तुमने यह सब क सी ख लिया है .	ఆ పా ఠ ం నువవు నే రచు కునన టలు ఉననావు .	0.5872
हम एक नए बर दर हु ड की नी ं व रख ेंगे जिस का मु ख िया मैं हूँ गा	మనం కొతత బర దర హు డని పరా రం భి దదాం , దానికి నేను తల గా ఉంటే ,	0.6451
ने वि गे शन	నా వి గే షన	0.5289
यह वही है .	అది ఆమె నే .	0.4450
गर ि फि थ ऑ ब जर वे ट री	గ రి ఫి త అబ జర వే ట రీ	0.6107
वॉल ट टे क	వాల ట టె క	0.5096
नाम है ब ड के दोसत .	అది బడ స బడ స అంటా ం .	0.5602
- देर हो रही है . - हाँ .	- ఆ లస యం అవు తోంది . - హా .	0.6460
लूसी .	లూ సీ .	0.3696
सवागत है .	సు సవా గ తం .	0.3986
तुमहारी तरह .	నీ మా ది రి గా .	0.2898
यह लो . इस म हा न खेल . . .	ఇది గో . ఈ గొపప ఆట లో . . .	0.6889
- मैं उनका बेटा हूँ . - नहीं .	- నేను ఆయన కొ డు కు ను . - లేదు .	0.5773
तुम कौन हो ?	ఎవరు నువవు ?	0.3913
वहाँ लि खा कुछ पढ ना मत या ला इट मत ज ला ना .	అకకడ ఏమీ చ ద వ వదదు లేదా లె టలు ఆన చేయ వదదు .	0.5871
मेरी समझ से बाहर है .	నా సథా యి కి మి ంచిన ది .	0.4826
{ \ an8 } वॉल ट - टे क	{ \ an8 } వాల ట టె క	0.6905
{ \ an8 } रॉ ब - को	{ \ an8 } రా బ కో	0.6557
{ \ an8 } वे सट - टे क	{ \ an8 } వె సట టె క	0.7187
{ \ an8 } बि ग ए म टी	{ \ an8 } బి గ ఎ ంట ీ	0.6971
{ \ an8 } रे पक ॉन	{ \ an8 } రె ప కా న	0.7063
समय सबसे बडा शि कारी है .	కాల ం అత యు నన త వి నా శ కా రి .	0.5124
तुमहारे च ू हे बेहतर होंगे ऐसा कैसे ?	మె రు గగా జీవి ంచ గల వని ఎవరు చెపప గల రు ?	0.5464
वह पता लगा ले गा .	అతను కని పె డ తా డు .	0.5323
सारे अ मे रि का में हमारे सौ से भी जयादा वॉल ट हैं .	మనకు అ మె రి కా వయా ప తంగా వ ంద కు పె గా వాల టలు ఉననాయి .	0.6078
मान व ता के लिए सबसे अचछा कया होगा .	మీ స వ ంత ఆలోచ న ల పర కా రం చేసుకో వచచు .	0.5797
नहीं . . . हम एक ऐसा रो बो ट बना रहे हैं जो दरवा जे पर दू ध पहुँ चा ता है .	లేదు . . . ఇంటి ము ందుకు ప ాలు అ ంది ంచే రో బో ను మేము అభి వ ృ దధ ి చేసతుననా ం .	0.6441
मि . ह ॉ वर ड ?	మి . హా వర డ ?	0.5323
मि . ह ॉ वर ड ?	మి . హా వర డ ?	0.5323
