Hindi	Telugu	Similarity_Score
शायद समय आ गया है .	ఇదే సమయం అనుకుంటా .	0.4737
जै सी सम लै ंग ि क मैं हूँ , समझ रही हो ?	నా లా గా లె స బి యన గా , నా మాట తెలుసు గా ?	0.5891
शायद स फ े द र ंग का , ठीक है ?	అది తెలు పు కా వచచు , సరేనా ?	0.4921
हम हमेशा से क सी हा ई सक ूल के नहीं होंगे .	మనం శా శ వ తంగా సె క సీ హె స కూ ల పిలల ల ం కా ము .	0.6087
जल द ही हम कॉ ले ज पहुँच जाएँगे .	తవర లో కాల ే జీ ము త కో ళల ం అవు తా ం .	0.5842
हाँ , शायद . शायद वैसे अचछा मौ का मिले .	హా , నిజంగా , బహుశా , నాకు మంచి అవకా శం .	0.5849
हैलो , दो स तो .	హలో , మ హి ళ లూ .	0.5255
रॉ क ऑ न , यार . कया बात है .	అద రగ ొ టటు , బా బ ూ . బాగుంది .	0.5769
प ॉ पक ॉर न .	పా ప కార న .	0.4372
- ए , दो स तो . - हैलो , हे जल .	- మీకు హాయ . - హాయ , హే జె ల .	0.6617
मुझ पर मत चि ल ला ओ !	నా మీద అర వడం ఆ పు !	0.6128
- ब रि ट - ए - नहीं . पर . . . - नहीं , वह नहीं .	- బ రి ట నీ . కానీ . . . - లేదు , అలా కాదు .	0.6280
ब रि ट नी .	బ రి ట నీ .	0.4838
इ सा बे ल .	ఇ సా బె ల .	0.5811
तुम बस ऐसे ही . . . तुम भी दु ब ली - पत ली हो .	నువవు చాలా . . . నువవు స నన గా కూడా ఉననావు .	0.6202
अब से से कस करने की कोशिश बंद .	నా నా పరయత నా లతో వి సి గి పోయా ను .	0.5299
दूस री लड कि यों से फ ल रट कयों करती हो ?	ఇ తర అమమాయి లతో సర స ాలు ఎందుకు ఆడ తా వు ?	0.6168
इ सा बे ल .	ఇ సా బె ల .	0.5811
इ सा बे ल . . .	ఇ సా బె ల . . .	0.7463
जे फ ?	జె ఫ ?	0.6082
जे फ !	జె ఫ !	0.6082
तुम ठीक तो हो ?	బాగానే ఉననా వా ?	0.3566
हमें जाना चाहिए . चलो .	మనం వెళల ాలి . వెళల ాలి .	0.4096
बेहतर होगा कि भाग जाओ !	మీరు పా రి పో వడం మంచిది !	0.4488
यह बहुत पया रा था .	అది చాలా బాగుంది .	0.3781
मैं व हीं थी .	నేను ఉననాను .	0.3471
यह तुम हो .	ఇది నువవే .	0.3781
कल रात , मे ले के बाहर ,	ని నన రాతరి , జా తర బయట ,	0.5558
अ मे रि की , ला ल - ख ून , इस श हर का सबसे बा ं का नौ जवा न .	పూరతి అ మె రిక న , ఉ డు కు రక తం , క ండ ల వాడు , ఈ న గ రం లో .	0.7257
- हाँ . - हाँ . यह सब जगह है .	- తెలుసు . - హా . అంత టా ఉంది .	0.5630
इसलिए , हमें म शी न का स हा रा लेना प डा .	దాని తో , చినన య ంత రం వా డ ాల సి వచచింది .	0.5766
आपने कभी वह सोचा , सर ?	మీ ర ది ఆలోచి ంచా రా , సర ?	0.5034
एक दम सही है . इसकी जरूरत है .	అది బాగుంది . వాళల క ది అవసరం .	0.5647
जो मैं कर सकती हूँ .	నే న ది నే రచు కుననాను .	0.4713
- जे फ री ! - जो जी . . .	- జె ఫ రీ ! - జో సీ . . .	0.6772
इस सक ूल में म हिला एक जु ट ता की बहुत कमी है .	ఈ స కూ లలో మ హి ళ ా సం ఘ ీ భా వం పె చాలా లో టు ఉంది .	0.6347
- हे भगवान . खैर . . . - देखा ?	- దేవుడా . సరే . . . - చూశా రా ?	0.7172
अचछा . माफ करना .	సరే . మన ని ంచాలి .	0.4220
उससे पहले , थोडी वर जि श , एक दूसरे को जान ना और भरो सा बना ना है .	దానికి ముందు , బహుశా సట రె చ లు , ఐ స బ రే కర లు , నమమ క ంతో పడి పో వ డ ాలు .	0.6368
जो जी ?	జో సీ ?	0.3370
नहीं .	లేదు .	0.3291
नहीं .	లేదు .	0.3291
ला न त है ! तुम कब आई ?	ఛ ! మీ రె పు డు వచచా రు ?	0.5292
पर , दु र भाग य से ,	కానీ , దు ర ద ృష టం ,	0.5988
हमने सोचा पर उनसे न फ रत है .	అది ఆలోచి ంచా ం , మాకు న చచ రు .	0.5527
कभी - कभी , जब आप कोई नया श ौ क पा ल ते हैं ,	కొనని సా రలు , మీకు కొతత అ ల వా టు ఏ ర పడి తే ,	0.6502
- बेह तरी न . - कया ?	- అదభు తం . - ఏంటి ?	0.6203
आज हम शा री रिक सं पर क से शु रु आत करेंगे .	మనం ఇ వాళ శ రీ ర ాలు తా క డ ంతో మొద లు పె డ దాం .	0.6270
- बढिया लगा . - हाँ .	- న చచి ంది . - అవును .	0.5948
- अचछा . - शायद . . . कोशिश करो .	- సరే . - బహుశా . . . చేసి చూడు .	0.7064
- न , रु किए , मि सटर जी . - बकवास बंद करो .	- లేదు , ఆ గ ండి , మి . జీ . - ఇది మూ సే య ండి .	0.6514
मुझे पता है ,	నాకు తెలుసు ,	0.4495
- यही कह ने वाली थी . - हाँ .	- నే న దే చెపప బో యా . - అవును .	0.6145
बढिया . ठीक है !	బాగుంది . అంతే !	0.5029
नहीं , सच में , ऐसी कोई सुरकष ित जगह लोगों के लिए	లేదు , అంటే , నిజంగా , ఇలా ంటి సు ర కషి త చో టు ఉండ డం ,	0.6107
हे जल , यह बहुत शान दार वि चार है .	హే జె ల , అది చాలా తెలి వెన ఆలోచ న .	0.5551
सुनो , यह बहुत पया रा है ,	వి ను , అది చాలా బాగుంది ,	0.5276
भा वना ओं की बात कर सक ें .	స రెన చో టు అని భా వి ంచా ం .	0.5429
पता है ?	తెలుసా ?	0.3927
यह बहुत अं ध कार म य हो गया है .	అది చాలా , చాలా ని గ ూ ఢ విషయం .	0.5656
मुझे अब ए ह सा स हुआ कि मुझे अब वह इंसान नहीं होना चाहिए .	నా కి పపుడు తెలి సింది , నేను ఇక పె ఆ మనిషి ని కా నవ సరం లేదు .	0.5931
खास कर , जहाँ से हमने शु रु आत की थी और . . .	పర త యే కంగా , మనం ఆ రం భి ంచిన చో టు నుండి . . .	0.6705
मर द ों को थे रे पी चाहिए .	పు రు ష ు లకు థ ె ర పీ అవసరం .	0.5631
उसके लिए शुकरिया .	అ ందుకు ధనయవాదాలు .	0.4778
पता नहीं तुम कल कया कर रही हो ,	రే పు నీకు ఏం పని ఉ ందో తెలియదు ,	0.5238
हाँ .	సరే .	0.3574
ज शन मना ना चा होगी ?	వే డు క చేసుకో వ ాలా ?	0.4521
हे जल , कया हुआ ?	హే జె ల , ఏ మెంది ?	0.5120
कौन कमी ना ? हैलो . अ ंड र वि यर , कार .	ఎవ డా వెధవ ? హాయ . అ ండ ర వే ర , కార లు .	0.6560
जे फ ?	జె ఫ ?	0.6082
मुझे लगा जे फ उनका सुरकष ित श बद है .	జె ఫ అనే ది సు ర కషి త పద ం అను కుననాను .	0.6133
जे फ उसका नाम है , ग धी .	జె ఫ వాడి పేరు , మొ దదు .	0.5929
समझ गया . शुकरिया .	అరథ మెంది . థాంక యూ .	0.4866
जे फ !	జె ఫ !	0.6082
कि तुम और पी जे इतना सबसे गु ज रे	అద ంతా చేయడం , ఇపపుడు మా అంద రికీ	0.5658
नहीं .	లేదు .	0.3291
सुना है कि जे फ ध ो खे बा ज है .	జె ఫ నినను మో సం చేసతుననా డు .	0.5742
बे बी , तुम बहुत सु ंदर लग रही हो .	బ ే బీ , నువవు చాలా అంద ంగా ఉననావు .	0.5605
हाँ . सौ ते ले पिता की ले आ ऊँ गी .	అది రి ంది . నా స వ తి త ండ రి కూడా .	0.5901
तो ड रहे हैं . . .	వి ధ వం సా నికి . . .	0.6447
मुझे बहुत अचछा लगा कि तुमने	నా పరి యు డి తో నువవు బా హా ట ంగా	0.4680
यह मेरी परे म की भा ष ा है .	ఇది నా పరే మ భా ష లలో ఒకటి .	0.5433
इन हें लौ टा एँगे या दा न कर देंगे , ठीक है ?	మనం ఇ వి తిరిగి చచి , వి రా ళ ం ఇ దదాం , సరేనా ?	0.6103
यह उ ड ने वाली है !	అది పే లి పో తుంది !	0.4865
बढिया . अब हम कया करें ?	బాగుంది . మన మే ం చేయాలి ?	0.4456
सही है .	మంచిది .	0.3880
नहीं . हम नहीं जानते .	లేదు . మన క ది తెలియదు .	0.4573
जे फ और टि म का यकीन करेंगे .	ఏం చెపపి నా మా య రస నమ ము తారు .	0.5803
अफ सो स तुमहें इस सम ू ह से वह नहीं मिला जो चाहती थी ,	సరే , ఈ బ ృ ంద ంగా మీరు కోర కునన ది పొ ంద కపో వడం బా ధా క రం ,	0.6241
जो भी है .	ఏదో ఒకటి .	0.3612
हाँ .	సరే .	0.3574
हमारी एक ही बे बी सि टर थी , रो ड स .	మాకు ఒక ే ఆ యా అయి న రో డ స ఉండే ది .	0.6074
जो जी . . .	జో సీ . . .	0.6083
हाँ .	సరే .	0.3574
पता है . मुझे बस उ त स व ों में मजा आता है .	తెలుసు . ఈ వే డు క లలో పాల గొ న డం న చచు తుంది .	0.6372
फु ट ब ॉल !	ఫ ు ట బ ాల !	0.5173
सक ूल का एक नंबर का बॉ क सर .	అత నే స కూ ల నె ం బర వ న బా క సర .	0.5857
कभी ऐसा नहीं करना चा हा .	ఇలా చేయ ాలని కో రు కో లేదు .	0.4312
तुम घट िया हो , जो जी .	నువవు దారు ణం , జో సీ .	0.5746
और यह ऐसा है ,	తరవాత ఇక ఇలా ,	0.5247
और अ चा न क से ,	ఇక హ ఠ ా తతు గా ,	0.5961
मेरा मतलब समझ रही है ? पी ठ स ह ला ना और बाकी सब . . .	తెలుసు గా ? మె డ వె నుక ని మర డం , ఇంకా అనని రక ాలు . . .	0.6463
पता था कि और त ें बु री होती हैं .	బా బ ూ , మ హి ళలు రా కా సు లను తెలుసు .	0.5945
पी जे .	పీ జే .	0.4708
टे ड ?	టె డ ?	0.6082
टे ड .	టె డ .	0.6082
टे ड !	టె డ !	0.6082
टे ड !	టె డ !	0.6082
देखो , बात वह नहीं है .	చూడు , అది విషయం కాదు .	0.5500
अपने आप में नि वे श करो ,	నీ మీద పెటటు బడి పెటటు ,	0.5160
मैं ऐसा नहीं करती .	నే న యి తే అలా చేయ ను .	0.4301
मुझे कुछ समझ नहीं आया , माफ करना .	ఆ పద ం ఏంట ో అరథం కాల ేదు , మన ని ంచు .	0.5786
शायद तुमहें पु नर वि चार करना चाहिए	సరే , మళలీ ఆలోచి సతా వే మో , ఎందుకంటే	0.5089
बार मि ट जवा भा ड में जाए .	మీ బా ర మి జ వా వదిలే య ండి .	0.4881
रॉ कब रि ज वा इ कि ंग स !	రా క బ రి డజ వె కి ంగ స !	0.5460
तुम सच मु च मुझसे न फ रत करती होगी ,	ఇపపుడు ననను ద వే షి సతా వని తెలుసు ,	0.5676
जब तुम सो ती हो ,	నువవు ని దర పో తే ,	0.4778
- जो जी , चलो . - हे जल !	- జో సీ , రా . - హే జె ల !	0.6008
- हाँ ! वापस जाओ ! - हाँ ! उ ठ ो , कमी ने !	- హా ! వెన కకు ! - హా ! మే లు కో , స ననా సి !	0.6847
मुझे पक ड लो !	ననను పటటు కో !	0.4212
यह पो र न जैसा नहीं है .	ఇది అసలు పో ర న లా లేదు .	0.5827
ते जी से सोच रही हूँ .	ఛ , తవర గా ఆలోచి సతాను .	0.4932
नहीं !	లేదు !	0.3291
नहीं .	లేదు .	0.3291
मेरा मतलब . . .	నా ఉదదేశం . . .	0.6539
मैं कहना चाहती हूँ . . .	నేను చెపప ాలను కుననా . . .	0.5570
बस . . . बाद में देख ल ेंगे .	మనం . . . తరవాత తీసుకు ందా ం .	0.6019
बॉ ट मस	బా ట మస	0.4406
वैसे , तुमने कया पह ना है ?	ఇంత కీ , అసలు ఏం ధ రి ంచా వు ?	0.5759
तुम कर लो गे , जे फ ! कर लो गे !	ఇది చేయ గల వు , జె ఫ ! చేయ గల వు !	0.6377
भगवान , इस देश को कया हो रहा है ?	దేవుడా , ఈ దేశం లో ఏం జరుగు తోంది ?	0.5609
ठीक है , अब आप तैयार हो गए हैं , तो मैं चाहता हूँ . . .	సరే , ఇపపుడు మీ రం తా ఉ త సా హం చె ందా రు , మీరు చేయాలి . . .	0.6532
ह ं टि ंग टन के साथ हो म क मि ंग गे म लग भ ग एक म ही ने बाद है .	హ ంటి ంగ టన తో మన స ొ ంత మె దా నం లో గే మ నె ల రోజు లలో ఉంది .	0.6768
- अगर कुछ और समझ ा हो तो माफ करना . - नहीं , बस . . .	- తపపు గా అను కు ంటే మన ని ంచు . - లేదు , అస స లు లేదు . . .	0.6774
और फिर तुम उनहें टा इ प करके सब को ई मे ल करती हो . . .	ఇంకా వాటి ని టె ప చేసి , అంద రికీ మె యి ల చేసతా వు . . .	0.6267
सम लै ंग ि क , बे कार और बद सू रत होने से न फ रत करते हैं .	గే , పరతి భ లేదు , వి కార మని అందరూ మన ను ద వే షి ంచారు .	0.6548
उसके बाद इ सा बे ल और ब रि ट नी हमें च ू म रही हों गी .	తరువాత , ఇ సా బె ల , బ రి ట నీ మన నో టి ని ము ద దా డ తారు .	0.6684
तुमहारे जन म दिन पर तुम पर कभी हम ला नहीं होगा .	నీ పు టటి న రోజు న ఇం కె పపుడ ూ వే ధి ంపు లకు గురి కా వు .	0.5604
हम में से कुछ की अं डे मार ने की परि भा ष ा अलग है ,	సరే , ఇక , గు డ లు వి సర డం పె కొ ంద రి నిర వచ నం వే రే ,	0.6776
न . सम लै ंग ि क होने से कोई हम से न फ रत नहीं करता .	సరే , లేదు . గే కా వడం పె మన లని ఎవరూ ద వే షి ంచ రు .	0.6732
ह ं टि ंग टन ह त यार ों से अपना बचा व करना सि खा एँगे .	ఎలా కా పా డు కో వాల ో కొ ంద రు అమమాయి లకు నే ర పు తా ం .	0.6460
और अब बाकी लोगों की मदद करने का फै सला किया .	సాయం చేయ ాలని నిరణ యి ంచుకో వడం ఆ క టటు కునే విషయం .	0.5490
हमें ग ं भी र निय म स था पि त करने होंगे , ठीक है ?	మనం గ టటి ని బం ధన లు ఏ ర పాటు చేసుకో వాలి , సరేనా ?	0.6611
नहीं , मेरे बिना उससे कभी बात नहीं कर पा ती ,	లేదు , నేను లే కపోతే తన తో మాటలా డే దాని వి కా వు ,	0.5440
इ सा बे ल के साथ ऐसा नहीं कर ूँगी , समझ रही हो ?	నే న ది ఇ సా బె లతో చేయ ను , నా ఉదదేశం తెలుసు గా ?	0.6194
तुम यहाँ कैसे ? तुम कभी मे ले में नहीं आ ते .	ఇకకడ ే ం చేసతుననా రు ? మీరు ఎ నన డ ూ జా తర కు రా రు .	0.5696
- हमें सुन ेंगे ? - शायद बंद ूक ख री द नी चाहिए .	- మేము వి వరి ంచ వచచా ? - నేను తు పా కీ కొ నా లా ?	0.6176
ठीक है . कया ? किसी ने नहीं कहा बंद ूक ख री दो .	సరే . ఏంటి ? తు పా కీ కొ న కు . ఎవరూ అలా అన లేదు .	0.6642
कि तुमने लडकी पा ने के लिए फा इट क लब बना या .	మీరు మ హి ళల అ ంగ ాల కోసం ఫె ట కల బ పె టటి న ట లే .	0.6143
उसने कहा ह ं टि ंग टन का मस ला बहुत ग ं भी र है .	మన ఆలోచ న కంటే హ ంటి ంగ టన దారు ణ మని చెపపి ంది .	0.6215
वे कु त ते या सू अ र जैसे दिख ते हैं , या . . .	వాళలు కు కక లు , ప ందు లలా ఉంటా రు , లేదా . . .	0.6407
कया लोग हमें देख रहे हैं ? कुछ जयादा ही ?	మన లని ఎకకువ మంది చూ సతుననా రా ? అ సా ధా రణ ంగా ?	0.5699
अपनी स ह ज पर व ृ त ति लगा ओ , मुझ पर हम ला करो .	చూడు . నీ స హ జ ంగా చేసే లా చేసి , నా వెపు రా .	0.5644
हे जल ने मुझे बताया कि वह और मि से ज कै ला ह न	మి సె స కాల హా న తో అతను దా దా పు గా పరతి రో జ ూ ,	0.6405
काम नहीं दे पा ऊँ गी कयोंकि तुम अ परा धी हो .	నినను తీసుకో గల నో లే దో , ఎందుకంటే దో షి వి .	0.5659
अब भी वापस जाने में देर नहीं हुई , समझ ी ?	వెన కకు తి రగ డానికి ఇంకా ఆ లస యం కాల ే దే మో ?	0.6076
- वापस आ गया . - अगर हम ऐसा करेंगे . . .	- పు న రు త థా నం . - ఒక వే ళ మన మి లా చే సతే . . .	0.6510
कयोंकि मैं रो ड स से मिली , उसने हैलो कहा .	రో డ స ని కలి శా ను , తను అడి గా నని చెపప మంది .	0.5957
ऐसा कौन करता है ? वे ऐसा कहाँ करते हैं ?	అద ె వ రు చేశారు ? ఎకకడ దానిని అలా చేసతా రు ?	0.5332
तुमहें मुझे माफ करने की जरूरत नहीं है .	ననను కషమి ంచడం , లేదా అ వే వీ అవసరం లేదు .	0.5580
- जो जी , उससे पू छो . जाओ . - पी जे , रुको .	- జో సీ , తన ను అడుగు . హా . - పే జీ , ఆగు .	0.7227
किसी बढिया इंसान के आने से पहले चल ें ?	చ కక ని ది కనిపి ంచే లో పు మనం వెళల ాల ే మో ?	0.5749
- रुको , वह कब था ? - ब म काम नहीं आया ,	- ఆగు , ఎ పపు డి ది ? - బా ం బు పని చేయ లేదు ,	0.6381
ह ॉ ट डॉ ग चाहिए ? ह ॉ ट डॉ ग ले सकते हैं .	హా ట డా గ కా వ ాలా ? మనం హా ట డా గ స తి న గల ం .	0.6229
जा ह िर है , हमें शर द धा ं ज लि से बच ना था	క చచితంగా , మనం ట రి బ యూ ట స ను త టటు కో వాలి ,	0.6690
फिर गर भ व ती होने से चर च जाना पडे गा .	గర భ వ తి ని అవు తా . మేము చ ర చి లో చే ర తా ం .	0.6134
हमारा बेटा , हे जे का या , हम से न फ रत करे गा कयोंकि वह हमारा सच जानता होगा ,	మా కొ డు కు హె జి క యా కు మా పె ద వే ష ం , ఎందుకంటే మా బం ధం మూ సిన దని తన కు తెలుసు ,	0.6290
- हाँ , मतलब , कया ? - झूठ कयों बो ला ?	- అవును , ఏంటి ? - నాతో అబ దధ ం ఎందుకు ?	0.6174
मुझे यह अचछा वि चार लगता है , ठीक है ?	వి ను , ఇది మంచి ఉ పా య మే అంటా , సరేనా ?	0.5926
पिछ ले 1 1 साल में कभी समय नहीं मिला	మనం కలిసి బడి కి వెళ ు తునన 1 1 ఏ ళ లలో	0.5889
सुनो , आत मर कष ा स ह ज सा मान य ज ञ ा न है .	వి ను , ఆ త మర కష ణ అంత రాత మ చేసే పర బో ధం .	0.6997
- किस तरह का क लब ? - म हिला क लब है .	- అది ఎలా ంటి కల బ ? - అది మ హి ళ ా కల బ .	0.5884
गि रा ने से जयादा कुछ पसंद आ रहा है .	జ నాలు ఇష ట పడు తుననా రని అనిపి సతోంది .	0.5787
और पता है तुमहें कुछ मिला भी नहीं ,	మీరు స రెన చో ట చేయడం లే దని తెలుసు ,	0.5816
ठीक है , मैं ब रि ट नी से बात कर ूँगी .	సరే , అయితే , బ రి ట నీ తో మాటలాడ తాను .	0.6062
थोडा - बहुत चा कू से नि प ट ना सी ख ेंगे .	కొంచెం క తతి ని వా డ డం నే రచు కు ందా ం .	0.6273
- पर क लब में कभी मत आ ना . - नहीं .	- కానీ మీరు రా నవ సరం లేదు . - లేదు .	0.5747
माफ करना . शायद देर से आ ना मना था .	మన ని ంచాలి . ఆ ల సయ మె తే అను మ తి ంచ ంగా .	0.5522
- वै सा मत करो . - यह मत करो , यार .	- మరి అలా చేయ క ండి . - అలా చేయ క ండి .	0.5523
- नहीं था . . . - ये नहीं कर सकते .	- బ ాల ేదు . . . హా . - ఇలా చేయ క ండి .	0.6477
कमी नी , यह सही में काम कर रहा है .	దొ ంగ మొ హ మా , నిజంగా పని జరుగు తోంది .	0.5380
एक म जे दार छो टी सी चु नौ ती के ज रि ए	ఓ సర దా చినన స వ ాలు లో తను నే రచు కునన	0.6233
और वे खेल के बीच में इसे उ गल द ें ?	నో టి లో పో సు కు ని , పు కకి లి సతారు గా ?	0.5245
- मिल कर अचछा लगा . - ठीक , पता है ?	- కల వడం బాగుంది . - సరే , తెలుసా ?	0.6255
त ंग करके हमारी हि म मत तो ड देंगे .	మన బ ల హ ీ న త , ర కష ణ లే మి ని ఎ ంచు తారు .	0.5960
ए , हे जल . बुला ने के लिए शुकरिया .	హే , హే జె ల . అ హ వా నా నికి ధనయవాదాలు .	0.6074
बा थ रू म को नया स व रूप दे रहा हूँ .	బా తర ూ ంలో మళలీ టె లస వే యి సతుననాను .	0.5657
तुमहें शायद कुछ पता होना चाहिए .	నీకు తెలియ ాల సిన విషయం ఒకటి ఉంది .	0.5110
तुम नहीं जानती . नहीं , सब ठीक है .	తెలియదు లే . లేదు , అద ంతా బాగుంది .	0.5296
रुको , नहीं , हम पकका नहीं जानते .	ఆగు , లేదు , అది క చచితంగా తెలియదు .	0.5627
" अपना उप नाम नाम खो ना पडता है . "	" మా ఇంటి పే ర లను పో గొ టటు కుంటా ం . "	0.5380
अपने त ला क को लेकर इतना वय सत . . .	హ ంగా మ ాలో ఉననాడు తన వి డా కు ల . . .	0.6416
बढिया . हाँ , पता है कया करना है .	అ దు రస . హా , ఏం చేయ ాలో తెలుసు గా .	0.5651
- हाँ , तो . . . - कया बकवास है ?	- హా , సరే , అయితే . . . - ఏ మెంది ?	0.6773
जे फ के खिला फ हि ं सा करने के लिए .	జె ఫ మీద నే రా నికి పాల పడి న ందుకు .	0.5908
अग ले स पता ह के निय म . देर न करना .	ని బం ధన లు వచచే వా రం . లే ట చేయ కు .	0.6542
हमें उस बारे में बात करनी होगी .	దాని అంత టి గురించి , జరగ బో యే ది .	0.5240
- जी भ से . - धयान भ ट का ने के लिए ,	- నాలు క తో . - అది ధ యా స మళ లి ంపు ,	0.7004
पर तुमहें जान कर बहुत अचछा लगा .	కానీ నినను తెలుసు కో వాల నే అద ంతా .	0.4948
तो शायद बिना सुरकष ा के पे ले गा .	ర కష ణ లే కుండా నాతో పడు కుంటా డు .	0.5764
- मुझे छ ू ना मत . - इ सा बे ल , जान .	- ననను తా కకు . - ఇ సా బె ల , బ ే బీ .	0.7209
वैसे भी ना री वाद की पर वाह नहीं .	నీకు సత రీ వాద ం పె ప టటి ంపు లేదు .	0.5660
धत , हम सच मु च उनहें ड रा देंगे .	అబబా , వాళ లను నిజంగా భయ పెటట ాలి .	0.5833
मुझे कमी ने टो नी के लिए छोड गई	టో నీ అనే వాడి కోసం వదిలే సతా వు ,	0.5374
और उसके उप देश अचछे हैं , पर सब जानते होंगे कि वह सम लि ं गी है .	హా , తన బో ధన లు బాగు ంటా యి , కానీ వాడు గే అని అంద రికీ తెలుసు .	0.6427
