Hindi	Telugu	Similarity_Score
यह बहुत ड रा वना है .	ఇది భ యం కర ంగా ఉంది .	0.5246
मुझे नहीं लगता कोई भी परा ण ी कभी पहले वहाँ नीचे गया है . वह बहुत शान दार है .	ఇంత కు ముందు ఎవరూ అ కకడికి వెళలి ఉండ ొ చచు అనిపి ంచడం లేదు . అది అదభు తంగా ఉంది .	0.6343
और जि तनी जलदी हो स के , मेरे घर आ जाना .	అలాగే నీకు వీ లెన ంత తవర గా నా ఇంటికి రా .	0.5682
तुमहारे लिए एक दिल च सप सा प तर आया है .	నీ కోసం ఒక ఆ స కతి కర మెన ఉ తత రం వచచింది .	0.6218
को को स लै ब द वी प ह ॉ स पि ट ै लि टी शि कष ा सं स था	ది కో కో స లా బ దీ వి హా స పి ట ాలి టీ కాల ే జీ .	0.5636
अगर कभी तुम वापस आने का नि रण य लो , तो यह जिंदगी हमेशा तुमहारा इंतजार करती मिले गी .	నీకు గ నుక వెన కకి రా వాలని అనిపి సతే , నీ కోసం ఈ జీవితం ఎ పపటి కీ ఎదు రు చూ సతూ నే ఉంటుంది .	0.6219
बेशक .	ఉంది .	0.3312
जरा पीछे घ ू मो .	వెన కకి తి రుగు .	0.5363
कया वे पहले ही हमारे आ हार से नि रा श नहीं हैं ?	మన ఆ హా రం వలల వారు ఇంత వర కు ని రా శ పడి ంది చ ాల దా ?	0.6117
प हा ड से लट क ना और उसे उस छे द में डाल ना .	కొ ండ అ ంచు న వే లా డు తూ ఆ క నన ంలో కి పో య ాలి .	0.6421
तो , त य हो गया . मैं जाकर सट ै पी - स पी की स या नि व ॉ की - टॉ की ले आता हूँ .	సరే , ఇక చ రచ పూరతి అయి న టటే . నేను వెళలి వా కీ - టా కీ లను తీసు కొ సతాను .	0.6507
और अब उसके जो र की आवा ज करके सू प सु ड क ने पर मुझे गु ससा आता है .	కానీ ఇపపుడు వారు సూ ప తా గే వి ధా నం చూ సి నాకు భలే కో పం వ సతోంది .	0.6613
कि च न में .	వ ంట గ ది లో .	0.5009
कया वे सब हमें देख रहे हैं ?	అందరూ మన ల నే చూ సతుననారు కదా ?	0.5178
च ंदर मा ओं के कारण वा कई अ पर तया शि त घट ना एँ होती हैं .	చ ంద మా మ లు నిజంగా నే అ సథి ర మెన పర వర తన కు గురి చేసతా యి .	0.6651
अ ँ - ह ँ . अ ँ - ह ँ .	ఆ హ - హా . ఆ హ - హా .	0.4974
यह घ ि नौ ना है और बिलकुल सही है . तुम दोनों की जो डी बहुत अचछी है .	ఇది ద రి దర ంగా ఉంది , కానీ సరి గగా సరి పోయింది . మీరు ఇదద రూ భలే టీ మ .	0.6033
- यह ध ु आँ हमें ठीक से देख ने नहीं दे रहा . - हम द वि - छा या को कैसे देख ेंगे ?	- ఆ పొ గ మన అను భ వా నని పా డు చే సతోంది . - ఇలా అయితే డ బు ల షా డో ని ఎలా చూడ గల ం ?	0.7093
हमने कर लिया .	మనం సా ధి ంచా ం .	0.4232
- मैंने तुमहें उठा लिया . लो . और ऊँ चा ? - चलो . और ऊँ चा .	- నేను ఎ తతు తాను . అంతే . ఇంకా పె కా ? - పద ండి . ఇంకా పె కి .	0.6736
फि स ल रहा है . और नहीं पक डा जा रहा .	జా రి పో తుననాం . నేను ఇక పటటు కో లేను .	0.5697
हमने ?	మన మా ?	0.4086
वाह .	వా వ .	0.3262
