Hindi	Telugu	Similarity_Score
अगर तुमहारे पिता होते , तो वह . . . वे सही काम करते .	మీ నానన ఇకకడ ఉంటే , ఆయన . . . ఆయన స రెన పని చేసే వారు .	0.6489
रॉ जर !	రా జర !	0.4335
रॉ जर .	రా జర .	0.4335
जानते हो ,	తెలుసు గా ,	0.4260
तुम जि तने साल नहीं .	నీ అంత కాల ం కాదు లే .	0.5235
ऐ प पल पा ई .	యా పి ల పె .	0.4123
लूसी म ॅ क ली न .	లూ సీ మె క లీ న .	0.5519
म ॅ क ली न .	మె క లీ న .	0.5236
मेरी माँ भी .	మా అమమ కూడా .	0.3937
सब काम मैं ही कयों कर रहा हूँ ?	అసలు నేనే ప నం తా ఎందుకు చేయాలి ?	0.5067
तुमहें पसंद है ?	నీకు న చచు తు ందా ?	0.3960
अभी न जाओ छोड कर .	ఏం ఆలోచి సతుననా వు ?	0.4231
अस ली रूप सामने आ ही गया .	అది గో చూడు , పిలల రా కా సి .	0.5300
उसकी बस यही नि शा निया ँ हैं .	ఆయన సా మా ను లో ఇ వే మి గి లా యి .	0.4911
मुझे उससे बहुत पयार था .	ఆ య నను ఎంత గా నో పరే మి ంచా .	0.5176
मैं कोशिश कर ूँगा इन हें पह न ूँ .	వీ టి ని వే సు కునే ందుకు చూ సతాను .	0.4877
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट .	బర ట .	0.6082
बर ट !	బర ట !	0.6082
सु पर ड ु पर मार ट	సూ పర డ ూ పర మార ట	0.5189
बद ले में एक और त , बेह तरी न हा लत में .	బ దు లు గా , ఒక మ హి ళ , పరి ప ూ రణ సథి తి లో .	0.6581
अंदर कया है ?	లోప ల ఏ ము ంది ?	0.4401
- सवागत है ! - कया बकवास है ?	- సు సవా గ తం - అసలు ఏంట ీ గో ల ?	0.5827
इसके लिए कुछ करते हैं . च लिए .	నీకు చి కి త స చే దదాం . నాతో రా .	0.5659
हमारी उ ंग लि यों का स ंग रह बहुत ख रा ब है .	మా వే లు ని లవ వి చా ర కర మెన సథి తి లో ఉంది .	0.5914
- धनयवाद . मैं . . . - हो रहा है .	- ధనయవాదాలు , నేను . . . - అలా గా .	0.6740
मी ठ े की ट रे आ रही है .	మి ఠ ా యి ప ళ లె ం వ సతోంది .	0.5917
वे रो निका .	వె రో ని కా .	0.4279
न ॉर म , मुझे इसमें मजा तो नहीं आ रहा .	సరే , ఇది నాకు స రెన సర దా కాదు , నా ర మ .	0.6080
एड मिन	అడ మి న	0.3832
लूसी .	లూ సీ .	0.3696
- 6 0 तो हो जाएगा . - बढिया .	- మనం 6 0 ఇవవ గల ం . - అదభు తం .	0.6384
