Hindi	Telugu	Similarity_Score
पै निक	పా నిక	0.4095
टे कस स में कोई मुझसे पयार करता है	టె క సా స లో ఎవరో ననను పరే మి సతుననారు	0.5559
वह किसी चीज से डर गया .	ఏదో అతని ని భయ పె టటి ంది .	0.4727
लै ंग ली ! वि लि य मस .	లా ంగ లీ ! వి లి య మస .	0.5520
हमें जि मी और ऐ बी के लिए पत ते बना ने हैं .	జి మ మీ , ఆ బీ ల కోసం ఆ కులు త యా రు చేసతుననా ం .	0.6336
इसे एक रो मा ं च समझ ो , ठीक है ?	దీ నని సా హ సం లా అనుకో , సరేనా ?	0.6049
अपनी प तनी को भी हैलो कह दो .	మీ భా రయ కు కూడా హాయ చెపప ండి .	0.4941
तुमसे मिल कर अचछा लगता है , शे री . मु सी ब त से बच कर रहना .	ఎపపుడూ నినను కల వడం బాగు ంటుంది , ష ె రీ . ఇ బబ ందు లలో పడ కు .	0.6646
लि ली को मेरी जरूरत थी .	లి ల లీ కి నా అవసరం ఉంది .	0.4572
पिछ ले साल जो हुआ , उससे उ बर ने के लिए .	గ త ఏ డా ది జరిగి న దానికి కో లు కో డానికి .	0.5688
एक बात कहूँ ?	ఏంట ో తెలుసా ?	0.4032
बो ला कि वह ह री के न हार वी के द ौ रा न हुआ .	అది హా ర వీ తు ఫా ను లో జరిగి ందని చెపపా డు .	0.5885
नहीं पता चले गा .	అతనికి తెలియదు .	0.4188
चु नौ ती से पहले उसे इस ते माल करना होगा .	అది స వ ాలు మొద లు కా క ముందు ఉ ప యో గి ంచాలి .	0.5772
जिस बात का जवाब मुझे पता है , वह जज ों से नहीं पूछ ूँगा .	నాకు ము ందే సమా ధా నం తెలి సా క , నేను నయాయ నిరణ ే త లను అడ గ ను .	0.6197
हेदर .	హే థర .	0.3956
पर चार चल रहा है . एक ख री दो तो एक मु फ त पा ओ .	డి స క ౌ ంట న డు సతుంది . ఒకటి కొ ంటే ఒకటి ఉ చి తం .	0.6256
किस से मिलने वाली हूँ ?	నేను ఏం చూడ ాలి , మళళీ ?	0.5059
टॉ म .	టా మ .	0.4188
उनसे बच कर नहीं भाग सकते .	వాటి నుండి పరి గె తత కూడదు .	0.5111
डि गि न स सच में यहाँ रह ता है ?	డి గ గి నస నిజంగా ఇకకడ ఉంటా డా ?	0.5585
- हम भी यहीं र हें गे ? - सो जाओ . अभी .	- మనం కూడా ఉంటా మా ? - పడు కో . ఇపపుడు .	0.6560
- गु ड ना इट . - गु ड ना इट .	- శు భ రాతరి . - శు భ రాతరి .	0.5878
पर अब आपको कहीं और जाकर अपना काम करना चाहिए .	కానీ ఇది మీరు మ రె కకడ ెనా నిర వర తి ంచ ాల సిన సమయం .	0.4944
पर बा प रे .	కానీ అబబా .	0.3863
- बात त य रही . - डॉज के दोसत हो . . .	- ఇది ఒ పప ంద ం . - డా డజ సనే హి తు డు . . .	0.6955
हाँ .	సరే .	0.3574
आप लोगों को कहीं और जाना है ?	మీరు ఇంకా ఎ కకడి కె నా వెళళ ాలా ?	0.4968
कयों पूछ रहे हैं ?	ఇది దే ని గురించి ?	0.4791
ज ॉन .	జా న .	0.3776
उसने तुमहें कयों बताया ?	తను నీ కె ందుకు చెపపి ంది ?	0.4626
तुमने कयों नहीं बताया ?	నువవు ఎందుకు చెపప లేదు ?	0.4322
फर क नहीं पडता . मैंने . . .	అది ముఖ యం కాదు . నేను . . .	0.6504
मैंने पढ ा ई छोड दी .	స కూ ల మా నే సతుననాను .	0.5514
एक बात कहूँ ?	ఏంట ో తెలుసా ?	0.4032
ड ं डि यों जै सी जा ँ घ ,	పు లల లలా ంటి కా ళళ తో ,	0.5207
हाँ , बहुत बुरा हुआ .	అవును , చాలా దారు ణం .	0.5117
हाँ , वह तो . . .	అవును , అది . . .	0.6359
उसे ब लै क मे ल करके खेल से निकाल ने की चा ल किस की थी ?	ఆమె ను ఆట నుండి తొ లి గి పో యే లా బె ది రి ంచ ాల నన ది ఎవరు ?	0.6141
रे ?	రే ?	0.6010
रे ?	రే ?	0.6010
या कान ू नी फी स पर ब हा सकता था .	లేదా లీ గల ఫీ జు లను క టటు కో వాలి .	0.5482
लौट ता है जब दो खिला डी अ सा मान य रूप से मर ते हैं ?	అ దీ ఇదద రు లీ డ లో ఉనన ఆట గా ళలు పరమా ద ంలో చని పోయా క ?	0.6350
मैंने कहा कि हमें मो टे वाले पसंद हैं .	నేను మనకు మ ంద ం వి మాతరమే న చచు తా య ననాను .	0.5374
तुम किस दल दल में फ ँ से हो ? सै रा ने कहा कि पुलिस तुमहारे पीछे है ?	వీ ళళ తో ఎంత లో తు ది గా వు ? సా రా చెపపి ంది నీ కె పోలీసు లు చూ సతుననా రా ?	0.6531
न ही तुमहें , और इसके पीछे एक ठ ो स वजह है .	నీ కూ తెలియదు , అ ందుకు ఒక స రెన కారణ ం ఉంది .	0.6224
उसकी माँ रे के पिता के साथ फ ँ स गई थी , जेल से निकाल दी गई .	ఆమె తల లి రే వాళళ నానన తో పటటు బడ ట ంతో జె లు నుండి తొ ల గి ంచారు .	0.6343
मैंने सोचा कि टे कस स की सबसे खू बस ू रत लडकी को एक बार देख ता चल ूँ .	టె క సా స లో కె లలా అంద మెన అమమాయి ని స వయ ంగా వచచి చూడ ాలని అను కుననాను .	0.6317
और वह जो कि ता ब तैयार कर रहा था , और हम जो श रत ें लगा सकते थे .	ప ందే ల రి కార డు ఇంకా మేము వే య గల ప ందే ల గురించి చెపపి ంది అ పపుడే .	0.5886
मैं सोच रही थी कि कया पत झ ड में कुछ और घं टे काम कर सकती हूँ ,	శి శి రం లో నాకు ఇంకా అద న పు పని గంట లు ఇ సతా రే మో అనుకుంటుననా ను ,	0.6197
तीन साल पहले हैलो वी न पर हुआ . अभी भी नया य के इंतजार में है .	అది మూ డే ళళ కరి తం హ ాలో వీ న లో జరిగింది . నయా యం కోసం చూ సతుంది .	0.6373
अ ज ञ ा त - खेल ने अभी तक तुमहारा पी छा नहीं छो डा . जल द मिल ेंगे .	గుర తి ంచ ని వారు - నీ తో ఆట ఇంకా ము గి య లేదు . తవర లోనే కలు ద దా ము .	0.6781
यह भी बताया कि डे ना की यह हा लत किसी गाडी दु र घट ना में हुई .	డే నా ను ఢ ీ కొ టటి వెళళి పో తే ప కష వా తం వచచి న టటు ఆమె చెపపి ంది .	0.5970
- ढ े र सा री कि ता ब ें पढ ो गी ? - देखो कितनी अचछी कि ता ब ें हैं .	- చాలా పు సత క ాలు చ దు వు తా వా ? - అవును . ఈ మంచి పు సత క ాలు చూడు .	0.6742
आ खि री बार जब उसकी माँ ने उसे देखा , वह डर बी जा रहा था .	వాళళ మమ అత నని చి వరి సారి గా చూ సింది , డ ర బీ కు వెళ ు తు ండ గానే .	0.6143
जब उसके घु ट ने में चो ट लगी , तो एक म ही ने की दवा दी गई .	ఆమె తన మో క ాలి కి గా య మ యి తే 3 0 రోజు లకు మ ందు లు వే సు కు ంది .	0.6562
कुछ नहीं . यही कि खेल के चल ते बु री तरह फ ँ स गया था .	ఏమీ లేదు . ఆ ఆట వల న తను చాలా న షట పోయి న టటు చెపపా డు .	0.6778
- शायद उसका बुरा हा ल था . . . - पिछ ली गर मि यों से ?	- అతను ఇ బబ ందు లలో ఉననాడు గ త . . . - గ త వే స వి ను ండా ?	0.6989
जि मी और ऐ बी , दो नो की मौ त का खेल से सं बं ध है ,	జి మ మీ , ఆ బీ ల ఇదద రి మ రణ ాల కు ఈ ఆట తో సంబం ధం ఉంది ,	0.6923
