Hindi	Telugu	Similarity_Score
ल ंद न 2 0 9 9	ల ండ న 2 0 9 9	0.7792
एक बार छ ह म ही नों तक मैं बिना जू त ों के थी .	ఒక సారి ష ూ స లే కుండా నేను ఆ రు నె లలు ఉననాను .	0.6209
दुनिया को बचा ना नाम ुम किन है . तुमने यही कहा था .	మన పరపంచ ం ఆ సథా యి ని దా టి పోయింది . నువవే అననా వు .	0.5615
अ ल वि दा , व ु ल फ .	ఉంటా ను , వ ూ ల ఫ .	0.6359
ए ली टा ?	ఎ లీ టా ?	0.4074
ए ली टा ?	ఎ లీ టా ?	0.4074
बर टन !	బర టన !	0.5891
बर टन .	బర టన .	0.5891
फ लि न ?	ఫ లి న ?	0.5027
ह ल का होने गया है .	బా తర ూ మ కి వెళళ ా డు .	0.5300
कया कर रहे हो ?	ఏం చేసతుననా వు ?	0.4943
री स !	రీ స !	0.4188
धत .	ఛ త .	0.3918
परि ं टर जा म हो गया .	1 5 వ పరి ంట ర ఆ గి ంది .	0.4684
वह सच नहीं है .	అది నిజం కాదు .	0.4054
यह एक बात से कहीं जयादा था .	ఇది ఒక మాట కంటే చాలా ఎ కకు వే .	0.5436
- यह कहाँ से आया ? - मिला गर ो स को ल डा यर न से .	- ఎకకడ నుండి వచచింది ? - మి లా గ రో స కో ల డ ఐ ర న .	0.6614
बर टन किसी गिर ो ह के साथ है ?	బర టన ము ఠ ా కు పని చేసతుననా డా ?	0.5757
अजीब सा लगता है .	ఇది వి ంత గా ఉంది .	0.4443
मैं उन कुछ खिला डि यों में से हूँ जो 1 00 व ें ले वल पर पहुँ चे हैं .	హ ాల సి యో న ఆట లో 1 00 వ సథా యి దా టి న కొ ంత మంది ఆట గా ళళ లో నేను ఒక డిని .	0.6591
बस इसे लगा ना है ?	అలా పెటటు కో వ ాలా ?	0.5070
पीछे हो जाओ .	వెన కకి వ ాలు .	0.3933
बद ले में तुमहें यही करना है .	అలా నీ వే త నా నని సం పా ది ంచుకో .	0.5344
ह थ िया र की जरूरत है ?	నా కొ క ఆ యు ధం కా వ ాలా ?	0.5443
मजा आ रहा है , मि सटर आ इस ?	ఆ సవా ది సతుననా రా , ఐ స గా రు ?	0.5446
हाँ , उस ी तरह जैसे सब को है . कयों ?	అందరూ ఇ చచి న టటు గానే ఇ సతా . ఎందుకు ?	0.5857
तुमहारी न ई दोसत की पसंद काफी भ ड की ली है .	నీ కొతత సనే హి తు ర ాలి వి ఆ డం బర మెన అ ల వా టలు .	0.5825
कितनी ता कत है .	అంత శ కతి ఉంది .	0.4901
हमें दिखा ओ कि तुमने कया सी खा .	ఏం నే రచు కుననా వో మాకు చూపి ంచు .	0.5708
मुझे पता है कि तुम अस ली हो ,	నువవు నిజ మెన వాడి వని తెలుసు ,	0.5462
कुछ सही किया होगा , कल दोबारा तुमहें चाहते हैं .	ఏదో సరి గా చేసిన టటు ననా వు , అందుకే రే ప ూ పి లి చా రు .	0.5574
उस में खत रा तो नहीं ?	అది సు ర కషి త మెన దే నా ?	0.5239
मुझे बस एक गोली चाहिए .	నాకు ఒక మాతర కావాల ంత ే .	0.4887
ऐ टि कस ,	ఆ టి కస ,	0.5092
तुमहें फा र मा ज ॉन में जाकर कोशिश करनी चाहिए .	నీ అద ృష టా నని ఫా ర మా జా న తో పర ీ కషి ంచుకో వాల ే మో .	0.5217
खो ने के लिए जयादा कुछ नहीं बच ता , यार .	కో ల పో వడానికి పెదద గా ఏమీ ఉండ దు , సోద రా .	0.5962
अभी पे शा ब करके आता हूँ .	ఇ పపుడే బా తర ూ మ వెళళ ొ సతా .	0.5557
मैं उसका सम मान भी करता .	దానని గ ౌ ర వి ంచ వచచు కూడా .	0.5131
तो और कया क हो गे ,	మరి దా న నే మ ంటా రు ,	0.4684
पि यो , बेटा .	తా గు , బా బు .	0.5286
अगर तुम कम जो र नजर आओ गे , तो मैं कम जो र नजर आ ऊँगा .	నువవు బ ల హ ీ న ంగా క న పడి తే , నేను బ ల హ ీ న ంగా క న పడ తాను .	0.6066
उसका जै स पर अभी भी अपने अं कल को र बे ल से उल झा हुआ है ?	తన బా య ఫ రెండ జా స పర ఇంకా కోర బె లతో నే పని చేసతుననా డా ?	0.6468
किस बारे में ?	దే ని గురించి ?	0.4957
शायद तुम सोच रहे हो कि हि ल कयों नहीं पा रहे ?	' నేను ఎందుకు క దల లేను ' అని అనుకుంటుననా వు కదా ?	0.5647
देखो ,	చూడు ,	0.4116
यह कौन सी जगह है ?	అసలు ఈ చో టు ఏంటి ?	0.5333
ए ली टा वे सट .	ఎ లీ టా వె సట .	0.5306
या फिर ति ल ली है ?	లేదా అది ప లీ హ మా ?	0.4608
तुमहारे सं पर क का पता चल जाएगा .	మే ం నీ క నె కష న ఆ చూ కీ కను క కో గల ం .	0.5522
तो , इतना कयों लट का ना ?	కాబటటి , ఎందుకు ఆ లస యం ?	0.5518
तुम कौन हो ?	నువవు ఎవరు ?	0.3818
फ लि न !	ఫ లి న !	0.5027
फ लि न हार ली न फि शर .	ఫ లి న హా ర లీ న ఫి ష ర .	0.5119
चलो उ ठ ो भी , मेरी जान .	కా సత క దల ండి , యు వ రా ణి .	0.5506
छोड ो भी , बि ली ऐ न . यह नहीं होने वाला . तुमहें पता है .	ఏంటి ది , బి ల లీ యా న . అది జ రి గే పని కాదు . నీ కూ తెలుసు .	0.6561
एक म शी न थी .	అద ొక య ంత రం .	0.5280
उस तरह का डि जा इन कयों बना एँगे ?	దానని అలా ఎందుకు రూ పొ ంది సతారు ?	0.5287
तुमहारा दोबारा गे म में जाना जरू री है , मि स फि शर .	మీరు సి మ లోకి లా గి న అవ వడం చాలా కీ ల కం , ఫి ష ర గా రు .	0.6004
बर टन .	బర టన .	0.5891
आज रात कयों नहीं ?	ఇ పపుడే చెపప కూడ దా ?	0.4694
तुम जो भी सोच रहे हो ,	నీ మన సు లో ఏ ము ననా సరే ,	0.5396
कॉ नर .	కా న ర .	0.3763
कि लोगों की दिमाग में छ वि बैठ जाती है .	మను ష ు ల ముఖ ాలు మన సు లో అలాగే ఉ ండి పో తా యి .	0.5635
मुझे एक कम जो र सा लड का नजर आता है .	నేను బ కక ప లు చ టి పి లలా డి నే చూ సతాను .	0.6021
वे लोग बाहर कया कर रहे हैं ?	వాళళ ంతా అకకడ ఏం చేసతుననా రు ?	0.5323
बहुत कुछ हुआ भी है .	చాలా జరిగింది కూడా .	0.4328
वा दा करता हूँ कि किसी से नहीं कहूँ गा , पर तुम वहाँ खुश लगी ं .	ఎవ రికీ చెపప నని మా టి సతా , కానీ సి మ లో సంతోష ంగా ఉనన టటు ఉననావు .	0.6043
जि तना सोच ती हो , यह परि स थि ति उससे कहीं ज टि ल और ख तर ना क है .	మీరు ఊ హి ంచే దాని క ననా పరిసథి తి సం కలి షట మెన ది , వి ప త కర మెన ది .	0.6206
मा ना जा रहा है कि तुम और तुमहारा परिवार इसका नि शा ना हो .	అ ందుకు మీరు , మీ కుటుం బం లకష య ాలని నమమ డానికి కారణ ం ఉంది .	0.5673
जल ते हुए अ ना ज घर में फ ं से किसी घ बरा ए हुए घ ो डे की तरह .	క ాలి పో తునన ప శు వు ల పా క లో చి కకు కునన బె దు రు గుర రం లా ఉంది .	0.6658
कह सकते हैं कि वह एक तरह की ता त का लि क सोच को दर शा ता .	నీ నుండి ఊ హి ంచ ని సథా యి సమ య స ఫ ూర తి ని అది సూ చి సతోంది .	0.5646
या नी तुमने सिरफ गो लिया ँ बद ली नहीं , बल कि चु रा ई हैं .	అంటే నువవు మా రచు కో వ డ మే కాదు , దొ ంగ లి సతుననా వు కూడా .	0.6505
ग रा ह क को जान ना है कि यह कहाँ - कहाँ से हो कर गु जरा .	తపపు గా అనుకో కు . క సట మర ఆ ధ ీ న ఆ ధా ర ాలు కో రు కుననా డు .	0.6430
अ मी र लोगों के लिए खेल कर बर टन कि तने क मा ले ता है ?	ధన వం తు లకు ప ను లు చే సతూ బర టన ఎంత సం పా ది సతుననా డు ?	0.6560
- पता है , तुमहें वह न क शा कयों नहीं मिला ? - कयों ?	- ఆ మయా ప మీ రె ందుకు కను క కో లే దో తెలుసా ? - ఎందుకు ?	0.6164
जब यह पै ंत रा मुझ पर चला था , मेरी उ मर कया थी ?	చి వరి సారి గా ఈ కి టు కు నా పె ఎ పపుడు పని చేసి ంది ?	0.5452
मुझे तुम पर ना ज है , तुम इसमें कितनी मा ह िर हो .	ఇ ందు లో నీకు నన పరతి భ కు గర వి సతుననా ని తెలుసు గా .	0.6131
उनके वा ता वर ण पर नि र भर करता है . आत मा की तरह .	తమ పరి సర ాల కు అను గు ణ ంగా . అంటే ఆ మనిషి మన సు లా .	0.6462
तुमहारी टो पी बडी अचछी है , री स . बडी स जी ली है .	నాకు నీ టో పీ న చచి ంది , రీ స . చాలా చ కక గా ఉంది .	0.5569
- किस तरह की ? - वही जो बो गो टा में प ं ज ीक ृ त है .	- ఎలా ంటి ది ? - బ ొ గొ ట ాలో న మో ద ె న కం పె నీ లాంటి ది .	0.6488
मुझे मुशकिल द ौर से गु जर ने में मदद करती हैं .	న ొ పప ి మ రీ ఎ కకు వెన పపుడు అవి నాకు సా య పడ తా యి .	0.6123
मैं , और री स , और कै लि फो र निया का कोई बं दा .	నేను , రీ స అలాగే క ాలి ఫో రని యా నుండి ఒక డు .	0.5947
मुझे पता नहीं था कि मुझे इतना मजा आए गा .	దీ నని ఇంత గా ఆ సవా ది సతా నని నేను అనుకో లేదు .	0.5354
अगर तुमने उस लडकी को एक गोली बे ची होती ,	నువవు ఆ అమమాయి కి మాతర అమమ ాలని నిరణ యి సతే ,	0.5461
" मिल कर अचछा लगा ! न बि न के लिए शुकरिया ! "	" నినను చూడ టం బాగుంది ! న బి నస కు థాంక స ! "	0.6505
घर में ना जी दल है . हम अ ना ज घर में हैं .	ఇంట లో నా జీ ద ళ ము ంది . ప శు వు ల పా క లో ఉననా ం .	0.6152
यह लडकी जो माँ ग रही है , इसे वह दे दो .	ఆ అమమాయి అడి గి ంది ఇ చ చే సతే ఎలా ఉంటుంది ?	0.5591
बच चों को दिखा ने के लिए रि कार ड करना है .	రే ప టి తర ాల కోసం ఈ ఘ ట నని చి త రీ కరి దదాం .	0.5834
बा प रे ! ऐसा लगा जैसे सच में वहाँ हूँ .	ఛ త ! అకకడ ే నిజంగా ఉనన టటు అనిపి ంచింది .	0.5728
- कया मतलब ? - तुम अजीब सी पे श आ रही हो .	- ఏమ ంటుననా వు ? - వి ంత గా పర వర తి సతుననా వు .	0.6158
अब तुम किस मु सी ब त में पड गई , ए ली टा ?	నువవు ఎలా ంటి చెతత లోకి ది గా వు , ఎ లీ టా ?	0.6061
अगर उसकी पक की स हे ली होती , तो पूछ ती .	నేను ఆమె పరా ణ సనే హి తు రాల ె తే , అడుగు తా .	0.5755
कोई खि लौ ना पक डा कर मेरा धयान ह टा ना ?	నా ద ృష టి మళళ ి ంచ డానికి బ ొ మమ ని ఇవ వడం ?	0.5197
बर टन को चाहिए तो खुद से बना ले गा .	బర టన కి కావాల ంటే , వా డే చేసు కుంటా డు .	0.5692
तुमहें अपने समय की क दर है , मे रि एल ?	మీ సమ యా నికి వి లు వని సతా రా , మరి య ె ల ?	0.6130
मेरे मन में भी अ क सर यही खया ल आया .	అ పపుడ పపుడ ూ నా కూ అదే ఆలోచ న వచచింది .	0.5872
- और उनहोंने पै सा बढ ा दिया . - नहीं .	- డబబు ని పె ంచారు . - నమమ లే కపో తుననా .	0.6423
मेरे साथ जयादा से जयादा कया होगा ?	నాకు జరగ గ లి గే ఘ ో ర మెన విషయం ఏంటి ?	0.5106
आप बि ली ऐ न को चु गल खो र कह रही हैं ?	బి ల లీ యానని వ దు రు బో తు అ ంటుననా వా ?	0.6055
अपने बे कार ड रो न लेकर खेल रहे हैं .	వాళళ చెతత డ రో న లతో ఆ డు కుంటుననా రు .	0.6039
मुझे किसी बात का पता होना चाहिए ?	నేను ఏమెనా తెలుసు కో వాల సింది ఉందా ?	0.4984
नि र भर करता है कि किस से पूछ ते हो .	ఎవరి ని అడుగు తా వు అనే దానని బటటి .	0.5532
गाडी में अभी भी वो ड रो न पडे हैं ?	నీ కారు లో ఇంకా ఆ డ రో నలు ఉననా యా ?	0.5838
किसी मिला गर ो स को ल डा यर न ने दि ए .	మీ లా గ రో స కో ల డ ఐ ర న అనన ది క టటి ంది .	0.5752
मुझे घर ले जाने को कह सकता हूँ .	మీ ఇంటికి తీసు కె ళళ మని అడ గొ చచు .	0.5912
पर यह कुछ भी सच नहीं है , है न ?	కానీ ఇ ందు లో ఏ దీ నిజం కాదు , కదా ?	0.5561
सा त वी ं क कष ा का दी वा ना प न है जि से भ ु ला ने की मुझ में अ कल नहीं थी .	7 వ తర గ తి లో ఇష ట పడి న అబబా యి ని వ దు లు కునే ంత బు దధ ి నా కి ం కా లేదు .	0.7063
