Hindi	Telugu	Similarity_Score
श री गि ल फ ॉ एल , मैंने आपकी ख री द दा री का सा रा सा मान खो ल दिया है .	మిసటర గి ల ఫో యి ల , మీరు కొ ని తె పప ి ంచిన వ సతు వు ల నని ంటి నీ సర దా ను .	0.6264
मैं तुमहारा दर द दूर नहीं कर सकता .	మీ బాధ ను దూ రం చేయ లేను అని అననా ను .	0.5326
वह बाकी की जिंदगी जेल में बि ता ए .	జీవి తా ంత ం జె లు శి కష పడ ే లా చేయడం .	0.5412
और उस बीच कया हुआ ?	మధయ లో ఏం జరిగింది ?	0.4923
- नहीं , बेटा , मैं . . . - नहीं , मुझे आपकी मदद नहीं चाहिए .	- లేదు , బంగా రం , నేను . . . - లేదు , నాకు మీ సాయం అ కక ర లేదు .	0.6443
मुझे . . .	నాకు . . .	0.7142
ली सा ?	లీ సా ?	0.3419
तुम दोनों कैसे मिले ?	అసలు మీ రె లా కలి శా రు ?	0.4546
ली सा .	లీ సా .	0.3419
और कया डी सी आई है गर टी ने कभी सप ष ट किया था कि उनहें ए र ॉल की सवी का रो क ति कैसे मिली ?	ఎ ర ర ొ ల నే రా నని ఒ పపు కుననా డని మీకు డి టె క టి వ చ ీ ఫ ఇ నస పె క టర , హె గర టీ సప షట ంగా చెపపా రా ?	0.6450
कया हो रहा है ?	ఏం జరుగు తోంది ?	0.4928
- वह . . . - कया हुआ ?	- తను . . . - ఏ మెంది ?	0.7165
- आपने उससे कया कहा ? - अब शुरू मत हो जाओ , समझ े ?	- తన తో ఏమ ననా రు మీరు ? - మళలీ మొద లు పెటట కు , సరేనా ?	0.6700
- अ ल वि दा , ल टी शा . - मुझे स फा ई देने का मौ का दो .	- వెళలి పో , ల టీ షా . - నాకు వి వరి ంచే అవకా శ మి వ వు .	0.6523
कला सि क रॉ य .	రా య అంతే లే .	0.4050
न ही मेरी है . इस नौ करी की है .	నా గురించి . ఈ ఉద యో గం గురించి .	0.5182
पता नहीं . मैं . . .	ఏ మో మరి , నేను . . .	0.5991
ली सा !	లీ సా !	0.3419
कया हो रहा है ?	ఏం జరుగు తోంది ?	0.4928
हाँ . हाँ . कोई बात नहीं . इससे मुझे इस बारे में और सी ख ने का मौ का मिल जाएगा . . .	హా . హా . మ రే ం పర వాలేదు . దీని వల న నాకు చాలా విషయ ాలు తెలు సతుననా యి , ఉ దా హ రణ కు . . .	0.6794
मुझे फोन करो .	కాల చేయ నాకు .	0.4671
सि ग न म ?	సి గ నమ ?	0.4781
वह कहाँ है ? वह कहाँ है ?	అది ఎకకడ ఉంటుంది ? ఎకకడ ?	0.4957
तुम दोनों कैसे मिले ?	అసలు మీ రె లా కలి శా రు ?	0.4546
ली सा ?	లీ సా ?	0.3419
ऐसा कया हुआ कि उसका फै सला बदल गया ?	అతను ఎందుకు తన మన స సు మా రచు కుననా డు ?	0.5539
अगर हमने फोन और कं प यू टर जब त कर लिए , तो वह पक डा जाएगा .	మనం ఫోన లని కం ప యూ టర లను త ని ఖ ీ చే సతే చ ాలు , దొ రికి పో తా డు .	0.6392
च ली जाओ !	వెళలి పో !	0.3430
ए ! कार से बाहर निक लो . तुम कया कर रहे हो ?	ఓ య ! కారు ది గు . ఏం చేసతుననా వు అసలు నువవు ?	0.6162
सुनो , उसने यह ल डा ई शुरू की , है न ? उसने और कया उममीद की थी ?	చూడు , యు దధ ం మొద లు పె టటి ంది త నే , సరేనా ? తను ఇం కే ం ఆ శి ంచింది ?	0.6531
रुको ! यहाँ हमारा काम पूरा नहीं हुआ है .	ఆ గ ండి ! ఇంకా ఇకకడ కా సత పని మి గి లి ఉంది .	0.5160
कृपया दस तक द ें और इंतजार करें	దయచేసి తలు పు త టటి వే చి ఉండ ండి	0.5064
कहाँ ?	ఎకకడ ?	0.3422
ग ले में .	గొ ం తు లో .	0.4175
हाँ .	సరే .	0.3574
कहाँ ?	ఎకకడ ?	0.3422
ग ले में .	గొ ం తు లో .	0.4175
कहाँ ?	ఎకకడ ?	0.3422
ग ले में .	గొ ం తు లో .	0.4175
आप उसके दिमाग में जवाब डाल रहे थे .	అతనికి ఏం చెపప ాలో మీ రే చెప తుననారు .	0.5073
आपके और ए र ॉल के बीच कया हुआ था ?	మీకు , ఎ ర ర ొ ల కి మధయ ఏం జరిగింది ?	0.6101
हाँ .	సరే .	0.3574
डि टे क टि व ची फ इं स पे क टर डै नि एल है गर टी बोल रहा हूँ . मैं एक श वे त म हिला को ढूँढ रहा हूँ .	డి టె క టి వ చ ీ ఫ ఇ నస పె క టర డ యా నియ ల హె గర టీ ని . నేను ఒక శ వే త జా తి మ హి ళ కోసం వె తు కు తుననాను .	0.7340
. . . फ लै ट ों की अगर ि म रा शि का भ ु ग ता न जब तुमने उनहें तो ड - फो ड करके छोड दिया .	. . . నువవు ఉండే ఇ ళ లని చె లలా చె దు రు చేసిన పపుడు వాటి కి డి పా జి టలు కూడా ఇ చచా ను .	0.7000
शायद आप उनहें उस वि शे ष ा धि कार के खा रि ज होने के बारे में समझ ा ने को कह सक ेंगे	కానీ , ఏదెనా మో సం చేయ ాల నే కు టర లో ఇం కో వి ధ ంగా చెపప ాల ంటే నే రం చేయ ాల నే కు టర లో	0.6396
जब स ॉ लि सि टर ध ो खा ध डी या सा द ृ श य दवा रा , किसी अन य अ परा ध को अं जा म देने की	లా య రు కు కూడా భా గం ఉ ందని బయట పడి నపపుడు , ఆ హ కకు లే వీ వర తి ంచ వ నే విష యానని	0.6829
तो , ए र ॉल ने अपनी बे गु ना ही के लिए लड ते हुए हर बात को स ख ती से न का रा .	దాని పర కా రం , ఎ ర ర ొ ల తను నే రం చేయ లే దని , అ మా య కు డి నని గ టటి గా చెపపా డు .	0.6996
सच में ? कयोंकि कुछ दि नों पहले आपने ही मुझे बताया था कि यह सब	నిజంగా నా ? ఎందుకంటే కొనని రోజు ల ము ందే కదా మీరు నాకు చెపపా రు ,	0.5797
