Hindi	Telugu	Similarity_Score
बा बा . . .	బా బా . . .	0.5503
कया पता ?	తెలియదు .	0.3534
अरे छोड ो हमें ! भ ै या !	ననను వదిలే యి . సోద రా .	0.5036
भ ै या .	సోద రా	0.2645
लें स मार ट .	లె నస మార ట .	0.5228
नहीं . . .	లేదు . . .	0.6498
ए चि कु हमारे परति भा का अप मान किया ना हम तुमहें श रा प दे देंगे .	చి కు , నా పరతి భ ను అవ మా ని ంచ వదదు , అలా చే సతే నేను నినను శ పి సతాను .	0.6126
आत मा को मु क ती मिल ग य ी .	ఆ తమ మో కష ా నని పొ ంది ంది .	0.5113
जलदी से वि रस जन कर दो .	వెంట నే దానని ము ంచండి .	0.4654
हां . च कर पूरी तरह से खु ल गया है .	అవును . చ క రం పూరతి గా తె రి చి ఉంది .	0.6053
चि कु .	చి కు .	0.4700
ज य हि ंद , सर .	జె హి ంద , సర .	0.5158
हे !	హే !	0.6010
इं स पे क टर छे दी ला ल .	ఇ నస పె క టర చె ది ల ాల .	0.6448
ध र म शा ला के पास हमारे चा य के बा गा न है सि ला वर सट े ट .	మాకు ధ ర మ శ ాల దగగర టీ ఎ సట ే టలు ఉననాయి . సి లా వర ఎ సట ే ట .	0.6555
वि नो द .	వి నో ద .	0.3874
कि च कं डी . . .	కి చ క ండి . . .	0.6309
कि च कं डी . . .	కి చ క ండి . . .	0.6309
न ग न तो सब को होना पड ें गा .	మన మ ంద రం కూడా తీ సి వే య ాలి .	0.5647
नहीं .	లేదు .	0.3291
श ों कू . श ों कू . श ों कू .	ష ో ం కు . ష ో ం కు . ష ో ం కు .	0.4437
मैं माफ ी चाहती ह ूं . दरअसल , वो . . .	ననను కషమి ంచండి . నిజ ానికి , ఆమె . . .	0.6240
अरे नाम वि भ ू ती है खु ल ली चु नौ ती है .	ఇది వి భ ూ తి మరియు ఇది బ హి రం గ స వ ాలు .	0.6485
आ री है कया ?	ఆమె వ స తో ందా ?	0.4610
ल ता सवी टी ?	ల తా స వీ టీ ?	0.3971
शो न ु ?	సో న ూ ?	0.4438
ल ता . . .	ల తా . . .	0.7238
