Hindi	Telugu	Similarity_Score
हाँ .	సరే .	0.3574
चिंता मत करो , कै नी . मुझे कुछ महसूस नहीं हो रहा है .	కంగా రు పడ కు , కె ననీ . నాకు మ తతు గా ఏమీ అనిపి ంచడం లేదు .	0.6338
मैंने मे जर क ले वे न के विमान पर सी धे गोली लग कर उसे गिर ते हुए भी देखा .	అలాగే మే జర క లె వెన విమానం దా డి లో ద ె బబ తి ని నే ల కూ ల డం పర తయ కష ంగా చూశా ను .	0.6687
- अगर तुम कहते हो तो . - बहुत खू ब .	- నువవు ఎలా అంటే అలా . - బ యూ టి ఫ ు ల .	0.6344
वे नहीं बदल ेंगे .	వాళలు అలా చేయ రు .	0.4582
ह द है .	డా మి ట .	0.4308
ड यू टी ऑ फि सर	డ యూ టీ ఆ ఫీ సర	0.5982
मे जर ?	మే జర ?	0.5891
नहीं .	లేదు .	0.3291
आपका मु ख य ल कष य मु ं सटर है .	మీ పరా థ మి క లకష యం , ము ం సటర .	0.6516
धनयवाद , रे ड .	థాంక యూ , రె డ .	0.4935
मा रे जाएँ या ला पता हो जाएँ .	మనం ఇ పపుడే దా డి చేయడం మే లు .	0.5609
बुरा ही महसूस कर रहा हूँ . वह मुझे दो .	నా కూ అలాగే అనిపి సతోంది . ఇది ఇలా ఇవ వు .	0.5760
जै क !	జా క !	0.6082
रॉ य ल फ ल श .	రా య ల ఫ ల ష .	0.6385
रॉ य ल फ ल श .	రా య ల ఫ ల ష .	0.6385
धनयवाद , लॉ य ड .	థాంక స , లా యి డ .	0.4844
रॉ य ल फ ल श	రా య ల ఫ ల ష	0.5993
बॉ म बार डि यर बोल रहा हूँ .	బం బా ర డి య ర సిదధ ం చేయాలి .	0.5246
नहीं .	లేదు .	0.3291
धत तेरी की . है री , सा ँ स लो , है री .	డా మి ట . హ యా రీ , శ వా స పీ ల చు , హ యా రీ .	0.6327
कृपया , है री .	పలీజ , హ యా రీ .	0.5129
पायलट , बॉ म बार डि यर के लिए , हम ल कष य के करी ब पहुँच रहे हैं . कया तुम तैयार हो ?	బం బా ర డి య ర కి పె లెట స ందే శం , మనం లకష యా నికి దగగర వు తుననాం . దా డు లకు మనం సిదధ మా ?	0.6823
पायलट , बॉ म बार डि यर के लिए . विमान तुमहारा हुआ .	బం బా ర డి య ర కి పె లెట స ందే శం . ఇక ఇది నీ విమానం .	0.5987
