Hindi	Telugu	Similarity_Score
ए म बु लें स	అ ం బు లె నస	0.4564
नहीं . . . किसी को तुमहारे लिए चा य बना नी चाहिए .	తను తా గ దు . . . నీకు మే ం ఎవరెనా టీ చేసి తె సతా ం .	0.6075
ठीक है !	మంచిది !	0.4320
सब मेरे निय ं तर ण में है .	నేను ఇ దంతా చ కక ది దద గలను .	0.5654
हाँ .	సరే .	0.3574
या फिर वे भी गलत सा बि त हुई ं ?	లేదా అవి కూడా తపపు గా వచచా యా ?	0.5165
हम मु सी ब त में हैं .	మన పని అయి పోయింది .	0.4694
बे बी बै का .	బ ే బీ బె కా .	0.5046
मेरा मतलब , यह बेहद बुरा है .	నా ఉదదేశం , ఇది గొపప గా ఉంది .	0.5388
मैं अपने म ृ त पति के क पडे पै क कर रही हूँ , पर , तुम लोग समझ ती हो .	చని పోయి న నా భ ర త దు సతు లని నేను సర దే సతుననాను , కానీ , మీకు తెలుసు .	0.6393
नहीं , सुनो .	లేదు , వి ను .	0.5106
सच में .	నిజంగా .	0.3490
हम यहाँ कयों आ ते रह ते हैं अगर यहाँ श रा ब नहीं है ?	ఇకకడ మ ద యం లే నపపుడు మనం ఇకకడికి ఎందుకు వ సతుననా ము ?	0.5632
बे न के घर में ?	బె న దగగర ఉందా ?	0.5274
वे भ ु ग ता न नहीं कर रहे हैं .	వాళలు డబబు చె లలి ంచడం లేదు .	0.4958
जिस रात जे पी म रा था , जब मैं उ ठ ी तुम जा चु के थे .	జె పి చని పోయి న రాతరి , నేను లే చే స రికి నువవు లేవు .	0.6175
मा इ कल , नहीं .	మె ఖ ే ల , వదదు .	0.5463
तुम ठीक हो ? तुमहें चा य चाहिए ?	నువవు బాగు ననా వా ? టీ తా గు తా వా ?	0.5012
कयोंकि मुझे पता था कि मैं अपने अंदर	ఎందుకంటే అతని మీద నాకు ఉనన ద వే షా నని	0.5099
मि से ज वि लि य मस !	మి సె స వి లి య మస .	0.5126
गरेस !	గరేస !	0.5562
पर , तुमहारी बहन , रे बे का , वहाँ मौ जू द थी .	మీ చె ల లె లు , రె బె కా , ఆ రాతరి అకకడ ే ఉ ంద ట .	0.6681
अ रस .	ఉ రస .	0.6082
कयोंकि उनहें लगता है कि हम सभी के पास उसकी हतया करने की वज हें थीं .	ఎందుకంటే అత డని చం ప డానికి మా అంద రికీ త లో కారణ ం ఉ ందని అనుకుంటుననా రు .	0.5528
गरे सी .	గరే సీ .	0.4933
मुझे माफ कर दो .	ననను కషమి ంచండి .	0.4160
तुमहारी बहन ें ज ह री ली हैं , गरेस . और वे तुमहारे दिमाग में ज हर भर ती हैं .	నీ అ కక చె ల లె ళలు విష పు మను ష ు లు , గరేస . వాళలు నీ బు ర రని విష ంతో ని ంపు తారు .	0.6372
- इस पर बात करना चाहती हो ? - नहीं !	- దీని గురించి మాటలాడ తా వా ? - లేదు !	0.4944
किस के लिए ?	దే ని కోసం ?	0.4365
गरेस .	గరేస .	0.5562
है वा न कहीं के .	చెతత రా కష సు డు .	0.5212
नहीं .	వదదు .	0.3902
वै ने सा रे ड गरे व इ सा डो रा	వె నె సా రె డ గరే వ ఇ స డో రా	0.5931
तुमने और तुमहारी बह नों ने उसका जु र म छु पा या .	నువవు , నీ అ కక లు దానిని క పప ి పు చచ ాలని చూశా రు .	0.6221
इ वा	ఈ వా	0.4306
उसे पता है कि गरेस ने उसकी जान ली और सोच ता है कि हमने उसका जु र म छु पा या .	గరేస వాడిని హ తయ చేసి ందని , దానని మనం క పప ి పు చచ ాలని చూశా మని అతనికి తెలుసు .	0.6025
बि बी . . .	బీ బీ . . .	0.5742
थ ॉ मस	థా మస	0.3063
न ॉर थ ड ब लि न ह ॉ स पि ट ल	నా ర త డబ లి న హా స పి టల	0.5623
हाँ , छो टी बच ची इं ट ें सि व के यर से बाहर आ गई है ,	అవును , ప సి పా ప ఇంట ె న సి వ కే ర నుంచి బయట కొ చచి ంది ,	0.6693
तो यह अचछा सं के त है . शायद .	అది మంచి సం కే తం . అనుకుంటా .	0.5835
पर , शायद को ट पह न लेना चाहिए ?	పె న కో ట ఏదెనా వే సుకో , సరేనా ?	0.5130
मुझे मे से ज करना .	నాకు మె సే జ చేయి .	0.5598
कृपया . गरेस , नहीं .	దయచేసి వదదు , గరేస .	0.5316
तो हा ला त यहाँ तक नहीं पहुँच ते .	పరిసథి తి అంత దూ రం వచచే ది కాదు .	0.5535
हैलो , लड कि यों !	హలో , అమమాయి లూ !	0.4905
- बि ग डै ल लडकी . - चु प रहो .	- చెతత పిలల . - నో రు మూ యి .	0.6420
धनयवाद , गरे सी .	థాంక యూ , గరే సీ .	0.5137
