Hindi	Telugu	Similarity_Score
सा ला !	అబబా !	0.2667
तो फिर , तुम कहाँ थे ?	నువ వె కకడ ఉ ండి పోయా వు ?	0.5266
इस ने मै ड लि न सट ि ल वे ल को उडा डा ला !	అతను మా డ లి న స టి ల వె లను పే ల చేశా డు !	0.6575
हाँ .	సరే .	0.3574
नहीं .	లేదు .	0.3291
और एक आ जा द प ं छ ी की तरह घ ू म रहा है ,	స జీ వ ంగా , చ కక గా , చు టట ూ తి రుగు తుంది ,	0.6432
सब कुछ ठीक तो है ?	అంతా బాగానే ఉందా ?	0.4365
अरे , आप कहाँ जा रही हैं ?	ఓ య , ఎ కకడికి వెళ ు తుననావు ?	0.5224
पर मैं इसका जवाब पता कर सकता हूँ .	కానీ అది ఎలా పొ ంద ాలో నాకు తెలుసు .	0.4640
ठीक है , भा ड में जाए . गरेस ! रु किए !	సరే , అది వదిలే య . గరేస ! గరేస ! ఆగు !	0.5999
बस मेरी बात सु नि ए .	నేను చెపపే ది వి ను .	0.5243
- नहीं . तुमहें हमारी ओर देखना होगा .	- లేదు . నువవు మమ మ లని చూడ ాలి . - లేదు .	0.5728
मुझे तो लगा कि स डी हुई म छ ली की वजह से	అది చె డ డ మంచి నీ టి మ లు గు చే ప అనుకుంటా .	0.5862
मैं सोच ती रही कि तुम फोन करो गी .	నువవు ఫోన చేసతా వ ను కు ంట ూ ఉననాను .	0.5643
बिलकुल अके ली हूँ .	ఖచచితంగా ఒ ంట రి ని .	0.4987
व ॉ ट मुझे इसमें जे ब नहीं रख ने दे गा .	వా ట ఇ ందు లో జే బు లు పెటటు కో నివ వ లేదు .	0.5995
जब मेरी आँख खु ली , तो मुझे लगा ,	నాకు మె లు కు వ వచచా క అను కుననాను ,	0.5682
तुम उनसे मिले ?	ఆమె ను కలి శా వా ?	0.4786
मेरे साथ खेल मत खे लो .	ననను గ ంద రగ ో ళ పర చ ొ దదు .	0.4610
- मैं ही इतना भ द दा हूँ .	- నేను కు రూ పి ని . - కాదు .	0.5538
नहीं !	కాదు !	0.3291
शायद इतनी जलदी , अपने दोसत ों के साथ ,	బహుశా నువవు ఇంత తవర గా నీ సనే హి తు లతో	0.5781
मुझे लगता है यह हम दोनों को पता है	అది సా ధ యం కా దని మన ఇదద రికీ తెలుసు .	0.5681
मैं इसे रख सकती हूँ ?	నేను ఇది ఉ ంచుకో వచచా ?	0.4960
हाँ .	సరే .	0.3574
और ध ड दूसरे कम रे में मिला .	మొ ండ ెం మ రో గ ది లో దొ రి కా యి .	0.5474
हो म लै ंड र ?	హో ం లా ండ ర ?	0.5354
तो मेरे भी जयादा दोसत नहीं थे .	నా కూ ఎకకువ మంది సనే హి తులు లే రు .	0.5608
इसे सा झा कर सकते हैं .	అది కలిసి ప ంచుకో వచచు .	0.5050
फिर तो हमारी वा ट लग गई समझ ो .	మనం సరి గగా బాగా చి కకు కుంటా ం .	0.4746
तुम ठीक तो हो ?	బాగానే ఉననా వా ?	0.3566
कि मि को !	కి మి కో !	0.3361
कि मि को !	కి మి కో !	0.3361
हो म लै ंड र ?	హో ం లా ండ ర ?	0.5354
हाँ .	సరే .	0.3574
मुझे उस को ढूँढ ना होगा .	నేను ఆమె ను కని పెటట ాలి .	0.5200
उस आत ंक वा दी को मै लो री के ह वाले किया	నేను మె ల రీ కోసం ఉ గర వా ది ని కను గొ ంటే ,	0.6063
पि पि ला ंग सट ॉ कि ंग . वह नौ साल की लडकी है .	పి పప ీ లా ంగ సటా కి ంగ . తను తొ మ మి దే ళళ అమమాయి .	0.5691
खा ने वाली टो करी शायद तुम हीं ने भे जी थी ?	నువవు ఆ ప ూ లతో ప ళళ బు టట పం పి ంచా వ ను కుంటా ?	0.6072
