Hindi	Telugu	Similarity_Score
वाह .	వా వ .	0.3262
नहीं .	లేదు .	0.3291
- हैलो ! - हैलो !	- హో లా ! - హో లా !	0.4555
हैलो , लड कि यों .	హలో , అమమాయి లూ .	0.4905
ड यू टी के समय कभी आ राम मत करना . "	డ యూ టీ లో ఎపపుడూ రి లా కస కా వదదు . "	0.6382
- बाद में मिल ूँगी . - धनयवाद .	- మళలీ కలు దదాం . - ధనయవాదాలు .	0.5445
कया सच में ग ड बडी है ?	అది అలా అనిపి స తో ందా ?	0.5109
लो टो - वि न 1 00 , 00 0 कला फि न ए ंड सं स	ల ొ టట ో - లకష గె లవ ండి క లా ఫి న అ ండ స నస	0.5691
- सु पर भा त , टॉ म . - हैलो . सु पर भा त , लि ज . चि प खाना चा होगी ?	- శు భ ో ద యం , టా మ . - హాయ , శు భ ో ద యం , లి జ . నీకు చి ప ఇష ట మే నా ?	0.7476
नहीं .	లేదు .	0.3291
शायद तुमने मुझे सं दि ग ध बना दिया है .	నా మీద అను మా నం వచచే లా మాటలాడ బో యా వు .	0.5914
वह भूल जाओ .	ఇం క మర చి పో .	0.4564
- गरेस . - सी धे बे बी बी को फोन किया .	- గరేస . - నే రు గా బ ే బీ బీ కి చేసి ంది .	0.6001
पसंद तो है .	నాకు ఇష ట మే .	0.5170
नहीं आ सकती .	నేను రాల ే ను .	0.3621
पता नहीं . यह हमारा प ला न बी हो सकता है . " बी " से बे बी बै का .	నాకు తెలియదు . అది మన ప లా న బి కా వచచు . " బి " అంటే బ ే బీ బె కా .	0.6572
नहीं , बि बी . नहीं .	వదదు , బీ బీ . వదదు .	0.5155
हैलो रॉ जर . मैं ऑ स कर हूँ	హాయ రో జర . నేను ఆ స కర ని .	0.6236
मुझे लगा हम मिल कर ज शन मना एँगे .	మనం ఏదెనా చే ద దా మని అను కుననాను .	0.5541
ग ना श .	గ నా ష .	0.5027
ग ना श .	గ నా ష .	0.5027
नहीं .	లేదు .	0.3291
ट रू गरेस	ట రూ గరేస	0.4581
ये य .	యా య .	0.5947
नहीं .	లేదు .	0.3291
और मेरी आँख इसकी वजह नहीं है . तुमहें नि शा ना लगा ने के लिए दो आँख ें नहीं चाहिए .	ఇది నా క నను గురించి కాదు . మనం లకష యానని గురి పెటట డానికి రెండు క ళలు అవసరం లేదు .	0.6301
बि बी .	బీ బీ .	0.3197
अगर है , तो मैं ए थ ली ट हूँ .	అదే అయితే , నేను అ థ లెట ని .	0.5885
मैं घर पर म हिला ओं से घ ि रा हूँ .	ఇంట లో నా చు టట ూ ఆడ వాళ లే ఉననారు .	0.6149
- या शायद हमें पहले कोई सा ं सक ृ ति क चीज देख नी चाहिए . - सच में ? यह जरू री है ?	- లేదా కొ ద ది సమయం సం స క ృ తి కోసం వె చచి దదాం . - నిజంగా నా ? మనం అలా చేయ ాల ంటా వా ?	0.6768
और तुमहारे न न हें श ॉर ट स भी . नहीं .	నీ పొ టటి లా గ ూ లు . అవి మా తరం వదదు .	0.5878
- और तुमहारे ट रे डि ंग कार ड भी . - नहीं , वह तुमहारे कॉ मि कस नहीं ज ला एँ गी .	- ఇంకా నీ ట రే డి ంగ కార డు లని కూడా . - లేదు , తను నీ కా మి కస ని త గు ల బె టట దు .	0.7008
स जा देने के बारे में सोच ने से पहले , तुमहें शा ंत होने का इंतजार करना चाहिए .	నీ కో పం వలల జ రి గే పరి ణ ా మ ాల గురించి నువవు ఆలోచి ంచు కునే వర కూ శా ంత ంగా ఉండాలి .	0.6215
मेरे परि ण ा म में निक ला कि . . .	నా వయకతి త వ లకష ణం ఏమి ట ంటే . . .	0.6300
कि कैसे वो यह बेहतर तरी के से कर सकता है ?	మనం ఇంకా బాగా ఎలా చేయాలి అని ఆలోచి సతా డా ?	0.5450
पर तुम सबसे अचछे अ भ ि भा व कों में से एक हो .	కానీ నాకు తెలి సిన అ తి మంచి తల లి వి నువవు .	0.5925
और ब ला न ड के लिए .	ఇంకా బ లా న డ కోసం .	0.5939
तुमहारे लिए यह कहना आ सान है . उसने तुमहारी जिंदगी बर बाद नहीं की .	నీకు అంతా మంచి గానే ఉండ చచు . వాడు నీ జీవి తా నని నా శ నం చేయ లేదు కదా .	0.5845
इ वा .	ఈ వా .	0.4399
- अ ल वि दा . - अ ल वि दा .	- ఉంటా ను . - ఉంటా ను .	0.4950
जिस से उ बर ना क ठ ि न था ?	కో లు కో వడం కష ట మ యి ందా ?	0.6202
वह बेवकूफ कयों है ?	వాడు ఎందుకు దద ద మమ ?	0.4361
नहीं ?	లేదా ?	0.3355
पर तुम कोई न रत की नहीं हो .	కానీ నువవు ష ో గర ల వి కా వు .	0.5657
- कल कोशिश करना . - ठीक है .	- రే పు పరయతని ంచు . - అలాగే .	0.5686
हाँ .	సరే .	0.3574
हमें बस गो लिया ँ बदल ने का तरी का सोच ना होगा .	వాటి ని బయటకు ఎలా తీసుకు వెళ తా మో ఆలోచి ంచాలి .	0.5341
