Hindi	Telugu	Similarity_Score
सा त द श म ल व पाँच , सा त द श म ल व पाँच .	ఏ డు పా యి ంట ఐ దు , ఏ డు పా యి ంట ఐ దు .	0.5974
ए ं बु लें स	అ ం బు లె నస	0.4515
सवागत है !	సు సవా గ తం !	0.3986
बिलकुल पागल प न नहीं हो !	నువ వ స లు తు ంట రి వి కాదు !	0.5181
डॉ क टर ने कया कहा ?	డా క టర ఏం చెపపా రు ?	0.5672
वी डियो !	వీ డి యో !	0.3148
और इतना ही !	సా ధి ంచింది !	0.2934
नहीं .	లేదు .	0.3291
नहीं .	లేదు .	0.3291
शा ंत रहो !	శా ంతి ంచు !	0.3551
वे स था न खास लोगों के लिए नहीं हैं .	ఆ సథా నాలు నిర ది షట వయ క తు లకు చె ంద వు .	0.5763
बात खतम .	ఇక అంతే .	0.4508
ना दिया !	నా ది యా !	0.3038
वह 1 4 की है , उस ी उ मर की जो कि मा रि एल थी .	ఆమె కు 1 4 , అ పపటి మరి య ె ల మా ది రి అదే వయ స సు .	0.5949
- हैलो , ना दिया , कै सी हो ? - अचछी हूँ .	- హాయ , నా ది యా , బాగు ననా వా ? - బాగు ననా .	0.6085
अगर मैंने अभी न किया तो बाद में और बढ जाएगा .	ఇ పపుడే ఇలా చేయ కపోతే , తరవాత ఇంకా పె రుగు తుంది .	0.5574
मा रि एल !	మరి య ె ల !	0.3763
- बेटा ! - अचछा .	- పి లలా ! - సరే .	0.5473
बरा ओ लि यो .	బర వు లి యో .	0.5019
मैं बच प न से ऐसा ही था और ऐसा ही हूँ	ఇలా గే పు టట ా నేను ఇక ఇలా గే ఉననా నేను	0.5380
देखो .	చూడు .	0.4116
सो ने का लॉ के ट है .	ఇది బంగా రు లా కె ట .	0.5956
उनहोंने ट रे नि ंग र दद कर दी .	శి కష ణ ా సె ష నను ర దదు చేశా ర ట .	0.6051
कोई पागल और त पागल प न कर रही है .	ఎవరో పిచచి పిలల గొ డ వ చే సతోంది .	0.5144
उन पर य ौ न उ त पी ड न का आ रो प लगा या गया है .	అతని పె లె ం గి క వే ధి ంపు ల ఆ రో ప ణ జరిగింది .	0.6084
मा रि एल !	మరి య ె ల !	0.3763
तुमहें सं दे ह का ला भ भी नहीं मिले गा .	క నీ సం నీకు స ందే హ పర యో జ నం కూడా లేదు .	0.6269
मुझे मदद चाहिए . पता नहीं कि कया करना है , कहाँ जाना है .	నాకు సాయం కావాలి . ఏం చేయ ాలో , ఎ టు వెళల ాలో నాకు తెలియదు .	0.5398
जा ह िर है , उससे अलग कैसे होता ?	క చచితంగా , వే రు గా ఎలా ఉంటుంది ?	0.5850
हम उनका खया ल रख ते हैं , उनहें बडा होते देख ते हैं ,	మే మే వాళ లను జా గర తత గా చూ సు కుంటా ం , ఎదు గు దల చూ సతా ం ,	0.6027
- कोई नहीं मान ता . - हाँ , वे मान ते हैं .	- ఎవరూ అది నమమ లేదు . - అవును , నమ మా రు .	0.6048
बरा ओ लि यो ,	బర వు లి యో ,	0.5019
उसने स परि ंग बो र ड का साथ नहीं छो डा .	తను స పరి ంగ బో ర డ మీద నుంచి ది గ లేదు .	0.6264
का बू करना सि खाना होगा .	మాకు నే ర పాల సి ఉంటుంది .	0.4853
कुछ साल पहले की हैं .	అవి కొ న నే ళల కరి తం వి .	0.5205
ना दिया !	నా ది యా !	0.3038
