Hindi	Telugu	Similarity_Score
इट ली .	ఇ ట లీ .	0.4189
व हा इट ह ॉल के सुरकष ा कर मि यों से सं पर क करके उनसे क हो वे सी सी टी वी चे क करें .	ఆ సి సి టీ వీ ని చె క చేయ డానికి వె ట హ ాల సె క యూ రి టీ సి బబంది తో ఒక సారి మాటలాడు .	0.6418
कॉ लि ंग व ु ड हा उस सी ए च	కో లి ంగ వు డ హ ౌ స సి హె చ	0.6126
हमें उनके दोसत ों और परिवार ों पर धयान देना है ,	మనం వాళల సనే హి తులు , కుటుం బ ాల మీద ద ృష టి పె డ దాం	0.5788
किस की माँ ?	ఎవరి తల లి ?	0.3688
कया मैं कुछ कह सकता हूँ , हाँ ?	నేను ఒక మాట చెపప నా , ఫర వాల ే దా ?	0.5530
नहीं .	లేదు .	0.3291
डॉ क टर ने तुमसे वही कहा जो तुम सुन ना चाहते हो , कयोंकि उसके हाथ - पा ँ व फ ू ले हुए हैं .	నువవు ఏం వి నా లి అనుకుంటా వో డా క టర నీకు అదే చెపపా డు , ఎందుకంటే అతను భయ పడి పో తుననా డు .	0.6576
आगे बढ ो .	కా నివ వు .	0.4021
गा ला .	గ ాలా .	0.3096
गा ला .	గ ాలా .	0.3096
उसके लिए तो नहीं .	వాడిని కి ంచ పర చ కు .	0.4523
ओ य .	ఓ య .	0.6376
हाँ , देखो . किस बारे में बातें करना चा हो गे ? सं गी त के बारे में बात करें ?	ఇలా చూడు . నువవు ఏం మాటలాడ ాలి అనుకుంటుననా వు ? మ యూ జి క గురించి మాటలాడ తా వా ?	0.6118
फिर हमें इसे यह पि ला ना होगा .	అపపుడు అతని తో మనం తా గి ంచ చచు .	0.5603
ये कौन हैं ?	వాళలు ఎవరు ?	0.3464
बु डा पे सट . . .	బు డా పె సట . . .	0.7609
कि ंग डम 2 - 9 ?	కి ంగ డ మ 2 - 9 ?	0.6443
