Hindi	Telugu	Similarity_Score
ठीक है , क ॉलर , कया तुम सुरकष ित हो ?	సరే , మే డ మ , మీరు కష ే మ ంగా నే ఉననా రా ?	0.5828
मैंने सर जन से कहा था कि हमें वह गोली चाहिए .	మన కి ఆ తూ టా అవసరం అవు తు ందని డా క ట రు కు చెపపా .	0.5979
हमें वह जि तनी जलदी मिले गी , उ तनी ही जलदी बंद ूक ढूँढ ना शुरू कर सक ेंगे .	అది మన చే తి కి ఎంత తవర గా చి కకి తే , తు పా కీ కోసం మనం ఎంత తవర గా వె త క గల ము .	0.6295
जू न लें कर ?	జ ూ న లె ం కర ?	0.4701
वे बस लड के हैं .	పిలల లే , బంగా రం .	0.4904
कि ता बी की डे .	పిలల చే ష టలు .	0.4078
घट ना स थ ल की जा ँच के आ धा र पर ,	దర యా ప తు జ రు పు తునన పోలీసు లు ,	0.6269
यहाँ .	ఇకకడ .	0.3422
धनयवाद .	థ యా ంక స .	0.2832
टो न ?	టో న ?	0.4188
आपका पता बता एँ गी ?	మీ అడ రస చెపప గల రా ?	0.4179
तो , कया फै सला है ?	నీ అభి పరా యం ఏంటి ?	0.5509
अ परा ध स थ ल पर ह थ िया र नहीं मिला	సం ఘ ట నా సథ ల ంలో ఆ యు ధం ల భి ంచ లేదు	0.6229
अगर मुझे कोई मु ला का ती आ देश मिला जिस पर ए र ॉल का नाम लि खा हो ,	ఎ ర ర ొ ల ని కల వడానికి అను మ తి నాకు దొ రికి ందని ఎవరి కె నా తెలి సతే ,	0.5745
- हाँ . - हैलो . म ॉ रो ने मुझे सं देश भे जा था .	- హా . - హాయ . నాకు మా రో వా ఒక మె సే జ పం పి ంది .	0.7140
पर , मैं बस चाहती हूँ कि वह गोली निकल जाए . समझ ी ?	కానీ దానని బయటకు తీ సే య డ మే నాకు కావాలి . అందు కని .	0.5516
धनयवाद .	థ యా ంక స .	0.2832
तो , वह कया है ? दोसत या कया ?	ఎవరు ఆమె ? నీకు సనే హి తు ర ాలా ?	0.5597
वाह .	వా వ .	0.3262
पकका वो यह बात जानता होगा .	అతనికి అది తెలి సే ఉంటుంది .	0.3914
धनयवाद .	థ యా ంక స .	0.2832
लें कर - जू न	లె ం కర - జ ూ న	0.4746
- पी टर आर न लड . - हाँ .	- పీ టర ఆర నా ల డ . - హా .	0.6663
सै मस न मा इ कल स .	శా ం స న మె ఖ ె లస .	0.6069
मु सत फा .	ము సత ఫా .	0.5302
बात यह है कि . . .	విషయం ఏంట ంటే . . .	0.5918
या नी , मैं बस यहाँ ड टा हुआ हूँ .	అంటే నేను బాగా ఓ రచు కు ంట ూ ఉననా .	0.5704
और वह वापस नहीं लौ टे गी .	తన పరా ణ ాలు వెన కకి రా వు .	0.5633
- कया वह . . . - नहीं .	- వాడి కి . . . - లేదు .	0.6297
तो , कया हुआ ?	ఏం జరిగింది ?	0.4274
नहीं ?	లేదా ?	0.3355
सुनो .	చూడు .	0.4116
ठीक है , कि म . जब भी तुम तैयार हो .	సరే , కి మ . నువవు ఎపపుడ ంటే అపపుడు .	0.5617
वी डियो नहीं दिख रहा है . कया तुमहें सं दि ग ध दिखा ?	వీ డి యో కనిపి ంచ ట లేదు . అను మా ని తు డు కనిపి సతుననా డా ?	0.5896
कि म .	కి మ .	0.4188
बॉ स , यह उसकी गर ल फर ें ड है . जे सन री व यहाँ नहीं है .	బా స , పటటు కు ంది అతని ల వర ని . జే స న రీ వ ఇంట లో లే డు .	0.6995
कि म , वहाँ से निक लो .	కి మ , ఇంటి బయటకు రా .	0.5766
सर ?	సర ?	0.6010
नहीं , सर .	లేదు , సర .	0.4945
मुझे खुशी है कि तुम सला मत हो .	నీకు ఏం కాల ేదు కదా , అది చ ాలు .	0.5787
माफ करना .	ఉంటా మరి .	0.3992
वह कौन है ?	అతను ఎవరు ?	0.3643
कोई बात नहीं . चलो . जवाब दो .	పర వాలేదు . ఫోన ఎ తతి మాటలాడు .	0.4989
