Hindi	Telugu	Similarity_Score
हाँ . ठीक है .	అవును . అంతే .	0.5208
इस दुनिया में उन पर धयान नहीं दिया जाता .	దాని అంత టి కీ ఈ పర దేశం వి భి నన ంగా ఉంటుంది .	0.5244
आप कौन हैं ?	ఎవరు నువవు ?	0.3743
मा लि क , हमें फि ल ली नाम के श हर जाना था .	పర భ ూ , మనం ఫి ల లీ అనే న గ రం లో శ ో ధి ంచాలి .	0.6279
{ \ an8 } कर ै म	{ \ an8 } క రా మ	0.7347
देख िए . मा लि क .	చూడ ండి . పర భ ూ .	0.5455
देखो ल कष य अंदर तो नहीं .	లకష యం అకకడ ఉ ందే మో చూడు .	0.5384
मा लि क , मैं . . .	పర భ ూ , నేను . . .	0.6432
ल कष य के साथ लौट ूं तो नहीं .	లకష యానని తీసు కె ళ ి తే చం ప రు .	0.5749
आपने किसी कै दी को ले जाते हुए लोगों को तो नहीं देखा ?	ఓ ఖ ె దీని తీసుకు వెళ ు తునన ఓ బ ృ ందా నని మీ రే మెనా చూశా రా ?	0.5851
नहीं .	లేదు .	0.3291
फि ल ली जा रही हो ?	ఫి ల లీ కా వెళ లే ది ?	0.3800
श हर है .	ఓ ప ట నం .	0.4818
ता री फ हो नी चाहिए .	మె చచు కు ని తీ ర ాలి .	0.4705
मैं ठीक हूँ . धनयवाद .	పర వాలేదు . ధనయవాదాలు .	0.4397
{ \ an8 } बू म !	{ \ an8 } బ ూ మ !	0.7337
{ \ an8 } वॉल ट - टे क	{ \ an8 } వాల ట - టె క	0.7561
वि ल जि ग .	వీ ల జి గ .	0.4449
नहीं .	లేదు .	0.3291
लोग मजाक में कहते थे कि पर मा ण ु वि स फो ट से कॉ करो च ही बच ेंगे .	అ ణ ు వి స ఫో ట నం లో బ ొ ద ది ంక లు బ తి కి పో వడం పె పర జ లు హా స యం చేసే వారు .	0.6796
ऐसे न व जा त बच चों को भ सम करें जिन का व जन 1 0 औ ंस से कम है	1 0 ఔ నస ల కు ంటే త కకువ బ రు వెన నవ జా త శి శు వు లను ద హ నం చేయ ండి	0.6983
