Hindi	Telugu	Similarity_Score
मैं एक ख तर ना क परा ण ी हूँ	నేను పరమా ద కర మెన వయకతి ని	0.5366
ऐसे चु ट कु ले सुना देना .	ఇలా ంటి జో కు లే చెపప ండి .	0.5613
यह लगा तार सा बि त करने की कोशिश करते रह ते हैं कि मैं बा जी गर हूँ .	నేను జ గ లి ంగ చేయ గలను అని ని రూ పి ంచ డానికి ఆ గ కుండా పరయతని సతుననారు .	0.5971
- देखा ? - लग भ ग कर ही लिया था .	- చూశా వా ? - కొంచ ె ంలో పడ ే సా వు .	0.5488
अब आ ख िर कार मेरा काम खतम हुआ !	ఇక నేను చి వ రికి అన నీ ఇ చ చేసా !	0.5468
यह लो .	ఇ దు గో .	0.4225
नहीं .	లేదు .	0.3291
मुझे लगा था तुमहारा काम खत रे से बचा ना है .	నీ పని పరమా దానని తపప ి ంచడం అని అను కుననా నే .	0.5432
मैं सी ख रहा हूँ कि मेरे ध ं धे में थो डे खत रे उठा ना जरू री है .	నా పని లో కొ ంత పరమా ద ం ఉండ డం కూడా అవసరం అని నే రచు కుంటుననా ను .	0.6332
मेरा हु नर है , मैं किसी भी चीज का स वाद च ख सकती हूँ . मुझे कुछ च ख ने को दो .	నాకు దే ని నె నా రు చి చూ సే ట య ాల ె ంట ఉంది . నాకు రు చి చూడ డానికి ఏదెనా ఇవవ ండి .	0.6599
ओह , नहीं .	ఓహ , అయ యో .	0.5288
ओह , नहीं .	ఓహ , లేదు .	0.4901
- मैं सुन रही हूँ . - मेरी पी ठ के साथ पी ठ जो डो	- ఎలా గో చెపపు . - నీ వీ పు ను నా వీ పు కు ఆ ని ంచి	0.6457
उसने अपने सभी दोसत ों से कह दिया मैं बहुत अचछा पर दर शन कर ूँगी .	నేను ఎంత బాగా ప లే చేయ బో తుననా నో అంద రికీ చెపపి ర పప ి ంచా డు కూడా .	0.5872
मुझे नहीं लगता कोई भी और परा ण ी यह गा ना चु न ता .	వే రే ఎవరెనా సరే , అలా ంటి పా ట ను ఎ ంచు కొ ని ఉండ రు .	0.6123
तुम यह सा रा समय मेरे सामने ब जाती रही हो .	మీరు ఇంత సే ప ూ నా ముందు పె ర ఫా మ చేశారు కదా .	0.5916
जब भी तुम तैयार हो जाओ .	రె డీ గా ఉంటే మొద లె టట ండి .	0.4480
पर मुझे सच में लगता है कि इस पर शि कष ण ने तुमहें पर दर शन के लिए भी तैयार किया है .	కానీ ఈ ట రె ని ంగ మిమమలని మీ పె ర ఫా ర మన స కి సిదధ ం చేసి ందని మా తరం నాకు అనిపి సతోంది .	0.6337
सुनो , हम परा ण ि यों की अजीब खा ने की पसंद के बारे में कोई रा य नहीं बना ते .	హేయ , ఇ తరు లు తి న డానికి ఇష ట పడి ఇ చ చే ఆర డ ర లను మనం త కకువ చేసి మాటలాడ కూడదు .	0.6587
