Hindi	Telugu	Similarity_Score
मु क द मे चला ने को कहा .	అ ల ఫోన సిన ఆ దే శి ంచారు .	0.5404
उनहोंने सिरफ सै न य अ दा लत में पे शी सवी कार की .	సె నిక నయాయ సథా నం లోనే కేసు లు ఎదు ర కో బో తుననారు .	0.6044
- कुछ नहीं . - कुछ नहीं .	- ఏమీ లేదు . - ఏమీ లేదు .	0.5095
ज ॉ गर पत लू न पह न कर मत सो ना !	జా గర స వే సు కు ని పడు కో వదదు !	0.5994
नहीं .	లేదు .	0.3291
- नहीं . - ह ू लि यो .	- లేదు . - హ ూ లి యో .	0.6378
मेरे सक ूल में मना है .	మా బడి లో ని ష ే ధి ంచారు .	0.5328
मैंने दिन नहीं बताया .	ఎపపుడ ో నేను చెపప లేదు .	0.4662
सु जाना .	సు సా నా .	0.4484
पलीज .	పలీజ .	0.3891
सुनो .	వి ను .	0.3956
यह कया कह रहा है ? यह ता ना शा ही का ऐ ला न है .	అతను ఏమి చెబు తుననా డు ? ఇది నియ ంత ృ త వ పర క టన .	0.6061
दोसत ,	బా బ ూ ,	0.2785
ऐसा नहीं होगा . इसकी इ जा ज त कौन दे गा ? ट रो को ली ?	అలా జరగ దు . దానికి ఎవరు అను మ తి సతారు ? టర ొ కో లి ?	0.6306
तुम जानते हो कि अगर जज मु क द मा चला ना चा हें गे , तो वही होगा .	నయాయ మూ ర తులు వి చా రణ కో రు కు ంటే అది జరుగు తు ందని నీకు తెలుసు .	0.6296
- तुम कया बात करना चाहते हो ? - कुछ भी नहीं .	- మీరు దే ని గురించి మాటలాడ తారు ? - ఏమీ లేదు .	0.5920
कुछ हुआ कया ?	ఏం జరిగింది ?	0.4160
यह तो ख तर ना क है न ?	అది పరమా ద క రం కా దా ?	0.5641
खैर . . .	సరే . . .	0.7007
- हैलो ? - ह ू लि यो सट रा से रा बोल रहे हो ?	- హలో ? - హ ూ లి యో స తర సే రా ? ఇది నువవే నా ?	0.6398
बा य . दिन अचछा गु ज रे .	ఉంటా ను . శు భా కా ం కష లు .	0.6018
तो समय बर बाद नहीं करेंगे .	మనం సమ యానని వ ృ థా చేయ వదదు .	0.5441
बर ु जो , मैं यह कर ूँगा , पर अपने ढ ंग से कर ूँगा .	బ రూ జో , నేను దీని ని చేసతాను , కానీ , నా శ ె లి లో .	0.5947
तुम समय से काम नहीं कर पा ओ गे .	నువవు ఇ చచి న సమయం లో పు చేయ లేవు .	0.5790
हाँ , उसने मना कर दिया . वह इसमें शा मिल नहीं होना चाहता है .	అవును , అతను రా నని చెపపా డు . అతను దీని లో భా గం కా దల చు కో లేదు .	0.5948
- वह मन री क का उममीद वार था . - नहीं .	- అతను మన రీ కె య ొ కక అ భయ రథ ి . - వదదు .	0.6464
- गि रा र डी ? - नहीं .	- గి రా ర డి ? - వదదు .	0.5920
ब रू नी ?	బ రూ ని ?	0.5380
हे क टर एल सि डे स ?	హె క టర అ ల సి డె స ?	0.6355
तो अ दा लत ने मुझे सा र वज निक बचा व व की ल बना या है .	ననను పర భు త వ నయాయ వా ది గా నయాయ సథా నం నియ మి ంచింది .	0.6280
इसमें देर नहीं लगे गी .	ఇది ఎకకువ సమయం ప టట దు .	0.5230
सब ख डे हो जाएँ .	అందరూ ని ల బడ ండి .	0.5470
ऑ र लै ंड ो रे मो न अ गो स ती . मैं इस अ दा लत की वै ध ता को नहीं मान ता .	ఒ ర లా ండ ో ర మో న అ గో స తి . నేను ఈ నయాయ సథా నం చ టట బ దధ తను గుర తి ంచ ను .	0.7202
मो रे नो ओ काम पो .	మొ రే నో ఒ కా ం పో .	0.5082
