Hindi	Telugu	Similarity_Score
और , उसकी टा इ परा इ टर की एडगर की जे ब में थी .	అలాగే , ఆమె టె ప రె టర బ టన ఎడ గర జే బు లో ఉంది .	0.6370
कृपया अ सत वय सत ता के लिए माफ करना .	అ పరి శు భ ర ంగా ఉంది , ఏమీ అనుకో వదదు .	0.5764
नहीं .	వదదు .	0.3902
मुझे पता है .	నాకు తెలుసు .	0.4495
डि अ र कै टे सट रो फी वे ट रे स	డి య ర కా టా సట రో ఫీ వె ట రే స	0.6308
{ \ an8 } है ना	{ \ an8 } హ ననా	0.7040
है ना को वह अपनी सी लगी और वे दोनों साथ में जयादा समय बि ता ने लगे .	హ ననా కి ఆమె బాగా న చచి ంది , వాళ లి దద రూ కలిసి ఇంకా ఎకకువ గా గ డి పే వారు .	0.6023
गरेस ने मुझे यह नहीं बताया .	గరేస నాకు ఆ విషయం చెపప లేదు .	0.5122
इ बे रि यन है म ?	హ మన ఇ బ ే రి కో ?	0.6141
अगर यह सच में हुआ था , तो गरेस ने मुझे कयों नहीं बताया ?	అదే గ నుక నిజంగా జరిగి ఉంటే , గరేస నాతో ఎందుకు చెపప లేదు ?	0.5965
व हो . ए , रुको .	ఓ య . హె య , ఆగు .	0.6098
कुछ चीजें हैं जो सच हैं , हाँ . पर यह सही समय नहीं है . . .	కొనని విషయ ాలు నిజ మే , అవును . కానీ ఇది స రెన సమయం కాదు . . .	0.6307
यह पया रा है . बह नों का समय .	బాగుంది . అ క కా చె ల లె ళల సమయం .	0.5698
मेरी माँ को रि या ई थी , पर मेरे पिता . . .	అంటే , మా అమమ కొ రి యన , కానీ మా నానన . . .	0.5930
- देखना . यह मेरे बि ंग के हाथ का खेल है . - कया ?	- నువవే చూ సతా వు కదా . బి ంగ లో అయి పో ద ది . - ఏంటి ?	0.6547
मुझे मान ना पडे गा , तुमने बहुत क ठ ि न परि स थि ति में मेरी मदद की .	ఒ పపు కో క తపప దు , నువవు ఈ సారి నాకు చాలా సహా యం చేశా వు , మి తర మా .	0.6764
और तुम दोनों को इसका ए ह सा स हुआ और फै सला किया कि इसे पूरी तरह से नजर अं दा ज करके	ఇదద రూ జరిగి న తపపు ను తెలుసు కొ ని , అది జరగ లేదు అనన టటు న టి సతూ ఎవరి జీవి త ాలు వాళళు	0.6446
डी - डी - डी - डी - डी .	డీ - డీ - డీ - డీ - డీ .	0.4324
है ना . . .	హ ననా . . .	0.6592
उसे ए ह सा स हुआ कि वह कभी इससे उ बर नहीं पा ए गी .	ఆమె ను ఎ నన టి కి మర చి పో లేను అని ఆమె కు అరథ మెంది .	0.6198
तुम इतने मजा किया हो . तुम म जे दार हो .	నువవు చాలా ఫ ననీ . భలే సర దా గా ఉననావు .	0.5927
गरेस ?	గరేస ?	0.5562
नहीं , उसका ल ह जा बेहद आकर ष क है .	లేదు , వాడి యా స బాగానే ఉంటుంది .	0.4724
मुझे पता था . तुमने मुझे बताया कयों नहीं ?	నాకు తెలుసు . నాకు నువవు ఎందుకు చెపప లేదు ?	0.5019
हार मत मान ना .	పటటు దల వ ద లకు .	0.4633
- तुमहारा भाई अ परा धी है . मेरे पास सब ूत है . - बढिया है .	- నీ అనన ఒక కరి మి న ల . నా దగగర ఆ ధా ర ాలు ఉననాయి . - మంచిది .	0.6472
और फिर , तुम अ चा न क ख डे हो कर क हो गे . . .	అపపుడు నువవు పె కి లే చి ఇలా అ నా లి . . .	0.6118
एडगर एक अ परा धी है ! मेरे पास सब ूत है !	ఎడ గర ఒక కరి మి న ల ! నా దగగర ఆ ధా రం ఉంది !	0.6562
दे वि यों और स जज नों , क सम ों का बक सा . माफ ी चा हूँ गा .	లే డీ స అ ండ జె ంటి ల మెన , వా గ దా నా ల బా క సు . కషమి ంచాలి .	0.6447
पर वह दोनों की नहीं हो सकती थी .	కానీ ఇదద రూ కలిసి ఆమె తో ఉండ లే రు .	0.5143
{ \ an8 } तीन टो पी	{ \ an8 } 3 టో పీ లు	0.6206
ड ंग री ज .	డం గర ీ స .	0.5227
फ रि गे ट .	ఫ రి గే ట .	0.5811
जि गो लो .	జి గో లో .	0.3414
मुझे पता था .	నాకు తెలుసు .	0.4803
तो तुमहें लगता है कि इसी से एडगर की हतया हुई . और च ूँ कि यह मेरे ब गी चे से है ,	అంటే ఇదే ఎడ గర ని చం పి ంది అనుకుంటుననా రు . అలాగే ఈ మొ కక నా తో ట లో ఉంది కాబటటి ,	0.6486
दरअसल आज के दिन मुझे गो द लिया गया था . मुझे मेरे जन म की ता री ख नहीं पता .	నిజ ానికి ఇది ననను ద తత తు తీసుకు నన రోజు . నేను ఎ పపుడు పు టట ా నో నాకు తెలీదు .	0.6228
बै चल रे ट पार ट ियाँ कितनी रो मा ं च क होती हैं . उन में दिल च सप चीजें होती हैं .	బ యా చి ల రె ట పార టీ లు భలే ఆ స కతి కర ంగా ఉంటా యి . భలే వి ంత ె న విషయ ాలు బయట పడ తా యి .	0.6583
उससे क हो कि मैं और पाँच परति श त कम द ूँगा , पर इससे कम नहीं होगा .	అతనికి ఇం కొ క అయి దు శా తం త గ గు తా అని చెపపు , కానీ అంత కంటే చేయ లేను .	0.6182
वह नहीं चाहती थी कि उसकी शादी हो . इसे ही हम म कस द कहते हैं .	అతనికి పె ళ లి కా వడం ఆమె కు ఇషటం లేదు . దా న నే దు రు ద దేశం అంటా రు .	0.6113
समझ नहीं आया कैसे बता ऊँ . मैं एडगर को ध ो खा दे रही थी .	ఎలా చెపప ాలో నాకు తెలీ లేదు . నేను ఎడ గర కి ద రో హం చేశా ను .	0.6246
वह बेहद अचछा इंसान है . दरअसल अब वह डे टा ए ना लि सट है .	చాలా మ ంచ ో డు . ఇపపుడు ఒక డే టా అన లి సట గా పని చేసతుననా డు .	0.6182
पर कया इससे तुमहारा टा इ परा इ टर बे कार नहीं हो जाएगा ?	కానీ దీని వలల నీ టె ప రె టర ప నికి రా కుండా పో తుంది కదా ?	0.5337
पर उसे बता ने के लिए , है ना को सब का धयान भ ट का ना था .	కానీ ఆమె కు చెపప డానికి హ ననా వారి ద ృష టి ని మళ లి ంచాలి .	0.5693
मैं मान ती हूँ कि वह इतनी सो ची - समझ ी यो जना नहीं थी ,	మేము ఆ ప లా న ని అంత బాగా ఆలోచి ంచ లేదు అని ఒ పపు కుంటా ,	0.5869
कयोंकि उसने से बा सट ि यन को नौ करी से निकाल दिया था .	ఎందుకంటే వాడు సె బా స టి న ని పని లో నుండి తీ సే శా డు .	0.5685
मुझे पता था कि तुम एडगर के साथ खुश नहीं थी .	నువవు ఎడ గర తో సంతోష ంగా లేవు అని నాకు తెలుసు .	0.5828
वह आदमी तुमहारे लिए चि क न सू प भी नहीं . . .	వాడు క నీ సం నీకు స వయ ంగా చి కె న సూ ప కూడా . . .	0.6667
इसलिए , उसने एक स मु द री ज हा ज की टि कट कट वाई .	కాబటటి , ఒక న ౌ క మీద యా తర కు బు క చేసు కు ంది .	0.6527
वह अचछी सला ह थी और उ दा स होने के बा व जू द ,	అది మంచి స ల హా , కాబటటి బాధ లో ఉననా కూడా ,	0.5795
आ ख िर कार , हमें पै रिस घ ू म ने जाना चाहिए .	మనం చి వ రికి పా రి స కి ట రి ప మీద వెళల ాలి .	0.5765
उनहें रो ज साथ देखना काफी दु ख दा य क होगा .	తన భ రి ంచ లేను అని హ ననా నిరణ యి ంచు కు ంది .	0.5928
पर एडगर को कभी कोई दर शक पसंद नहीं था .	కానీ అది ఎడ గర కి పెదద గా న చ చే ది కాదు .	0.5360
- को रि या ई ? हाँ , पर . . . - बहुत खू ब .	- కొ రి యన ? అవును , కానీ . . . - అదభు తం .	0.7548
नहीं . मुझे अब भी उसका मतलब नहीं पता .	లేదు . అదే ంట ో నాకు ఇంకా అరథం కాల ేదు .	0.5401
कयों न तुम यह बताओ कि आगे कया हुआ ?	ఇక తరువాత ఏ మె ందో చెపప డం మొద లె డ తా వా ?	0.5713
तो बहुत बडी मु सी ब त में फ ँ स जाओ गी .	అపపుడు చాలా ఇ బబంది పడ ాల సి వ సతుంది .	0.5879
है ना ने सला ह मान ने का फै सला किया .	హ ననా అదే చేయ ాలని నిరణ యి ంచు కు ంది .	0.5541
{ \ an8 } एक लं गर दो ट ै क सी डर मी ड च ू हे	{ \ an8 } 1 ల ంగ రు 2 టా క సీ డె ర మి ఎ లు కలు	0.7377
यह ब लि के न स डर फर सं खया सा त ही है .	అవును , ఇది బ లి కె నస డె ర ఫె ర నం బర 7 .	0.6632
ये मेरे गा र ड न ऑ फ द बि जार से हैं .	ఇ వి నా వి ంత తో ట నుండి తె చచి న వి .	0.6161
नहीं , बस इसमें सच में बु री हूँ .	కాదు , నాకు ఇది సరి గగా రా దు అంతే .	0.5392
{ \ an8 } - हैलो ? - हैलो , कैसे हो ?	{ \ an8 } - హలో ? - హలో , ఎలా ఉననారు ?	0.6282
एडगर मिन ो ज के लिए रे चल स मि थ से	ఎడ గర మి నన ొ స కి రే చె ల స మి త నుండి	0.6127
पर मैं अपनी माँ को नहीं जानती .	కానీ నాకు మా అమమ ఎవరో తెలీదు .	0.4813
एडगर ने मुझे बताया कि तुमहारी पार टी का थी म " फर ै को फा इ ल " है .	ఎడ గర నాతో నీ పార టీ కి పె టటి న థ ీ మ " ఫ రా ం కో ఫె ల " అని చెపపా డు .	0.6514
अपनी जिंद गि यों में आगे बढ ो गे ?	బర త కాల ని నిరణ యి ంచు కుననా రే మో ?	0.5576
और फिर ह री - भ री कै ना बि स सट ि वा	అలాగే నా ణ య మెన క ననా బి స సట ీ వ ,	0.5716
क य . . . सच में ? यही अ ंत है ?	ఏం . . . నిజంగా ? అదే ము గి ం పా ?	0.6463
मुझे विश वास नहीं है . मुझे जाकर गरेस से बात करनी होगी .	ఏద ె తే నే ం , నేను ఇది నమమ ను . నేను వెళలి గరేస తో మాటలాడ ాలి .	0.5734
शायद तुमहें अब जाना चाहिए .	ఇక నువవు బయ లు దే రి తే మంచిది .	0.5078
मुझे बु सान के कुछ लोगों से एक बेहद जरू री सौ दा करना है	నేను బు సా న వారి తో చాలా ముఖ య మెన డీ ల ఒకటి చేసతుననా ను ,	0.6250
पर रुको , अगर से बा सट ि यन को नौ करी से निकाल दिया था ,	కానీ ఆగు , ఇపపుడు ఎడ గర సె బా స టి న ని తీ సే సిన టలు అయితే ,	0.6171
{ \ an8 } मुझे समझ नहीं आ रहा है . तुम स हम त हो या नहीं ?	{ \ an8 } నాకు అరథం కా వడం లేదు . నీకు ఇషటం ఉందా లేదా ?	0.6269
