Hindi	Telugu	Similarity_Score
पुलिस !	పోలీ స !	0.3965
- फ लै ट में पर वे श कर रही हूँ . - ठीक है . हम दो मिनट दूर हैं .	- ఫ లా టు లోకి వెళ తుననాను . - సరే . రెండు నిమిష ాల లో అకకడ ఉంటా ం .	0.6755
पुलिस !	పోలీ స !	0.3965
नहीं .	కాదు .	0.3291
मेरा मान ना है कि वह वही हे ज ले न वाली क ॉलर है . म ंग ल वार रात वाली .	మ ంగ ళ వా రం రాతరి హ య ీ స లే న నుండి కాల చేసిన వయకతి త నే అని నా నమమ కం .	0.6462
तो हम जा ँच करेंगे .	మనం వి చా రణ చే దదాం .	0.4927
लि यो .	లి యో .	0.3419
कुछ नहीं .	ఏమీ లేదు .	0.4222
पर , मुझे 1 3 ला इ क मिले हैं और वे बढ भी रहे हैं . कया यह अचछी बात है ?	అయి నా , నాకు 1 3 లె కస వచచా యి , ఇంకా పె రుగు తుననా యి . అది మంచి దే అంటా వా ?	0.6546
कया वह अब भी यही सोच ती है कि वह यहाँ है ?	అతను ఇంకా ఇకకడ ే ఉననా డని ఆమె అను కు ంట ో ందా ?	0.5455
यह हमारा के स नहीं है , जू न . यह सप ष ट कर दिया जा चुका है .	అది మన కేసు కాదు , జ ూ న . అది మన కి సప షట ంగా నే చెపపే శా రు గా .	0.6627
के स फा इ ल	కేసు ఫె ల	0.4143
तुमहें थोडा इ ठ ला ना होगा .	నువవు గర వ ంగా చూ ప ాలి మరి .	0.5400
नहीं . मेरा मतलब , कयों ? कया आपको . . .	లేదు . ఎందు క లా అడి గా రు ? మీ కే మెనా . . .	0.5739
ए डा ले इ ड ? तुम ए डा ले इ ड का जि कर कयों कर रही हो ?	అడి లె డ ? ఇపపుడు తన పర సతా వ న ఎందుకు తె సతుననారు ?	0.6152
लें कर . जू न लें कर .	లె ం కర . జ ూ న లె ం కర .	0.4910
तुमहें किस ने भे जा ?	నినను ఎవరు పం పా రు ?	0.4884
मार च 2 0 1 1 में , वह 2 4 बी ले क सट री ट में रह ता था .	మార చి 2 0 1 1 లో అతను 2 4 బీ లేక సట రీ ట లో ఉండే వాడు .	0.7219
कया ? हम ल ंद न के हर माम ू ली अ परा धी का पी छा करते फिर ें ?	ఏంటి ? ల ండ న లో ఉండే పర తీ అడ డ గా డి దని వి చా రి సతా మా ఏంటి ?	0.6079
या फिर सं दि ग ध है ?	లేదా అను మా ని తు డా ?	0.5388
तो , खैर , मैंने डो रिस से बात की और ए र ॉल उसके साथ सक ूल गया था .	నేను డో రి స తో మాటలా డా ను , ఎ ర ర ొ ల , అతను ఒక ే బడి లో చ దు వు కుననా రు .	0.6663
आकर ा म क ? मतलब ? क . . .	ఆ వే శ ంగా నా ? అంటే . . .	0.5429
ठीक है , तो कितनी बार ढूँढ ा था ?	సరే , ఇంత కీ ఎ నని సా రలు వె తి కా వు ?	0.5452
और मैं उनहें दोबारा अस पता ल भ ि जवा ना नहीं चाहती , समझ े ?	మళలీ త నని పి చచా సు ప త రి లో వే య డం నాకు ఇషటం లేదు , సరేనా ?	0.6177
कया हो रहा है ?	ఏం జరుగు తోంది ?	0.4928
ठीक है . खैर , अपना समय देने के लिए धनयवाद .	సరే . ఇంత సే ప ూ నాతో మాటలా డి న ందుకు థ యా ంక యూ .	0.6017
लि यो	లి యో	0.2965
पुलिस !	పొ లీ స !	0.3052
डॉ न ?	డా న ?	0.4188
जू न .	జ ూ న .	0.3919
जू न .	జ ూ న .	0.3919
तुमहें पै थो लॉ जी रि पो रट मिल गई ?	ప యా థ ాల జీ రి పో ర ట సం పా ది ంచే శా వా ?	0.5535
