Hindi	Telugu	Similarity_Score
पै ट !	పా ట !	0.6082
ली सा ?	లీ సా ?	0.3419
हाँ . मुझे यह बेहद पसंद है .	హా , నాకు ఇది బాగా న చచి ంది .	0.5454
तो , आप कया कहते हैं ? डै ड ?	ఇంత కీ నువవే మ ంటా వు ? నా ననా ?	0.5684
ली सा ?	లీ సా ?	0.3419
शु भ रात रि , डै डी .	గు డ నె ట , నా ననా .	0.5809
हाथ और क पडे ख ून से स ने थे ?	చే తు లకు , బ టట లకు రక తం ఉందా ?	0.5508
पी डि त का कोई परिवार नहीं है ?	ఆమె తర ఫ ు బ ందు వు లు ఎవరూ లే రా ?	0.5725
तुम समझ रहे हो कि तुम यहाँ कयों हो ,	మీరు ఇకకడ ఎందుకు ఉననా రో తెలుసు కదా ,	0.5313
हाँ .	సరే .	0.3574
है गर टी .	హె గర టీ .	0.5390
वह वाला ? हाँ ?	అత నా ? అంతే నా ?	0.4771
पहले तुमहें मुझे पक ड ना होगा .	ముందు నువవు ననను పటటు కో వాలి .	0.5219
आ इस करी म ? जे ली ?	ఐ స క రీ మ ? జె ల లీ ?	0.5927
पै ट रिक . . .	పా ట రిక . . .	0.7155
जिस से मैंने बात की थी .	నేను మాటలా డి న వయకతి ని .	0.4812
वे सारे जान वर हैं .	వాళల ంద రూ జ ం తు వు లు .	0.4152
- अचछा ? - हाँ .	- అవునా ? - హా .	0.5847
- सब ठीक है , श री है गर टी ? - हे भगवान .	- అంతా ఓ కే నా , మిసటర హె గర టీ ? - బా బో య .	0.6852
हम तुमहारा सम र थ न करते हैं , डै न . तुम यह जानते हो .	ఎ లల వే ళ మా మ దద తు నీకు ఉంటుంది , డా న . నీ కూ తెలు స ది .	0.6582
कोई नहीं आया . उनहोंने यही बताया .	ఎవరూ రాల ేదు . వాళలు చెపపి ంది అదే .	0.5233
और ई श वर जानते हैं , मैं यहाँ आपकी आ लो च ना करने नहीं आया हूँ . क सम से .	నేనే మీ మిమమలని వి మర శి ంచ డానికి రాల ేదు . పరమా ణ పూరతి గా చెప తుననాను ఇది .	0.6039
तुम उसके साथ कया करते हो ?	తన విషయం లో ఏం చేసతుననా రు ?	0.5367
आप कया करते हैं जब आप पर आ स मान ट ू ट पडता है ?	ఎవరి పరపంచ మెనా తల కి ందు లె పో తే ఏం చేసతా ం మనం ?	0.5936
उसका कोई नहीं था .	తన క ంట ూ ఎవరూ లే రు .	0.5052
सर ?	సర ?	0.6010
सर ?	సర ?	0.6010
हम सब की खा त िर .	మా అంద రి కోసం .	0.4302
आगे बढ ो .	వెళల ండి .	0.4319
नहीं . कुछ याद नहीं आया .	లేదు . ఏమీ గురతు రాల ేదు .	0.5099
यह अ त िर ि कत मे ह न त करने के लिए धनयवाद . कोशिश करना जरू री था .	ఈ సాయం చేసి పె టటి న ందుకు థ యా ంక స , గు రూ . మన పరయత నం మనం చేశా ం .	0.6663
तुमहें पीछे ए सी चाहिए , ए र ॉल ?	వె నుక ప కక ఏ సీ కా వ ాలా , ఎ ర ర ొ ల ?	0.5871
नहीं .	లేదు .	0.3291
नहीं ?	లేదా ?	0.3355
सुनो , मैंने तुमसे पहले एक झूठ बो ला था .	చూడ ండి , ఇం దా క మీ తో నేను నిజం చెపప లేదు .	0.6128
और तुमने बस मेरे मु ँ ह पर झूठ बो ला और मेरी बात ों को तो ड - म रो ड कर पे श किया .	కానీ మీరు చేసి ంద లలా , అకకడ ని ల బడి అబ దధ ాలు చెపప డం , నా మాట లను వ క రీ కరి ంచడం .	0.6819
कया टे प में उस ी की आवा ज है ? उसने कया कहा ? चलो भी . वह ब जाओ .	టే పు లో ఉనన ది వాడి మాట లే నా ? ఏమ ననా డు ? కా నివ వ ండి . ప లే చేయ ండి .	0.6314
पै ट रिक . . .	పా ట రిక . . .	0.7155
ठीक है . और . . .	సరే , ఇంత కీ . . .	0.6940
समझ े वे कया करने की कोशिश में हैं ? वह मुझे बे च ै न करने की कोशिश में है .	వీ ళ లే ం చేసతుననా రో మీకు అరథ మ వు తో ందా ? నాకు కో పం తె పప ి ంచ ాలని చూ సతుననారు .	0.6266
कयोंकि अगर तुमहें पकका यकीन नहीं है , तो कोई बात नहीं . बस कह दो . . .	నీకు ఖచచితంగా అరథం కా కపోతే చెపపు . మ రే ం పర లేదు . ఆ మాట అను చ ాలు . . .	0.6535
केवल तुमहारे पास ही परिवार है ? तुमहें लगता है कि तुम इतने उ त त म हो ?	కుటుం బం ఉండే ది మీ ఒకక రి కే ? మీ ది అదభు త మెన కుటుం బ మని అనుకుంటుననా రా ?	0.6050
वह मर चु की है . पता नहीं वह इस उ मर में यह स ह भी स के गा या नहीं .	అమమ చని పోయింది . అంత ప సి వయ స సు లో అతను ఎలా ది గ మి ం గు కో గల డో ఏ మో .	0.6692
मार से ला आपके कम रे में माँ के क पड ों से छे ड छा ड कर रही थी .	మార సె లలా నీ బె డ రూ ము లో ఉంది , అమమ బ టట లను గె లు కు తూ ఉంది .	0.6679
ए र ॉल ? मैं अं धे रे में अपना फोन नहीं ढूँढ सकता , ए र ॉल .	ఎ ర ర ొ ల ? చ ీ క ట లో నా ఫోన ఎ కక డు ందో కనిపి ంచ ట లేదు , ఎ ర ర ొ ల .	0.6502
पता करना मुशकिल है , है न ? कि दरअसल कया हुआ था ?	నిజంగా ఏం జరిగి ందో కని పెటట డం కష టం అవు తోంది కదా ?	0.5727
दरअसल , मि से ज मै थि स . मैं बस सच चा ई ढूँढ रहा हूँ .	చూడ ండి , మి సె స మయా థ ి స . నాకు వా సత వ ాలు కావాల ంత ే .	0.6288
मुझसे अ ँ ग ूठ ी के बारे में पूछ रहे हो . चलो भी !	ఉ ంగ రం గురించి అడుగు తుననారు . ఏం పోలీసు లు మీరు !	0.5766
मैं ई श वर की क सम खा कर कह ता हूँ , समझ े ? मैं . . .	దేవు ని మీద ఒ టటే సి చెప తుననా , సరేనా ? నేను . . .	0.6055
माफ करना , इसका इस हतया से कया लेना - देना है ?	మన ని ంచాలి , ఈ లూ టీ కి , ఈ కేసు కు ఏంటి సంబం ధం ?	0.5643
इस र सो ई के फर श पर . हाँ , मैंने उसे देखा था .	ఈ వ ంట గ ది నే ల మీద నే . హా , నేను త నని చూశా ను .	0.6696
चि कि त सा वि भाग बे सब री से इंतजार कर रहा है	మా న సి క వె దయ బ ృ ంద ం అస హ నం వయ క తం చే సతోంది ,	0.6182
- पता नहीं . - तो , उनहोंने उसे कया बताया ?	- నాకు తెలీదు . - మరి అతనికి ఏం చెపపా రు ?	0.5761
- ए . ए , ए . - मुझे बेहद बुरा लग रहा है .	- హేయ , హేయ , హేయ . - నా తల తిరిగి పో తోంది .	0.6357
- या बचचे का ? उसका नाम . . . - पै ट रिक .	- పి లలా డి తో అయి నా ? ఏంటి . . . - పా ట రిక .	0.6630
हमें इस बारे में कैसे पता नहीं चला ?	దీని గురించి మన కి తెలీ లేదు ఎందుకు ?	0.5262
मुझे खे द है कि यह कोशिश बे कार रही .	మీరు అను కునన ది జరగ క పోయి ఉంటే , సా రీ .	0.6049
- तुमने झूठ बो ला था ? ठीक है . - हाँ .	- అబ దధ ం చెపపా ర నన మాట . సరే . - అవును .	0.6318
अस पता ल में उससे कौन मिलने आया था ?	ఆ సు ప త రి లో అత డిని ఎవరు స ంద ర శి ంచారు ?	0.5674
वह मर चु की है ! वह जि ंदा नहीं रही !	తను చని పోయింది ! ఈ లో క ంలో లేదు తను !	0.5820
- मार से ला को फोन दो गी ? - ठीक है .	- ఫోన మార సె లలా కి ఇ సతా వా ? - సరే .	0.5680
वह पिता जो उसके पास कभी नहीं था .	తన కి త ండ రి లేని లో టు ను తీ ర చా రు .	0.5290
जैसा कि तुम जानते हो , हम काफी सु रख ि यों में आ रहे हैं , और . . .	నీకు తెలి సే ఉంటుంది , ఈ విషయం లో ప బ లి సి టీ చాలా ఉ ందని , అ దీ గా క . . .	0.6832
कि आप खुद पूछ ता छ करना चा हें गे या वे पूछ ता छ शुरू कर सकते हैं ?	అత డిని మీరు వచచి అడుగు తా రా , లే కపోతే వాళల నే కా ని చ చేయ మ ంటా రా అని .	0.6203
हम कल ही उनकी जा ँच कर चु के थे .	ఆ ప నం తా ని న నే పూరతి అయి పోయింది .	0.5552
डै न , क मा ंड र ब लू म . गिर फ ता री के बारे में सुन कर बेहद खुशी हुई .	డా న , నేను క మా ండ ర బ లూ మ ని . అ రె సట చేశా ర నే తీ పి క బు రు తెలి సింది .	0.7148
तुम मुझे स जा नहीं दिल वा सकते .	ననను మీరు అస స లు అ రె సట చేయ లే రు .	0.5821
- मैं मदद कर सकता हूँ ? - बेशक .	- నేను సా య పడ గల నా ? - తపప కుండా .	0.6186
हे भगवान . वह पै दा इ शी झ ू ठा है .	బా బో య . ప చచి అబ దధ ాల కో రు వాడు .	0.6715
ब लू बर ड गर ु प हो म चि लड रे न स हो म	బ లూ బర డ గర ూ ప హో మ పిలల ల శ రణ ాల యం	0.6993
- पै टी . - शा ंत हो जाओ , जान .	- ప యా టీ . - శా ంతి ంచు , బంగా రం .	0.6316
तो उसकी फो टो पर नि शान लगा ना .	అతని ఫో టో ప కక న గురతు పెటటు .	0.5301
- उममीद है कि तुम और समय माँ ग रहे हो ? - हाँ , हाँ , हाँ .	- నువవు ఇంకా సమయం కా వాలని అడుగు తుననావు కదా ? - హా , అవును .	0.5760
- च ौ बी स घं टे , मैं नहीं . . . - . . . फिर उस पर आ रो प लगा ना होगा या उसे छोड ना होगा .	- ఇ ర వె నాలు గు గంట లా ? నా వలల . . . - . . . ఆ తరవాత అతని పె కేసు వే య ాలి లేదా వదిలే య ాలి .	0.7162
मैंने उसकी अचछी पर व रिश करने की पूरी कोशिश की , समझ े ?	నేను వాడిని బాగా చూ సుకో వడానికి నా వం తు పరయత నం చేశా ను .	0.5546
स टा र ऑ फ द व ीक पै ट रिक बर ौ ज	ఈ వార పు సటా ర పా ట రిక బ రో స	0.6123
घर पर खाना कौन प का ता है ?	ఇంట లో వ ంట ఎవరు చేసతా రు ?	0.5599
उ ठ ो . पै ट , उ ठ ो . चलो भी .	లే య . పా ట , లే య . కా నివ వు .	0.6435
डै न . लॉ री हूँ , फिर से .	డా న . మళలీ నేనే , లా రీ ని .	0.5816
तुमहारे पास पै ट रिक था .	మీకు పా ట రిక ఉననాడు కదా .	0.4998
- हाँ . तुम समझ भी नहीं सकते हो ! - हाँ . मैं समझ नहीं सकता कि कैसे . . .	- అవును . అసలు మీకు అవి అరథం కూడా కా వు ! - హా , నాకు అరథం కా వు లే . . .	0.6669
- सुन ना चा हो गे पै ट रिक ने कया कहा ? - हाँ . मैं तुमसे अनु रो ध कर रहा हूँ .	- పా ట రిక ఏమ ననా డో వి నా లను ందా ? - అవును . కావాల ంటే మీ కా ళలు పటటు కు ంటే .	0.6843
- जानता हूँ , पर . . . - तो , तुमहें कैसे पता ?	- నాకు తెలుసు , కానీ . . . - మీ కె లా తెలుసు మరి ?	0.6663
- जल द ही . - डै ड , इस पि ल ले को आपकी जरूरत है .	- తవర లోనే . - నా ననా , కు కక పిలల కి నువవు కావాల ట .	0.6757
मैं ए र ॉल के इ ति हा स के बारे में पता कर रहा था .	నేను ఎ ర ర ొ ల నే ర చ రి తర ను ఒక సారి పరి శ ీ లి ంచా ను .	0.6360
यह माम ला अलग कयों है ?	ఈ కేసు లో ఏంటి పర త యే క త ?	0.5373
अ ना था शर म में प ली - बढ ी .	అ నా థా శ ర మ ంలో పె రిగి ంది .	0.5451
मै थि स की कार दु र घट ना	మయా థ ి స కారు పరమా ద ఘ టన	0.5801
मैं बस ढूँढ रहा हूँ .	నేను వె తు కు తుననా న ంత ే .	0.4180
कयोंकि अगर तुम अभी अपने आ स - पास देखो , बे टे ,	ఎందుకంటే , ఓ సారి మీ పరిసథి తి ని గ మని ంచండి ,	0.5752
कया ? तुमने . . . कया ?	ఏంటి ? మీరు . . . ఏంటి ?	0.5891
यह समझ ा ना मुशकिल है .	వర ణి ంచడం చాలా కష టం .	0.5690
ए र ॉल मै थि स , मैं तुमहें ए डा ले इ ड बर ौ ज की	ఎ ర ర ొ ల మయా థ ి స , అడి లె డ బ రో స ని హ తయ చేశా ర నన	0.6859
कया उसे कुछ पता है ?	అతనికి ఏమెనా తెలుసా ?	0.4718
ल ंद न हि ं सा की न ई त सवी र ें सामने आई ं हैं	ల ండ న వి ధ వం స కా ండ కు సంబం ధి ంచిన కొతత ఫో టో లు	0.6187
बस अन ुम ा न लगा रही हूँ कि तुम खाना भूल गए , सर , इसलिए . . .	నా అ ంచ నా పర కా రం మీరు తి న డం మర చి పోయి ఉంటా రు , సర , అందుకే . . .	0.6529
सर , मु सत फा डे मि र कम रा सं खया चार में है .	సర , మొ సతా ఫా డె మీ ర నా ల గ వ గ ది లో ఉననాడు .	0.6558
उसने पू रे इं टर ने ट पर इसे रि लीज कर दिया .	తను దీ నన ంత టి నీ ఇంట ర నె ట లో పెటట ే సింది .	0.6301
- यह कया है ? - इसे हि ं सा करके ख री द दा री करना कहते हैं .	- ఏంటి ది ? - హి ం స ను ఉ ప యో గి ంచి దు కా ణ ాల లో దో చు కో వడం అంటా రు .	0.6366
और सी पी ए स चाहता है कि उनहें बिना मे ह न त किए सब कुछ मिले .	మ రో వెపు సి పి ఎ స కి ఏ మో అంతా వ డ డి ంచిన వి సత రి లా కావాలి .	0.6302
यह केवल तुम जानते हो . शायद , केवल तुम और तुमहारे डै ड ?	అది మీకు మాతరమే తెలుసు . మీ కూ , మీ నానన గా రికి మాతరమే ఏ మో ?	0.5802
- ट मा टर मत डाल ना . - ट मा टर न डाल ूँ ?	- ట ొ మాట ో లు వే య వదదు . - ట ొ మాట ో లు వ ద దా ?	0.5803
नहीं . बिलकुल नहीं .	వదదు . అస స లు వదదు .	0.4493
वह करी बी माम ला था .	కొంచ ె ంలో పోయింది .	0.3497
तुमहें भ ू ख लगी है ?	నీకు ఆ కలి గా ఉందా ?	0.5466
मेरे मु व क किल के वि रु द ध घ रे लू हि ं सा	గ ృ హ హి ం స జరిగి న టటు ఏ రి కార డు లూ లేవు ,	0.6454
सर , अंदर जाने से पहले , मैंने कार डो ना से बात की थी .	సర , మనం లోప లి కి వెళ లే ముందు నేను కార డో నాతో మాటలా డా ను .	0.6122
- क ंट रो ल अ ल फा बरा वो एक के लिए . - धत . मुझे मिनट दो !	- క ంట రో ల నుండి ఆ ల ఫా బ రా వో వ న కి . - అబబా . ఆ గె హే నువవు !	0.6900
और उसे देख िए , उसकी जिंदगी को देख िए .	త నని చూడ ండి , తన జీవి తా నని చూడ ండి .	0.5359
इस बारे में सोच ो .	ఒక సారి ఆలోచి ంచు .	0.4790
इन चीज ों को लेकर जो तुम कहते हो .	నువవు అనే కొనని మాట లు ఉననాయి చూడు !	0.5454
यह ली जिए . देख िए .	ఇ దు గో ండి . చూడ ండి .	0.5155
ए र ॉल , मेरा बेटा ,	నా కొ డు కు , ఎ ర ర ొ ల ,	0.5188
मुझे याद नहीं है .	నాకు గురతు లేదు .	0.4169
पर पै ट रिक ने मुझे यह नहीं बताया .	కానీ పా ట రిక నాకు అలా ఏమీ చెపప లేదు .	0.5700
हम यहाँ ड यू टी पर नहीं हैं , इसलिए कृपया , ई श वर को इसमें मत घ सी टो .	మనం ఇకకడ డ యూ టీ లో భా గ ంగా లే ము . కాబటటి దేవు డిని మధయ లోకి తీసుకు రా వదదు .	0.6352
इसका यह मतलब नहीं कि उसने उसे छु रा घ ों पा , है न ?	ఆ ఒకక దానని బ టటే అత నే ఆమె ని పొ డి చా డని చెపప లే ం కదా ?	0.6143
तो तुमहें दि खे गा कि तुम एक क ठ ि न स थि ति में फ ँ से हो .	మీరు చాలా కలి షట పరిసథి తి లో ఉననా రని అరథ మ వు తుంది .	0.5875
बढिया है . सुन कर खुशी हुई . " वह मैं नहीं था . मैं चो र नहीं हूँ . "	హ మమ యయ . ఈ మాట వి ననా క హా యి గా ఉంది . " నేను కాదు . నేనే మీ దొ ంగ ని కాదు . "	0.6675
और फिर , उसके तीन हफ ते बाद . . .	అది జరిగి న మూ డు వా రాల తరవాత . . .	0.5983
तो फिर , तुमहें वह पसंद है , ली सा ?	అయితే , నీకు అది న చచి ందా , లీ సా ?	0.6269
नौ बार उसे रो क कर उसकी त ला शी ली गई थी . नौ बार .	అత డిని తొ మ మి ది సా రలు ఆ పి , వె తి కారు . తొ మ మి ది సా రలు .	0.5283
मैं उस ी आदमी से मिला था . मैंने उस ी से बात की थी .	కానీ అత డి నే నేను కలి శా ను . అతని తో నే మాటలా డా ను .	0.5734
यह करना बंद करो .	అలా మాటలాడ క ండి .	0.4392
तुमहें उसे खाना खिला ना होगा . और तुम उसके लिए जि म मे दार हो . है न ?	నువవే దానికి ఆ హా రం పెటట ాలి . దాని బాధ యత అంతా నీ దే . అరథ మె ందా ?	0.6329
तुम जो भी फै सला लो . बस इतना ही .	నిరణ యం నీ చే తు లలో ఉంది . అంతే .	0.5982
च ौ बी स घं टे पहले जैसा था , उससे काफी बेहतर है . उसे हो श आ गया है .	ఇ ర వె నాలు గు గంట ల ముందు కంటే ఇపపుడు పర వాలేదు . సప ృ హ వచచింది .	0.6559
