Hindi	Telugu	Similarity_Score
शायद तुमहें मुझे डॉ क टर के पास ले जाना होगा .	నువవు వె ద యు ర ాలి దగ గ రికి ననను తీసుకు వెళళ ాలి .	0.5779
- मैं बर टन को फोन कर ूँ ? - नहीं .	- బర టన కు కాల చేయ మ ంటా రా ? - వదదు .	0.6391
मुझे . . .	నాకు . . .	0.7142
या फिर अचछे की उममीद करते हुए , मु सी ब त ों का साम ना करने का	లేదా వచచే సమసయ లకు అ పపటి క పపుడు సప ంది సతూ , మంచి జరుగు తు ందని	0.6160
आपका अप मान नहीं करना चाहती ,	ఇది అమ ర యా ద కర ంగా తీసుకో క ండి ,	0.4461
अचछा लगता है , ऐ ला . ए पा इं ट में ट हो या नहीं .	మిమమలని కల వడం ఆన ంద ం , ఎ లలా . అను మ తి అన వ సరం .	0.6431
तुमहें कम रे में ब त ती बंद करके ,	నువవు ఓ చ ీ క టి గ ది లో పడు కో వాలి ,	0.5837
किसी भी सं भ व आर आई च ौ क सी या ह स तक ष े प से पूरी तरह से मह फ ू ज .	దీని పె ఎలా ంటి ఆర ఐ ని ఘ ా కానీ లేదా వారి పర మే యం కానీ ఉండ దు .	0.6248
तो , ठीक है .	సరే , మ రె తే .	0.4958
यह कया है ?	ఏంట ీ ఘ ో రం ?	0.3651
- रात में नजर आता है , यार . - कैसे ?	- రాతరి ద ృష టి ఉంది , బా బు . - ఎలా ?	0.6659
थोडी सी और र फ तार अचछी रहे गी .	ఇంకా సత వే గం ఉంటే బాగు ంటుంది .	0.5301
अधि क तर पर शि कष ा र थी अब तक ती स री म ं जि ल पार कर चु के होते .	చాలా మంది శి కష ా ర తులు ఈ పా టి కి మూ డ వ అంత సతు ను ము గి సతారు .	0.6711
शे रि फ ?	ష ె రి ఫ ?	0.4995
मेरी मदद करो . बहुत बु री चो ट लगी है .	నాకు సాయం చేయి . నాకు బాగా త గి లి ంది .	0.5581
टॉ मी को फोन करो .	టా మీ కి కాల చేయి .	0.3600
डी डी ? कया हो रहा है ?	డీ డీ ? ఏం జరుగు తోంది ?	0.5527
सं देश छोड दी जिए , जवाब द ूँगा .	స ందే శా నని ఇవవ ండి , కాల చేసతా .	0.5341
री स ?	రీ స ?	0.4188
कया हो रहा है ?	ఏం జరుగు తోంది ?	0.4928
तुमने धयान दिया ?	నువవు గ మని ంచా వా ?	0.4767
कया कहा ?	ఏమ ననా వు ?	0.4204
अगर हम समझ दार होते तो जाने की तै या री करते .	మనకు తెలి వు ంటే , మనం పెటటా బ ే డా సర దు కో వాలి .	0.5908
चले गए होते .	వెళళి పో వాలి .	0.4319
आ ं टी ज ?	ఆ ంట ీ స ?	0.5298
जिन में से सबसे जयादा चिंता जन क जै क प ॉ ट है .	వాటి లో అత య ంత కల వ రా నని కలి గి ంచే ది జా క పా ట .	0.6199
पर उनके श री र में बि ठा ई गई है प टि क टे क नो लॉ जी	కానీ వారి శ రీ రాల లో అమ ర చి న హా ప టి క సా ం కే తి క త	0.6453
मेरी टॉ मी से शादी हुई ?	నేను టా మీ ని పెళళ ా డా నా ?	0.4879
मेरा कह ने का मतलब है ,	ఏ అరథ ంలో అ ంటుననా న ంటే ,	0.4515
बिना सो चे , जल द से जल द उनका जवाब देने की कोशिश करना .	వాటి కి వీ లెన ంత తవర గా జ వా బు లు చెపపు , ఆలోచి ంచ కుండా నే .	0.5977
कई लोगों को यह मुशकिल लगता है . चा कू चला ना .	ఈ పని తో చాలా మంది కష ట పడ తారు . క తతి యు దధ ంతో .	0.6042
वही .	అదే .	0.3845
आप में ऐसा करने की ता कत है ?	మీకు నిజంగా నే ఆ శ కతి ఉందా ?	0.5435
जरा हि म मत दिखा ओ , बर टन ! हमें जाना है !	ధ ె ర యానని చూపి ంచు , బర టన ! మనం వెళళ ాలి !	0.6319
शे रि फ ?	ష ె రి ఫ ?	0.4995
यकीन मान ो , बेटा ,	ననను నమ ము , బా బు ,	0.5163
कयोंकि मेरी कहानी सच न भी हो तो ,	ఎందుకంటే నా క థ లో నిజం లే కపో వచచు ,	0.5027
मैडम ?	మే డ మ ?	0.3120
बडा मन कर रहा है कि पुलिस को बुला ऊँ , इं स पे क टर .	నేను దా దా పు పోలీసు లను పి ల వాల ను కుననా , ఇ నస పె క టర .	0.6502
मुझे माफ करना , बि य ट रिस .	ననను కషమించు , బి యా ట రి స .	0.5838
