Hindi	Telugu	Similarity_Score
{ \ an8 } इ सा बे ल	{ \ an8 } ఇ సా బె ల	0.7650
तुमहें इससे काफी न फ रत होती .	మీ ర ది చూ సి ఉంటే కో పప డే వారు .	0.5471
- मैं ठीक हूँ . - आपको मेरा को ट चाहिए ?	- నా కే ం కాల ేదు . - నీకు నా కో ట కా వ ాలా ?	0.5652
ए ले ग ज ें डर .	అ లె గ జా ండ ర .	0.5993
ब यू से फै ला स उससे बढ कर है .	బు సె ఫ లస దానికి మి ంచిన ది .	0.5772
पर यह जिन है .	కానీ ఇది జి న .	0.4090
जब एडगर आपकी को ख में था , तब आप रो ज जिन पी ती थीं .	ఎడ గర నీ క డు పు లో ఉండ గా నువవు అది పర తీ రోజు తా గా వు .	0.6172
माफ करना . कैसा सं गी त ?	కషమి ంచాలి . ఏం సంగ ీ తం ?	0.5702
अब नहीं ब ज रहा है .	అంటే , ఇపపుడు లేదు .	0.4488
आपको कया हो रहा है ?	నా అమమ కి ఏమ వు తుంది ?	0.4646
सच में ? दिल च सप है . पर नहीं , धनयवाद .	అవునా ? భలే విషయం . వదదు , అవసరం లేదు .	0.5599
हाँ , ठीक है , यह बढिया है .	సరే , అలాగే , అద ంతా మంచి దే .	0.5709
जै त ून कहाँ हैं ? बिना जै त ून के लं च सं भ व नहीं है .	ఆ లి వ లు ఎకకడ ? మనం ఆ లి వ లు లే కుండా భ ో జ నం తి న లే ం .	0.6632
जै त ून कहाँ हैं ?	ఆ లి వ ప ళళు ఎకకడ ?	0.4946
{ \ an8 } गे ल	{ \ an8 } గె ల	0.8442
इ सा बे ल ?	ఇ సా బె ల ?	0.5811
खुद को संभा लो .	దీ నని వ దు లు కో .	0.4750
तुम मेरे साथ बेहद कर ूर बर ता व कर रहे हो .	నువవు నాతో చాలా క ఠ ి న ంగా వయ వ హ రి సతుననా వు .	0.5799
गे ल ? गे ल ?	గె ల ? గె ల ?	0.6369
नहीं .	లేదు .	0.3291
उसे तु र ंत फोन करने के लिए क हो .	ఆ య నని వెంట నే ఫోన చేయ మని చెపపు .	0.5963
अरे , सै बी .	ఓహ , సె బ బి .	0.5395
हे भगवान . तुम सब कि तने पा ख ं डी हो .	ఓహ , దేవుడా . మీ రం తా చాలా అ మా య కులు .	0.6298
पर इस पूरी घट ना से मैं अस ह ज महसूस कर रही थी .	కానీ ఆ మొతత ం విషయం నాకు అను మా నం కలి గి ంచింది .	0.5695
ह सता कष र करो .	స ంత కం పెటటు .	0.4862
और यह एक ऐ डर ॉल है .	అలాగే ఇది ఆడ డ ర రాల .	0.5380
इ सा बे ल .	ఇ సా బె ల .	0.5811
इ सा बे ल .	ఇ సా బె ల .	0.5811
इ सा बे ल .	ఇ సా బె ల .	0.5811
इ सा बे ल .	ఇ సా బె ల .	0.5811
नहीं .	లేదు .	0.3291
मुझे मेरा पर स दो .	ఆ పర సు నాకు ఇవ వు .	0.5624
अगर मेरा पया रा बेटा मेरे पै स ों के लिए मुझे ध ो खा दे रहा था ,	నా కొ డు కు గ నుక నా డబబు కోసం నా కే పిచచి ఎ కకి సతునన టటు అయితే ,	0.6258
म म बॉ प .	మమ బా ప .	0.4748
तुम र ई स लोगों को लगता है कि तुम कुछ भी करके बच निक लो गे , है न ?	మీ డబబు నన ో ళలు ఏం చేసి నా తపప ి ంచుకో వచచు అని అను కు ంటు ంటా రు , కదా ?	0.6074
वह शान दार था .	అది భలే ఉంది .	0.3653
म म . बॉ प .	మమ . బా ప .	0.5636
मेरे बे टे .	నా కొ డు కు .	0.4636
पक ड लिया !	దొ రి కా వు !	0.3607
सच में ?	నిజంగా ?	0.3490
हमें कब ूल ना मा मिला गया .	ఆమె నే రం ఒ పపు కు ంది కదా .	0.5486
- नहीं . - नहीं !	- లేదు . - లేదు !	0.4273
मैंने कया किया ?	నేను ఏం చేశా ను ?	0.4848
एडगर ने साफ कहा था कि उसे के क पसंद नहीं था .	దానికి కే కు న చచ దు అని ఎడ గర సప షట ంగా చెపపా డు .	0.6050
तो अगर इ सा बे ल ने एडगर की हतया नहीं की , तो किस ने की ?	మరి ఇ సా బె ల ఎడ గర ని చం పి ఉండ కపోతే , ఇం కె వ రు చం పి న టటు ?	0.6514
ठीक है . मुझे बताया गया है कि यहाँ एक हतया हुई है .	సరే , మి తరు లా రా . ఇకకడ ఒక హ తయ జరిగింది అని వి ననాను .	0.5923
इ सा बे ल ने अपनी ही बे टे की हतया की , जिस ने साथ ही खुद की भी हतया की .	ఇ సా బె ల తన స ొ ంత కొ డు కు ని చం పి ంది , వా డే తన ను తాను కూడా చం పు కుననా డు .	0.6417
तुमहें उस नौ करा नी को निकाल देना चाहिए . सं भ व हो तो , सब के सामने .	నువవు ఆ పని మనిషి ని పని లో నుండి తీ సే య ాలి . వీ ల యి తే అంద రి ముందు .	0.6081
और मैं सु नि श चि त नहीं थी कि यह सच था या मैं बस कल प ना कर रही थी .	అలాగే నేను ఇ దంతా ఊ హి ంచుకో వడం లే దని నిర ధా రి ంచుకో వాలి అను కుననా .	0.5745
- क ठ ि न होता जा रहा था . - तुम कब मान ो गे कि वे एक जैसे ही हैं ?	- మరి ంత కష ట మెంది . - రెండ ూ ఒకక టే అని నువవు ఎ పపుడు ఒ పపు కుంటా వు ?	0.6752
