Hindi	Telugu	Similarity_Score
- कहाँ जा रहे हो ? - मेरा रा सता मत रो को .	- ఎ కకడికి వెళ తుననావు ? - నాకు అడ డు రా కు .	0.6133
मैं जे ट से बात नहीं कर रही हूँ , है ना ? मैं उस विमान से बात कर रही हूँ .	నేను యు దధ విమా నా లతో మాటలాడ టం లేదు , కదా ? నేను ఆ విమా న ంతో మాటలాడు తుననాను .	0.5594
शुकरिया . मुझे यह जान कर खुशी हुई .	థాంక యూ . అది విన డం సంతోష ంగా ఉంది .	0.5775
उसका यह मतलब नहीं है .	అతని ఉదదేశం అది కాదు .	0.4933
कया वह तुमहारे साथ है ?	అతను నీ తో పాటు ఉననా డా ?	0.5071
किस का ? मार शा , किस का फोन आया था ?	ఎవరి నుండి ? మార షా , ఎవరు చేశారు ?	0.4853
कया हो रहा है ?	ఏం జరుగు తోంది ?	0.4928
मैं हूँ , सै म .	నేను , సా మ ని .	0.5309
बे ल जि य म	బె ల జి యం	0.5216
देखो .	చూడు .	0.4116
सै म ?	సా మ ?	0.6082
नहीं .	లేదు .	0.3291
नहीं ?	లేదా ?	0.3355
नहीं , कयोंकि तुम लोगों की नजर विमान पर है .	లేదు , ఎందుకంటే మా విమానం మీద మీ ని ఘ ా ఉంది .	0.5376
विमान के लिए सबसे ख रा ब परि ण ा म होगा .	ఈ విమా నా నికి అంత న ష టం వాటి లలు తుంది .	0.5862
मैं इस फै स ले का हि ससा नहीं हो सकती .	ఆ నిరణ యం లో నేను భా గ సవా మి గా ఉండ లేను .	0.5825
नहीं .	లేదు .	0.3291
का ई ?	ఖ ా య ?	0.3919
नहीं .	వదదు .	0.3902
उससे यही कहा गया है . उसका परिवार उनके कब जे में होगा . - जरा रुको , ए लिस .	- ఆమె కు ఆ దే శ ాలు ఉననాయి . ఆమె కుటుం బా నని బం ధి ంచారు . - లెన లో ఉ ండు , ఆ లి స .	0.6608
तुम आ ख िर हो कौन ?	నువవు అసలు ఎవరు ?	0.3597
कैसा सौ दा ?	ఏం ఒ పప ంద ం ?	0.3847
कैसा सौ दा ?	ఏం ఒ పప ంద ం ?	0.3847
- और फिर वे हमें मार देंगे ? - नहीं .	- ఆ తరువాత మన లని చం పే సతా రా ? - లేదు .	0.6158
आ लिया ?	అ లి యా ?	0.3607
