Hindi	Telugu	Similarity_Score
मीक मिल की पि टा ई . . .	మీక మి లను కొ టట టం . . .	0.5983
फ री मीक	ఫ రీ మీక	0.3632
2 5 जन व री , 2 00 7	జ న వరి 2 5 , 2 00 7	0.7968
ट मी का मै ल री ब लै क ला इ व स मै टर एक टि वि सट	ట మీ కా మ లల ొ రీ బ లా క లె వ స మయా టర కార య కర త	0.6499
दो सबसे सं गी न आ रो प थे बे च ने के उ द देश य से कर ै क को कीन रख ना ,	వాటి లలో రెండు చాలా తీ వర మెన వి ఏంట ంటే అ రె సట ు చేసిన పోలీసు లు	0.6267
सी ढ ी से उ तर ते हुए .	మె టలు ది గు తుననా డు .	0.5386
एक अ श वे त होने के ना ते इससे मुझे बहुत दु ख हुआ ,	ఒక న లల జా తి పి లలా డి లా , ఇం కో న లల జా తీ యు డు ఇలా ంటి	0.6232
पुलिस !	పోలీ స !	0.3965
मैं यह स जा सुना ती हूँ .	నా శి కష ఈ వి ధ ంగా ఉంది .	0.5045
सा ढ े गया रह से 2 3 म ही ने तक की जेल .	పద కొ ండు నన ర నుంచి 2 3 నె లలు జె లు లో .	0.6641
साथ ही दस साल का पर ो बे शन .	అద న ంగా 1 0 ఏ ళళు పరి శ ీ ల న లో .	0.5769
अ मरी का में , इस समय 1 6 0 , 00 0 से भी अधि क लोगों को कै द में र खा हुआ है	యు నె టె డ సట ే ట స లో , 1 6 0 , 00 0 కంటే ఎకకువ మంది పర సతు తం కా రా గా రం లో ఉననారు	0.7390
बे रो ज गा री	ని రు ద యో గం	0.5728
हमें नहीं लगा कि इसे करना मुशकिल होगा .	మేము దానిని ఏదో కష ట మెన ది గా భా వి ంచ లేదు .	0.4998
अपनी बाकी स जा का ट ने के बाद ,	తన మి గ తా శి కష ను అను భ వి ంచా క ,	0.5779
चार ली मै क	చా ర లీ మా క	0.4656
फ ले मर ज	ఫ లే మర జ	0.5891
फ ले मर स !	ఫ లే మర జ !	0.6376
पहले से भी जयादा त मत मा या हूँ	నేను వచచి న సథి తి కంటే వే డి గా	0.5421
मीक तब भी बहुत मे ह न त कर रहा था ,	మీక అ ం కి త భా వ ంతో కష ట పడు తుననా డు ,	0.6160
रिक रॉ स , उसका बना या सं गी त हमेशा स फ ल होता है .	రిక రా స , అతను హి ట పా టలు చేసతా డు , సమ స యే లేదు .	0.6490
मे बै क म यू जि क	మే బా క సంగ ీ తం	0.5752
3 0 अ कट ू बर , 2 0 1 2	అ క టో బర 3 0 , 2 0 1 2	0.8236
अ दा लत :	కోర టు :	0.4256
ऐसे कई छो टे तक नी की रा स ते होते हैं जिन से आपको वापस जेल भे जा जा सकता है .	వాళళు మన లని తిరిగి జె లు కు పం ప టానికి చాలా చినన సా ం కే తి క ప దధ తులు ఉననాయి .	0.6283
