Hindi	Telugu	Similarity_Score
- मुझे फर क नहीं पड ना था . - मुझे लगा ही था .	- నేను ప టటి ంచుకో ను . - ప టటి ంచుకో వ ను కుననాను .	0.5786
पै निक	పా నిక	0.4095
मेरे पास कोई चा रा नहीं था .	నాకు ఇం కే దా రి లేక పోయింది .	0.5190
पर शे रि फ भी उसे खो ल सकते हैं .	కానీ ష ె రీ ఫ కూడా అది తె ర వ గల రు .	0.6146
हमें पै स ों की त ं गी होने लगी	మాకు డబబు సమసయ లు మొద ల య యా యి ,	0.5233
मे ल नी . . .	మె లని . . .	0.6565
अभी भी कै लि फो र निया जाना चाहती हो ?	నువవు నిజంగా క ాలి ఫో రని యా వెళ తా వా ?	0.4968
नै ट ली ने कहा ऑ डि शन के लिए है .	నా ట లీ అది ఆ డి షన అని చెపపి ంది .	0.5853
वह नहीं चाहती कोई जाने कि उसने पै निक के लिए कितनी पढ ा ई की .	ఆమె పా నిక కోసం ఎంత అ ధ యయ నం చేసి ందో ఎవ రికీ తెలియ కూడ ద ను కు ంది .	0.5959
हेदर नि ल	హే థర ని ల	0.3926
हाँ .	సరే .	0.3574
व ु की , ट वि सट .	వ ూ కీ , ట వి సట .	0.5955
बा य , यार . बा य .	బె . మి తరు లా రా .	0.4668
हेदर नि ल	హే థర ని ల	0.3926
बि श प .	బి ష ప .	0.5136
याद है , तीन साल पहले तुमने एक लडकी की बात की थी ?	మూ డే ళళ కరి తం ఒక అమమాయి గురించి చెపపా వు గురతు ందా ?	0.5834
डॉज मे सन की बहन ?	డా డజ మే స న చె లలా ?	0.5240
बस त भी उसे हाथ लगा या .	ఆమె ను అదే ము టటు కో వడం .	0.5592
धयान ह टा तो भा ला मु का ब ले में ध रे रह जाओ गे .	ద ృష టి పెటట కపోతే జ ౌ సట నినను నా శ నం చే సతుంది .	0.6347
हैलो वी न , तीन साल पहले , जिस रात डे ना को चो ट लगी . . .	మూ డే ళళ కరి తం , హ ాలో వీ న రోజు , డే నా గా య పడి న రాతరి . . .	0.6519
सी ढ ि यों पर सं भ ल कर .	ఆ మె టల మీద జా గర తత .	0.5810
न क शे के अनु सा र फा ट क तक पहुँच ो	ఆడ ాల ంటే ఈ గే టు మయా ప అను సరి ంచు	0.6198
सा ला .	అబబా .	0.2667
धत तेरी .	అయ యో , ఛ .	0.4018
हेदर .	హే థర .	0.3956
अचछा , लि ली .	సరే , లి ల లీ .	0.4071
हैलो , ए .	హాయ , హే .	0.4965
मैं इसे फ ें क ती हूँ , ठीक है ?	నేను ఇది వి సు రు తాను , సరేనా ?	0.5351
चलो , लि ली .	రా , లి ల లీ .	0.3914
कया कर रही हो , मे ल ?	ఏం చేసతుననా వు , మె ల ?	0.5918
डे ना के लिए आई थी . मेरे पास सब ूत है .	ఇకకడికి డే నా కోసం వచచా ను . రు జు వు ంది .	0.5935
लू क ह ॉल वहाँ नहीं हो सकता था .	లూ క హ ాల అకకడ ఉ ండి ఉండ కపో వచచు .	0.5839
वही तो कहना चाहते हैं .	సరి గగా అదే మే మూ అనే ది .	0.4918
एक पक की स हे ली ही ऐसी चि ट ठ ियाँ लि ख सकती है . मतलब ,	ఒక పరా ణ సనే హి తు రాల ే ఇలా ంటి చ ీ టీ లు రా య గ లు గు తుంది .	0.6356
हमें शि वि र के इ नाम मिल ेंगे .	మాకు క యా ం ప అ వార డు లు ఇ సతారు .	0.5697
ए , रुको .	హే , ఆగు .	0.4993
मैं खेल ना नहीं चाहती थी .	నాకు కొ న సా గి ంచ ాలని లేదు .	0.5004
हाँ .	సరే .	0.3574
नहीं .	లేదు .	0.3291
मैंने आप से कहा , आप समय जा या कर रहे हैं .	చెపపా ను గా , మీ సమయం వ ృ థా చేసు కుంటుననా రు .	0.5663
ज ॉन ?	జా న ?	0.3776
" डॉ क . "	" డా క . "	0.6124
शे रि फ .	ష ె రీ ఫ .	0.4995
वह खेल छोड रहा है .	తను వదిలే సతుననా డు .	0.4582
चाहती हो कि वह सा रा पै सा लेकर भाग जाए ?	నువవు అతని ని ఆ డబబు తో పాటు వదిలే సతా వా ?	0.5395
मैं गाडी चला ऊँगा .	నేనే నిర వ హి సతాను .	0.4530
पर मैं ह ॉल भा इ यों को जी तने नहीं द ूँगा .	కానీ నేను హ ాల కుటుం బీ కు లను గె లవ నివ వ ను .	0.6077
कयोंकि मैं ह ॉल भा इ यों को जी तने नहीं द ूँगा .	ఎందుకంటే నేను హ ాల కుటుం బీ కు లను గె లవ నివ వ ను .	0.5855
नहीं .	అయ యో .	0.3368
पै स ों की जि म मे दा री अ मी र बचचे को कभी मत दो .	ధ నిక పిలల వాడు మధయ వర తి గా ఉంటా డని అనుకో లేదు .	0.5992
डॉज को पता है ?	డా డజ కు తెలుసా ?	0.5084
पर उसकी गिर फ ता री से एक रात पहले ओ क पार क में एक लडकी की ला श मिली .	కానీ అ రె సట యి న ముందు రాతరి , ఓ క పార క లో ఒక మ మా యి చని పోయి కనిపి ంచింది .	0.5891
पर उसकी कहानी में , तीन साल पहले जो हुआ , उसके लिए तुम दो ष ी हो .	కానీ అతని పర కా రం మూ డే ళళ కరి తం జరిగి న దానికి నువవు బాధ యు డి వి .	0.6179
जब उसने एक बक सा गि रा या , तो मैंने वहाँ पै निक की ए लब म देख ी .	తను ఒక పెటట ె ను త నని నపపుడు ఒక పా నిక చి తతు పు సత కా నని చూశా ను .	0.6476
