Hindi	Telugu	Similarity_Score
मा घ रा !	మా గరా !	0.3121
मैं उनकी त ला श में गई थी .	త నని వె తు కకు ంట ూ వెళళ ా ను .	0.5484
मुझे यह मिला . हमें अ व श य जाना चाहिए .	- ఇది దొ రికి ంది . - మనం ఇక బయ లు దే ర ాలి .	0.5731
नहीं !	వదదు !	0.3902
जन म में खा मो शी , दिल ट ू ट ने के पल में खा मो शी .	జ నన సమ య ము న ని శ బ ద ం , హ ృ దయ వే ద న సమ య ము న ని శ బ ద ం .	0.6188
जे र ला म रे ल का एक और बच चा . . .	జె ర లా మ రె ల య ొ కక మ రో బి డ డ . . .	0.6725
पर जहाँ तक तुमहारी उ पस थि ति की बात है . . .	కానీ నువవు ఇకకడ ే ఉండే విష యా నికి వ సతే . . .	0.6152
तुम समझ ते हो न , कि यहाँ तुमहारा काम कितना मह त व पू रण है ?	ఇకకడ నీకు అ పప గి ంచిన పని ఎంత ముఖ య మెన దో నీకు తెలుసు కదా ?	0.6412
ओह , वाह .	ఓహ , వా వ .	0.5149
उनके चे ह रे , उनकी आवा ज , जिस तरह से वे सा ँ स ले ते हैं , वह भी .	వారి ముఖ ాలు , వారి స వర ాలు , వారు ఊ పి రి తీసుకు నే వి ధా నం కూడా .	0.6302
तुमहें निय म पता हैं .	నియ మ ాలు నీకు తెలుసు .	0.4604
ह नि वा .	హ నీ వా .	0.4074
मैंने पहले कया कहा था . . .	నే ని ంత క ముందు అనన దంతా . . .	0.5437
मुझे पता है .	నాకు తెలుసు .	0.4495
मुझे लगता है हम सभी में से तुम समझ जाओ गी कि उसे कया चाहिए .	ఆమె కి ఇపపుడు ఏం అవ సర మో , అది అంద రిక ననా నీ కే తెలు స ను కుంటా ను .	0.6264
हाँ . लेकिन उसके बाद . . .	అవును . కానీ ఆ తరవాత . . .	0.6861
जे र ला म रे ल .	జె ర లా మ రె ల .	0.6181
को फु न .	కొ ఫ ూ న .	0.5224
हम लगा तार आगे बढ ते हैं .	మనం ము ందుకు సా గు తుననాం .	0.4791
दो और . . .	ఇదద రు . . .	0.6749
