Hindi	Telugu	Similarity_Score
अरे , ग ै ब रि एल .	ఓహ , గా బ రి యే ల .	0.6094
जे पी ?	జె పి ?	0.4884
इस ने पै ंट नहीं पह नी है .	ఇ తను ప యా ంటు వే సుకో లేదు .	0.5583
इ वा .	ఈ వా .	0.4399
ज ॉन प ॉल . कैसा महसूस कर रहे हो ?	జా న పాల , ఇపపుడు నీకు ఎలా ఉంది ?	0.5647
नहीं .	లేదు .	0.3291
बे न	బె న	0.5298
मैं नहीं जा सकती . . . मुझे इं टर व यू के लिए जाना है , ठीक है ? मैं . . .	సరే , నా వలల కాదు . . . నాకు ఒక ఉద యో గం ఇంట ర వయ ూ ఉంది , సరేనా ? నేను . . .	0.7501
मेरी बस एक आँख है .	నాకు ఒక క న నే ఉంది .	0.5537
अरे , धत . कम ब खत . . .	ఓహ , చెతత . చెతత . . .	0.6443
ब ला न ड अ र सला के घर पर है ,	బ లా న డ ఉ ర సు లా ఇంట లో ఉంది ,	0.6303
मैं तुमसे घर में मिल ूँगा .	నినను ఇంటి దగగర కలు సతాను .	0.4789
ज ॉन प ॉल .	జా న పాల .	0.3733
अ ल वि दा .	ఉంటా ను .	0.4004
थ ॉ मस और मै थ यू के पिता उनकी आत मा को शा ं ति मिले	థా మస మరియు మా థ యూ ల త ండ రి ఆ తమ కు శా ంతి కలు గు గా క	0.6618
पर मुझे माफ कर दो .	కానీ ననను కషమించు .	0.4446
अगर तुम कह रहे हो कि वह उन बह नों में से कोई एक थी . . .	ఆ పని చేసి ంది ఆ అ కక చె ల లె ళ లలో ఎవరో ఒక రని మీరు అంటే . . .	0.6647
नहीं , हम नहीं कह रहे . . . हम अब भी जा ँच कर रहे हैं .	లేదు , మేము అన డం లేదు . . . మేము ఇంకా పరి శ ో ధి సతుననా ం .	0.6068
नहीं .	లేదు .	0.3291
उसकी छो टी बहन उसके साथ कार में थी . बै का .	ఆమె చినన చె ల లె లు కూడా కారు లో ఉంది . బె కా .	0.5826
तुमने सही काम किया है .	నువవు స రెన పని చేశా వు .	0.5371
और तुमहें पता है मुझे अन य लोगों से मिल ना है , पर . . .	ఇంకా నీకు తెలుసు , నేను మరి కొ ంద రి ని కల వాలి , కానీ . . .	0.6541
नहीं . बस वही पता है जो गरेस ने बताया था .	అంటే , తెలియదు . నా ఉదదేశం , గరేస చెపపి న దే .	0.5631
हाँ .	సరే .	0.3574
बस इसलिए कयोंकि अगर जे पी को पता चला , तो वह . . .	ఎందుకంటే ఇది గ నుక జె పి కి తెలి సి ంద ంటే , అతను . . .	0.5755
जे पी .	జె పి .	0.4884
- मैं टी वी देख सकती हूँ ? - बेशक .	- నేను టీ వీ చూడ వచచా ? - తపప కుండా .	0.6140
जै र लड फि शर मै ने जि ंग डा य रे क टर	జె రాల డ ఫి ష ర మే నే జి ంగ డె రె క టర	0.6539
- तुम यहाँ कया कर रही हो ? - बस स फा ई कर रही हूँ .	- ఇకకడ ఏం చేసతుననా వు ? - నేను ఊ రి కే సర దు తుననాను .	0.6188
नहीं !	లేదు !	0.3291
कर सकते हैं .	మనం కల వ గల ము .	0.4241
मुझे यकीन नहीं था कि वे . . .	నేను వాటి కి సప ంది ంచ ాలని . . .	0.5948
एक हफ ता ? एक म ही ना ?	ఒక వార మా ? ఒక నె లా ?	0.5240
वह कौन है ? फो टो ग रा फी टी चर ?	అతను ఎవరు ? ఫో టో గర ఫీ టీ చ రా ?	0.5866
खैर , आने के लिए बहुत - बहुत धनयवाद .	సరే , మీ రం తా వచచి న ందుకు ధనయవాదాలు .	0.5639
अरे , हाँ . धनयवाद .	ఓహ , అలాగే . థాంక స .	0.5504
तुमहें बचा ने हे तु शुकरिया अ दा करने के लिए	నేను గా బ రి యే ల కోసం ఒక వి స కీ బా టి ల కొ ననాను	0.5777
- कॉ म बु चा है . - चु प रहो .	- కొ ం బ ూ చా ఉంది . - ఛ ీ పో .	0.6864
यह इतना सर ल नहीं है , है न ?	అది అంత తే లి క కాదు , అవునా ?	0.5637
ने बरा स का	నె బ రా స కా	0.4690
टॉ म .	టా మ .	0.4188
और छो टी बहन की आर थि क वजह . . .	చినన చె ల లె లి ఆ రథ ి క అవసరం . . .	0.6091
तो हम देख सक ेंगे कि उस रात उसके श री र में कया था जब उसकी हतया हुई . मर गया .	అతను హ తయ కు గు రెన రాతరి అతని పరిసథి తి ఎలా ఉ ందో మనం చూడ చచు . చని పోయి న రాతరి .	0.6307
इ वा ?	ఈ వా ?	0.4399
नि को ला फ े रिस .	ని కో లా ఫె రి స .	0.4458
जे मस गि ब नी ए ंड सं स	జే మస గి బ నీ అ ండ స నస	0.6047
मि ना .	మి నా .	0.3419
नहीं .	లేదు .	0.3291
हैलो . मुझे रॉ जर म लड न के बारे में किसी से बात करनी है .	హలో , రో జర ము ల డ ూ న గురించి నేను ఎవరి తో అయి నా మాటలాడ ాలి .	0.6342
ज ॉर ज ?	జా ర జ ?	0.4654
ज ॉन प ॉल .	జా న పాల .	0.3733
ज ॉर ज .	జా ర జ .	0.4654
अगर तुम देख ती कि उसे मुझ पर कितना गु ससा आया था , तो समझ जाती कि उस ी ने किया है .	ఇంత కు ముందు వాడు నాతో పె ను గు లా డి న తీ రు చూ సి ఉంటే , అత నే ఇది చేశా డని తెలు సతుంది .	0.6339
यह ग ं भी र है , इं स पे क टर . हमारे पास वह सब ूत है जो तुमहें चाहिए था .	ఇది తీ వర మెన విషయం , ఇ న స పె క టర . మీకు అవ సర మెన ఆ ధా రం మా దగగర ఉంది .	0.7147
तुम श री वि लि य मस और इ वा गा र वी , दोनों के साथ काम करते थे .	వి లి య మస ఇంకా ఈ వా గా ర వీ , ఈ ఇదద రి తో కలిసి మీరు పని చేశారు .	0.6469
मैं मुशकिल से सब संभाल रही हूँ , समझ े ? मैं मुशकिल से . . .	నేను అ తి కష టం మీద ఇలా ఉ ంటుననా ను , సరేనా ? అ తి కష టం మీద . . .	0.6338
