Hindi	Telugu	Similarity_Score
यह च तु र और म जब ूत रण नी ति नहीं है .	అది వయ ూ హా తమ కంగా స రెన వయ ూ హం కాదు .	0.6367
लेकिन माँ !	కానీ అమమా !	0.3814
आगे इसे मैं देख ूं गी .	ఇక నేను చూ సు కుంటా ను .	0.4569
लै ब का को ना को न छा न मा रो .	పర యో గ శ ాల లోప లి కి వెళల ండి .	0.4669
सै मस न , अपना समय बर बाद मत करो .	నీ సమయం వ ృ ధా చేసుకో కు , సా మస న .	0.5818
करो नो डा इ ल यु द ध के बाद ठीक हो रहा है .	క రో నో డె ల యు దధ ం నుంచి కో లు కుంటుననా డు .	0.6170
रे ड र श ?	రె డ ర ష ?	0.6419
आज कल हर कोई अपने सी ने पर	ఈ మధయ పరతి ఒకక రూ ఛ ా తీ మీద	0.5911
कया यह वही है ?	ఇది అందు కో సమా ?	0.4786
ए रि कस न !	ఎ రి కస న !	0.5705
वह बच चा बहुत की म ती है ,	ఆ బి డ డ చాలా వి లు వెన ది ,	0.5545
उसका जन म सा धा रण डॉ क टर ों पर नहीं छोड सकते .	ఆమె పు టటు కను మా వ న డా క టర ల చే తు లలో పెటట లే ం .	0.6333
ह थ िया र मिल जाएगा .	నీ ఆ యు ధం వ సతుంది .	0.5453
इ मर ज ें सी	ఎ మర జె నస ీ	0.5473
डॉ क टर बर ै ं डी वर थ .	డా క టర బ రా ండ ీ వర త .	0.6239
जन म ले ने जा रहा बच चा हर सं भ व तरी के से अन ू ठा है .	ఈ పు టట బో యే బి డ డ పర స వి ంచే అనని మా రగ ాల లో పర త యే కం .	0.6962
ए रि कस न .	ఎ రి కస న .	0.5705
{ \ an8 } ए ट म ई व	{ \ an8 } ఆట మ ఈ వ	0.7905
सि कस - ए स इ ले क टर ॉन स अन य क ण ों से दो स ती पसंद नहीं करते .	సి కస - ఎ స ఎ ల క ట రా నలు ఇ తర క ణ ాల తో సనే హ ంగా ఉండ డం ఇష ట పడ వు .	0.7350
एड म .	ఆడ మ .	0.6082
बे तु की बात मत करो .	పిచచి దాని లా ఉండ కు .	0.5303
मैं पर ीक ष ा पास कर ूँगा .	నేను పర ీ కష అద రగ ొ డ తాను .	0.5622
मि सटर पी को झ ट का लगे गा .	మి . పీ తె గ ఆ శ చ రయ పో తారు .	0.5744
उसने न ग ढ ा हो तो ?	అతను కల పి ంచ కపోతే ?	0.5164
मैंने कहा था . . .	నేను చెపపా ను . . .	0.6330
हम पर ग ति कर रहे हैं .	పు రో గ తి సా ధి సతుననా ం .	0.5101
तो तुम ट यू ब में होंगे .	తరవాత ట యూ బ లోకి పో తా వు .	0.5856
आर ए फ ए	ఆర ఎ ఫ ఏ	0.5931
मैं वे ल हूँ .	నా పేరు వాల .	0.4318
मुझे पता है .	నాకు తెలుసు .	0.4495
स मैं था ?	సమా ంతా ?	0.3372
तुम कहाँ हो ?	ఎకకడ ఉననావు ?	0.4213
बाकी सब बे कार और उ बा ऊ है .	మి గ తా వ ననీ వి సు గు , చి రా కు .	0.5570
