Hindi	Telugu	Similarity_Score
मार कस .	మార కస .	0.4668
ब लै क माम बा .	బ లా క మా ం బా .	0.5346
जैसे किल बिल में उ मा थ र मन .	కి ల బి లలో ఉ మా థ ు ర మన లా గా నా .	0.5661
तुम कर लो गे .	నీ కే మీ కాదు .	0.4416
चल , सा ले !	పద , వెధవ !	0.5051
हाँ !	సరే !	0.3574
या ह ू , सा ले !	యా హ ూ , వెధవ !	0.5013
ऊ बर , यह अचछा नाम है .	ఉ బె ర , నా క ది న చచి ంది .	0.5346
मेरे खया ल से हमें जाकर पता करना चाहिए .	అది మనం తపప ని సరి గా వెళళి చూడ ాలను కుంటా .	0.5671
बा य , माँ .	బె , అమమా .	0.4102
देखना कि सब को सै ंड वि च मिल जाए .	అంద రికీ సా ండ వి చ అంద ే లా చూ సుకో .	0.5752
बा स तो स .	బా సటా స .	0.3553
नहीं .	లేదు .	0.3291
शायद तुम मेरा काम मुझसे बेहतर कर सकते हो ?	బహుశా నా పని నా కంటే బాగా నువవే చేయ గల వే మో ?	0.5312
तुमने और क सान ड रा ने यही कहा था न ?	నువ వ ూ , కా సా ండ రా అదే కదా చెపపి ంది ?	0.5488
नि को ल स . . .	ని కో లస . . .	0.5837
तुमहें यहाँ देख कर अचछा लगा .	మిమమలని ఇకకడ చూడ డం బాగుంది .	0.5234
हैलो , दोसत ों .	హాయ , అంద రికీ .	0.5016
अब आपको यकीन हो रहा है ?	ఇపపుడు నా మాట నమ ము తా రా ?	0.5275
मैंने कहा था , हम जी त सकते हैं .	మీకు చెపపా ను గా , మనం గె లవ గల మని .	0.5932
वह हमारा दर द नहीं जान ना चाहते जो हम भ ू ख ,	మనం వె నిజ ు ల ాలో ఆ కలి , జ బ బు లు , అవి నీ తి వలల	0.5954
नहीं .	లేదు .	0.3291
तो मैं बता द ूँगा .	నీకు చెపపే వాడిని .	0.4363
पर मु द दा वह नहीं है .	కానీ విషయం అది కాదు .	0.4596
- समझ गए ? - समझ गए .	- వి ననా వా ? - వి ననాను .	0.3945
ठीक है .	మంచిది .	0.4320
यह कया ब ला है ?	అసలు ఇది ఏంటి ?	0.4814
रुको .	ఉ ండు .	0.3535
तुम कौन हो ?	ఎవరు నువవు ?	0.3913
पर हम इसे अपने साथ तो हर गि ज नहीं ले जाने वाले .	సరే , వాడిని ఎ టటి పరిసథి తు లలో మన తో తీసుకు వెళళ ం .	0.5790
डी ए नए .	డి ఎ న ఎ .	0.4552
और मैंने कहा कि अब मैं तुमहारे लिए काम नहीं करता . चलो .	నేను కూడా నీకు చెపపా ను . నేను నీ కింద పని చేయ ట లేదు . పద .	0.5832
तो वे मुझे द फ तर के काम में लगा देंगे या रि टा यर होने पर म जब ूर कर देंगे .	వాళళు ననను బ లల వ దద చేసే పని లో పె డ తారు , లేదా బ లవ ంత ంగా రి టె ర చేయి సతారు .	0.6508
- वहाँ जो भी हुआ . . . - हम यहाँ डि ब ब ों की त ला शी ले ने आए थे ,	- అకకడ జరిగింది . . . - మనం ఇకకడ క ంట ె యి న రలు వె త క డానికి వచచా ం ,	0.6808
कुछ अ ख बार ों में खबर आ रही है कि आप वा कई जी त सकती हैं .	నిజ ానికి మీరు గె లవ గల రని కొనని వార తా ప త రి కలు అ ంటుననా యి .	0.6067
कि अ मरी की सा ंस द जि म मो रे नो के नि र द य ी का ति लों को . . .	యు . ఎ స . సె నె టర జే మీ మో రె నో ని హ తయ చేసిన కి రాత కులు . . .	0.6582
तुमहारी तरह हमेशा सही रा सता अपना ने की आ जा दी नहीं है .	నాకు ఉనన త నె తి క వి లు వ లు కలి గి ఉండే ంత పరిసథి తి లేదు .	0.5734
तुमने मुझसे वह सब वापस करवा या , एक - एक घर जाकर .	నువవు నాతో అన నీ వెన కకి ఇ పప ి ంచా వు , ఒక కో ఇంటికి .	0.5935
तो यहाँ आने के लिए आप सब का बहुत - बहुत शुकरिया .	కాబటటి ఇకకడికి వచచి న ందుకు అంద రికీ ధనయవాదాలు .	0.5444
तो , अब मैं ब लै क माम बा नाम रख सकता हूँ न ?	అయితే , నా పేరు ఇక బ లా క మా ం బాగా ఉండ వచచా ?	0.6184
सुनो , च ूँ कि हमारे पास रे डियो नहीं हैं ,	హే , మన వ దద సమా చా ర పరి కర ాలు లేవు కాబటటి ,	0.5813
जहाँ तक मैंने सुना है , ग लो रि या बो ना ल डे	నేను వి నన దానని బటటి , గ లో రి యా బ ొ ండ ే ల కి	0.6015
तो लोगों से जब र न यह कब ूल कयों करवा या ?	మరి ఈ బ లవ ంత పు నే ర అ ంగ ీ కార ాలు ఎందుకు ?	0.6169
वहाँ 5 0 से जयादा स था नी य लोग काम करते हैं . हम उन सबसे पूछ ता छ कर रहे हैं .	ఆ భ వ నం లో 5 0 కంటే ఎకకువ మంది సథా ని కులు పని చేసతుననా రు , అంద రి నీ పర శ ని సతుననా ం .	0.6576
मै क डि ल वा यु से ना छा व नी ट ै ं पा , फ लो रि डा	మా క డీ ల విమా న ద ళ బ ే స టా ం పా , ఫ లో రి డా	0.6463
अस पता ल में बा य ी ं आँख से घ ा य ल आदमी को ढ ूं ढ ने के लिए मैंने लोग लगा ए हैं .	ఎడ మ క ంట లో ద ె బబ త గ గి న వయకతి కోసం నా మను ష ు లు అనని ఆ సు ప తరు లు వె తు కు తుననారు .	0.6916
तुमने हमेशा मेरी सला ह की क दर की है .	నా స ల హా కి ఎపపుడూ వి లు వ ఇ చ చే వాడి వి .	0.5649
" वे अ ंत में हमेशा आ जा द रह ते हैं ! "	చి వ రికి ఎపపుడూ స వే చ ఛ పొ ందు తారు ! "	0.6483
मतलब इस ज ंग ल में जाने और बाहर आने के लिए हमारे पास बस यह ना व ही है .	అంటే , అడ వి లోకి పో వడానికి , బె టి కి రా వడానికి , ఈ పడ వే మన ఏ కె క మా రగ ం .	0.6076
जब तक है एक ता , कोई हरा नहीं सकता !	ఐ క మ తయ ంగా ఉనన జ నం ఎపపుడూ ఓ డి పో రు !	0.6077
- लो , मेरा वाला ले लो . - शुकरिया .	- ఇది గో , నా ది తీసుకో . - ధనయవాదాలు .	0.5752
पर असल में वह करा ं ति नहीं चाहते .	కానీ అతనికి నిజంగా వి ప ల వం వదదు .	0.5466
यहाँ आने का बहुत - बहुत शुकरिया .	వచచి న ందుకు అంద రికీ ధనయవాదాలు .	0.5337
और परा र थ ना के बाद , सब अपने घर के बाहर कोई भ ें ट रख ते थे .	పరా రథ న తరువాత , పరతి ఒకక రు తమ ఇంటి బె ట నె వే ద యం పెటట ే వాళళు .	0.6647
