Hindi	Telugu	Similarity_Score
हैलो ! मदद करो !	హలో ! కా పా డ ండి !	0.4111
पै निक	పా నిక	0.4095
यह कया ?	ఏంటి ది ?	0.3035
डे मि यन जै कस न - . 5 0 हेदर नि ल - . 8 5	డా మి యన జా కస న - . 5 0 హే థర ని ల - . 8 5	0.7876
- हेदर ! - तुम कहाँ हो ?	- హే థర ! - ఎకకడ ఉననావు ?	0.6053
फोन !	ఫోన !	0.3622
पहुँच ने वाली हूँ . मेरे ब ग ैर मत जाना !	దగగర కు వచ చేశా . నన న ొ ది లి వెళళి పో క ండి .	0.6052
सन स फा र म सी	స నస ఫా ర మ సీ	0.5576
कौन न शे का व या पा री अपने आप ूर ति करता से चो री करे गा ?	తమ స ొ ంత సర ఫ రా దారు డి నుండి దొ ంగ లి ంచే వాడు ఏం డీ ల ర ?	0.6334
ए , दोसत . सुनो .	హే , అబబా య , హే .	0.4914
वह कौन है ?	అతను ఎవరు ?	0.3643
" मैं वह द वार हूँ .	" నేను ఆ ద వా రా నని .	0.5322
आ मी न .	ఆమె న .	0.3910
पर पहले मैं चर च गया था . मैंने वह बच चा ह ंट के नी देखा .	ఇంత కు ము ందే చ ర చి కి వెళళ ా ను . అకకడ హ ంట కె ననీ ని చూశా ను .	0.6418
मुझे लगा अब बो म ॉन ट की सिर दर दी है .	అతని క బ యూ మా ంట తల న ొ పప ి అను కుననాను .	0.6342
शायद . नहीं , मैं बस एक फो टो ग रा फर हूँ .	అనుకుంటా . లేదు , నేను ఒక ఫో టో గరా ఫర ను .	0.6167
शायद . इस साल मैंने 1 3 गरे जु ए शन क वर किए .	అయి ంటుంది . అలా ంటి వి , ఈ ఏ డా ది 1 3 తీ శా ను .	0.6191
का ला गा उन ? मै च करती टो पी ? फु ंद ना ?	న లల గ ౌ ను ? అదే రం గు క యా ప ? కు చచు లు ?	0.7068
मैंने उनहें सक ूल भेज दिया .	నేను వాటి ని స కూ లకు పం పా ను .	0.4907
उसने जरूर त ह खा ने के लिए इसे चु ना होगा ,	ఖచచితంగా భ ూ గర భ ం ఉ ందని ఎ ంచు కు ని ఉంటా డు ,	0.5971
रू सी रू ले ट ?	ర ష యన రో లెట ?	0.4998
को ल व ॉ रे न ने अं क ब टो रे थे .	కో ల వా రెన కు పా యి ంట ల ొ చచా యి .	0.6539
एक बात कहूँ ?	ఏంట ో తెలుసా ?	0.4032
नहीं , तुम अपनी म ं जि ल ढूँढ लो गी , और उस तक पहुँच ो गी भी .	లేదు , నువవు నీకు ఏం కావాల ో తెలుసు కు ని , అది పొ ందు తా వు .	0.6077
हेदर ?	హే థర ?	0.3956
जरूर , कोई बात नहीं .	తపప కుండా , పర వాలేదు .	0.5010
तुमहारे बारे में कभी ऐसा नहीं सोचा .	నే నె పపుడ ూ నీ గురించి అలా అనుకో లేదు .	0.5456
नहीं , हाँ . नहीं , मुझे . . . मुझे बस लगता है . . .	నిజంగా , అవును . లేదు , నాకు . . . అనిపి సతుంది . . .	0.7236
तुमने कभी सुना नहीं , " अपने दु श मन को स दा पास रख ो " ?	ఎపపుడూ విన లేదా , " నీ శ తరు వు లను దగగర గా ఉ ంచుకో " అని ?	0.6868
मैंने सुना है कि लू क और कॉ नर ै ड स पर लॉ क चो री की एक गाडी में थे .	లూ క ఇంకా కా న రా డ స పర లా క ఒక దొ ం గి లి ంచిన కారు లో ఉననా రని వి ననాను .	0.6533
तुम ठीक तो हो ?	బాగానే ఉననా వా ?	0.3566
हाँ . मैं ड रि ंक ले ने जा रहा हूँ . कुछ चाहिए ?	ఆ . ఒక డ రి ంక తె చచు కుంటా ను . నీ కే మెనా కా వ ాలా ?	0.6406
हाँ .	సరే .	0.3574
वा कई किसी को मा रा होता ,	ఎవరి నె నా గు ద ది తే , వాళళు	0.4294
हाँ !	సరే !	0.3574
ड रे स अचछी है .	డ రె స బాగుంది .	0.5290
अचछा ?	ఏంటి ?	0.3225
दो से क ंड के लिए इन घट िया बात ों को भूल कर ई मान दा री से पे श आओ .	రెండు సె క నలు కా ండ ో మ పర క టన లా కా కుండా నిజ మెన వయకతి లా మాటలాడు .	0.6546
इतनी ई मान दा री काफी है ?	అంత స హ జ త వం సరి పో తు ందా ?	0.5468
तुमहें पर वाह नहीं .	నువవు ప టటి ంచుకో వు .	0.4556
- हाँ . - बेवकूफ .	- అవును . - వెధవ .	0.5999
हाँ , यह मेरा हों ठ है .	అవును , అవి నా పె ద ాలు .	0.5304
इसे .	అది .	0.5722
गाडी अचछी है .	కారు బాగుంది .	0.4275
मेरे दा दा जी ह द से जयादा प िया करते थे .	మా తా త యయ ఈ చెతత ను చాలా ఎ కక వ తా గే వాడు .	0.5772
तुमहें लगता है कुछ अचछा होने वाला है ,	నీకు ఏదో మంచి జరుగు తు ందని అనుకుంటా వు ,	0.5360
बे कार क पडे , जिन हें वे कभी नहीं पह न ना चाहते .	వాళళ ె పపుడ ూ వే సుకో ని పిచచి దు సతు లలా చూ సతారు .	0.5936
बे कार नौ कर ियाँ , जो वे कभी नहीं करना चाहते .	వాళళు ఎపపుడూ చేయ ాలను కో ని ప ను లు చేసే వారి లా .	0.5655
पता नहीं . मुझे लगा कि शायद कुछ सुना .	నాకు తెలియదు . నాకు ఏదో వి ని పి ంచింది .	0.5492
यह देखो ! शुरू हो रहा है !	చూడ ండి ! అది మొద ల వు తుంది !	0.5402
श हर वाले यहाँ आ ते हैं और सोच ते हैं कि वे इस जगह के , और	సి టీ జ నం ఇకకడ వారు కొ నే సథ ల ంతో పాటు అందు లో ఉండే అందరూ	0.6317
ह ंट के नी . मैंने यह नाम सुना है . वह अ क सर यहाँ आता है ?	హ ంట కె ననీ . నాకు ఆ పేరు తెలుసు . ఇకకడ కు ఎకకువ గా వ సతా డా ?	0.6616
परति यो गि यों के बारे में जाने बिना जी त नहीं सकते . . .	మనకు పో టీ ఏంట ో తెలి సే వర కూ మనం గె లు వ లే ం , అందు కని . . .	0.6649
आ ना चाहता था , पर मेरे बॉ स ने परे शान कर र खा है .	రా వాలని అను కుననాను , కానీ నా బా స ననను వ దల లేదు .	0.6111
यह मत कहना कि यह सुन कर लड किया ँ फ ँ स ती भी हैं .	ఆ మాట కు కొ ంద రు అమమాయి లు పడి పో తా రి ని చెపప కు .	0.6037
मेरा भाई फ री टा उन के अस पता ल में काम करता है .	మా క జి న ఫ రీ ట ౌ న లో ఆ సు ప త రి లో పని చేసతుననా డు .	0.6142
ऐ बी के नाम जो चि ट ठ ियाँ आती थीं , उनका कया ?	ఆమె ఆ బీ కి అ ందా య ని చెపపి న ఆ చ ీ టీ ల సంగ తే ంటి ?	0.5657
वा कई , ह ंट . तुमहारा यह साल काफी मुशकिल रहा .	అయ యో , హ ంట . నువవు క ఠ ి న మెన సం వ త సరం గ డి పా వు .	0.6106
धत ! तो , कया हा ल है ? मेरी याद आई कि नहीं ?	ఛ ! సరే లే , ఏంటి సంగ తులు ? గుర తొ చచా నా , లేదా ?	0.6132
- शायद जा रहा है . - का श कभी लौट कर ही न आए .	- వెళ ు తుననా డు . - ఎ పపటి కీ వెళళి పో తే బాగు ండు .	0.5746
ना राज ! नहीं , बल कि . . . बल कि इसका उल टा है .	ని రా శ ! లేదు , నేను . . . ని రా శ కు వయ తి రే కం .	0.6398
नहीं , इस तरह से त यो हार जैसा लगता है .	లేదు , ఇలా మరి ంత గా ప ండ గ లా అనిపి సతుంది .	0.5720
ताकि समझ े कि निय ं तर ण तुमहारे पास है .	నువవు నియ ంత రి ంచ గల వని దానికి తెలియ ాలి .	0.5439
दा ँ त ों से हों ठ को द बा ना अचछा लगता है .	నువవు నీ పె ద ం కొ రి కే తీ రు న చచు తుంది .	0.6331
मान ो दुनिया कोई भी ड भा ड वाली लि फ ट हो ,	దాని లో నువవు ఎవ రికీ ఇ బబంది కలు గ కూడ దని	0.5554
डॉज मे सन + . 9 6 नै ट ली वि लि य मस + . 6 0	డా డజ మే స న + . 9 6 నా ట లీ వి లి య మస + . 6 0	0.7549
- अचछा . - मुझे पता था कोई ग ड ब ड करो गे ,	- సరే . - ఏదో చెతత గా చేసతా వని తెలుసు ,	0.5912
जब भी हो पा ता है , उसे काम दे ती हूँ .	సా ధయ మెన ంత వర కు అతనికి పని సతుననాను .	0.5477
तुमहें पता है कि मुझे रह स य पसंद है .	నీకు తెలుసు గా నాకు ర హ సయ ాల ంటే ఇషటం .	0.5852
तुम पार कि ंग वाली जगह में रो रही हो .	పార కి ంగ లో కూ రచు ని ఏ డు సతుంది నువవు .	0.5899
- शुकरिया . - छो टे - छो टे त कि यों जैसे .	- ధనయవాదాలు . - చినన పె ద ాల ది ండ లలా గా .	0.6184
अजीब बात है कि मुझे वह बू पसंद है .	వి చి తర ంగా నాకు ఆ వా స న ఎలా న చ చే దో .	0.5911
र च ना त म क पर य वे कष क र वी न दर श ं कर शु कल	కరి యే టి వ సూ పర వె జర రా జే శ వర రా వు వల వల	0.6297
उनहें लगा कि वह अं क नहीं ब टो र रहा , इसलिए ऐ बी को फा इन ल में जाना था .	ఆ బీ ఫె న లస చే రే ందుకు అతను తన స కో రు త గ గి ంచు కుంటుననా డని అను కుననా రు .	0.6472
तो उसने कत ल को छु पा ने में मदद की ?	అతను హ తయ ను బయటకు రా కుండా చేశా డా ?	0.6099
जान ना है कि किस बात से डर ता हूँ ?	నా కే ద ంటే భయ మో తెలుసు కో వాలని ఉందా ?	0.5501
टर ॉ य ने मुझे साफ करना सि खा या . . .	ట రా య నే ర పి ంచా డు , పొ రలు వ సతే . . .	0.6554
अचछा . काफी सारे बि स कु ट बना ते हो ?	సరే . బాగా కు కీ లు త యా రు చేసతా వా ?	0.6124
जिस की मु स कान बडी अचछी है , है न ?	అదభు త మెన నవ వు కలి గి న దాని వి , కదా ?	0.5989
या यह कमी ना प न तुमहारी खा सि य त है ?	లేదా నీ ది ప నికి మ ాలి న సం పర దా య మా ?	0.5494
