Hindi	Telugu	Similarity_Score
ठीक है , मे जर .	వి ననా ం , మే జర .	0.5680
बॉ म ब बे के दरवा जे खु ल रहे हैं . एक मिनट में ब म गिर ेंगे .	బా ం బ బ ే తలు పు లు తె రు చు కుంటుననా యి . ఒకక నిమిష ంలో వే య ాలి .	0.6437
ब म गिर रहे हैं .	బా ం బు లు వే య ండి .	0.4419
जी न !	జీ న !	0.4188
अ मरी की हूँ . रू ज वे लट . स टा लि न . को का - को ला .	అ మె రిక న ని . రూ స వె ల ట . సట ాలి న . కో కా కో లా .	0.6878
रू ज वे लट .	రూ స వె ల ట .	0.5527
है म .	హా మ .	0.6082
ठीक है , हम जा रहे हैं . हम जा रहे हैं . हम जा रहे हैं .	సరే , మేము వెళ తుననాం . మేము వెళ తుననాం . మేము వెళ తుననాం .	0.5050
हाँ .	సరే .	0.3574
उनका विमान बर लि न के पू र व में शा सन ही न ज मी न पर दु र घट ना गर सत हुआ था .	వాళల విమానం , బె ర లి న కి త ూర పు వెపు న ఒక నిర జ న పర దేశం లో నే ల కూ లి ంది .	0.6906
मे जर , सर .	మే జర , సర .	0.6460
धनयवाद . धनयवाद .	థాంక యూ . థాంక యూ .	0.3322
न ू रे म बर ग . धत ! यह न ू रे म बर ग है . यह कम ब खत न ू रे म बर ग है . मेरा मत . . .	న యూ రె ం బె రగ . చెతత ! ఇది న యూ రె ం బె రగ . ఇది న యూ రె ం బె రగ . నా ఉదదేశం . . .	0.6833
गे ल ? गे ल !	గే ల ? గే ల !	0.6293
गे ल क ले वे न .	గే ల క లె వెన .	0.5973
तो चलो तुम लोगों के लिए कुछ त म बू ढूँढ ता हूँ जिन में आ ग जल रही हो .	అయితే మీ అంద రి కోసం చ లి మ ంట లతో ఉనన టె ంట లు ఏమెనా ఉననా యే మో చూ సతాను .	0.6388
धनयवाद , ले फ टि न ें ट .	థాంక యూ , లె ఫ టె నె ంట .	0.5739
2 अ पर ै ल , 1 9 4 5	ఏ పరి ల 2 , 1 9 4 5	0.7755
- आज रात को ? - आज रात को .	- ఈ రాతరి కా ? - ఈ రాతరి కే .	0.4639
हमारे अपने ही कम ब खत विमान हम पर हम ला कर रहे हैं .	మన స ొ ంత దే శ పు విమా నా లే మన మీద దా డు లు చేసతుననా యి .	0.5816
ग ले म नि ट ज .	గ లె మని ట జ .	0.6011
कम ब खत बचचे .	పిలల వెధవ లు .	0.4558
बक .	బ క .	0.3918
- ए , कु चले मत जाना . - मैं गाडी रो क द ूँ ?	- హేయ , కారు కింద పడ కు . - కారు ఆ ప మ ంటా రా ?	0.6742
नहीं , नहीं , नहीं .	వదదు , వదదు , వదదు .	0.4253
रो जी ! हाँ !	రో సీ ! భలే !	0.4629
कर ॉ ज .	క రో జ .	0.4368
यह . . . यह अचछी बात है . है न ?	అది . . . అది మంచి విషయం . కదా ?	0.6597
कयोंकि अगर आप र सा त ल में झा ंक ते हैं . . .	ఎందుకంటే మనం అ గా ధ ంలో కి తొ ం గి చూ సతే . . .	0.6247
