Hindi	Telugu	Similarity_Score
धनयवाद .	మంచిది !	0.2860
- तो , हो मो एक - दूसरे से इस तरह बात करते हैं ? -	అంటే , హో మో స ఓ కరి తో ఒక రు ఇలా గే మాటలాడు కుంటా రా ?	0.6215
न वा ब हो मो है .	న వా బ ఒక హో మో .	0.5088
न वा ब हो मो है !	న వా బ ఒక హో మో !	0.5088
अंदर .	లోప ల .	0.4009
हम ती नों के बीच , ठीक है .	మన ము గ గురి మధయ లో , సరేనా ?	0.5727
और हमारा सर कार में ग ठ बं धन है , और हम . . .	ఈ గ వర న మె ంటు పె గె లి చి ఇంకా మే మి దద రం కలిసి	0.6021
नहीं , तुमने त बा ह नहीं की . मेरी जिंदगी बहुत अचछी है .	లేదు నువవు ఏమి చేయ లేదు . నా జీవితం బ రం హ మా ండ ంగా ఉంది .	0.5986
वो सच नहीं है .	అది నిజం కాదు .	0.4580
अगर पहली बार तुमहें सुना ई नहीं दिया तो .	ఒక వే ళ ముందు చెపపి ంది నువవు వి ను ండ కపోతే .	0.5565
सर , न वा ब ?	సర , న వా బ ?	0.6268
आर जे ए स पी अ ध य कष बर जे श याद व की बेटी का दे हा ंत	ఆర , జె , ఎ స , పి లీ డ ర బర జే శ యా ద వ కు మార తె మ రణ ం	0.7090
क ंग न पता नहीं . इसमें देख ें . . .	గా జు లా ? నాకు తెలీదు . ఇకకడ చూడు .	0.5496
सवी कार करता हूँ .	అ ంగ ీ కరి సతుననాను .	0.4460
सवी कार करती हूँ .	అ ంగ ీ కరి సతుననాను .	0.4447
जिंदगी की म ती है , और मैं अपनी जिंदगी अपने पति के साथ गु जार ना चाहती हूँ .	జీవితం చాలా వి లు వెన ది నేను దానని నా భ ర త తో కలిసి ప ంచుకో వాల ను కుంటుననా ను .	0.5830
द फ तर 2	ఆ ఫీ స 2	0.5052
कया है ये सब ?	ఇ దంతా ఏంట స లు ?	0.4305
एक से क ंड , जान . एक से क ंड .	జ సట ఒకక సె క న . ఒకక సె కను .	0.5684
हम इसे ठीक नहीं कर सकते , आ दिल .	మనం దీ నని ఫి కస చే స కో లే ం , ఆ ది ల .	0.5696
बात सिरफ फै जा की नहीं है , यार . ये शादी ना काम या ब है !	ఇది ఫె జా ఒకక దాని గురి ంచే కాదు . మన పెళళి ఇం క న డ వ దు .	0.6293
- हाँ , मैंने गलती की , फिर भी . . . - मैंने ध ो खा दिया !	- అవును , నేను మో సం చేసా ను , అయి నా - నేను మో సం చేసా ను !	0.6268
गा ंड ू	వెధ వా	0.2926
कुछ नहीं , आ ं टी . वो रो श नी ठीक कर रहा हूँ ना . एक मिनट लगे गा बस .	ఏం లేదా ంట ీ . ఆ లెట సె ట ప చేసతుననా ను . ఒక ని ము ష ం పడు తుంది , అంతే .	0.7077
क बी र , मैं तुमहें बहुत पसंद करती हूँ . मुझे अभी बस ए ह सा स हुआ .	క బీ ర , నాకు నువ వ ంటే చాలా ఇషటం . అది నా కి పపు డి పపుడే తెలు సతోంది .	0.6363
मैंने आप सभी को आज यहाँ ये ए ला न करने के लिए बुला या है	నేను మిమమలని అంద రి నీ ఇకకడ కి పి లి చి ంది నేను జా న మే థ యూ ని	0.5937
पार टी ली डर का ब ंग ला है , साह ब . त ला शी तो होगी ही .	ఇది పార టీ లీ డ ర బ ంగ ళ ా , సర . చె కి ంగ అవు తుంది కదా .	0.6209
