Hindi	Telugu	Similarity_Score
पलीज . पलीज .	పలీజ . పలీజ .	0.4233
मुझे माफ कर दो .	ననను కషమి ంచండి .	0.4160
मुझे माफ कर दो .	ననను కషమి ంచండి .	0.4160
मैं ज ॉन सन परिवार के खिला फ दा यर की मु आ व जे की माँ ग वापस ले ल ूँगी ,	నేను జా నస నస వారి పిలల ల మీద చేసిన ఫి ర యా దు లను వెన కకి తీసు కుంటా ను ,	0.6375
पलीज मुझे एक और मौ का दो . मैं बदल सकती हूँ !	నాకు ఇం కొ క అవకా శం ఇవవ ండి . నేను మా రి పో తాను !	0.6007
जा ह िर है वह बदल गई है .	తపప కుండా మా రి ఉంటుంది .	0.4837
कया हम वह जाकर देख सकते हैं ?	మేము కూడా వెళలి అది చూడ ొ చచా ?	0.5044
हाँ !	సరే !	0.3574
ब धा ई हो , श री म ती ब ला न स की .	అభి న ంద నలు , మి స బ లా ంక స కి .	0.6062
मैंने कर दिखा या ? आपका मतलब यह वा कई . . .	నేను సా ధి ంచా నా ? మీరు నిజంగా నే నేను . . .	0.5121
लेकिन यह परा कृ ति क न शा है	ఇది స హ జ ంగా వచచే కు లా సా యే	0.5622
ए मिली स मि थ	ఎ మి లీ స మి త	0.3987
हाँ , सर . मैं समझ ती हूँ .	సరే , సర . నాకు అరథ మెంది .	0.6076
मैंने आगे और पीछे , दोनों तरफ अ शि ष ट ट ै ट ू बन वा रख े हैं .	నేను ముందు అలాగే వె నుక కూడా ట రా ం ప సటా ం ప వే యి ంచు కుననా .	0.6361
करि समस पु डि ंग .	ఫి గ గి పు డ డి ంగ .	0.4875
लेकिन बाहर एक बडी पार टी चल रही है , तो . . .	కానీ , ఇకకడ ఒక పార టీ జరుగు తోంది కాబటటి . . .	0.6243
बुरा मत मान ना , मार टी , हम यहाँ भा री मु सी ब त में हैं .	ఏమీ అనుకో కు , మార టి , కానీ మన పరిసథి తి అస స లు బ ాల ేదు .	0.6441
या सै ं टा कल ॉ ज के लिए आवा ज उठा सकते हो	లేదా మీ వి లు వల కోసం ధ ె రయ ంగా ని ల బడ వచచు	0.6257
लोग खुशी से तुमहें मु ँ ह माँ गे पैसे देंगे इन करि समस के ह त यार ों को गलत सा बि त करने के लिए	జ నం సంతోష ంగా మీరు అడి గే రే టు ఇ చచి కొ ను కకు ంటా రు కరి సమ స ని పా డు చేసే వారి ని అ ణ గ దొ కక ే య ండి	0.6706
ग जब !	వా వ !	0.3969
जे कब , उस आदमी का काम ही मत भे द पै दा करना है .	జే క బ , వాడి ప నే పర జ ల మధయ వి భ ే ద ాలు స ృష టి ంచడం .	0.6398
यह स था पि त पर ो टो क ॉल का खु ला उल लं घ न है .	అది మన ని బం ధన లకు అనని వి ధ ాలా వయ తి రే కం .	0.6334
असल में , ऐसा लगता है . हाँ .	అవును , నిజం . అలాగే ఉననావు .	0.5324
सही कहा . ध र ती .	సరే . భ ూ మి పె కి .	0.4672
ना सु ध र ने वाले को सु धा र ना लग भ ग नाम ुम किन है .	వి మో చి ం ప శ క యం కానీ వారి ని వి మో చి ంచడం అ సా ధ యం .	0.6401
क लि ंट ब रि ग स - जन व री	కలి ంట బ రి గ స - జ న వరి	0.6277
म ई	మే	0.1742
कि एक वय क ति की द या की ल हर ें बहुत दूर तक जा सकती हैं .	అనే కు ల పె పర భా వం చూ ప గల దు అనన విషయం అంద రికీ తెలి సి ందే .	0.6346
पता है , जैसे . . .	అంటే , ఇపపుడు . . .	0.6193
न व ंबर	న వం బర	0.3868
. . . जरा सोच ो इसकी ल हर ें कितनी दूर तक जाएँ गी .	. . . ఆ పర భా వం ఎంత మంది పె పడు తు ందో ఊ హి ంచుకో ండి .	0.6572
ब रि ग स	బ రి గ స	0.5105
जाएँ गी	చూడ ండి	0.3915
पर बं धन की अन ुम ति मिल गई है .	మే నే జ మె ంట వారు ఒ పపు కుననా రు .	0.5876
हैलो , माँ .	హేయ , అమమా .	0.4411
ओह , ज ॉ श . तुमने कया पो सट कर दिया ?	ఓహ , జా ష . నువవు ఏం పో సట చేసా వు రా ?	0.6623
. . . कुछ मिल गया जिस से काम बन जाना चाहिए .	. . . మనకు పని కొ చ చే ది ఒకటి నాకు దొ రికి ంది .	0.5557
थोडा जयादा मुशकिल है	అను కునన దాని క ననా కష టం	0.4358
हाँ .	సరే .	0.3574
यह सप ष ट हो गया है . मैं एक बहुत बु री इंसान हूँ .	నేను అ ధి కా రిక ంగా చాలా దారు ణ మెన మనిషి ని అయ యా ను .	0.6076
अरे !	హేయ !	0.3519
नहीं .	లేదు .	0.3291
