Hindi	Telugu	Similarity_Score
गो लि यों की लो री सुन के लं बी नि ंद सो जाए ं गे	మేము తూ ట ాల ల ాలి వి ంట ూ వి శ రా ంతి తీసు కుంటా ము	0.6094
त ू ना ल मेरे बेह जा	మరియు నాతో ఉండ ండి	0.4710
त ू ना ल मेरे बेह जा	మరియు నాతో ఉండ ండి	0.4710
वि घ ा को ट च ौ की पर हमारे सिरफ 1 2 0 जवा न और एक प ग गी है .	పా కి సతా న 1 8 00 ద ళ ాలు మరియు 1 00 ట యా ం కులు ని ఆ ప డానికి	0.6789
कयोंकि हमें भी उस रा स ते से भ ु ज तक पहुँच ने में 4 8 घं टे का वकत लगे गा .	ఎందుకంటే మాకు కూడా ఆ మా రగ ం ద వా రా భు జ చే రు కో వడానికి 4 8 గంట లు కావాలి .	0.6507
ज य हि ंद ! !	జె హి ంద ! !	0.4813
सु ंदर ये सोच अगर हम मर ग ये तो हमारे बच चों का कया होगा ?	మనం చని పోయి న టల యి తే మన పిలల లకు ఏమి జరుగు తు ందో ఊ హి ంచండి .	0.6156
और या ह या खा न का श री म ती गा ं धी के साथ चा य पी ने का सप ना	మరియు శ రీ మ తి గా ం ధ ీ తో టీ ప ంచుకో వడం యా హ యా ఖ ా న గా రి కల	0.6235
हमारी फ ौ ज ें पू र वी पा किस ता न की ओर तै ना त हो गई	మా బ ల గ ాలు త ూర పు పా కి సతా న వెపు మో హ రి ంచ బడ డా యి .	0.6616
ऑ परे शन च ं गे ज खा न भ ु ज .	ఆ పరే షన చే ం జ ఖ ా న , భు జ .	0.7071
तेरी ध ूल से बढ के	నా దేశం నే ల కంటే	0.5116
तेरी ध ूल से बढ के	నా దేశం నే ల కంటే	0.5116
तेरी ध ूल से बढ के	నా దేశం నే ల కంటే	0.5116
त ू बा ग है मेरा	నువవు నా స వర గం	0.5064
त ू बा ग है मेरा	నువవు నా స వర గం	0.5064
त ू बा ग है मेरा	నువవు నా స వర గం	0.5064
ज य श री राम !	జె శ రీ రా మ !	0.4609
हम इन बो त लों को दु श म नों पर फ े क ेंगे और फिर इन बो त लों पर फा यर करेंगे .	మేము ఈ సీ స ాలను శ తరు వు ల పె న వి సి రే సి మరియు వారి పె కాల పు లు జ రు పు తా ము .	0.6260
आप आ धे घं टे बाद वि ज य साह ब को म ं दि र लेकर आ जा ई ये .	3 0 నిమిష ాల తరవాత మే జర సా రని ఆ ల యా నికి తీసుకు రండి .	0.6369
अ ल वि दा के आँ सू और 7 5 करो ड रु प ए जाते - जाते उनके हाथ पर रख दि ये .	మేము కొంచెం క ననీ ళల తో మరియు 7 5 కో టల రూ పా య లు వారి ని పం పి ంచా ము .	0.7007
आप पो सट अपने 1 2 0 साथ ि यों के साथ संभाल ली जिए .	మీ 1 2 0 మంది సె ని కు లతో ఈ పో సట బాధ యత వ హి ంచండి .	0.6613
गो लि यों की लो री सुन के लं बी नि ंद सो जाए ं गे	మేము తూ ట ాల ల ాలి వి ంట ూ వి శ రా ంతి తీసు కుంటా ము	0.6094
साह ब पा किस ता नी से ना की तीन ब टा लि यन 1 00 ट ै ं को के साथ	సర , మూ డు బె ట ాలి యన లు , తో పాటు 1 00 మంది పా కి సథా న సె న యం	0.6692
पा किस ता नी से ना 1 00 ट ै ं कों की रे जी में ट के साथ 1 8 00 सै निक लेकर रात 1 1 ब जे तक पहु च जाए गी .	పా కి సథా న సె న యం వారి 1 00 ట యా ం కు లతో మరియు 1 8 00 మంది ద ళ ాలు రాతరి 1 1 గంట లకు చే రు కుంటా యి .	0.7535
1 9 6 8 , में कर न ल ना यर ने हि ंद ु सता नी से ना कि ओर खेल ते हुए	కల నా య ర ఇ ండి యన ఆర మీ కి పరా తి ని ధ యం వ హి సతునన పపుడు 1 9 6 8 లో ,	0.7044
उस कु ए ं वाले घर के पास जरूर ठ हर ना	బా వి దగగర ఉనన ఇంటి ని మి స చేయ వదదు .	0.6106
मैं जानता हूँ कि मु का ब ला मुशकिल है .	ఇది పరమా ద కర మెన పని అని నాకు తెలుసు .	0.5545
हमारे पास ब म डि फ यू जर सू ट भी नहीं है .	మన దగగర బా ం బు డి ఫ యూ జర సూ ట కూడా లేదు .	0.6654
आज इसी हि ंद ु सता न के लि ये हमें लड ना है .	ఇపపుడు మనం అదే భా ర త దేశం కోసం పో రా డ ాలి .	0.6470
त ू जग न ु भ ु ला के त ू ना ल मेरे बेह जा	పరప ంచా నని వి డి చి పె టటి నాతో ఉండ ండి	0.5576
पू र वी पा किस ता न के लोग उ र दू की जगह बा ंग ला भा ष ा बोल ते थे .	త ూర పు పా కి సతా న య ొ కక పర ధా న మా ండ లి కం బ ంగ లా ఉ ర దూ కు బ దు లు గా	0.7077
इस हार को जी त में बदल ने के लिए हमारे पास तीन रा स ते है .	ఈ ఓ ట మి ని వి జ య ంగా మా రచ డానికి మాకు మూ డు మా రగ ాలు ఉననాయి .	0.6085
ज य हि ंद !	జె హి ంద !	0.3777
न ब बे लोगों का ए यर पो रट का स टा फ है , और	వా రికి 9 0 మంది సి బబంది ఉననారు , మరియు	0.4946
न ू रा , भी मा , अ ल ता फ , वि र न , वा हि द , ल ती फ , मी राम ड	న ూ రా , భ ీ మా , అ ల తా ఫ , వి రా మ , వా హి ద , ల తీ ఫ , వి రా మన	0.6710
मेरे हि ंद ु सता न को सला मत रख ना .	నా మా త ృ భ ూ మి ని కష ే మ ంగా ఉ ంచండి .	0.5436
क मा ं डि ंग ऑ फि सर भ ु ज ह वाई अ ड डा .	క మా ండి ంగ ఆ ఫీ సర , భు జ ఎ యి ర ఫీ ల డ .	0.6856
हमारी कि सम त में मर ना लि खा होगा तो हमें कोई नहीं बचा पा ए गा .	మన ము చని పో తా ము అని వి ధి అయితే అపపుడు మన లని ఎవరూ ర కషి ంచ లే రు .	0.5861
बो ले सो नि हा ल . . .	నీ పేరు అంత టా . . .	0.6328
अगर भ ु ज ह वाई अ ड डा पा किस ता नी से ना के कब जे में आ गया	పా కి సతా న సె న యం భు జ విమా నా శ ర యం పె నియ ంత రణ తీసుకు ంటే	0.6710
लेकिन वि घ ा को ट तक हमारे सै निक पहु ं च जाने चाहिए .	కానీ మన ద ళ ాలు తపప క వి ఘ ా కో ట పో సట కు చే రు కో వాలి .	0.6234
उसके बाद भी दिल ली को उडा ने के लिए हमारे पास दस टर क बा रू द बच जाएगा .	మేము ఢ ి ల లీ ని పే ల చే ందుకు ఒక డజ ను టర కకు లను పే లు డు ప దా రథ ాల తో ని ంపు తా ము .	0.6327
अभी - अभी मौ ला ना ने पा किस ता न के ब दी न से मुझे खबर दी है .	మ ౌ లా నా ఇ టీ వల పా కి సతా న బా ది న నుండి నాకు వార తలు ఇ చచా రు	0.6380
और आज वि ज य सर उ ष ा मैडम को अपने दिल की बात बता ए ं गे .	మరియు ఇపపుడు సర అతని భా రయ ప టల భా వాల ను వయ క తం చేసతా డు	0.6767
यह लै ं डि ंग सं भ व नहीं है भाई .	ఈ ల యా ండి ంగ సా ధ యం కాదు సోద రా .	0.6077
अगर आज हमने अपने देश की मदद नहीं की	కానీ మనం మన దే శా నికి సహా యం చేయ కపోతే	0.5140
