Hindi	Telugu	Similarity_Score
तुमने मुझे माफ किया और बात व हीं पर खतम हो चु की थी .	నువవు కషమి ంచా వు కూడా అన నీ మర చి పోయి సంతోష ంగా ఉననా ం .	0.6010
मेरा ज मी र इसकी इ जा ज त नहीं दे गा .	అది నాకు ఎ పపటి కీ బాగా అనిపి ంచ దు .	0.5680
- शुकरिया , शुकरिया . - पलीज .	- థాంక యు , థాంక యు . - పలీజ క మ .	0.5209
" मेरे साथ ऐसा कयों कर रहा है ? बात करते हैं . तुमहारा अपना . . . न वा ब ? "	" నా కి లా ఎందుకు చేసతుననా వు ? మనం మాటలాడు కు ందా ం . ఎ పపటి కీ నీ వా డె న న వా బ ? "	0.6503
जरा जि प खो ल दो गे ?	ఈ జి ప తీ సి పె డ తా వా ?	0.4646
ता रा ? तर ु ण ने मेरा ल ह ं गा भे जा ?	తా ర . తరు ణ నా లె హ ంగా పం పి ంచా డా ?	0.6310
मैं होती , तो पैसे कभी भी नहीं ले ती .	నే నె తే ఆ డబ బ స లు తీసుకు నే దానని కాదు .	0.5580
वो एक गलती थी !	అద ొక పో ర బా టు !	0.4354
पलीज . मुझे शर मि ंदा मत करो . बस भूल जाओ उसे .	పలీజ . ననను ఎ ం బా రె స చెయయ దదు . అది మర చి పో దాం .	0.6541
वह लडकी मु स ल मान है . त ला क शु दा है .	ఆ అ మా యి ము స లి మ . డి వో ర సీ తి స కు ంది .	0.6544
बिना मेरे जाने , मेरी रिक ॉर डि ंग की .	నాకు తెలీ కుండా ననను రి కార డ చేసా వు .	0.5642
पता है . मैं देख रहा हूँ , ठीक है ? पता नहीं वह कैसे बाहर आया .	నాకు తెలుసు , నేను చూ స కుంటా ను . ఓ కే . అది ఎలా లీ క య యి ందో తెలీదు .	0.6222
अरे , श ौ क से . ये आप ही के लिए है .	ఓ , తపప కుండా . తను ఉనన దే మీ కోసం .	0.6489
पैसे मैं लगा सकता हूँ .	నేను ఫ ెనా నస చేసతాను .	0.4955
कर न ! सब ठीक तो है ना ?	క రణ ! అంతా బా నే ఉంది గా ?	0.5615
शि का य त दर ज करे गी . इसके बाद , इसे था ने ले जा रहा हूँ .	తను కే స పె డు తు ంద ట , ఇకకడ నుంచి సట ే ష ను కి తీ స కె ళ ు తుననాను .	0.6543
याद है , मैंने ही कहा था ना , उस फै जा को अपने घर पे मत रख ?	గురతు ందా , నేను చెపపా ను గా ఆ ఫె జా ని మీ ఇంట లో పెటటు కో వ దద ని .	0.6411
ठीक है . जान बचा ली इस ने .	ధనయవాద లు , తను చాలా మంచిది .	0.5219
मुझे पयार हो गया और . . . माफ कीजिए .	నేను పరే మ లో పడ డా ను . . . అ యా ం సా రీ .	0.6143
हमारे परिवार में कभी किसी और त ने नौ करी नहीं की . यह पहली और त होगी .	మా ఫా మి లీ లో ఇ పపటి దా కా ఏ అమమాయి కూడా పని చెయయ లేదు . త నే మొదటి ద వు తుంది .	0.5656
प ंत जी , पलीज आप बाहर जा के से टि ंग देखो , यार .	ప ంత , మీరు బయట కి వెళళి సె టటి ంగ చె క చెయయ ండి .	0.6274
उसकी एक बेटी है .	అతని కో కూ తు రు ంది .	0.4755
म ंड ो टा कि ला और मह ल ज य पु र सम र स ंग दे व या नी	ము ండ ో టా ఫో ర ట ఎ ండ పాల ె స జె పూర సమ ర వె డ స దే వయా ని	0.6762
आप सब का रो बार वाले सवाल परे स कॉ न फर ें स में पूछ िए .	ఈ బి జి నె స కి సంబం ధి ంచిన పర శ నలు పర ె స కా న ఫ రెన సు లో అడ గ ండి .	0.6403
हर जगह इसे उ छा ल ने की सोच रहे हैं . दिल ली टा इ मस में भी .	వాళళు అనని చో ట లా వే ద దా మను కుంటుననా రు . ఢ ి ల లీ టె మ సు లో కూడా .	0.6490
कम रे में है अभी . मैंने आ ते वकत कम रा बाहर से बंद कर दिया था .	అతని ం కా రూ ంలో నే ఉననాడు . నేను గ ది ని బయట నుంచి లా క చేసా ను .	0.6415
मैडम , दे व या नी मैडम आई हैं , पू जा से मिलने .	మే డ మ , దే వయా ని మే డ మ వచచా రు ప ూ జ ని కల వడానికి .	0.6335
तुम यहाँ इसलिए नहीं रह रही कि तुमहें अपने बू ढ े माँ - बा प की फि कर है .	క మా న . నువ వి కకడ నీ వయ సు పె బ డు తునన పే రె ంట స గురించి దయ తో ఉండ ట లేదు .	0.6563
- या यह किस ने किया , पर मैं पता . . . - तुमने हमारी रिक ॉर डि ंग की !	- లేదా లీ క చేసి ంద ె వర ో , కానీ కను కకు ంటా ను - - మన లని రి కార డ చేసా వు !	0.6419
तो फिर छोड दो .	అయితే వెళ ి పో .	0.3453
तुमहें पर भा त से बात करके , इसे रो क ने को कहना चाहिए .	నువవు పర భా త కి కాల చేసి దానని ఆ ప డానికి పరయతని ంచ మని అడ గ ాలి .	0.5757
तो , मेरी अभी क ुम ा र जी से बात हुई . मि से ज याद व के दूर के भाई .	మరి , నే ని పపుడే కు మార గా రి తో మాటలా డా ను . మి సె స యా ద వ క జి న .	0.6747
तो , कया तुम पिछ ले जन म में यकीन करते हो ?	అయితే చెపపు , గ త జీవి తా నని నమ ము తా వా ?	0.6216
भा ड में जाएँ वो .	వాళ లని వది లె య .	0.4832
तुमहें सा व धा न रहना होगा .	మీరు జా గర తత గా ఉండాలి .	0.5029
तुमहारे इस फै स ले की वजह से कि तने लोग भ ु गत ेंगे , कुछ पता है ?	నీ ఈ నిరణ యం వలల ఎంత మంది స ఫర అవు తా రో నీ కే మెనా అయి డి యా ఉందా ?	0.6770
नहीं . सी सी टी वी फु टे ज था . मुझे तो पता भी नहीं था कि वे लोग . . .	కాదు . అది సి . సి . టి . వి ఫ ు టే జ . నేను గర హి ంచ లేక పోయా ను అది ఉ ందని .	0.6604
तुमहें सा ला बच चा चाहिए ?	ఇ దంతా పిలల ల కో స మే నా ?	0.4980
मैडम , आप हमारे परिवार की बे इ जज ती कर रही हैं .	మా మ , మీరు మా కుటుం బా నని అవ మా ని సతుననారు .	0.5814
नहीं . शि बा नी मैडम आई हैं . बैठ क में बैठ ी हैं .	లేదు . షి బా నీ మే డం వచచా రు . డ రా యి ంగ రూ ంలో ఉననారు .	0.5874
बडी म जब ूत और त हैं वो , ता रा मैडम .	ఆమె చాలా సట రా ంగ లే డీ , తా ర మా మ .	0.5640
- हाँ , इससे कौन कह सकता है कि कया करना है ? -	అవును , తన కి ఏం చెయయ ాలో చెపపే ధ ె ర యం ఎవరి కు ంది ?	0.5897
पहले पिता जी से बात कर ले ती हूँ .	మొద ట , మా నా ననా గా రి తో మాటలాడ తాను .	0.5157
सब की अपनी - अपनी की मत होती है .	పరతి ఒకక రికీ ఒ కో ధ ర ఉంటుంది .	0.4953
मैं तुमहारी मदद नहीं कर रही . मैं यहाँ आई ही नहीं .	నేను మీ కే ం సాయం చెయయ ట లేదు . నే నస లు ఇకకడికి రా నే లేదు .	0.5217
हम उनहें कर न के बारे में बता सकते हैं .	మనం వాళల కి క రణ గురించి తెలి సే లా చెయయ చచు .	0.5572
मैं होती ना तो उसके दा ँ त तो ड दे ती .	నే నె తే నా వాడి ప ళళు రాల గొ టటే దానని .	0.5558
उसे अ कल म ंद ी से काम लेना चाहिए था . पाँच ला ख से कुछ नहीं होता .	తను ఇంకా స మార టు గా చెయయ ల సింది . 5 లకష లు అస స లు సరి పో వు దానికి .	0.6500
मेरी चिंता मत करो .	నా గురించి వది లె .	0.3860
हार म नी कर न वाले माम ले का इस ते माल करे गा .	హా ర మ నీ వాళళు క రణ కేసు ని వాడు కో వాల ను కుంటుననా రు .	0.5667
इस तरह के परिवार को हा ई - फा ई शो शा ही पसंद आए गा .	ఇలా ంటి కుటుం బ ాల కు హె ఫె పెళళి ళళ ే న చచు తా యి .	0.6139
उनहें कान ू नी त ौर पर संभाल ने दो .	వాళళ ని లీ గల గా హా ండి ల చెయయ నీ .	0.5704
तुमहें पता भी है कि ये किस ह द तक गलत है ?	నీ కర ధ మ వు తో ందా ఇది ఎ నని రక ాలు గా తపప ో ?	0.6325
अचछे इ ला के में घर दिल वा ना चाहता है .	మంచి ఏ రి య ాలో ఇ లలు ఇ పప ి ంచ ాలను కుంటుననా డు .	0.5698
ख न ना स टी ल	ఖ ననా సట ీ ల .	0.4359
जब हम ला पर वाह होते हैं , किसी और की त सवी र निका ली जाती है .	మనం మాట లతో స ంత రు ప తి పడి తే , ఇం కోర ొ చచి ఫ ొ టో లలో పడు తుననారు .	0.6113
रा नी .	రా ణి .	0.3419
हमें बस परिवार को बता देना चाहिए . वे लोग शि का य त दर ज करेंगे .	మనం ర నా వ త కుటుం బా నికి చెబు దాం . వాళళ ే చూ సు కుంటా రు .	0.6267
रो ने दे उसे .	ఏ డ వ నీ దానని .	0.4649
मैं तुमहारी कोई पार टी नहीं छोड ती , रु चि . जान बू झ कर तो कभी नहीं .	నీ పార టీ లని ఏ వీ మి స స వ వం , రు చి . కా వాలని మా తరం ఎపపుడూ కాదు .	0.6587
आज दो पह र तक , इसे इं टर ने ट से ह ट वा द ूँगा , ठीक है ?	ఈ మ ధ యా హ నా నికి దానని ఇంట ర నె ట లో ంచి తీ యి ంచే సతాను , సరేనా ?	0.6481
बता इए , कया कर सकते हैं आपके लिए ?	చెపప ండి . ఏం చెయయ ాలి మీ కోసం ?	0.4892
पू जा ? तुमहें इन की बात मान ने की कोई जरूरत नहीं है . ठीक है ?	ప ూ జ , నువవు ఆ వి డ మాట వి నా ల సిన అవసరం లేదు . అరథ మ యి ంద .	0.6641
- मैं पागल नहीं हूँ . - तुमने उसका घर बर बाद कर दिया .	- నా కే ం మ తి పో లేదు . - నువవు ఆమె ఇంటి ని నా శ నం చేసా వు ,	0.6044
नहीं , मेरी वर दी में नहीं .	నా యూ ని ఫా ంలో కాదు , వదదు .	0.5246
चल थोडा घ ू म के आ ते हैं .	పద అలా తిరిగి వ ద దా మా ?	0.5634
कया तुमने एक बार भी सोचा ?	దాని గురించి ఆలోచి ంచా వా ?	0.4507
और मुझे अभी जान ना था .	నా కే మో ఇ పపుడే తెలియ ాలి .	0.4718
सिरफ बोल नहीं रही हूँ . कुछ चीजें ठीक नहीं हैं .	ఉ తతి నే అలా చెపప ట లేదు . కొనని విషయ ాలు మంచి వి కా వు .	0.5366
ड रा इ वर द फ तर के पार कि ंग में ही छोड दिया था .	డ రె వర ని ఆ ఫీ స పార కి ంగ లా ట లోనే వె యి ట చెయయ మ ననా డు .	0.6224
बहुत अचछा लगे गा . सिरफ आप , सारे मर द ों के साथ .	ఛ ాలా బాగు ంటుంది . వాళళ మధయ ని ల బడ ండి చ ాలు .	0.6148
मि सटर र ना व त , मैं ए फ ड बल यू टी ला इ फ स टा इ ल मै ग जी न से हूँ .	మి . ర నా వ త . నేను ఎ ఫ . డబ లూ . టి లె ఫ సట యి ల ప త రిక నుంచి వచచా ను .	0.7290
डै ड ने कहा है कि या तो उनके हि सा ब से र हूँ या घर छोड द ूँ .	నానన చెపపా రు తన రూ లస పర కా రం ఉండాలి లేదా వెళ ి పో వాలి .	0.6163
पागल मत बन ो . उसे पूरा ह क है ना राज होने का .	సి ల లీ గా మాటలాడ కు . తన కి కో పం రా వడానికి హ కకు ంది .	0.5998
उसके साथ वकत बि ता .	అతని తో టె ం గ డు పు .	0.5467
उसने मेरा घर बर बाद किया .	తను కూడా నా ది నా శ నం చేసి ంది .	0.4796
नहीं जाए गी . याद व परिवार की शादी हार म नी ही करवा ए गा .	మీరు కో ల పో రు . యా ద వ స పెళళి హా ర మ నీ తో నే జరుగు తుంది .	0.5762
मुझसे बात तो कर .	క నీ సం నాతో మాటలాడు .	0.4820
ये लोग तो रा जा - म हा रा जा हैं .	వీ ళళు రా జు లు , మ హా రా జు లు .	0.5955
इतना कुछ किया है यहाँ तक पहुँच ने के लिए . त ू खुद ही सोच .	ఇకకడ కి చే రు కో వడానికి ఎంత చేసా వు . అది ఆలోచి ంచు .	0.6083
उसे हा सि ल करते हैं .	దానని ఎలా గ ెనా సా ధి ంచాలి .	0.4573
पुलिस , को रट - क च ह री के च क कर में तो पड ने से बेहतर है ना ?	పోలీసు లు కోర టు లతో పెటటు కో వడం క ననా డబబు తీ స కో వడం మంచిది .	0.6284
मुझे पता है , आज कल तुम लोग कि तने वय सत हो , पर तुमहें एक और काम दे सकती हूँ ?	మీ రె ంత బి జీ గా ఉననా రో నాకు తెలుసు , కానీ నా కోసం ఒక పని చేసతా వా ?	0.6024
वह जब घर आए , तो उसे . . . उसे पयार दे .	అతను ఇంటికి వచచి న పు డు , అతనికి పరే మన ంది ంచు .	0.5407
तुमहें किसी को जवाब देना पडे , ये बात मुझे बिलकुल पसंद नहीं .	నువవు ఇం కొ కరి కి సమా ధా నం చెపప ాల సి రా వడం నాకు న చచ దు .	0.6214
पता है , मैंने छ ह बार ते रे घर फोन किया .	తెలుసా మీ ఇంటికి ఆ రు సా రలు కాల చేసా ను .	0.5988
मेरे पति के साथ सो ना कोई गलती नहीं है .	నా భ ర త తో పడు కో డం పొ ర బా టు కాదు .	0.6147
और , दे व या नी , ये जै न है . फा इ व सी जन स हो ट ल स की डा य रे क टर .	అమమా , దే వయా ని , ఈ వి డ జే న , ఫె వ సీ జ నస హో టల డె రె క టర .	0.7013
वि देश से आए हमारे मान नी य मे हमा न आज एक खास वजह से यहाँ इ कट ठा हुए हैं .	మా గ ౌ ర వ నీ య అ తి థ ు లు ఓ పర త యే క కారణ ం కోసం ఇవ వాళ ఇకకడ కి వచ ఛ ా రు .	0.7034
कुछ नहीं होगा उस को .	వాడు తపప ి ంచు కుననా డు .	0.5016
का श हमारे बीच सब कुछ इस तरह से खतम ना हुआ होता .	మనం అలా వి డి పోయి ఉండ కుండా ఉండ ాల సింది .	0.5349
नहीं , जा य ज सौ दा होगा . एक जा य ज का रो बा री सौ दा .	కాదు , అద ో పరా పర డీ ల వు తుంది . ఒక స రెన బి జి నె స డీ ల .	0.5798
पाँच ला ख काफी होते हैं .	5 లకష లు చాలా పెదద మొతత ం .	0.4737
बेटा , बुरा वकत है . ये भी कट जाएगा .	తల లీ , ఇది కష ట కాల ం , ఇ దీ దా టి పో తుంది .	0.5738
बस करो ! तुम इसे ड रा रहे हो .	ఆ పి ంక ! ఆమె ని భయ పె డు తుననావు .	0.5978
ये कया है ?	ఇ దంతా ఏంటి ?	0.4233
नहीं , यार , काफी पी ली है .	వదదు , ఇ పపటి కే చాలా తా గా ను .	0.4900
वह अचछी बच ची है .	తను మంచి పిలల .	0.4547
हम उममीद करते हैं कि 2 0 2 0 के अ ंत तक .	మే ం 2 0 2 0 చి వ రికి తె ర వాల ను కుంటుననా ం .	0.6380
तो , सम र , आप से शु रु आत करता हूँ .	సో , సమ ర , నీ తో మొద లు పె డ దాం .	0.6780
ये सा री पाँच दिन पहले की त सवी र ें हैं .	ఇవ ననీ 5 రోజు ల ముందు తీ సిన ఫ ొ టో లు .	0.6279
कुछ कर सकते हैं हम ?	మనం ఏమెనా చెయయ గల మా ?	0.5273
उनहोंने असल में कर दिया है . तुमहारे म कान मा लि क ने सारे सब ूत वापस ले लिए .	అతను నిజంగా చెపపి న టటు చేసా డు . మీ ఓ న రు మొతత ం సా కష యానని వెన కకి తీసు కుననా డు .	0.6264
तुमहें कोई काम करना शुरू करना होगा , फै जा .	నువవు పని చెయయ డం మొద లు పెటట ాలి , ఫె జా .	0.5933
पता है त ू परे शान है .	బాధ పడు తుననా వని తెలుసు .	0.5145
और अपनी जि म मे दा रि यों को ,	అలాగే నా మీ దు నన బాధ యత కూడా	0.5474
सोचा उससे मिल ल ूँ .	త నని కలు సతా నను కుననాను .	0.4557
