Hindi	Telugu	Similarity_Score
रुको , तुम कया कह रही हो ?	ఆగు , నువవు చెపపే ది ఏంటి ?	0.5202
है ना , गरेस , फै ंग ,	హ ననా , గరేస , ఫె ంగ ,	0.6545
नहीं .	లేదు .	0.3291
हैलो , डॉ गी .	హాయ , కు క కా .	0.5109
नहीं !	లేదు !	0.3291
मैं तुमहें यह सच में बता ना चाहती थी , पर तुम दोनों ने खुद पता कर लिया .	నేను మీ తో నిజంగా చెపప ాల నే అను కుననా , కానీ మీ రి దద రూ ము ందే కని పెటట ే సా రు .	0.6048
पर कया तुमहें नहीं लगता कि तुमहें जा ँच करनी चाहिए ?	కానీ మీరు దర యా ప తు చే సతే మంచిది అని అనిపి ంచడం లేదా ?	0.5391
- सही कहा ? तुमने ऐसा कयों कहा ? - अ नी क , मुझे एक मिनट दो .	- అవునా ? ఇపపుడు అలా ఎందు క ననా వు ? - య నిక , ఒక నిమిష ం ఇవ వు .	0.6804
मैंने भी एडगर की हतया की .	నేను కూడా ఎడ గర ని చం పా ను .	0.5322
नहीं .	వదదు .	0.3902
फै ंग , स सु र जिस की कं गा ली का किसी को पता नहीं है .	ఫె ంగ , ర హ సయ ంగా ఆ రథ ి క ఇ బబ ందు లు ఎదు ర కొ ంటు నన మా వయ య .	0.6215
वि वि यन , सा स जिस का अपना राज है .	వి వి యన , తన స ొ ంత ర హ స యం ఉనన అత త .	0.5772
यू लि सी स .	యూ లె సీ స .	0.5649
कोई बात नहीं . हम सभी को उस अफ े यर के बारे में पता है .	ఏం పర లేదు . మా అంద రికీ మీ అ కర మ సంబం ధం గురించి తెలుసు .	0.6263
{ \ an8 } वि वि यन	{ \ an8 } వి వి యన	0.5777
यू लि सी स !	యూ లె సీ స !	0.5649
वह द या ल ु है .	అతను మ ంచ ో డు .	0.5406
यहाँ कया हो रहा है ?	ఇకకడ ఏం జరుగు తోంది ?	0.4947
मैं वह नहीं कर रहा था .	నేను చేసి ంది అది కాదు .	0.4368
- पि त ृ त व टे सट ? - मैंने उनसे कहा था कि तुमहें न बता एँ ,	- పె టర ని టీ టె సటా ? - నేను వాళ లకు చెపప ొ దదు అని చెపపా ను ,	0.6774
बात यह है कि ,	విషయం ఏంట ంటే ,	0.4410
अरे , धत तेरी की .	భలే , చెతత వెధ వా .	0.5331
