Hindi	Telugu	Similarity_Score
हर रो ज ?	రో జ ూ నా ?	0.3885
भा वना त म क त ौर पर सबसे मुशकिल हि ससा वह पल होता है	వారు ఆ పని ని వి జ య వ ంత ంగా చేసిన పపుడే ఈ పర కరి య లో ని	0.6002
नहीं .	లేదు .	0.3291
नहीं .	లేదు .	0.3291
अरे , इ ध र आओ .	హేయ , ఇలా రా .	0.4678
- तै या री करना स फ ल ता की कु ं जी है . - मुझे नहीं लगता यह हमेशा सच होता है .	- జీవితం లో ఏం సా ధి ంచ ాల ననా సిదధ ంగా ఉండాలి . - అదే ం ఖచచితంగా నిజం కాదు .	0.6357
तुमने सच में इसका नाम , संभा वना र खा है ?	మీరు దీని ని ది చా న సి అని పి లి చా రు కదా ?	0.5480
याद है जब तुम छो टे परा ण ी थे , तुमहारी शि कष ा के पहले दिन कया हुआ था ?	నీ చినన పపుడు మొదటి రోజు నినను స కూ ల లో ది ంచిన పపుడు ఏ మె ందో గురతు ందా ?	0.6405
क य . . .	ఏం . . .	0.6877
तो , सवा भा वि क है , मुझे थोडी चिंता हो रही है .	కాబటటి , స హ జ ంగా నే నాకు కొంచెం కంగా రు గా ఉంది .	0.5972
अगर आप मुझे एक पल के लिए भी सा ँ स ले ने द ें . . .	నువవు కా సత ననను ఒక కష ణం ఊ పి రి తీసుకో ని సతే . . .	0.6840
मुझे !	నాకు !	0.4303
ठ ं डी सला इ म ट यू ब ?	చ లల ని జి గ ట ట యూ బ ?	0.6814
किसी स मु द री या त रा पर खा ने के लिए वह सबसे बुरा सन ै क है .	స ము దర పర యా ణం చే సతునన పపుడు ఇది అస స లు తి నా ల సిన ఐ ట మ కాదు .	0.6874
शायद आपने उसे तैयार कर दिया हो .	బహుశా మీరు త గి న శి కష ణ ఇ చచా రే మో .	0.5494
अरे , नहीं . सला इ म .	ఓహ , లేదు . ఆ జి గ ట .	0.6101
यह बी न स के कारण है !	ఇది బీ నస కారణ ంగా నే !	0.5442
हा ला ँ कि अब मैं फिर कभी सला इ म ट यू ब नहीं खा पा ऊँ गी .	కానీ నే నె తే ఇక మళళీ ఎ పపటి కీ ఆ జి గ ట ట యూ బ ని తి నను .	0.6617
