Hindi	Telugu	Similarity_Score
- रुको . रुको . क य . . . - चे क - इन वि भाग से मेरी बात हो चु की है .	- ఆ గ ండి . ఆ గ ండి . ఏంటి . . . - నేను చె క ఇ న సి బబంది తో మాటలా డా ను .	0.7426
कि ंग डम 2 - 9 , गु ड म ॉर नि ंग .	కి ంగ డ మ 2 - 9 , గు డ మార ని ంగ .	0.6854
आप से पहले गल फ ए यर की एक फ ला इट है , उसके बाद र न वे तीन - श ून य दा एँ पर आपकी बा री है .	మీక ననా ముందు గల ఫ ఎ యి ర విమానం బయ లు దే రు తుంది , ఆ తరువాత ర న వే 3 - 0 లో మీరు వెళల వచచు .	0.7153
ल ंद न ही थ रो पहुँच ने का समय है ,	మనం ల ండ న హ ీ త రో విమా నా శ ర యా నికి	0.6113
नहीं .	వదదు .	0.3902
मि स , इससे कया न ु क सान हो जाएगा ?	మి స , అంత క ఠ ి న ంగా ఉండ టం అవ సర మా ?	0.6251
किसी को भी अलग से अपना लॉ कर नहीं दिया गया है .	ఆ లా కర లు , వాటి ని ఎవ రికీ పర త యే కంగా కే టా యి ంచ రు .	0.5344
- हमारे साथ बचचे हैं . - मैं म ॉ म को बता ऊँ गी .	- మాకు పిలల లు ఉననారు . - నేను అమమ తో చెప తాను .	0.5935
म ॉर नि ंग . म ॉर नि ंग .	మార ని ంగ . మార ని ంగ .	0.4829
तो आज कल शु गर डै डी को इस नाम से पु का रा जाता है ?	అలా ంటి వాళల నే ఈ మధయ ష ు గర డా డీ లు అ ంటుననా రు కదా ?	0.6455
पलीज .	పలీజ .	0.3891
हाँ , थोडी देर में .	అవును , త కకువ సమయం .	0.4470
मार शा . स मि थ . ने ल सन ल ंद न	మార షా . స మి త . నె లస న ల ండ న	0.6899
ह यू गो . मार के टि ंग .	హ యూ గో . మార కె టి ంగ .	0.6509
म ू वी ?	మూ వీ ?	0.3974
या जो कुछ भी तुम करने जा रहे हो जिस में मुझसे बात ना करनी पडे .	లేదా నాతో మాటలాడ టం ఇషటం లే న ంత పని నువవు ఇం కే ద యి నా చే సతు ండ చచు .	0.6210
ठीक है .	మంచిది .	0.4320
फ ला इट डे क .	ఫ ల యి ట డె క .	0.5973
सर .	సర .	0.6010
- शुकरिया , डा र लि ंग . - कोई बात नहीं .	- థాంక యూ , డా ర లి ంగ . - మ రే ం ఫర వాలేదు .	0.6493
पता चला उडा न भर ने से पहले निय मि त सुरकष ा जा ँच व ग ै रह की गई थी .	టె కా ఫ కి ముందు సా ధా రణ మెన భ దర తా త ని ఖ ీ లు ఏ వో జరిగి న టలు ఉననాయి .	0.6801
दि क कत न शुरू हो जाए . नहीं , बेशक .	ఆ ందో ళ న కలి గి ంచ వచచు . లేదు , చేయ ము .	0.6309
नहीं . नहीं , मो ना .	వదదు . వదదు , మో నా .	0.5249
से नि ल ?	సె ని ల ?	0.5320
गा ला !	గ ాలా !	0.3096
हा य .	హాయ .	0.3316
वाह .	వా వ .	0.3262
सर ?	సర ?	0.6010
अपनी - अपनी सी ट ों पर बैठ े रहो !	మీ సీ ట లలో క దల కుండా కూ రచ ో ండి !	0.5528
पलीज !	పలీజ !	0.3891
वाह .	వా వ .	0.3262
ओह , यह बच चा है . इससे कया फर क पड जाएगा ?	ఓహ , ఇలా చూడు . దాని వలల వచచే న ష టం ఏంటి ?	0.6599
उनके पास बंद ूक ें हैं .	వాళల దగగర గ నస ఉననాయి .	0.4514
कॉ ले ट फि शर .	కొ లే ట ఫి ష ర .	0.5351
फोन ?	ఫోన ?	0.3622
कि जो तुम कह रहे हो , वह बेहतर है .	నువవు మాటలా డే దంతా మంచి అనుకో వదదు .	0.5000
- तो तुमहें अ र बी भा ष ि यों की जरूरत पडे गी . - हाथ में पक डे उप कर ण .	- మీరు ఖచచితంగా అర బి క భా ష మాటలాడ గల గ ాలి . - చే తి లో ఉనన పరి కర ాలు .	0.6912
यह काम नहीं करे गा .	ఇది ఇలా పని చేయ దు .	0.5415
सही बात है . इसी लिए तुम उनहें रा जी करो गी .	అది నిజం . అందుకే నువవు వాళ లని ఒ పప ి ంచాలి .	0.5914
फ ला इट डे क .	ఫ ల యి ట డె క .	0.5973
रॉ बि न .	రా బి న .	0.3874
नहीं .	వదదు .	0.3902
पता चला कि यहाँ . . .	చూడ బో తే అకకడ ఒక . . .	0.5220
शुकरिया , दु ब ई ,	థాంక యూ , దు బా య ,	0.5759
कि ंग डम 2 - 9 , शुकरिया .	కి ంగ డ మ 2 - 9 , వి ననా ము .	0.6153
यहाँ , देखो .	ఇకకడ , చూడు .	0.4537
यह तुमने किया है .	నువవు ఇది చేశా వు .	0.5192
जा बे ल अ ली अब ू धा बी	జె బె ల అ లీ అ బు దా బీ	0.5819
से नि ल ?	సె ని ల ?	0.5320
गा ला ?	గ ాలా ?	0.3096
से नि ल ?	సె ని ల ?	0.5320
तुमहारे पास फ ला इट नंबर है ?	నీ దగగర ఫ ల యి ట నె ం బ రు ఉందా ?	0.5889
नहीं .	లేదు .	0.3291
लेकिन म ॉ म के पास होगा .	కానీ అమమ దగగర ఉంటుంది .	0.4499
वे ह थ िया र ों से लै स होते हैं . वि देश ी पुलिस के लोग . यहाँ ल ंद न जैसा नहीं है .	వాళల దగగర ఆ యు ధ ాలు ఉంటా యి , చూడ ండి . వి దే శ ీ పోలీసు లు . ల ండ న లో మా ది రి గా ఉండ రు .	0.7075
- नहीं . मैं कुछ नहीं कह रही हूँ . - हाँ , ऐसा लग तो नहीं रहा है .	- లేదు , నేను ఏమీ అన డం లేదు . - అవును , నువవు అలా మాటలాడ టం లేదు .	0.5980
मैं वापस यहीं आता हूँ और बता ता हूँ उनहोंने कया कहा .	నేను ఇ పపుడే వ సతాను , వాళలు ఏం అంటా రో నీకు చెబు తాను .	0.5377
रॉ बि न . - कयोंकि तुमहें साथ रह ने का मौ का मिल ता है .	- రా బి న . - ఎందుకంటే మీరు ఇదద రూ అకకడ ే కలు సు కుంటా రు .	0.6442
अगर वाई फा ई बंद है , तो वे सब के फोन कयों ले रहे हैं ?	వె - ఫె లే నపపుడు మన అంద రి ఫోన లు ఎందుకు తీసుకు నన టలు ?	0.6165
वह बस , वह मेरी सी ट पर है और यह मेरी सी ट नहीं है .	అది అకకడ , అది నా సీ టు లో ఉంది , ఇది నా సీ టు కాదు .	0.5710
और आपने कहा कि फि कर करने की कोई जरूरत नहीं है ?	ఏమీ ఆ ందో ళ న చె ంద ాల సిన అవసరం లే దని నువవు చెపపా వా ?	0.5755
देखो , वहाँ जगह है . वहाँ , डे वि ड . वह हमारी है .	చూడు , ఇంకా చో టు ఉంది . అది గో , డే వి డ . అది మన దే .	0.6434
{ \ an8 } छ ह घं टे बी त ते ही , यह सब खतम हो जाएगा . "	{ \ an8 } ఆ రు గంట ల తరువాత ఇ దంతా ము గి సి పో తుంది . "	0.7185
अगर विमान को खा ली करने की जरूरत पड ती है ,	మనం ఎ యి ర క రా ఫ ట ని గ నుక ఖ ా ళ ీ చేయ వల సి వ సతే ,	0.5705
मैं अपने बॉ य फर ें ड के साथ होना चाहती थी .	నా బా య ఫ రెండ తో పాటు ఉండ ాలని అను కుననాను .	0.6063
इसलिए ही रो बन ने की कोई जरूरत नहीं है .	కాబటటి మీరు హ ీ రో కా వాలని పరయతని ంచ క ండి .	0.5458
विमान के पा नी पर उ तर ने की स थि ति में ,	విమానం గ నుక నీ టి లో ల యా ండ కా వల సి వ సతే ,	0.6127
- मेरी बात सुनो . इसे पि यो . - ठीक है .	- నా మాట విన ండి . ఇది తా గ ండి . - సరే .	0.6222
कयोंकि , टे री , वह किसी ऐसे इंसान की थी जिस के पास उसे रख ने की अन ुम ति है .	ఎందుకంటే , టె రీ , దానని తన వెంట తె చచు కో వడానికి అను మ తి ఉనన వయకతి ది అది .	0.6366
" मैं आपके के बि न कर ू से बोल रही हूँ .	" మీ క యా బి న సి బబంది మాటలాడు తుననాను .	0.6000
