Hindi	Telugu	Similarity_Score
लि जी ?	లి జీ ?	0.3419
- के ट ! - . . . सा त . . .	- కే ట ! - . . . ఏ డు . . .	0.8954
- लि जी . - . . . पाँच ,	- లి జీ . - . . . ఐ దు ,	0.7645
म ॉ मी !	అమమా !	0.2501
लि जी .	లి జీ .	0.3419
की यर - ए ले ग ज ें डर ब रि टि श ना गर ि क	కీ య ర - అ లె గ జా ండ ర బ రి టీ ష ప ౌ రు డు	0.6899
सुनो . . .	వి ను . . .	0.7019
यू सु फ .	యూ సు ఫ .	0.3874
अचछा , वह बि ज ने स कला स और आ म सी ट ों के बीच वाली जगह में है .	ఆమె ను బి జి నె స క లా స ఇంకా మా మూ లు సీ టల మధయ ఉనన అర లో ఉ ంచా ను .	0.6914
मेरे पास सै म ने ल सन के लिए एक पै के ज है .	సా మ నె లస న కోసం నేను ఒక ప యా కే జ తె చచా ను .	0.6447
- कया यह सही है ? - हाँ , लेकिन . . .	- అది స రెన దే నా ? - అవును , కానీ . . .	0.6849
कोई बात नहीं . यह मेरे साथ हैं .	ఫర వాలేదు . అతను నా కోసం వచచా డు .	0.5246
वह और त .	ఆ మ హి ళ .	0.4869
उसे मत छ ू ओ . मुझे अब दोबारा से सब करना पडे गा .	అది అకకడ ము టటు కో కు . నేను ఇ దంతా మళలీ తు డ వాలి .	0.6433
- फ ला इट में , किसी ने मुझे ला त मार दी . - ला त मार दी ?	- ఇం దా క గొ డ వ లో , ఎవరో ననను త ననా రు . - నినను త ననా రా ?	0.6373
इसका कया मतलब है ?	దాని ఉదదేశం ఏంటి ?	0.4460
लेकिन अगर वह उसे पक डे गी तो चि प का नहीं पा ए गी .	కానీ ఆమె ఒక ే సమయం లో పటటు కు ని , క టట లే కపో తోంది .	0.6261
टे री ?	టె రీ ?	0.4884
ठीक है . लगा ओ .	సరే . కా నివ వు .	0.5640
नहीं .	చెతత .	0.3317
डा रि य स .	డా రి య స .	0.4553
- मैं ऐसी गलत ियाँ नहीं करता . - हाँ , बिलकुल .	- నేను ఊ రి కే నో రు జా ర ను . - లేదు , ఖచచితంగా .	0.5947
नहीं .	లేదు .	0.3291
और मैं इस विमान पर मौ जू द बाकी लोगों जैसा ही हूँ . तुमहारे जैसा ही हूँ .	ఇంకా నేను ఈ విమానం లో ఉనన ఎవ రిక ననా నేను భి నన మెన వాడిని కా ను . నీ తో సహా .	0.5929
तो , अगर वे परे शान हैं , हमें भी परे शान होना पडे गा .	అయితే , వాళలు ఆ ందో ళ న పడి తే , మనం కూడా ఆ ందో ళ న పడ ాలి .	0.6160
- बंद करो . . . - सब लोग , खि ड किया ँ अभी बंद करो !	- మూ సే య ండి . . . - అందరూ , వెంట నే తె రలు ది ంచండి !	0.6721
इसका मतलब है यह ने टो का भी हो सकता है .	అంటే అది బహుశా నా టో యు దధ విమానం కా వచచు .	0.5650
मेरा मतलब है , अगर उनकी जगह हम होते ,	నా ఉదదేశం , దీని నే ఇం కో లా చెపప ాల ంటే ,	0.5063
फा रस की खा डी दु ब ई	పె ర షి యన గల ఫ దు బా య	0.5796
