Hindi	Telugu	Similarity_Score
मेरे हि सा ब से तीन चीजें किसी भी और त को खू बस ू रत बना सकती हैं .	నాకు తెలి సి , మూ డు వ సతు వు లు ఎలా ంటి అమమాయి నె నా అంద ంగా చేసతా యి .	0.6304
प तनी . . .	భా రయ . . .	0.6747
मे ड इन हे वे न	మే డ ఇ న హె వెన	0.5741
सा ला . यहाँ के लोग तो ह द करते हैं , यार .	ఛ . ఇ కకడి మను ష ు లు చాలా ద రి దర ంగా ఉననారు .	0.6225
सुनो . . .	చూడు . . .	0.7205
छो ले - भ ट ू रे .	ఛ ో ళ ే బ తూ రే ?	0.6053
यार , यहाँ जो भी होगा , वो बाहर नहीं जाएगा , ठीक है ?	డ యూ డ , ఇకకడ ే ం జరిగి నా సరే అది మన మ ధ యే ఉండాలి , ఓ కే ?	0.5829
अचछा , एक नी ं बू पा नी बना दो ना ? मैं न हा के आता हूँ .	కొంచెం ని మమ ర సం తీసు కొ సతా వా . నేను స నా నం చే స ొ సతాను .	0.6200
कया ? कैसे ?	ఏంట ీ ? ఎలా ?	0.4991
रख ले .	తీ స కో .	0.4678
दी पति ?	దీ ప తి ?	0.3261
आई ल व यू	ఐ లవ యు .	0.5022
म म मा , पे रिस . . .	అమమా , పా రి స . . .	0.6279
नहीं .	వదదు .	0.3902
वही तो , मेरी पूरी जिंदगी का सवाल है .	అదే గా , నా మొతత ం జీవితం గురించి సమసయ .	0.5396
सुन कर अफ सो स हुआ , ता रा . पर तुमहारे सारे टे सट ठीक हैं .	అ ందుకు సా రీ , తా ర . కానీ నీ టె సట ు రి జ ల టు ల ననీ బా వు ననా యి .	0.6327
ये सारे डि जा इन मि से ज गि ल ने खुद पसंद किए हैं .	ఈ అనని డి జె న లూ మి సె స గి ల స వయ ంగా సె లె క ట చేసా రు .	0.6421
वैसे , इस सा के से मेरी नी ंद उ ड चु की है .	ఈ సా కే తో నాకు ని దర వచచే లా లేదు , తెలుసా .	0.6390
सब जान वर ों के बारे में , जैसे कि सी हो रस .	నీ టి కింద నివ సి ంచే వి , అంటే , సీ హా ర సె స .	0.6132
मेरा फोन ऊपर है . मेरी दोसत , ता रा को फोन कर देना .	నా ఫోన పె న ఇంట లో ఉంది . నా ఫ రెండ తా ర కి కాల చె య యి .	0.5498
न यन , अभी तक जा ग कयों रही हो ?	న యన , ఇంకా మే లు కు ని ఉననా వే ంటి ?	0.5444
सर , आप जो क हें गे वही करेंगे ना ? म हिला का थोडी सुन ेंगे .	సర , మీరు ఏం చెప తే అదే చేసతా ం . ఆ డా ళళు చె బి తే మే ం వి నం .	0.6439
ला इन ? सन ो ? चार ली ? ग न पा उ डर ?	లెన ? స నో ? చా ర లీ ? గ న ప ౌ డ ర ?	0.6616
जब त ू मेरे वकत में , मेरे कै म रे पर अपनी रिक ॉर डि ंग ए डि ट करता है .	నీ డా క యు మె ంట రీ ని కం పె నీ టె ంలో , నా వ సతు వు లతో ఎ డి ట చే సతునన పు డు .	0.6654
मैं परे ग न ें ट नहीं हूँ .	నేను పర ె గ నె ంట ని కాల ేదు .	0.5113
नजर ों से नजर ें मिला के बात करो , और चे ह रे पर छो टी सी मु स कान .	ముఖ ం మీద చినన చి రు నవ వు తో క ళ లల లో క ళళు పె టటి సూ టి గా చూడ ాలి .	0.6884
एक मैं ही ब ची हूँ .	నే న ొ కక దా న నే కాల ేదు .	0.4702
ह ौ ज रा नी पार क में पडे होंगे दोनों .	వాళళు హ ౌ జ రా ణ ీ పార కు లో పడి ఉంటా రు .	0.6146
है पी बर थ डे , ता रा .	హా పీ బర త డే , తా రా .	0.5892
- हाँ . - तो चलो .	- ఆ . - పద వెళ దాం .	0.5364
यह अजीब नहीं है .	అందు లో తపప ే ము ంది .	0.4407
फिर उसके बाद ?	మరి , ఆ తరవాత ?	0.4457
