पुलिस जलद ही यहाँ आ जाएगी	పోలీసులు తవరలో రానుననారు,
- कयोंकि हमारे पास समय कम है. ठीक है. - मैं एक खोजकरता हूँ, एक पथिक हूँ.	- ఎందుకంటే మనకు అంత సమయం లేదు. సరే. - నేను ఒక వెతికేవాడిని, సంచారకుడిని.
यह एक महाकावय गाथा है. यह पयार, धोखे, तरासदी और मुकति की कहानी है.	అదొక బరహమాండమెన కథ. ఒక పరేమ, దరోహం, బాధ అలాగే విముకతి గురించిన కథ.
{\an8}यूलिसीस	{\an8}యూలెసీస
मेडिक!	మెడిక!
सैन फरांसिसको	సాన ఫరానసిసకో
- फिर से! - कूलहों का कया?	- మళళీ! - మరి నడుము సంగతి?
- ठीक है. धनयवाद. - विशवास नहीं होता कि तुम जीत गए.	- సరే. థాంకస. - మీరు గెలిచారు అంటే నమమలేకపోతుననాను.
- सरपराइज? कया. . . - हाँ!	- సరపరెజ? ఏంటి. . . - భలే!
नहीं.	అబబా.
हाँ.	సరే.
नहीं.	వదదు.
सुबह मेरी इकलौती खुशी यही होती है कि दिन में मुझे तुमहारा चेहरा दिखेगा.	పరతీ ఉదయం నేను నినను చూడబోతుననాను అనన కారణంతోనే సంతోషానని పొందుతుననాను.
- हमें पता है. - हमें पता है.	- మాకు తెలుసు. - మాకు తెలుసు.
मैं तुमसे पयार करता हूँ.	నేను నీతో పరేమలో ఉననాను.
फैंग.	ఫెంగ.
केरल	కేరళ
केनया	కెనయా
यह दुखद कहानी है.	ఇది దారుణమెన కథే.
- पर आपको आना होगा. - नहीं.	- కానీ మీరు రావాలి. - లేదు.
हाँ. इससे आपके भाई, फैंग बेहद नाराज होंगे.	మీరు వసతే మీ అనన ఫెంగ కి కోపం రావడం నిజమే.
देखो.	చూడు.
जो कि तुमहारा नया घर होगा.	అదే నీ కొతత ఇలలు అవుతుంది.
यह सच है. बुरा हुआ कि वीडियोगराफर भी चला गया.	నిజమే. ఆ వీడియోగరాఫర వెళలిపోవడం చాలా బాధాకరం.
काइलर? काइ. . . हे भगवान, काइलर!	కెలర? కె. . . ఓరి, దేవుడా, కెలర!
शादी का सपताहांत आ चुका था.	పెళలి వారాంతం రానే వచచింది.
विवियन.	వివియన.
कि शायद मैं गरेस का पिता हूँ.	నేను గరేస తండరిని కావచచు అని.
नहीं.	కాదు.
बेशक करवाई थी.	చేసే ఉంటావులే.
- कयोंकि बात केवल अतीत की नहीं है. - तुम मेरी पतनी के साथ कया कर रहे हो?	- ఎందుకంటే ఇది గతం గురించి మాతరమే కాదు. - నువవు నా భారయతో ఏం చేసతుననావు?
मैं एडगर को संभाल लूँगा.	ఎడగర సంగతి నేను చూసతాను.
बेशक.	అంతే.
