सतयानाश.	అబబా. ఛ.
डैडी	నానన
नहीं.	వదదు.
धनयवाद, नहीं.	థయాంకస, వదదు.
नहीं. तुम मेरी बात सुनो.	లేదు, లేదు. మీరు వినాలి.
- कहो, "हैलो. " - कया?	- "హలో" అనండి. - ఏంటి?
पै. . .	పా. . .
उस समय से जब एक सामानय रात से बदलकर हालात यहाँ तक पहुँच गए. बैठ जाइए.	ఒక సాధారణ రాతరి, ఇలా మారడానికి ఎకకడ బీజం పడిందో, అకకడి నుండి చెపపండి.
- हमारा. - कया?	- మనకి. - ఏంటి?
हे भगवान, कया तुम. . .	బాబోయ, కాసత నువవు. . .
धनयवाद.	థయాంకస.
- देखो, अगर मैं तुमहारी जगह होता, मैं. . . - तुम नहीं हो.	- చూడు, నేనే అయితే ఏం చేసతానో. . . - కానీ నువవు కాదు కదా.
तुम मजाक कर रहे हो.	జోక చేసతుననావు కదా.
धनयवाद.	థయాంకస.
- नहीं. - नहीं?	- లేదు. - లేదా?
तुम कया छुपा रहे हो? तुम आखिर हो कौन?	ఏం దాసతుననావు నువవు? ఎవరు నువవు అసలు?
तुम ठीक हो?	అంతా ఓకేనా?
- सबसे पहले यही किया जाता है. - उसकी नाडी नहीं चल रही थी.	- నువవు చేయాలసిన మొదటి పనే అది. - అపపుడు అతనికి పలస లేదు.
- और फिर भी. . . - और फिर भी, तुमने नहीं पूछा.	- అయినా కానీ. . . - అయినా కానీ, నువవు అడగలేదు.
तुम ऐसी सथिति में पहुँचते हो	ఒక సీన లోకి పరవేశించినపపుడు,
जरूरी नहीं उससे कुछ होगा.	అదేమీ పకకా పరిషకారం కాదు.
- तुमहें ये खुद वापस कर आने चाहिए. - नहीं.	- వాటిని నువవే తీసుకువెళలి ఇవవాలి. - లేదు.
तो, जिसने भी वह खेप चुराई, उसने मेरी मुवककिल को फुसलाने के लिए	కాబటటి, ఈ పని ఎవరెతే చేశారో, నా కలయింట ని ముగగులోకి దించడానికి
- तुम दोनों कब से. . . - जैसा सोच रहे हो, वैसा नहीं है.	- మీ ఇదదరూ ఎంత కాలం నుండి. . . - నువవు అనుకుననటటు కాదు.
