तुमहें यह पता है, है न? हम पुलिस नहीं हैं.	నీకు తెలుసు, కదా? మనం గారడా పోలీసులం కాదు.
हाँ, ठीक है. मैं गरेस के साथ थी.	సరే, అలాగే. నేను గరేస తో ఉననాను.
हम सभी उसके साथ थे.	మేమంతా కలిసే ఉననాం.
-मुझे लगा तुमहारा बेटा है. -नहीं.	-తను మీ అబబాయి అనుకుననాను. -కాదు.
हम सौतेले भाई हैं.	మేము సవతి సోదరులం.
मतलब?	అంటే?
तो, मैट, आज रात को मुझे कोई काम नहीं है,	సరే, మయాట, ఈ రాతరికి నేను ఖాళీగా ఉననాను,
कामुक मसाज नहीं. यह. . .	లెంగికంగా కాదు. ఇది. . .
-कुछ था जिसका वह जवाब नहीं देना चाहती थी. -तुमहें. वह तुमहें जवाब नहीं देना चाहती थी.	-ఆమె జవాబులు చెపపడానికి ఇషటపడటం లేదు. -అది నీ వలల. నీకు జవాబులు చెపపడానికి ఇషటపడలేదు.
कार में बैठो.	కారులో కూరచో.
-कि इस आदमी की हतया हुई थी. धनयवाद. -हतया हुई थी.	-ఆ తరువాత జరిగేది అదే. ధనయవాదాలు. -హతయ చేయబడడాడు.
गरेसी!	గరేసీ!
मुझे लगा मैंने "निखार लो" कहा.	నేను "హాయిగా" అననాను అనుకుంటా.
कया? तुमहें यह पसंद है?	ఏంటి? ఇది నీకు నచచిందా?
और फिर वह ठीक हो गई थी.	ఆ తరువాత తను కోలుకుంది.
यहाँ आओ. जब तुमहारे पिताजी आए, तो तुमने नाचना बंद कयों किया?	దగగరకు రా. మీ నానన లోపలికి రాగానే నువవు డానస ఎందుకు ఆపేశావు?
करिसमस. फोरटी फुट.	కరిసమస. ఫారటీ ఫుట.
बस करो, बिबी!	దేవుడా, బీబీ!
माइकल ने आज पूछा कि कया वह टिकटॉक अकाउंट खोल सकता है.	ఈ రోజు ఒక టిక టాక అకౌంట తీసుకోవచచా అని మెఖేల అడిగాడు.
इसमें बलानड के इस महतवपूरण दिन के लिए कुछ पैसे हैं.	బలానడ కి ఇది ముఖయమెన రోజు గనుక కొదదిగా నగదు బహుమతి.
आमीन.	ఏమెన.
ए, यहाँ आओ.	హేయ, నువవు.
-पता नहीं. -कमीना कहीं का.	-నాకు తెలియదు. -చెతత వెధవ.
-रुबेन, चलो. -इसे फरेम किया जा सकता है.	-రూబెన, ఇలా రా. -ఇది పటం కటటించుకోవాలి.
आ रहा हूँ, माइकल!	వసతుననాను, మెఖేల!
