मैंने आपको कहते सुना, "मेरी आवाज. "	మీరు "నా సవరం" అననటటు వినిపించింది.
जरूर. शायद.	సరే. అలాగే.
शानदार.	మంచిది.
पता नहीं. ऐसा कहा जाता है.	ఏమో. రూపకంగా చెపపాను అంతే.
वाह.	వావ.
हाँ. यह सब वाकई बहुत अचछा है.	అవును. ఈ పరదేశం చాలా బాగుంది.
माफ करना. मैं बाद में समझाती हूँ.	కషమించాలి. నేను తరవాత వివరిసతాను.
हाँ.	భలే.
तुम बहुत उदार हो.	ఇది చాలా బాగుంది.
अपने हाथ हवा में हिलाओ, बिना इस पर धयान दिए कि दूसरे कया सोच रहे हैं.	మిగతావారు ఏం అనుకుంటుననారు అననది ఆలోచించకుండా మీ చేతులు గాలిలో ఊపండి.
देखा, यह हुई ना बात.	అంటే, తెలిసింది కదా.
मुझे नहीं लगता मेरे पास इस परिकरमा में जशन मनाने के लिए कुछ है.	ఈ ఏడాది నేను వేడుక చేసుకోవడానికి పెదదగా ఏం లేవు అని అనిపిసతోంది.
परिकरमाएँ शानदार होती हैं अगर तुमहें वे पसंद हैं तो बढिया	పుటటిన రోజులు చాలా గొపపవి మీకు అవి నచచితే చాలా బాగుంటాయి
मैंने कहा हाँ, पर यह कि आज तुमहारा परकटीकरण दिवस है.	నేను అవును అననాను, కానీ ఇవాళ నీ పుటటినరోజు అని చెపపా.
पर इस वाले के अंदर की सारी टॉफियाँ मैं ही खाऊँगी.	కానీ ఇందులో ఉనన సవీటస మాతరం అననీ నేనే తినేసతాను.
यह सोचने का कोई कारण नहीं था कि यह सच नहीं है.	అది నిజం కాదు అని సందేహించడానికి కారణమే లేదు.
-मेरी इचछा पूरी करने के लिए धनयवाद. -अँ-हँ.	- నా కోరికకు సరే అననందుకు థాంకస. - ఆహ-హాహ.
तुम बहुत अचछी हो जो मुझे यहाँ लेकर आई हो.	మీరు ననను ఇకకడికి తీసుకురావడం చాలా సంతోషం.
तुम अंग हिला रही हो. बहुत अचछे, बहुत अचछे.	మీ చేతులు, కాళళు కదులుతుననాయి. కానివవండి.
तुमहें खतम होने जैसा महसूस हो सकता है पर दरअसल यह जयादातर लोगों के लिए आम गति है.	మీకు చచచిపోతుననాను అననటటు అనిపించవచచు, కానీ చాలా మంది సాధారణంగా ఇలాగే నడుసతారు.
सबसे पयारा शिशु पुरसकार ऐसा भी होता है!	బెసట బేబీ అవారడు అది కూడా నిజమెన అవారడే!
मैं सोच रही हूँ मैं घर ही चलती हूँ.	నేను ఇక ఇంటికి వెళదాం అనుకుంటుననాను.
अगर तुम देखना चाहती हो तुम कितनी दूर आ गई हो तो तुमहें इस कमरे में मौजूद	నువవు జీవితంలో ఎంత సాధించావో తెలుసుకోవడానికి ఒకసారి గదిలో నీ చుటటూ ఉనన
पर मैं बस कहना चाहती हूँ कि मैं हम सभी की दोसती के लिए बहुत आभारी हूँ.	కానీ మీ అందరి తోడుకు నేను ఎంతగా సంతోషపడుతుననానో చెపపాలి అనుకుననాను అంతే.
तुम किसी दिशा में नहीं जा रही हो.	నీ జీవితానికి ఒక బాట అంటూ ఏం లేదు.
कया हम चल पडे हैं? हम चल पडे हैं.	మనం కదులుతుననామా? మనం కదులుతుననాం.
मैं एक बार एक दवीप पर फँस गई थी.	నేను ఒకసారి ఒక దీవిలో ఇరుకకుపోయా.
मैं उस जीव को हाथ से थपकने जा रहा हूँ कयोंकि वह बहुत सुंदर है.	నేను వెళలి ఆ జంతువును నిమురుతాను, ఎందుకంటే అది చాలా అందంగా ఉంది.
मुझे पता था तुम यह कर सकती हो.	నువవు ఇది చేయగలవని నాకు తెలుసు.
शायद कभी तुम हमें हमारी खुद की सुपर संतान दे दोगी.	అపపుడు బహుశా నువవు కూడా మాకు తవరలో మనవళలను ఇసతావేమో.
कया सबको पता है वह दरवाजा खुलने पर किसे कया करना है?	తలుపు తెరిచిన వెంటనే ఏం చేయాలో అందరికీ తెలుసు కదా?
मुझे बहुत अचछा लग रहा है.	నేను చాలా సంతోషంగా ఉననాను.
यहाँ मेरी सुपर संतान के लिए एक छल पारटी रखी हुई है.	నా మనవడికి తెలీకుండా పుటటినరోజు పారటీ జరుగుతోంది.
मैं चाहती हूँ यह आज तक की सबसे अचछी छल पारटी हो.	ఇది అనని మోసపూరిత పారటీలకంటే అతిగొపప పారటీ కావాలి.
कया? तुम कहाँ जा रही हो?	ఏంటి? ఎకకడికి వెళతుననావు?
मझे यकीन है तुमहारे कदमों की संखया सामानय होगी.	నువవు అందరిలాగే యావరేజ అడుగులు వేసతావని చెపపగలను.
यह आसान नहीं है, है ना?	అంత సులభంగా లేదు, కదా?
हमारी दोसत का खून का पंप हाल ही में टूटा है,	మొనన ఈ మధయనే మన ఫరెండ గుండెలో ఫరాకచర అయింది,
अब हम यह सब खतम करें?	మనం ఇక ఇంటికి వెళదామా?
यह सही नहीं हो सकता. देखो, तुम वहाँ रहती हो	అది నిజమె ఉండదు. చూడు, నువవు అకకడ ఉంటావు,
अपने जीवन की परिसथितियों के कारण कुछ दिनों से मैं थोडी उदास हूँ.	నా జీవిత సథితిని చూసుకొని ఈ మధయ నేను చాలా బాధపడడం మొదలెటటాను.
जब भी तुमहें इस आशा की भावना को फिर जगाने की जरूरत पडेगी, मैं तुमहारे साथ ही मिलूँगी.	నీకు ఎపపుడు తిరిగి జీవితంలో నిరాశను పోగొటటుకోవాలి అనిపించినా, నేను నీకోసం వసతాను.
मैं तुमहारे इस उपकरण को खिडकी की दरार से बाहर फेंक सकती हूँ.	నీకు ఇషటమెతే కిటికీలో ఉనన ఈ ఖాళీ నుండి ఈ పరికరానని విసిరేయగలను.
मेरी पसंद की आवाज?	నాకు కావలసిన సవరమా?
हमें शांत रहना चाहिए. शायद गलॉमरॉक में कोई खराबी आई होगी.	పరశాంతంగా ఉండడం చాలా ముఖయం, బహుశా కరెంటు పోయి ఉంటుంది.
और वहाँ से तुम अपना कॉफी पेय लेती हो	అలాగే కాఫీ కోసం నువవు అకకడికి వెళతావు,
तो मेरे फलैट में शांति से शाम गुजारकर बचा-खुचा दिन अचछे से बिताते हैं.	నా అపారటమెంట కి వెళలి, రాతరికి హాయిగా ఎంజాయ చేసతూ మిగిలిన రోజును గడుపుదాం.
-पर मुझे नहीं लगा था यह आएगा. -वाह.	- వీరు వసతారని నేను అనుకోలేదు. - వావ.
धनयवाद, मेरे खून के पंप की तहों से.	నా మనసఫూరతిగా, మీకు థాంకస చెపతుననాను.
ठीक है. मुझे शांति चाहिए. मैं हमारे छल का पहला चरण शुरू करने लगी हूँ.	సరే. అందరూ నిశశబదంగా ఉండండి. నేను మన మోసంలోని మొదటి దశను పరారంభిసతుననాను.
आभार. बहुत छोटी सी है पर सब सही दिशा में जा रहा है.	చాలా సంతోషం. అది చినన పరమోషన, కానీ ఎంతెనా మంచి విషయమే.
तुम ठीक तो हो ना?	నువవు బానే ఉననావా?
मुझे किसी कारण से फोन करने के लिए धनयवाद. अजीब है.	నాకు ఏదో కారణం వలల ఫోన చేసినందుకు థాంకస. వింతగా ఉంది.
खुद के बारे में इतना बुरा मत सोचो.	మరీ అంతగా నొచచుకోవాలసిన పనిలేదు.
ठीक है. अब हम जी लिए हैं या नहीं?	సరే. జీవితం జీవించడం పూరతయిందా?
मैं नई परिकरमा पर किया गया संकलप डाल देता हूँ. यह वैसा ही कुछ है.	నేను నూతన ఏడాది తీరమానం బాకసును చెక చేసతా. ఇది కూడా అలాంటిదే.
हमें तुम पसंद हो, तो यह लो केक	మాకు నువవు అంటే ఇషటం, ఇదుగో కేకు
यहाँ ऊपर से पूरा शहर दिख रहा है.	ఇకకడి నుండి సిటీ అంతా చూడొచచు.
हँ. अचछी किसमत है उनके पास तुमहारा नंबर था और उनहें पता चल गया हम फँसे हुए हैं. कौन सोच सकता था?	అదృషటవశాతతు నీ నంబర వాళళ దగగర ఉండి మనం ఇరుకకుపోయాం అని తెలుసుకుననారు. భలే వింతగా ఉంది కదా?
- कया? नहीं. मेरा यह मतलब नहीं. . . - अभिवादन. मैंने आपकी आवाज की नकल कर ली है.	- ఏంటి? లేదు. నేను అలా అనలేదు. . . - నమసకారం. నేను మీ సవరానని కాపీ చేశాను.
हाँ. हैलो, लटकन मशीन के ऑपरेटर.	అవును. హలో, కేబుల కార ఆపరేటర.
शाबाश. खून के पंप की गति तेजी से बढ रही है.	మంచి పని. నీ గుండె కొటటుకునే వేగం పెరుగుతోంది.
तुम तैयार हो गईं? केयरफुल नाओ में हमारी मेज तैयार हो गई होगी.	నువవు రెడీ అయయావా? కేరఫుల నౌలో మన రిజరవేషన రెడీగా ఉండి ఉంటుంది.
मैंने तुमहें सूप भेजा था.	నేను నీకోసం సూప పంపించాను.
तुमहारे अनुसार तुमहारी गतिविधियों का वरतमान सतर कया है?	పరసతుతం మీరు మీ శారీరక యాకటివిటీ సథాయిని ఎలా వివరిసతారు?
उनहोंने पूछा कि कया तुम डरावनी हो.	మీరు విడడూరమెన వయకతులా అని అడిగారు.
दल लटकन मशीन के ऊपर फंसी हुई.	ఒక కేబుల కారులో ఇరుకకుపోయా.
जब मैं फँसा हुआ महसूस करती हूँ, तो डांस करती हूँ जब तक फिर से उनमुकत महसूस नहीं करती.	నాకు ఇరుకకుపోయాను అని అనిపించినపపుడు, నేను మళళీ ఫరీగా ఫీల అయయేవరకు డానస వేసతాను
दोहरी तरककी मुबारक हो! ऐसा सच में होता है!	హయాపీ డబుల పరమోషన! అది కూడా జరుగుతుంది!
बहुत अचछे. तुम सबको यहाँ कयों नहीं ले आते?	అదభుతం. వాళలందరినీ ఇకకడికి తీసుకొసతావా?
कृपया फिर से कहो. कम से कम पाँच बार और.	దయచేసి మళళీ అలా అను. అంటే, ఒక అయిదు సారలు.
तुमहें बिलकुल ऐसे ही कहना है जब हमारी मुखय अतिथि आएगी.	మన అతిథి వచచినపపుడు మీరు సరిగగా ఇలాగే ఆశచరయపరచాలి.
मैं बाहर जाकर अलग-अलग तजुरबे हासिल करना चाहती हूँ.	నేను బయటకు వెళలి కొతత అనుభవాలను పొందాలి అనుకుంటుననాను.
लोगों को यह पता चलने में कई दिन लग गए कि मेरा जहाज एक तूफान में टूट गया था.	నా షిప ఒక తుఫానులో బదదలెపోయింది అని తెలుసుకోవడానికి జనానికి కొనని రోజులు పటటింది.
शायद कयोंकि आज मेरा परकटीकरण दिवस है और मैं कुछ चीजों के बारे में दोबारा सोच रही हूँ.	బహుశా ఇది నా పుటటినరోజు కావడం వలల, అలాగే జీవితంలో కొనని విషయాలను సరిచేయాలి అనుకోవడం వలల ఏమో.
पर हम आ गए हैं, तो अब बहुत देर हो गई है	కానీ మేము వచచేశాం, ఇక చేసేది ఏం లేదు
अचछा, ठीक है.	సరే, వసతాను.
विशाल टॉफियाँ गिराने वाला.	మిఠాయిలు ఉండే పెదద ఉటటి.
वाह! तुम तो अब भाग रही हो.	నువవు బాగా కదులుతుననావు.
वे समय के कुछ पल हैं जो गुजर जाएँगे	సమయంతో పాటు గడిచిపోయే సందరభాలు మాతరమే,
और फिर बाकी की जिंदगी हर परिकरमा पूरी होने पर.	ఆ తరవాత, తమ జీవితం అంతా గడిచే పరతీ ఏడాదికి ఒకసారి.
मैं किसी अनजान और असपषट चीज के लिए तरस रही थी,	నేను నాకు తెలీనిది ఏదో కావాలేమో అని అనుకుంటుననాను,
हाँ, पर शायद हमें उस तरफ जाना. . .	నిజమే, కానీ మనం ఇక ఇపపుడు ఇంటికి. . .
जिजञासा और गुससा इस गरह पर जहाँ चारों तरफ है खतरा	ఆసకతి అలాగే ఆగరహం పరమాదంతో నిండి ఉనన పరపంచంలో
मैं यह काम करने की कोशिश करती हूँ	నేను పెదదది తీసుకురావడానికి వెళతాను,
पर मुझे पसंद आ रहा है.	కానీ చాలా సంతోషంగా ఉంది.
तुम कहाँ हो? खुशनुमा घंटा चल रहा है.	ఎకకడ ఉననారు? హయాపీ అవర నడుసతోంది.
मेरा इलाका, मेरा फलैट.	నా పరాంతం, నా అపారటమెంట.
हाँ. धनयवाद.	సరే. థాంకస.
यह कोई परकटीकरण दिवस का सामानय भाषण नहीं है,	నాకు తెలిసి ఇది అందరిలాంటి పుటటినరోజు సపీచ కాదు,
मैं आभारी हूँ कि तुम मुझे बेहतर महसूस करवाने की कोशिश कर रही हो.	నేను మంచిగా ఫీల అయయేలా చేయడానికి నువవు చేసతునన పరయతనానికి చాలా సంతోషం.
बहुत अचछा हुआ. बधाई हो.	భలే విషయం. అభినందనలు.
मुझसे इंतजार नहीं हो रहा. यह कितना अचछा लगेगा.	భలే ఆసకతిగా ఉంది. ఇది చాలా అందంగా ఉంటుంది.
चिंदी कचरा. हैलो, बेटा.	కానఫెటటి. హాయ, బుజజి.
कैसा महसूस कर रही हो?	ఇపపుడు ఎలా అనిపిసతోంది?
मुझे लगता है तुमहें अंदर आना चाहिए.	నువవు లోనికి వసతే మంచిదని నా ఉదదేశం.
अगर हम इसमें सफल हो गए तो हमारी दोसत को लगेगा उससे पयार किया जाता है	మనం గనుక బాగా చేయగలిగితే, మన ఫరెండ మన పరేమను బాగా ఫీల అవుతారు,
मैंने सोचा हम लाकषणिक रूप से तुमहारे टूटे हुए खून के पंप को जोडने के लिए इसे फोड सकते हैं.	ఒక రూపకంగా విరిగిన నీ మనసుకు పరశాంతతను ఇవవడానికి దానిని బదదలుకొటటొచచు అనిపించింది.
मुझे अफसोस है उनहोंने तुमहें इतना घिनौना उपहार दिया.	వాళళు నీకు ఇంత దారుణమెన గిఫట ఇచచినందుకు నాకు బాధగా ఉంది.
फिर तुम परकट हुई थी.	ఆ తరవాత నువవు పుటటావు.
मैंने ऐसे सवाल का जवाब देने के लिए ही यह उपकरण लिया है.	ఆ పరశనకు సమాధానం చెపపడానికే ఈ పరికరానని తీసుకొచచా.
उसका दरद असतितव से संबंधित है.	వారి బాధ తన జీవితం గురించి లెండి.
अगर नहीं पसंद तो हमें अफसोस है	మీకు అవి నచచకపోతే మమలని కషమించండి
जब तुम दूसरी ओर देख रही थी, मैंने इसे आमंतरित कर लिया था. मुझे लगा तुमहें मजेदार लगेगा.	నేను నీ తల అటువెపు ఉననపపుడు వీరిని ఆహవానించాను. ఇది సరదాగా ఉంటుంది అనిపించింది.
हिप, हिप, चिंदी कचरा.	హిప, హిప, కానఫెటటి.
साफ है, उसे पता नहीं है हम सब को उसकी परवाह है.	వారికి మనం తమ గురించి ఆలోచిసతుననాం అని అససలు తెలీదు.
पराणी मसती से जशन मनाने के बजाय	యథేచఛగా వేడుక చేసుకోవడం మాని
एक सितारे की परिकरमा कर रहा है	ఒక నకషతరం చుటటూ తిరుగుతోంది
हॉयसट जिम	హాయిసట జిమ
मजा आ रहा है, है ना?	అది భలే ఉంది, కదా?
अभी नहीं. एक और चीज है जो मैं करना चाहती हूँ.	అపపుడే కాదు. నేను ఇంకొకక పని చేయాలి అనుకుంటుననాను.
ओह, बाप रे. तुम लोग ठीक हो ना?	ఓహ, అయయో. మీరు బానే ఉననారా?
पर लगता है ऑरब मुझे बताने की कोशिश कर रहा है कि आज वह दिन नहीं है जब मैं मुकत महसूस करूँगी.	కానీ నా జీవితానని తిరిగి ఉతసాహంగా నడిపించడానికి ఇవాళ సరెన రోజు కాదని ఈ పరపంచం నాతో చెపతుననటటు ఉంది.
मुझे ऐसी किसी चीज पर सवारी करने से हमेशा डर लगता था.	నాకు ఇలాంటి ఒకదానిలో పరయాణించడం అంటే మొదటి నుండి చాలా భయం.
और खून के पंप के आकार के टॉफियाँ गिराने वाले को तोडने से उनहें उनकी उदासी से मुकति मिल सकती है.	అలాంటిది గుండె ఆకారంలో ఉనన మిఠాయిలు ఉండే ఉటటిని పగలగొడితే తను బెదిరిపోయే అవకాశం ఉంది.
अचछा, कया तुमने किसी को एक विशाल खून का पंप ले जाते देखा?	సరే, ఒక వయకతి పెదద గుండెను తీసుకెళలడం నువవు చూశావా?
हाँ, हम ऊपर फँसे हुए हैं. कया कहा?	అవును, మేము గాలిలో ఇరుకకుపోయాం. ఏంటది?
कुछ थोडे अजीब लग सकते हैं	కొనని విషయాలు వింతగా ఉండొచచు
हाँ, वह दूरी की वजह से लग रहा है.	అవును, ఎందుకంటే మనం దూరంగా ఉననాం కదా.
आखिरकार हम मेरे फलैट तक पहुँच गए.	చివరికి, మనం నా అపారటమెంట కి వచచేసాం.
पर तुम जो भी काम करते हो और जो भी अनुभव करते हो, उन सबसे हमारा असतितव है.	కానీ నువవు చేసే పనులు, అనుభవించే సందరభాలే మన జీవితానికి ఒక అరథానని ఇచచేవి అవుతాయి.
आपसे अपनी सचची भावनाएँ साझा करूँगी, तो आप उसे खुले दिल से सवीकार करेंगे.	అలాగే నా ఫీలింగస ని మీరు మనసఫూరతిగా సవీకరిసతారు అని నాకు తెలుసు.
पराणी शोरगुल करके और मसती के साथ जशन मनाते हैं.	ఎలాంటి హదదులు లేకుండా విచచలవిడిగా వేడుక జరుపుకుంటారు.
मुझे लगा आप मेरा परकटीकरण दिवस भूल गईं.	నువవు నా పుటటినరోజును మరచిపోయావు అనుకుననాను.
जब तक वे मेरी उमर के हुए, मेरे जीवनदाता पूरा गरह घूम चुके थे.	నా వయసు వచచేసరికి, మా అమమానాననలు పరపంచం అంతా తిరిగారు.
जिस दिन से मैं रिटायर हुआ.	నేను రిటెర అయిన రోజునే.
वे हमेशा चीजों को दिलचसप बना देते हैं.	వాళళు ఎకకడికి వచచినా సందడి చేసతారు.
पर मैं तुमहारे लिए फॉनडयू लाई हूँ.	కానీ నేను నీకోసం ఫాండూ చేశాను.
कि मुझे लगने लगा था शायद मैं खुद एक मशीन हूँ.	చివరికి నేను కూడా మెషిన నే ఏమో అనుకోవడం మొదలెటటాను.
तुम सच में मेरी सबसे अचछी दोसत हो.	నువవు నిజంగా నా బెసట ఫరెండ వి.
मशीनों पर पसीना बहाने से पहले हम अपने सदसयों को खुद को साफ करने को कहते हैं.	మెషిన లని వాడడానికి ముందు మా సభయులు అందరినీ సనానం చేయమని అడుగుతాము.
हम जीवन को मायने देने के तरीके ढूँढ लेते हैं	జీవితానికి అరథానని ఇవవడానికి మారగాలను వెతుకుతుంటాం
अरे, देखो. एक पुराने समय का कॉल बूथ.	హేయ, ఇది చూడు. ఇది ఆ పాత ఫోన బూతలలో ఒకటి.
हम देख रहे हैं कि तुम एक ही ढररे से बँधी हो.	పరసతుతం నువవు గందరగోళంలో ఉననావని తెలుసు.
चिंदी कचरा से.	కానఫెటటి వేయాలి.
बेशक. आज तुमहारा खास दिन है.	అదేం పరలేదు. ఇవాళ నీ సపెషల రోజు.
इतना बडा जशन चल रहा है पर तुम कुछ उदास लग रही हो.	నీ పుటటినరోజున నువవు పెదద సంతోషంగా లేనటటు కనిపిసతుననావు.
तुमने हॉयसट में सदसयता लेने का कयों सोचा?	మీరు హాయిసట లో సభయతవం తీసుకోవడానికి కారణం ఏంటి?
मुझे काम पर बहुत बडी तरककी मिली थी	అపపుడే ఆఫీసులో నాకు పెదద పరమోషన ఇచచారు,
मुझे बस बहुत फँसा हुआ सा महसूस होता है.	నాకు సతంభించిపోయినటటు అనిపిసతోంది.
वह सब कितना छोटा लग रहा है.	అననీ చాలా చిననగా కనిపిసతుననాయి.
अगर पराणी बेचैन होने लगें, कया आप सुनिशचित करेंगी वे चले न जाएँ?	అకకడ జనానికి అసహనం ఎకకువెతే, వాళళు వెళలిపోకుండా మీరు ఆపగలరా?
मेरे काम में मुझे छोटी सी तरककी मिली, इसलिए मेरी तरफ से दावत.	నాకు ఉదయోగంలో చినన పరమోషన ఇచచారు, కాబటటి ఇది నా టరీట.
तुमहारे परकटीकरण दिवस से एकदम पहले. बहुत बुरी बात है.	అయయో, సరిగగా మీ పుటటినరోజు ముందు. చాలా దారుణం.
जब बडे वाला टॉफियाँ गिराने वाला आ जाएगा तो आशा है, सब समझ में आ जाएगा.	నువవు ఇంతకంటే పెదద మిఠాయిలు ఉండే ఉటటిని తీసుకొసతే, అపపుడు అరథం అవుతుంది ఏమోలే.
जिस पल से पराणी परकट होते हैं,	మనుషులు పుటటిన కషణం నుండి,
कया हम तुमहारे सोफे पर हलका जहर गिराने के बजाय तुमहें बचाने आएँ?	ఇకకడ మీ ఇంటలో సోఫా మీద మదయం తాగడం మానేసి అకకడికి వచచి మిమమలని కాపాడమంటారా?
हमने तुमसे छल किया!	మేము నినను మోసం చేసాం!
एक यादगार परकटीकरण दिवस के लिए धनयवाद.	నా పుటటినరోజును బాగా జరిపినందుకు చాలా థాంకస.
हमने तुमसे छल किया!	మేము నినను మోసం చేశాం!
मैंने पिछले हफते तुमसे कहा था मैं बीमार हूँ.	నేను నాకు గతవారం ఆరోగయం బాలేదు అననాను.
ठीक है. अपने उपहार का मजा लो. हमें जाना है. तुमसे पयार है.	సరే. నీ గిఫట ని ఎంజాయ చెయ. మేము ఇక వెళళాలి. లవ యు.
चाहे मैं जितना मरजी बाहर निकल जाऊँ, यह सब नहीं बदलने वाला.	నేను ఎంత బయటకు వెళలి తిరిగినా ఈ విషయం మాతరం మారదు.
हमें पता है तुमहें बाहर घूमने जाना या जिम जाना या बागबानी करना	నీకు బయటకు వెళలడం, జిమ కి వెళలడం లేదా తోటపని చేయడం లేదా అలాంటి పనులు ఏవీ
तो हम तुमहें कोई ऐसी चीज देना चाहते थे जो चुसत होने में तुमहारी मदद करे.	కాబటటి నువవు ఇంటిని వదిలి బయటకు వెళళడానికి నీకు ఒక చినన బహుమానం ఇవవాలి అనుకుననాం.
उनहोंने कहा है यह खतरनाक नहीं है और हम जलदी ही चल पडेंगे.	పెదద పరమాదకరం కాదు, తవరలోనే మళళీ కదులుతాం అననారు.
नहीं, मुझे हाथ मत लगाओ. मेरा मन बदल गया है.	వదదు, ననను ముటటుకోకండి. నేను మనసు మారచుకుననాను.
शुरू करने के लिए, अपनी पसंद की आवाज बताइए.	పరారంభించడానికి, మీకు ఎలాంటి సవరం కావాలో చెపపండి.
यह बात तो ठीक लग रही है.	అది వినడానికి సబబుగానే ఉంది.
यह रहा.	ఇదుగో.
हम तुमहारे होने का जशन मना रहे हैं.	మనం నినను వేడుక చేసుకుంటుననాం.
खुशनुमा घंटा अब यहाँ से चलेगा.	హయాపీ అవర మరొక పరదేశంలో జరుగుతుంది.
यह सुनना हमेशा अचछा लगता है.	ఆ మాట వినడం చాలా సంతోషం.
और अब आगे चीजें और अजीब होती जाएँगी	ఈ జీవితం ఇకపె మరింత వింతగా మారుతుంది అంతే
-मैंने तुमसे कहा था मैं काम के लिए शहर से बाहर हूँ. -वह काफी मुमकिन लगा था.	- నేను పని మీద వేరే ఊరు వెళతుననాను అననాను. - అది నిజమే అనుకుననా.
मैं एक नौकरी में फँसा हुआ था और मुझे महसूस होता था जैसे मैंने अपना कोई हिससा खो दिया है.	నేను ఒక ఉదయోగంలో ఇరుకకుపోయి ననను నేనే కోలపోతుననాను ఏమో అనుకోవడం మొదలెటటాను.
मैं कैसा कर रही हूँ, उपकरण?	నా సథితి ఏంటి, పరికరమా?
बिना किसी काम के फंसी हुई, बिना किसी साथी के फंसी हुई,	ఒక మంచి ఉదయోగం లేకుండా, సరెన భాగసవామి లేకుండా,
तुम मेरी सबसे अचछी दोसत हो.	నువవు నా బెసట ఫరెండ వి.
मैं जरा छोटी-मोटी समसयाएँ सुलझाने जा रही हूँ.	ఏమెనా కావాలంటే చెపపండి, నేను మిగతా సంగతులు చూసుకుంటా.
खून के पंप की गति बढ रही है.	గుండె కొటటుకునే వేగం పెరుగుతోంది.
अपने संपूरण असतितव की सथिति का आकलन करने लगते हैं.	తమ జీవితానని అలాగే భవిషయతతు సథితిని అంచనా వేయడం మొదలెడతారు.
अपनी 21वीं परिकरमा पर,	తమ 21వ పుటటిన రోజున మాతరం,
आपने शूनय कदम लिए हैं.	మీరు సుననా అడుగులు వేశారు.
आभार. मुझे लगता है तुम एकमातर पराणी हो जिसे यह याद रहा.	చాలా సంతోషం. నాకు తెలిసి నా పుటటినరోజు గురతుననది నీకు మాతరమే ఏమో.
और इससे काम हो जाना चाहिए.	ఇక బాగుంటుంది అనుకుంట.
पर तुमहारे यहाँ होने ने मुझे याद दिलाया कि मेरे पास वह सब था जिसकी मुझे वासतव में जरूरत थी.	కానీ నాకు ఇననాళళుగా కావాలసి వచచింది కేవలం మీ అందరి తోడు అని ఇపపుడు తెలిసింది.
बुझाओ! बुझाओ!	ఆరపు! ఆరపు!
मैं जानती हूँ कि अगर मैं ईमानदारी से बात करके	నేను మీతో మనసు విపపి మాటలాడగలుగుతుననా,
मैंने इतने लंबे समय तक मशीनों के डिजाइन बनाए	నేను చాలా కాలం మెషినలను డిజెన చేశాను,
यह है ऑरब नामक हमारा गरह थोडा सा एक ओर झुका हुआ है	ఇదుగోండి మా పరపంచం ఇది కాసత వంపుగా ఉంటుంది
जिससे शायद उसका दरद कुछ कम हो जाए.	అపపుడు తన మనసులో ఉనన బాధ కాసత తగగొచచు.
-रुको. तुमहें ऐसा नहीं सोचना चाहिए. -हमें डरावना बोलना बंद करो.	- ఆగు. నువవు అలా అనుకోవడం తపపు. - మమమలని విడడూరమెన వారు అనడం ఆపు.
रुको. वह विशाल टॉफियाँ गिराने वाला कहाँ है?	ఆగండి. మిఠాయిలు ఉండే పెదద ఉటటి ఎకకడ?
कया अपने पारटनर के लिए एक अतिरिकत चाबी चाहती हो?	మీ భాగసవామి కోసం ఇంకొక తాళం చెవి కావాలా?
निठलली. बैठी रहती हो. कामचोर. हिलती नहीं हो. लागू नहीं होता.	బదధకం. కదలిక లేదు. సోమరి. చలనం లేని వయకతి. ఆ పరశన ఈ వయకతికి సరెనది కాదు.
