मे ड इन हे वे न	మే డ ఇ న హె వెన
हाँ .	సరే .
- माँ , माँ , पलीज मेरी बात सुनो . - बाहर निक लो .	- అమమా . అమమా , పలీజ . చెపపే ది వి ను . - బయట కి పో .
कभी किसी लड के को हाथ नहीं लगा ओ गे .	మళళీ ఇం కో అబబా యి ని తా కా వ ంటే చూడు .
हाँ . थोडा सा . पर तुमसे मिल ना जो था .	ఉంది . కొ ద ది గా . కానీ నినను చూడ ాలి గా .
तुमहारी शादी मुझसे हो रही है , मेरे माँ - बा प से नहीं .	నువవు పెళళి చేసుకో వల సింది ననను , మా పే రె ంట సు ని కాదు .
आपको इतना तो पता ही होगा कि एक शादी में	నీకు తెలు స ను కుంటా ను ఒక పెళళి జరగ డానికి
एल जी बी टी स मु दा य को अधि कार है कि इस देश के ना गर ि क की तरह जि य ें .	ఎ ల . జి . బి . టి . క మ యూ ని టీ కి హ కకు ంది ఈ దే శ ప ౌ రు లు గా బర త క డానికి .
पा उ डर को पा नी में घ ो ल कर देना है .	ఈ ప ౌ డ ర నీ ళళ లలో కలి పి మీ కి వ వాలి .
सर जी , हमें अपना काम करने दी जिए . जब फा इ ल होगी तो देख लेना .	సర , మా పని మమ మ లని చే స కో నీ ండి . ఎ ఫ . ఐ . ఆర . రా సిన తరవాత చూడ ండి .
- तो , ए फ आई आर नहीं है . - अरे !	అంటే ఎ ఫ . ఐ . ఆర . లేదు అన మాట ?
और रा मान ंद ी क छु ए को एक फु फ कार से जयादा कुछ नहीं मिल ता .	ఆ చినన తా బ ే లు కి ఓ సు నని త హె చచ రిక తపప ఇం కే ం దొ రక లేదు .
हाँ . हाँ . पलीज कुछ करो .	ఆ , యా . పలీజ ఏదెనా చె య యి .
इसे पी लिया हुआ है कया ?	తన కి జా ండి స ఏమెనా ఉ ండా ?
मुझे कुछ बात करनी है .	నేను కొంచెం మాటలాడ చచా ?
देखो , तुम इस सब की चिंता मत करो . मैं सब संभाल ल ूँगी .	చూడు , ఇవ ననీ ఆలోచి ంచి టె న షన పడ కు . నే ని ది చూ సు కుంటా ను .
पापा , ये घट िया नहीं है .	నా ననా , అది ద రి ద రం కాదు .
- एक मिनट , मैडम . - आप देख िए तो सही , सर .	చె క చేసతాను , కానీ మీరు వె యి ట చెయయ ాలి .
मैं म जब ूर था .	నాకు తపప లేదు .
का श आप लोगों को इसका बर थ सर टि फि के ट मिला ही ना होता .	మీరు తన బర త సర టి ఫి కే ట కను క కో కుండా ఉ ండి ఉంటే బా వు ండ ే ది .
- एक और शादी गई काम से . - तुम समझ नहीं रहे , नि खि ल .	- ఇం కో పెళళి చె డి పో బో తోంది . - నీ కర ధం కా వ ట లేదు , ని ఖ ి ల .
ये कोई बडी बात नहीं है . करो और खतम करो . ठीक है , बेटा ?	అది పెదద విషయం కాదు . అలా చేసి ఫి ని ష చే సె య . ఓ కే , స వీ టీ .
रात भर सम ंदर कि ना रे ही रे की अ ंग ूठ ी ढूँढ रहा था .	రాత రం తా , వీ డు బీ చ లో ఓ డె మ ండ కోసం వె తు కు తూ ఉననాడు .
बी स साल का है . और डर ग स का इतना न शा .	వాడి కి 2 0 ఏ ళళు . డ రగ స మ తతు లో ఉంటా డు .
हमें गी ता ं ज लि बहुत पसंद है . बहुत ही पया री है .	మాకు గ ీ తా ం జ లి న చచి ంది . తను చూడ ము చచ ట గా ఉంది .
एक दम सही कह रहे हैं , ज ौ ह री साह ब .	చాలా క రె క టు గా చెపప రు , జ ౌ హ రీ గా రూ .
डि यर ता रा , वि ष य : शि बा नी बा ग ची इस ती फा	డి య ర తా ర , స బ జె క ట : షి బా నీ బా గ చ ీ రా జీ నా మా
व ॉर टन से डि ग री ले ने वाली लडकी की शादी पे ड से होगी .	వ హా ర టన లో చ దు కు ని ఓ చె టటు ని పెళళి చే స కు ంటుంది .
कया चाहते थे तुम मुझसे ?	నా నుంచి ఏ మా శి ంచా వు నువవు ?
तो , अपने बारे में कुछ बताओ . कया तुम लोगों में . . .	అయితే , మీ ఇదద రి గురించి చెపపు . మీ ఇదద రికీ . . .
फोन छोड आई थी क बी र की गाडी में .	క బీ ర కారు లో ఫోన వదిలే సి వచచా వు .
नहीं , बस करो , व रु ण . . .	లేదు , పలీజ , వ రు ణ . . .
इतना ही बताया उसने . मुझे नहीं पता .	తను అంతే చెపపి ంది . నాకు తెలీదు .
द ख ल देने के लिए माफ कीजिए , सर . मैडम ने सब बता कर र खा है .	డి సటర బ చేసిన ందుకు సా రీ , సర . మా మ నా క నని ఇ న సటర కష నస ఇ చచా రు .
कमी ज निका लिए पलीज .	ష ర ట తి యయ ండి , పలీజ .
आ दिल ? आ दिल को कया बो लो गी ?	ఆ ది ల ? ఆ ది ల కి ఏం చెబు తా వు ?
