पह ला खिला डी हें क रॉ जर स	మొదటి ప లే య ర హె ంక రా జర స
लो , हें क . आज मा कर देखो .	ఒక సారి ఆ డి చూడు , హె ంక .
मि र रस ॉ फ ट दुनिया भर में सभी प ले ट फ ॉर म पर सभी अधि कार ों को निय ंत रि त करता है .	పరపంచ వయా ప తంగా , అనని ప లా ట ఫా మస లో కూడా హ కకు ల ననీ మి ర ర ర సా ఫ ట దగ గరే ఉననాయి .
टे ट रिस	టె ట రి స
कया यह मजाक है ?	జో క చేసతుననా వా ?
लेकिन , ए डी , यह अलग है .	కానీ , ఎడ డీ , ఈ ఆట వే రు .
मुझे पता है .	నాకు తెలుసు .
म ॉ स को	మా స కో
इसमें कया लि खा है ?	అందు లో ఏం రా సు ంది ?
च ौ था खिला डी	నా ల గ వ ప లే య ర
और वह डि सट री ब यू शन संभाल ता है ?	పం పి ణ ీ ని ఆ య నే చూ సు కుంటుననా డా ?
आप से मिल कर खुशी हुई , कै वि न .	నినను కల వడం బాగుంది , కె విన .
कै वि न .	కె విన .
नि न ट ें डो	ని ంట ె ండ ో
रॉ जर स ?	రా జర స ?
नहीं , नहीं .	లేదు , లేదు .
यह कौन है ?	ఎవరు ఇ తను ?
टे ट रिस	టె ట రి స
नहीं .	లేదు .
{ \ an8 } कं सो ल	{ \ an8 } క నస ో ల
टो क यो	టో క యో
सुनो .	చూడు .
मा या ?	మా యా ?
इस समय हम बहुत ब डे नि कम मे हैं !	మనం ఇపపుడు ది వాళ ా తీ య బో తుననాం !
म ॉ स को	మా స కో
मैंने यही सोचा था .	నే న ూ అదే అను కుననా .
हमने आर के ड के अधि कार खो दि ए हैं .	ఆర కే డ హ కకు లు మన చేయి దా టి పోయా యి .
ह िर ो - सान ,	హ ీ రో - శా న ,
टे ट रिस	టె ట రి స
ची यर स	చ ీ రస .
ची यर स	చ ీ రస .
टो क यो	టో క యో
नि न ट ें डो	ని ంట ె ండ ో
यह गे म सी में पर ो ग राम किया गया है , है ना ?	దీ నని సీ లా ంగ వే జ లోనే కదా పర ో గరా మ చేశారు ?
स जज नों , अगर तुम लोग छो टे बच चों को दो ला ख गे म बॉ य बे च ना चाहते हो ,	చూడ ండి , కొనని లకష ల గే మ బా య స ని పిలల లకు అమమ ాల నన దే మీ లకష యం అయితే ,
ल ंद न	ల ండ న
मैं उस पर टि प प ण ी नहीं कर सकता ,	ఆ విషయం లో నేను కా మె ంట చేయ లేను ,
टो क यो	టో క యో
कया हो रहा है ?	ఏం జరుగు తోంది ?
मुझे अभी तक हैं ड हे लड अधि कार मिले नहीं हैं , लेकिन बस मुझे कुछ समय दो .	హ యా ండ హె ల డ హ కకు లని ఇంకా సం పా ది ంచ లేక పోయా , కానీ నాకు కొ ంత సమయం ఇవవ ండి .
म ॉ स को	మా స కో
ती स रा ले वल	మూ డ వ లె వె ల
{ \ an8 } ए लो र ग	{ \ an8 } ఎలా రగ
मि . रॉ जर स , यह अ मे रि का नहीं है .	మిసటర రా జర స , ఇది అ మె రి కా కాదు .
हा . बहुत अजीब बात है .	హా . భలే త మా షా గా ఉ ందే .
