अरे , ग ै ब रि एल .	ఓహ , గా బ రి యే ల .
जे पी ?	జె పి ?
इस ने पै ंट नहीं पह नी है .	ఇ తను ప యా ంటు వే సుకో లేదు .
इ वा .	ఈ వా .
ज ॉन प ॉल . कैसा महसूस कर रहे हो ?	జా న పాల , ఇపపుడు నీకు ఎలా ఉంది ?
नहीं .	లేదు .
बे न	బె న
मैं नहीं जा सकती . . . मुझे इं टर व यू के लिए जाना है , ठीक है ? मैं . . .	సరే , నా వలల కాదు . . . నాకు ఒక ఉద యో గం ఇంట ర వయ ూ ఉంది , సరేనా ? నేను . . .
मेरी बस एक आँख है .	నాకు ఒక క న నే ఉంది .
अरे , धत . कम ब खत . . .	ఓహ , చెతత . చెతత . . .
ब ला न ड अ र सला के घर पर है ,	బ లా న డ ఉ ర సు లా ఇంట లో ఉంది ,
मैं तुमसे घर में मिल ूँगा .	నినను ఇంటి దగగర కలు సతాను .
ज ॉन प ॉल .	జా న పాల .
अ ल वि दा .	ఉంటా ను .
थ ॉ मस और मै थ यू के पिता उनकी आत मा को शा ं ति मिले	థా మస మరియు మా థ యూ ల త ండ రి ఆ తమ కు శా ంతి కలు గు గా క
पर मुझे माफ कर दो .	కానీ ననను కషమించు .
अगर तुम कह रहे हो कि वह उन बह नों में से कोई एक थी . . .	ఆ పని చేసి ంది ఆ అ కక చె ల లె ళ లలో ఎవరో ఒక రని మీరు అంటే . . .
नहीं , हम नहीं कह रहे . . . हम अब भी जा ँच कर रहे हैं .	లేదు , మేము అన డం లేదు . . . మేము ఇంకా పరి శ ో ధి సతుననా ం .
नहीं .	లేదు .
उसकी छो टी बहन उसके साथ कार में थी . बै का .	ఆమె చినన చె ల లె లు కూడా కారు లో ఉంది . బె కా .
तुमने सही काम किया है .	నువవు స రెన పని చేశా వు .
और तुमहें पता है मुझे अन य लोगों से मिल ना है , पर . . .	ఇంకా నీకు తెలుసు , నేను మరి కొ ంద రి ని కల వాలి , కానీ . . .
नहीं . बस वही पता है जो गरेस ने बताया था .	అంటే , తెలియదు . నా ఉదదేశం , గరేస చెపపి న దే .
हाँ .	సరే .
बस इसलिए कयोंकि अगर जे पी को पता चला , तो वह . . .	ఎందుకంటే ఇది గ నుక జె పి కి తెలి సి ంద ంటే , అతను . . .
जे पी .	జె పి .
- मैं टी वी देख सकती हूँ ? - बेशक .	- నేను టీ వీ చూడ వచచా ? - తపప కుండా .
जै र लड फि शर मै ने जि ंग डा य रे क टर	జె రాల డ ఫి ష ర మే నే జి ంగ డె రె క టర
- तुम यहाँ कया कर रही हो ? - बस स फा ई कर रही हूँ .	- ఇకకడ ఏం చేసతుననా వు ? - నేను ఊ రి కే సర దు తుననాను .
नहीं !	లేదు !
कर सकते हैं .	మనం కల వ గల ము .
मुझे यकीन नहीं था कि वे . . .	నేను వాటి కి సప ంది ంచ ాలని . . .
एक हफ ता ? एक म ही ना ?	ఒక వార మా ? ఒక నె లా ?
वह कौन है ? फो टो ग रा फी टी चर ?	అతను ఎవరు ? ఫో టో గర ఫీ టీ చ రా ?
खैर , आने के लिए बहुत - बहुत धनयवाद .	సరే , మీ రం తా వచచి న ందుకు ధనయవాదాలు .
अरे , हाँ . धनयवाद .	ఓహ , అలాగే . థాంక స .
तुमहें बचा ने हे तु शुकरिया अ दा करने के लिए	నేను గా బ రి యే ల కోసం ఒక వి స కీ బా టి ల కొ ననాను
- कॉ म बु चा है . - चु प रहो .	- కొ ం బ ూ చా ఉంది . - ఛ ీ పో .
यह इतना सर ल नहीं है , है न ?	అది అంత తే లి క కాదు , అవునా ?
ने बरा स का	నె బ రా స కా
टॉ म .	టా మ .
और छो टी बहन की आर थि क वजह . . .	చినన చె ల లె లి ఆ రథ ి క అవసరం . . .
तो हम देख सक ेंगे कि उस रात उसके श री र में कया था जब उसकी हतया हुई . मर गया .	అతను హ తయ కు గు రెన రాతరి అతని పరిసథి తి ఎలా ఉ ందో మనం చూడ చచు . చని పోయి న రాతరి .
इ वा ?	ఈ వా ?
नि को ला फ े रिस .	ని కో లా ఫె రి స .
जे मस गि ब नी ए ंड सं स	జే మస గి బ నీ అ ండ స నస
मि ना .	మి నా .
नहीं .	లేదు .
हैलो . मुझे रॉ जर म लड न के बारे में किसी से बात करनी है .	హలో , రో జర ము ల డ ూ న గురించి నేను ఎవరి తో అయి నా మాటలాడ ాలి .
ज ॉर ज ?	జా ర జ ?
ज ॉन प ॉल .	జా న పాల .
ज ॉर ज .	జా ర జ .
अगर तुम देख ती कि उसे मुझ पर कितना गु ससा आया था , तो समझ जाती कि उस ी ने किया है .	ఇంత కు ముందు వాడు నాతో పె ను గు లా డి న తీ రు చూ సి ఉంటే , అత నే ఇది చేశా డని తెలు సతుంది .
यह ग ं भी र है , इं स पे क टर . हमारे पास वह सब ूत है जो तुमहें चाहिए था .	ఇది తీ వర మెన విషయం , ఇ న స పె క టర . మీకు అవ సర మెన ఆ ధా రం మా దగగర ఉంది .
तुम श री वि लि य मस और इ वा गा र वी , दोनों के साथ काम करते थे .	వి లి య మస ఇంకా ఈ వా గా ర వీ , ఈ ఇదద రి తో కలిసి మీరు పని చేశారు .
मैं मुशकिल से सब संभाल रही हूँ , समझ े ? मैं मुशकिल से . . .	నేను అ తి కష టం మీద ఇలా ఉ ంటుననా ను , సరేనా ? అ తి కష టం మీద . . .
- हाँ . पर मैं अं ति म प डा व पर पहुँच चु की हूँ ? - अरे , हाँ .	- అవును . కానీ నేను జ డ జీ ల ఇ ళ లలో పర దర శి ంచ ాలా ? - ఓహ , అవును .
पकका पा नी में गिर ते हुए उसका सिर कहीं ट करा गया होगा .	తను నీ టి లో పడు తునన పపుడు త లని దే ని కో ఢ ీ కొ టటి న టలు ననా డు .
मुझे लगा था कि वह बस उससे न फ रत करती है , पर फिर . . .	ఆమె అత డిని మా మూ లు గా ద వే షి ంచే ది అను కుననాను , కానీ . . .
हाँ , मैं ग लि टर कल म व ग ै रह से डा य री में लि ख कर रख ूँगी .	అవును , నేను దానిని నా డె రీ లో మె రి సే పె నను తో రా సతాను .
किसी ने उसे डर ग स दि ए और सम ंदर में मर ने के लिए	ఎవరో తన కి మ తతు మ ందు ఇ చచి మ రీ నా లోకి వి సి రే శా రని ,
मैंने ग ै ब रि एल के लिए एक बो त ल वह ि स की ख री दी थी .	నా మనిషి ని కా పా డి న ందుకు ధనయవాదాలు చెపప డం కోసం .
