यहाँ पडे - पडे .	ఇకకడ పడు కు ని .
पर शे रि फ जै कम न को मार डा ला ?	కానీ ష ె రి ఫ జా క మా నను చం పా డా ?
टॉ मी ?	టా మీ ?
हाँ . उसने मार डा ला .	అవును . అత నే చం పా డు .
मैडम ?	మే డ మ ?
फ लि न .	ఫ లి న .
मुझे पता है .	నాకు తెలుసు .
यह मत सोच ो कि उसके लिए पयार नहीं .	అ ందుకు నినను పరే మి ంచ టం లే ద ను కో కు .
पर इससे बेहतर की ह क दार हो .	కానీ నీకు మ రె నన ో సమ కూ ర ాలి .
ले व जू बो व को यह पता है ,	ఇది లె వ జు బో వ కు తెలుసు ,
मैंने जि तना सोचा था , उससे कहीं जयादा ठ ो स .	నేను అవ సర మను కునన దాని కంటే క ఠ ి న మెన నిరణ యం .
वि ल फ .	వి ల ఫ .
पर मुझे श रण ा र थी शि वि र याद आता है .	కానీ నా తొ లి జ ఞ ా ప క ాలు శి బి రా ని వే .
मैंने बेवकू फी की .	మూ ర ఖ మెన పని చేశా .
व ु ल फ !	వ ూ ల ఫ !
हमने उसके लिए झ ं डा भी बना या , बिना अ ंग ूठ े वाला हाथ .	మేము దాని కొ క జె ండా కూడా చేశా ం , బ ొ టన వే లు లేని చేయి .
उसका कहना था , हमारे हर पा प ज रि या हमारा अ ंग ू ठा ही तो है .	చే తి కి ఎదు రు గా ఉండ గల బ ొ టన వే లే పర తీ పా పా నికి మూ ల ం అనే ది .
ह थ िया र ों ,	ఆ యు ధ ాలను ,
एक बार फिर , मुझे बचा ने के लिए सब छोड दिया .	మ రో సారి అన నీ తయ జి ంచింది , ననను కా పా డ టానికి .
ले व ?	లె వ ?
ए ली टा ?	ఎ లీ టా ?
फ लि न फि शर ?	ఫ లి న ఫి ష ర ?
वि ल फ ने दर टन .	వి ల ఫ నె థర టన .
नहीं .	వదదు .
पकका , यही जगह है ?	క చచితంగా ఇకకడ ే నా ?
पर पहले ऐसी नहीं थी .	ఇది ఇలా ఉండే ది కాదు .
वि ल फ .	వి ల ఫ .
हमारा शि वि र यहीं था .	శి బి రం ఇకకడ ే ఉండే ది .
ए ली टा .	ఎ లీ టా .
इस खू बस ू रत ह री घ ा स के नीचे .	ఈ అంద మెన ప చచ టి మె దా నం కింద .
ग ड ढ ा खो दो , गु ड िया .	గు ంత త వ వు , బంగా రం .
हम से ?	మన మా ?
उनहें इ कट ठा कर रही हूँ .	వారి ని పో గు చేసతుననా ను .
मेरा मतलब समझ रहे हो .	నా మాట అరథ మ వు తోంది గా .
वह . . .	ఒక . . .
जै स पर ?	జా స పర ?
याद है मो नो पो ली को लेकर ल डा ई हुई थी ?	మో నో పొ లి ఆట లో మనం గొ డ వ పడ టం గురతు ందా ?
जै स पर . मेरा वह मतलब नहीं था .	జా స పర , నేను ఆ అరథ ంలో అన లేదు .
हम यह बात ची त कयों कर रहे हैं ?	మనం ఇది ఎందుకు మాటలాడు తుననాం ?
ऐ टि कस !	ఆ టి కస !
धत ! ऐ टि कस !	ఛ త ! ఆ టి కస !
ऐ टि कस !	ఆ టి కస !
ऐ टि कस !	ఆ టి కస !
यह कया है ?	ఏంట ీ చెతత ?
द कष ि ण प ं थी फ ौ ज का इ शा रा .	అ తి వాద తీ వర వా దు ల మాట లు .
मुझे जान ना है अगर तुमहें कुछ पता है .	దాని పె నీకు తెలి సిన వి నాకు తెలియ ాలి .
और स परि ंग कर ीक की तरफ , एक न ई वा यु से ना सु वि धा है .	స పరి ంగ క రీ క వెపు న కొతత వా యు ద ళ కషి ప ణి కే ంద రం ఉంది .
मुझे जाना है , टॉ मी .	నేను వెళళ ాలి , టా మీ .
तुमने और ए ली टा ने आर आई से जो डे टा चु रा या था , वह डी ए नए में है .	ఆర ఐ నుండి నువ వ ూ ఎ లీ టా దొ ం గి లి ంచిన డే టా , డీ ఎ న ఏ లో ని కషి ప త మెంది .
यह अस ली ल ंद न है .	ఇది నిజ మెన ల ండ న .
ताकि बात कर सक ें .	మాటలాడు కో వడానికి .
स परि ंग कर ीक में जो सु वि धा है , वह उसे उडा ना चाहती है .	స పరి ంగ క రీ క లో ని ఆ కషి ప ణి కే ంద రం పే ల చేయ ాలని చూ సతోంది .
नहीं .	లేదు .
शे री स को लगे गा कि उसकी जी त हुई ,	తన దే గె లు పని చె రీ స అను కు ంటుంది ,
बर टन को पता न चले .	బర టన కు తెలియ కూడదు .
ऐसे एक पर भे जिए .	ఒక దానికి పం ప ండి .
परि फर ल में पा री पूरी होने के बाद	అంటే నీ అసలు శ రీ రం లో మే ల కొ న గానే ,
