मै डे लि न प यू स टा फ ले ख क	మయా డ లి న ప యూ సటా ఫ రె టర
उसने पहले ही डे सी की कहानी . . .	ఆమె అ పపటి కే ఈ క థ చూ సే సింది . . .
पर वे लूसी और डे सी थे ,	కానీ అది లూ సీ , డె సి లు ,
- ना व पर ? - हाँ .	- పడ వా ? - అవును .
- हाँ . - मुझे माफ कर दो .	- అవును . - ననను కషమించు .
नहीं .	లేదు .
गो सट .	ఘ ో సట .
सबसे म श ह ूर टे ली वि जन स टा र से	వారు అత య ంత పర ముఖ టీ వీ తా ర ను
बिल ?	బి ల ?
बिल .	బి ల .
तुम जानते थे कि रस टी को व फा दा री की श प थ ले नी प डी ?	ర సట ీ వి ధ ే యత పరతి జ ఞ పె స ంత కం చెయయ ాలని నీకు తెలుసా ?
रॉ जर ऑ टर , फि लि प म ॉ रिस .	రో జర ఆ టర , ఫి లి ప మో రి స .
उनहें कुछ नहीं पता .	వాళల దగగర అది లేదు .
फि लि प म ॉ रिस शो का परा यो ज क है .	ఫి లి ప మో రి స ష ో కు డబబు లి సతా డు .
कॉ क टे ल पार टी में ,	కా క టె యి ల పార టీ లో ,
फि लि प म ॉ रिस	ఫి లి ప మో రి స
सोच रहे हो गे कि कया चल रहा है .	ఏమి జరుగు తు ందని ఆలోచి సతుననా వు .
मुझे पता है .	నాకు తెలుసు .
- मजाक कर रही है . - पता है .	- త మా షా చే సతోంది . - తెలుసు .
जिस का अ ध य कष अभी आप से बात कर रहा है .	మాటలాడు తుననా రని చెపప ాలను కుంటుననా ను .
" प ले ट ें , च म म च , व ग ै रह . "	పి ంగా ణ ీ పా తర లు వ గె రా . "
कुछ समय बाद दरवा जा खु ल ता है , रि की अंदर आता है .	ఒకక కష ణం తరువాత , తలు పు తె రు చు కు ని రికీ వ సతా డు .
- हम उस पर काम करेंगे . - शुकरिया .	- దాని సంగ తి చూ సతా ం . - ధనయవాదాలు .
- नहीं . - र ै ल फ ?	- లేదు . - రాల ఫ ?
हाँ , बेशक .	ఓహ , అవును .
